The_Old_Path_(TOP)_Channel,Daniel_Razon
Eel_Pie_Publishing,Pete_Townshend
CrossGen,Ron_Marz
Godrej_Group,Sohrab_Pirojsha_Godrej
Annenberg_Foundation,Wallis_Annenberg
Tahirih_Justice_Center,Layli_Miller-Muro
Quest_Corporation,Hiroshi_Minagawa
Colruyt_Group,Jef_Colruyt
Lending_Club,Mary_Meeker
Ayer_Shwe_Wah,Aung_Thet_Mann
The_Spaceship_Company,Doug_Shane
Flipkart,Binny_Bansal
Railtrack,Gerald_Corbett
Ludlow_Typograph,Douglas_Crawford_McMurtrie
MLB_Advanced_Media,Robert_A._Bowman
Salsano_Group,Sandro_Salsano
National_Iranian_Oil_Company,Bijan_Namdar_Zangeneh
ABS-CBN_Corporation,Eugenio_Lopez_III
Niagara_Falls_Hydraulic_Power_and_Manufacturing_Company,Jacob_F._Schoellkopf_Jr.
Worth1000,Avi_Muchnick
New_Era_Cap_Company,Ehrhardt_Koch
Apple_Store,Phil_Schiller
Airbus_Group,Tom_Enders
Openfilm,Alan_Melikdjanian
LKAB,Marcus_Wallenberg_(born_1956)
China_Oceanwide_Holdings,Lu_Zhiqiang
Motilal_Oswal_Group,Motilal_Oswal
Itsu,Clive_Schlee
Motion_Picture_Corporation_of_America,Brad_Krevoy
Capital_Economics,Roger_Bootle
Wunderbar_Films,Dhanush
Rare_(website),Yasmeen_Sami_Alamiri
Essilor,Hubert_Sagnières
Seven_West_Media,Tim_Worner
Neiman_Marcus,Lawrence_Marcus
Apollo_Hospitals,Prathap_C._Reddy
RPG_Group,Harsh_Goenka
Chattem,Shaquille_O'Neal
The_Co-operators,Kathy_Bardswick
Technical_Committee_on_VLSI,Saraju_Mohanty
Popeyes_Louisiana_Kitchen,Al_Copeland
Le_Coq_Musique,Kevin_Mooney
Flame_Ventures,Tony_Krantz
DeLclima,Giuseppe_De'Longhi
Revelations_Entertainment,Lori_McCreary
Citibank_India,Pramit_Jhaveri
Juddmonte_Farms,"Edward_Beckett,_5th_Baron_Grimthorpe"
9TV,Antonio_Cabangon_Chua
Monique_Lhuillier_Runway_Shows_and_Fashion_Collections,Monique_Lhuillier
Viking_Bank,Alexey_Ustaev
Edible_Arrangements,Tariq_Farid
Optomen,Patricia_Llewellyn
Spelling_Television,Aaron_Spelling
Alloy_Entertainment,Leslie_Morgenstein
Piraeus_Bank,Michalis_Sallas
LakeView_Asset_Management,Scott_Rothbort
Gaylord_Container_Corporation,Anson_Goodyear
Aerocar_(1905_automobile),Henry_Ford
Harbinger_Systems,Vikas_Joshi
Stilt_(company),Dalton_Caldwell
Maverick_(company),Larry_Rudolph
Golar_LNG,John_Fredriksen
HollyRod_Foundation,Holly_Robinson_Peete
Exit_International,Fiona_Stewart_(author)
SAIC_Motor,Chen_Zhixin
Nissan,Toshiyuki_Shiga
Garst_Seed_Company,Roswell_Garst
C.G._Conn,Charles_G._Conn
Constructions_Mécaniques_de_Normandie,Iskandar_Safa
Skai_Group,Giannis_Alafouzos
Ibn_Sina_Trust,Fouad_Abdulhameed_Alkhateeb
Maruti_Suzuki,R._C._Bhargava
CKE_Restaurants,Andrew_Puzder
Autodesk,Carl_Bass
Codemasters,Anil_Ambani
Pay8Plus,Charlene_C._Ank
Blue-Tongue_Films,Joel_Edgerton
Epicentric,Oliver_Muoto
Intertek,André_Lacroix_(businessman)
CapeRay_Medical,Kit_Vaughan
Cyberinfrastructure_for_Network_Science_Center,Katy_Börner
Little_(automobile),William_C._Durant
Media_Group,Surya_Paloh
MicroProse,Brian_Reynolds_(game_designer)
Kotak_Mahindra_Bank,Uday_Kotak
Magic_Leap,Richard_Taylor_(filmmaker)
Ocean_Healing_Group,Christiaan_Bailey
China_Xinhua_News_Network_Corporation,He_Ping
Morgan_Stanley,James_P._Gorman
Metro_(department_store),Chairul_Tanjung
Ratzinger_Foundation,Christoph_Schönborn
West_Midland_Bird_Club,Bill_Oddie
Notenstein_La_Roche_Private_Bank,Adrian_Künzi
Qatar_Computing_Research_Institute,Ahmed_K._Elmagarmid
Royal_Securities_Corporation,Izaak_Walton_Killam
Eurostazioni,Francesco_Gaetano_Caltagirone
Origin_Systems,Robert_Garriott
Canadian_Aerodrome_Company,Frederick_Walker_Baldwin
The_Elders_(organization),Gro_Harlem_Brundtland
Vivanta_By_Taj,Cyrus_Pallonji_Mistry
Geetha_Arts,Allu_Arjun
Villa_Group,Qasim_Ibrahim
Creative_Eye_Limited,Dheeraj_Kumar
Magnusson_Klemencic_Associates,John_Skilling
Bateman_Hardware,Walter_Bateman
Odebrecht,Marcelo_Odebrecht
Uganda_National_Oil_Company,Emmanuel_Katongole
Marimekko,Vuokko_Nurmesniemi
Alkem_Laboratories,Samprada_Singh
Triumph_Motorcycles_Ltd,"Digby_Jones,_Baron_Jones_of_Birmingham"
NDTV,K._V._L._Narayan_Rao
Sports_Direct,Mike_Ashley_(businessman)
The_Natori_Company,Josie_Natori
Countrywide,Alison_Platt
Gerdau,Jorge_Gerdau_Johannpeter
Humana,Wendell_Cherry
Generation_YES,Dennis_Harper
Bellamy's_Australia,Laura_McBain
Bakrie_Group,Aburizal_Bakrie
Rickenbacker,George_Beauchamp
UBC_Media_Group,Simon_Cole
NII_Holdings,Steven_M._Shindler
Prostate_Cancer_Foundation,Michael_Milken
European_Movement_Germany,Bernd_Hüttemann
Guardian_Life_Insurance_Company_of_America,Deanna_M._Mulligan
Italian_Society_for_International_Organizations,Giovanni_Conso
PRQ,Fredrik_Neij
Blowback_Productions,Marc_Levin
Post_Carbon_Institute,Richard_Heinberg
Pagani_(company),Horacio_Pagani_(auto_executive)
SOCAR,Rovnag_Abdullayev
Reliance_Institute_of_Life_Sciences,Mukesh_Ambani
Abu_Dhabi_National_Oil_Company,Khalifa_bin_Zayed_Al_Nahyan
Abercrombie_&_Fitch,Mike_Jeffries_(CEO)
Rimbunan_Hijau,Tiong_Hiew_King
Al-Muhaidib,Sulaiman_Al-Muhaidib
Veritas_Prep,Markus_Moberg
Harmony_Gold_(mining),Patrice_Motsepe
CKE_Restaurants,Carl_Karcher
CARMAnation,Ilya_Movshovich
Prophet_(company),David_Aaker
St._James's_Place_plc,Mark_Weinberg
Society_for_Science_and_the_Public,H._Robert_Horvitz
BlueLithium,Krishna_Subramanian
Kakao,Rim_Ji-hoon
Sun_Life_&_Provincial_Holdings,"Arthur_Wellesley,_Marquess_of_Douro"
Delaware_North,Jeremy_Jacobs
Access_Project,Josh_Ruxin
Brighterion,Raymond_Kendall
Humongous_Entertainment,Ron_Gilbert
Computing-Tabulating-Recording_Company,Charles_Ranlett_Flint
Embrace_(non-profit),Jane_Chen
D._E._Shaw_&_Co.,David_E._Shaw
Xstream_Pictures,Jia_Zhangke
The_Park_Hotels,Priya_Paul
Empire_International_Pictures,Charles_Band
Intu_Properties,David_Fischel
Middle_East_Broadcasting_Center,Abdul_Aziz_bin_Fahd
Ipsen,David_Meek
Platinum_Dunes,Andrew_Form
SAP_SE,Bill_McDermott
Eddy_Merckx_Cycles,Eddy_Merckx
Russian_Post,Dmitry_Strashnov
Kingston_Technology,John_Tu
St_Rose_Music,Philip_Glass
Hawker_Aircraft,Thomas_Sopwith
Nintendo_Entertainment_Planning_&_Development,Yoshio_Sakamoto
Nbn_(telecommunications_company),Ziggy_Switkowski
JSW_Cement,Sajjan_Jindal
Reliance_Industries,Mukesh_Ambani
DevGen,Remi_Vermeiren
SteelPath,Gabriel_Hammond
MicroProse,Andy_Hollis
Anaheim_Sports,Tony_Tavares
GMA_Network,Felipe_Gozon
PatientsLikeMe,James_Heywood_(chief_executive)
Golden_Ocean_Group,John_Fredriksen
Disneyland_Paris,Catherine_Powell
Jack_Wolfskin,Melody_Harris-Jensbach
Global_Ocean_Commission,David_Miliband
John_Brown_&_Company,"Charles_McLaren,_3rd_Baron_Aberconway"
VIP_Music_Records,Fabrizio_Moreira
Studios_Hergé,Bob_de_Moor
Getinge_Group,Carl_Bennet
Canadian_Radio_Broadcasting_Commission,William_Arthur_Steel
Trees_for_Life_(Scotland),Vanessa_Collingridge
C._Person's_Sons,Charles_Person
Manga_Entertainment,Chris_Blackwell
Nordmøre_Energiverk,Dagfinn_Ripnes
Focus_Films,Malcolm_Kohll
Vitra_(furniture),Rolf_Fehlbaum
Aramex,Fadi_Ghandour
Stride_Rite_Corporation,Arnold_Hiatt
Madras_Talkies,Mani_Ratnam
Brave_Bison,Ashley_MacKenzie
Sommers_Company,Bob_Ducsay
Haier,Zhang_Ruimin
Microsoft,John_W._Thompson
Siddhalepa,Victor_Hettigoda
David_Lynch_Foundation,Ramani_Ayer
Fuchsia_(clothing),Lawren_Pope
Unic,Georges_Richard
FOLIOfn,Steven_Wallman
Sukosol_Group,Krissada_Sukosol_Clapp
Mandeville_Films,Laurie_Zaks
Decon,Jason_Goldwatch
Win's_Entertainment,Jimmy_Heung
Warner_Bros._Cartoons,Mel_Blanc
Mirage_Studios,Peter_Laird
Platinum_Dunes,Bradley_Fuller
Heritage_Film_Project,Eduardo_Montes-Bradley
Little_Caesars,Mike_Ilitch
Infocom,Dave_Lebling
Syncopy_Inc.,Emma_Thomas
Corday_Productions,Ken_Corday
NYAV_Post,Stephanie_Sheh
Rokeby_Stables,J._Elliott_Burch
Open_Invention_Network,Keith_Bergelt
Bine_Consulting,Drew_McPherson
Western_Norway_Regional_Health_Authority,Oddvard_Nilsen
Village_Roadshow_Pictures,Bruce_Berman
Xcitement_Wrestling_Federation,Jimmy_Hart
Navy-Marine_Corps_Relief_Society,James_F._Amos
UNCL_(fashion_label),Ty_Lawson
Silicon_Graphics,Kurt_Akeley
Northern_Foods,Ranjit_Singh_Boparan
Valeant_Pharmaceuticals,Joseph_C._Papa
Chicago_Options_Associates,Jimmy_Wales
Rossiya_Segodnya,Dmitry_Kiselyov
Carter_Holt_Harvey,Graeme_Hart
Lend_Lease_Infrastructure,Nick_Greiner
Handley_Page,Reginald_Stafford
Shellanoo_Group,Benny_Andersson
BizBash_Media,David_Adler_(entrepreneur)
Alimentation_Couche-Tard,Alain_Bouchard
TV_2_Group,Alf_Hildrum
Marshall_Field's,Levi_Leiter
Qualcomm,Paul_E._Jacobs
H&M,Karl-Johan_Persson
Nordea,Björn_Wahlroos
Charity_Engine,Stephen_Wolfram
Alliantgroup,Jim_Ramstad
Enron_scandal,Jeffrey_Skilling
Recordland,Marcel_Granier
Level_3_Communications,Jeff_Storey
Blippy,Philip_J._Kaplan
Hero_MotoCorp,Pawan_Munjal
Halfords,Jill_McDonald_(businesswoman)
Carlton_Communications,Michael_P._Green
"República,_LLC",Jorge_A._Plasencia
Bank_of_Cyprus,Wilbur_Ross
WPP_plc,Philip_Lader
Anonymizer_(company),Lance_Cottrell
Gazprombank,Andrey_Akimov
Achievement_Hunter,Lindsay_Jones_(actress)
British_Land,Chris_Grigg
Keppel_Corporation,Lee_Boon_Yang
Merck_&_Co.,Kenneth_Frazier
BBC_Radio,Helen_Boaden
"GenArts,_Inc.",Karl_Sims
Spyglass_Entertainment,Jonathan_Glickman
Dionex,A._Blaine_Bowman
L_Brands,Les_Wexner
Resolution_plc,Clive_Cowdery
Chrysler_(brand),Sergio_Marchionne
Nokia_Networks,Rajeev_Suri
Bank_of_Montreal,Bill_Downe
Americans_Elect,Kahlil_Byrd
National_Society_for_the_Prevention_of_Cruelty_to_Children,Peter_Wanless
Discovery_Communications,David_Zaslav
Association_marocaine_des_droits_humains,Khadija_Ryadi
Golub_Capital,Lawrence_E._Golub
China_CITIC_Bank,Kong_Dan
Thomson_Reuters_Foundation,Monique_Villa
Christie's,Patricia_Barbizet
Wiel_Arets_Architects,Wiel_Arets
Earthwood,Ernie_Ball
Bad_Boy_(brand),Paulo_Thiago
VSee,Terry_Winograd
Metropolitan_Stores,Albert_D._Cohen
Royale_Racing,Pat_Symonds
EveryoneOn,Josh_Gottheimer
Yoma_Bank,Serge_Pun
WKE_(WKEntertainment),David_Kennedy_(advertising)
SolarCity,Elon_Musk
Gydja_Collection,Sigrun_Lilja
Institute_of_Sindhology,Ghulam_Ali_Allana
TV_Most_(Hong_Kong),Roy_Tsui
Resolution_(talent_agency),David_A._Unger
Jerusalem_Foundation,Mark_Sofer
Godrej_Group,Tanya_Dubash
Toronto-Dominion_Bank,Bharat_Masrani
Goodyear_Tire_and_Rubber_Company,Richard_J._Kramer
Civil_and_Civic,Dick_Dusseldorp
Y_Combinator_(company),Dalton_Caldwell
Compugen_(Israeli_company),Anat_Cohen-Dayag
Keller_Williams_Realty,Gary_W._Keller
Benoist_Aircraft,Tony_Jannus
S,Jeff_Gravenhorst
Dragon_Gate_USA,Gabe_Sapolsky
Grindhouse_Wetware,Ryan_O'Shea
Apeejay_Surrendra_Group,Priya_Paul
Sonar_Entertainment,Stewart_Till
M_J_Gleeson,Dermot_Gleeson_(BBC)
Black_Angus_Steakhouse,Stuart_Anderson_(restaurateur)
Kennaway_Fine_Art_Guild,Robert_Crisp
DeCODE_genetics,Kári_Stefánsson
Meat_Corporation_of_Namibia,Clara_Bohitile
Lackawanna_Steel_Company,William_Walker_Scranton
Manchester_Carriage_and_Tramways_Company,John_Greenwood_(bus_operator)
HPE_COXA,Piero_Ferrari
LogoLounge,Bill_Gardner_(author)
GMA_Network_(company),Felipe_Gozon
Danjaq,Barbara_Broccoli
RatPac-Dune_Entertainment,Brett_Ratner
Cellum,János_Kóka
Aiwa,Joe_Born
Packet_One_Networks,Puan_Chan_Cheong
Actus_Tragicus_(comics),Rutu_Modan
CBS,Sean_McManus_(television_executive)
Lytro,Kurt_Akeley
International_Press_Club_of_Prague,Luca_Rovinalti
National_Social_Security_Fund_(Uganda),Geraldine_Ssali_Busuulwa
International_Campaign_for_Tibet,Kate_Saunders_(Tibet_specialist)
Tokidoki,Simone_Legno
Royal_Studios,Willie_Mitchell_(musician)
Mountain_Madness,Charlie_Fowler
Apollo_Education_Group,Peter_Sperling
Advanced_Accelerator_Applications,Claudio_Costamagna
Buy_More,Sarah_Walker_(Chuck)
Erhard_Seminars_Training,Werner_Erhard
Costco,Jeffrey_Brotman
Nintendo_Entertainment_Planning_&_Development,Katsuya_Eguchi
L_E_Lundbergföretagen,Fredrik_Lundberg
Westwood_Studios,Louis_Castle
Good_Sam_Enterprises,Marcus_Lemonis
Baristas,Barry_Henthorn
Ritmoteca.com,Ivan_J._Parron
Landry's_Seafood,Tilman_J._Fertitta
Grupo_Cartes,Horacio_Cartes
Centrica,Richard_Haythornthwaite
Rosenergomash,Vladimir_Palikhata
Nomad_Digital,Graeme_Lowdon
FCB_(advertising_agency),Jonathan_Harries
Mansour_Group,Yasseen_Mansour
WWE,Triple_H
Orascom_Construction_Industries,Nassef_Sawiris
Bank_of_the_Philippine_Islands,Jaime_Augusto_Zobel_de_Ayala
Groupe_SEB,Thierry_de_La_Tour_d'Artaise
National_Express_Group,Dean_Finch
Bombay_Dyeing,Nusli_Wadia
Storeboard_Media,Rick_Sirvaitis
Family_Research_Council,Tony_Perkins_(politician)
Société_de_Construction_des_Batignolles,Ernest_Goüin
Nature's_Path,Arran_Stephens
Coventry_Climax,Leonard_Pelham_Lee
Publicis,Maurice_Lévy_(Publicis)
Nando's,Dick_Enthoven
British_Society_for_Immunology,Peter_Openshaw_(physician)
PDVAL,Rafael_Ramírez_(Venezuela)
Noventi,Giacomo_Marini
Q_(TV_network),Felipe_Gozon
Sonic_Reality,Dave_Kerzner
TaeguTec,Han_Hyun-jun
HealthSouth,Jay_F._Grinney
China_Resources_Shenzhen_International_Trust,Jiang_Wei
Cineriz,Angelo_Rizzoli
Bluebird_Toys,Torquil_Norman
Identity_Films,Anthony_Mastromauro
Photoville_International,Dominic_Meily
Tsai_Capital,Christopher_Tsai
Safe_Humane_Chicago,Cynthia_Bathurst
Robertson_Aircraft_Corporation,William_B._Robertson
Sproxil,Ashifi_Gogo
Smart_(automobile),Annette_Winkler
Paramount_Aircraft_Corporation,Walter_J._Carr
AECOM,Richard_G._Newman
Next_Digital,Stephen_Ting
Blyk,Pekka_Ala-Pietilä
Endeavor_(non-profit),Linda_Rottenberg
Simpsons_(department_store),Joseph_Flavelle
Scott_Free_Productions,Michael_Schaefer_(producer)
Booz_Allen_Hamilton,John_Michael_McConnell
John_Penn_and_Sons,John_Penn_(engineer)
The_company_P,Mike_Pohjola
Smith_&_Nephew,Olivier_Bohuon
"Rocketplane_Limited,_Inc.",John_Herrington
Swallow_Sidecar_Company,William_Walmsley
Volcanic_Repeating_Arms,Benjamin_Tyler_Henry
Waitt_&_Bond,Henry_Waitt
Ultramar,Luka_Pejanovic
Sevin_Rosen_Funds,Benjamin_M._Rosen
Feld_Entertainment,Kenneth_Feld
Ruehl_No.925,Mike_Jeffries_(CEO)
Herrenknecht,Martin_Herrenknecht
News_UK,Rebekah_Brooks
Zaykabar_Company,Khin_Shwe
"Tennessee_Coal,_Iron_and_Railroad_Company",George_Gordon_Crawford
38_Studios,Todd_McFarlane
Helio_(wireless_carrier),Sky_Dayton
North_American_Native_Plant_Society,Freeman_Patterson
Yanguangshi,Tong_Jixu
Le_Coq_Musique,Lee_Jason_Simeone
Cinelou_Films,Courtney_Solomon
GF_Biochemicals,Mathieu_Flamini
Foodland_(South_Australia),Con_Sciacca
Heatherette,Daymond_John
Sindicatum,Assaad_W._Razzouk
Marcegaglia,Antonio_Marcegaglia
Magyar_Telekom,Kerstin_Günther
Studio_4°C,Eiko_Tanaka
Nissan,Carlos_Ghosn
Nintendo_Software_Planning_&_Development,Shinya_Takahashi
Çalık_Holding,Berat_Albayrak
Dillard's,William_T._Dillard_II
Manga_Entertainment,Andy_Frain
Roehl_Transport,John_Spiros
Pilot_Flying_J,Jimmy_Haslam
Reliance_Capital,Anil_Ambani
SK_Group,Chey_Tae-won
Barrington_Broadcasting,Warren_Spector
Church's_Chicken,"George_W._Church,_Sr."
FinnCap,Jon_Moulton
American_Institute_For_Foreign_Study,Cyril_Taylor
Pipistrel,Ivo_Boscarol
YTL_Corporation,Francis_Yeoh
Colonial_Motor_Company,Hope_Gibbons
Cisco_Systems,Chuck_Robbins
Sonic_Team,Kazuyuki_Hoshino
Canada_Company,William_Allan_(banker)
Schering-Plough,Fred_Hassan
Banas_Dairy,Mavjibhai_Desai
United_Aircraft_Corporation,Sergei_Ivanov
Accolade_(game_company),Bob_Whitehead
50_Eggs_Films,Mary_Mazzio
Silicon_Knights,Denis_Dyack
Sean_John,Sean_Combs
A._H._Belo,Robert_Decherd
Worldwide_Pants,Rob_Burnett_(producer)
N._T._R._Arts,Nandamuri_Kalyan_Ram
Crystal_Group,Kenneth_Lo
ASIX_s.r.o.,Bedřich_Pola
Graakalbanen,Nils_Christoffer_Bøckman
McDonald's_Canada,George_Cohon
Siegel_+_Gale,Alan_Siegel
Stallion_Group,Sunil_Vaswani
Eurasia_Group,Cliff_Kupchan
Crystal_Lake_Entertainment,Sean_S._Cunningham
Banco_Português_de_Investimento,Fernando_Ulrich
Connacher_Oil_and_Gas,Greg_Pollard
Pfizer,Ian_Read
Amerindo_Investment_Advisors,Alberto_Vilar
Abiding_Truth_Ministries,Scott_Lively
Ewing_family_(television),Sue_Ellen_Ewing
Yamaltransstroy,Vladimir_Nak
RMB_Holdings,Gerrit_Ferreira
Welk_Resort_Group,Lawrence_Welk
Apeejay_Surrendra_Group,Karan_Paul
Irvine_Company,Donald_Bren
Reaction_Engines_Limited,Alan_Bond_(engineer)
Newsplayer,Niall_Donnelly
Tri_Tac_Games,Richard_Tucholka
Under_Armour,Kevin_Plank
Evergrande_Group,Xu_Jiayin
Metro_Pacific_Investments_Corporation,Manuel_V._Pangilinan
Sonic_Team,Takashi_Iizuka_(game_designer)
Handley_Page,Gustav_Lachmann
Empresas_1BC,Marcel_Granier
Friends_of_Lulu,Deni_Loubert
Epic_Comics,Archie_Goodwin_(comics)
Lehman_Brothers,Richard_S._Fuld_Jr.
Transneft,Nikolay_Tokarev
Anjana_Productions,Ram_Charan
King_Rollo_Films,David_McKee
Mebelkart,Rahul_Agrawal
Trade_Bank_of_Iraq,Hussein_Al_Uzri
Film_Roman,Phil_Roman
Holt_Manufacturing_Company,C._L._Best
Danone,Franck_Riboud
XPO_Logistics,Bradley_S._Jacobs
Paddy_Power_Betfair,Breon_Corcoran
Mercia_Fund_Management,Peter_Dicks
"Baron_&_Budd,_P.C.",Russell_Budd
CipherCloud,Gilles_Samoun
Awesome_Comics,Rob_Liefeld
Vishal_Film_Factory,Vishal_(actor)
Yuke's,Yukinori_Taniguchi
Circa_(contemporary_circus),Yaron_Lifschitz
Daei_Sport,Ali_Daei
Woot,Matt_Rutledge
Greenhill_&_Co.,Robert_F._Greenhill
Bad_Robot_Productions,Bryan_Burk
Bruce_Power,Duncan_Hawthorne
Band_of_Angels_(investors),Matthew_Le_Merle
Rank_Hovis_McDougall,J._Arthur_Rank
William_Press_Group,Ray_Daniels
Schlecker,Anton_Schlecker
Arcadia_Group,Ian_Grabiner
Hindustan_Aeronautics_Limited,T_Suvarna_Raju
Protandim,Joe_M._McCord
Emperor_Capital_Group_Limited,Albert_Yeung
"Atomium_-_European_Institute_for_Science,_Media_and_Democracy",Valéry_Giscard_d'Estaing
Motive_NYC,Joe_Lipari
Mercury_Marine,Carl_Kiekhaefer
The_Elders_(organization),Kofi_Annan
World_View_Enterprises,Mark_Kelly
Pedelta_Structural_Engineers,Juan_Sobrino
Affirm_(company),Max_Levchin
Genesco,Robert_J._Dennis
Entertainment_One_Distribution,Darren_Throop
Comac,Zhang_Qingwei
Money.Net,Morgan_Downey
Mpower_Pictures,Stephen_McEveety
Antix_Productions,Karl_Beattie
Ganger_Rolf_ASA,Anette_S._Olsen
CNS_Productions,Darryl_S._Inaba
Sandstorm_Enterprises,Simson_Garfinkel
GKN,Nigel_Stein
Perlan_Project,Einar_Enevoldson
Zurich_Insurance_Group,Mario_Greco
First_Rand,Johan_Burger
Lytro,Ren_Ng
Norwegian_Maritime_Authority,Olav_Akselsen
Nordstjernan,Antonia_Ax:son_Johnson
The_Montecito_Picture_Company,Ivan_Reitman
Nightfall_Games,Tim_Dedopulos
Castel_Group,Pierre_Castel
Brivo,Dean_Drako
Fatburger,Andrew_Wiederhorn
ABC_Supply,Diane_Hendricks
Stormfront_Studios,Don_Daglow
Extreme_Associates,Rob_Zicari
Enron,Jeffrey_Skilling
WildStorm,Hank_Kanalz
Rostelecom,Sergei_Ivanov
Tanfield_Group,Roy_Stanley
Kellner-Béchereau,Georges_Paulin
Dialog_Broadband_Networks,Hans_Wijayasuriya
Radio_Zamaneh,Pejman_Akbarzadeh
First_House_(company),Ketil_Lindseth
Beats_Electronics,Noel_Lee_(executive)
William_Way_LGBT_Community_Center,Chris_Bartlett_(activist)
Promens,Jakob_Sigurðsson
National_Science_Summer_School_Inc.,Tanya_Monro
Ulstein_Group,Gunvor_Ulstein
Tilly's,Edmond_Thomas
Norwegian_Public_Roads_Administration,Terje_Moe_Gustavsen
Grupo_Carso,Carlos_Slim_Domit
Goldwyn_Pictures,Samuel_Goldwyn
HT_Media,Shobhana_Bhartia
Sonshine_Media_Network_International,Apollo_Quiboloy
Cheetah_Vision,50_Cent
Capella_Films,Ortwin_Freyermuth
Mapfre,Antonio_Huertas
Airbus,Fabrice_Brégier
Ludwig_&_Mayer,Jakob_Erbar
Matteela_Films,Meenu_Gaur
Exergen_Corporation,Francesco_Pompei
Optech,Allan_Carswell
The_Body_Shop,Anita_Roddick
CIMB,Zafrul_Aziz
Playground_Global,Matt_Hershenson
Box_(company),Dylan_Smith_(businessman)
Famous_Writers_School,Red_Smith_(sportswriter)
UST_Inc.,Murray_S._Kessler
Ford_Otosan,Rahmi_Koç
E.ON_UK,Tony_Cocker
Saudi_Civil_and_Political_Rights_Association,Mohammad_Fahad_al-Qahtani
High_Fidelity_Inc,Ryan_Downe
PikPok,Mario_Wynands
Redox_Brands,Richard_Owen
Computacenter,Mike_Norris_(businessman)
Ascot_Partners,J._Ezra_Merkin
Independence_Blue_Cross,Daniel_J._Hilferty
Kenna_Partners,Fabian_Ajogwu
ARM_Holdings,Simon_Segars
AQR_Capital,Cliff_Asness
Maxygen,Willem_P.C._Stemmer
Xamarin,Nat_Friedman
Clarity_Capital,Tal_Keinan
Pontiac,John_DeLorean
Honeywell,David_M._Cote
North_Woods_Advertising,Bill_Hillsman
Odessa_Filmworks,Lee_Demarbre
Transdev,Jean-Marc_Janaillac
WeDo_Technologies,Rui_Paiva
3_Arts_Entertainment,Howard_Klein_(television_producer)
Trimark_Pictures,Mark_Amin
Rambhau_Mhalgi_Prabodhini,Pramod_Mahajan
Industrial_Light_&_Magic,Dennis_Muren
KAZ_Minerals,Oleg_Novachuk
US-Taiwan_Business_Council,Jay_Rockefeller
Red_Touch_Media,Wayne_Scholes
Seventh_Generation_Inc.,John_Replogle
Overgas,Alexander_Medvedev
John_S._and_James_L._Knight_Foundation,Alberto_Ibargüen
ZeniMax_Media,Ernest_Del
Sun_Capital_Partners_(UK),Hugh_Osmond
Roche-Dinkeloo,Kevin_Roche
Checker_Motors_Corporation,Morris_Markin
Mobileye,Amnon_Shashua
Chettinad_Group,M._A._Muthiah_Chettiar
Tesoro,Gregory_J._Goff
Embrace_(non-profit),Linus_Liang
Godrej_Properties_Limited,Adi_Godrej
Quest_Corporation,Yasumi_Matsuno
Universo_Online,Luiz_Frias
Toys_%22R%22_Us,Dave_Brandon
Chow_Tai_Fook_Enterprises,Cheng_Yu-tung
Lionsgate,Mark_Rachesky
Waltham_Manufacturing_Company,Albert_Champion_(cyclist)
Mahindra_Group,Anand_Mahindra
Deseret_Management_Corporation,Keith_B._McMullin
Akright_Projects_Limited,Anatoli_Kamugisha
DFH_Network,Alinur_Velidedeoğlu
Action_Sport_Networks,Steve_Bellamy
Bloomberg_News,John_Micklethwait
Housing_Development_Finance_Corporation,Keki_Mistry
Spyglass_Entertainment,Jeffrey_Chernov
Aya_Group,Mohammed_Hamid_(entrepreneur)
Russian_Railways__JSC_Russian_Railways__1,Arkady_Dvorkovich
Huntingdon_Life_Sciences,Brian_Cass
Kajima,Rokuro_Ishikawa
Rockstar_Vienna,Hannes_Seifert
Compass_Group,Richard_Cousins
HCL_ISD,Shiv_Nadar
Aker_ASA,Kjell_Inge_Røkke
Lotte_(conglomerate),Shin_Kyuk-ho
Yahoo!_Japan,Masayoshi_Son
Jerusalem_Institute_of_Justice,Calev_Myers
Birmingham_Small_Arms_Company,Dudley_Docker
Ecargo,John_Lau_Shek_Yau
Landmark_Group,Micky_Jagtiani
BlackRock,Laurence_D._Fink
Pelwatte_Sugar_Industries_PLC,Harry_Jayawardena
Ubicom,Teresa_H._Meng
Hangzhou_Wahaha_Group,Zong_Qinghou
Prostate_Cancer_Foundation_of_Australia,Anthony_Lowe
Thin_Man_Films,Georgina_Lowe
Celera_Corporation,Craig_Venter
Uphold,Anthony_G._Watson
Destra_Corporation,Domenic_Carosa
Faisal_Sanitary_Fitting,Rana_Nasir_Mehmood
Red_Storm_Entertainment,Tom_Clancy
Eaton's,Timothy_Eaton
Universal_Creative,Thierry_Coup
Gécamines,Jack_Rosen
CommerceNet_Singapore,Wong_Jeh_Shyan
Data_Resources_Inc.,Otto_Eckstein
Baneforlaget,Nils_Carl_Aspenberg
Data_Explorers,Donal_Smith_(CEO)
Studio_Festi,Valerio_Festi
China_Merchants_Bank,Qin_Xiao
"Cartoonists_Rights_Network,_International",John_Lent
Creative_Impulse_Entertainment,Jan_Lucanus
General_Electric_Company_plc,Arnold_Weinstock
Sohail_Khan_Productions,Salman_Khan
Softdisk,Kevin_Cloud
Anadol,Vehbi_Koç
McLaren_Technology_Group,Jonathan_Neale
NTPC_Limited,Gurdeep_Singh_(NTPC)
AREP,Étienne_Tricaud
Zero_Knowledge_Systems,Austin_Hill
