Peter_Hoagland,Jon_Lynn_Christensen
George_III_of_the_United_Kingdom,Princess_Elizabeth_of_the_United_Kingdom
Joan_of_Acre,Joan_of_Arc
Chen_Mingshu,Chiang_Kai-shek
Sophia_Dorothea_of_Hanover,Princess_Philippine_Charlotte_of_Prussia
"David_Maxwell_Fyfe,_1st_Earl_of_Kilmuir",Anthony_Eden
David_Baker_(biochemist),Randy_Schekman
Harry_D'Amour,Scott_Bakula
Margaret_Urban_Walker,Carol_Gilligan
Martha_Washington,Abigail_Adams
Debbie_Stabenow,Gary_Peters_(politician)
Elihu_Root,Theodore_Roosevelt
Kalanipauahi,Pauli_Kaōleiokū
"Magnus_I,_Duke_of_Brunswick-Lüneburg","Otto_the_Mild,_Duke_of_Brunswick-Lüneburg"
Audun_Lysbakken,Jens_Stoltenberg
Padmé_Amidala,Mara_Jade
Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym,"George_Victor,_Prince_of_Waldeck_and_Pyrmont"
Vapi_Busbakara,Chulalongkorn
Ajrabarni_Rajkanya,Chulalongkorn
"Frederick_II,_Duke_of_Swabia","Frederick_I,_Duke_of_Swabia"
Queen_Sonja_of_Norway,Princess_Märtha_Louise_of_Norway
Francis_Keppel,John_F._Kennedy
"António_José_Severim_de_Noronha,_1st_Duke_of_Terceira",Maria_II_of_Portugal
Bruce_Robb,Ringo_Starr
Elizabeth_of_Rhuddlan,"William_de_Bohun,_1st_Earl_of_Northampton"
Emperor_Zhenzong,Emperor_Taizong_of_Song
Ferdinand_I_of_Portugal,John_I_of_Portugal
John_Warner,Larry_Fortensky
Princess_Caroline_of_Waldeck_and_Pyrmont,Benigna_Gottlieb_von_Trotha_gt_Treyden
"John_Lambton,_1st_Earl_of_Durham",Queen_Victoria
Johnny_Isakson,Newt_Gingrich
Yem_Sambaur,Norodom_Sihanouk
Norman_Mineta,Bill_Clinton
Miles_Lord,Walter_Mondale
Elisabeth_of_Swabia,Irene_Angelina
Anna_Wintour,Grace_Mirabella
"John_Montagu,_4th_Earl_of_Sandwich","John_Russell,_4th_Duke_of_Bedford"
Carl_McCall,Leon_Bogues
Evelin_Ilves,Ieva_Ilves
Nora_Ephron,Henry_Ephron
Michael_H._Simon,Ancer_L._Haggerty
Henry_VIII_of_England,Henry_VIII_of_England
Gloria_Morgan_Vanderbilt,Anderson_Cooper
John_Lyng,Einar_Gerhardsen
Akie_Abe,Akihito
Matilda_of_Holstein,Margaret_Sambiria
Ulysses_S._Grant,Ulysses_S._Grant_Jr.
"Casimir,_Margrave_of_Brandenburg-Bayreuth","Albert_Alcibiades,_Margrave_of_Brandenburg-Kulmbach"
János_Hadik,Mihály_Károlyi
Grover_Cleveland,William_Freeman_Vilas
Jo_Cals,Juliana_of_the_Netherlands
Terence_Conran,Sophie_Conran
William_Rolleston,John_Bryce
Roslyn_Kind,Barbra_Streisand
George_W._E._Russell,William_Ewart_Gladstone
Danny_C._Reeves,George_W._Bush
Joschka_Fischer,Gerhard_Schröder
Artful_Dodger,Charles_Dickens
Budashiri,Babukhan_Khatun
Marie_Christine_Felizitas_of_Leiningen-Dagsburg-Falkenburg-Heidesheim,Countess_Johanna_Magdalene_of_Hanau-Lichtenberg
Hemvadi,Chulalongkorn
Kris_LaBelle,Richard_Pryor
Anthony_Eden,Ramsay_MacDonald
Peer_Steinbrück,Angela_Merkel
"Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany",Isabella_de'_Medici
John_Negroponte,Ronald_Reagan
Alice_of_Vergy,"Theresa_of_Portugal,_Countess_of_Flanders"
Margaret_McNamara,Margaret_Craig
Duncan_Sandys,Reginald_Maudling
Germaine_of_Foix,Isabella_of_Portugal
João_Vaz_Corte-Real,Manuel_I_of_Portugal
Cilia_Flores,Marisabel_Rodríguez_de_Chávez
"Henry_V,_Count_Palatine_of_the_Rhine",Henry_the_Lion
"Otto_I,_Margrave_of_Brandenburg",Albert_the_Bear
Joanna_I_of_Naples,"Charles,_Duke_of_Calabria"
"John_Spencer,_5th_Earl_Spencer","Frederick_Spencer,_4th_Earl_Spencer"
Violant_of_Bar,Yolande_of_Aragon
Shelly_Deckert_Dick,Barack_Obama
Aleksander_Ludwik_Radziwiłł,Dominik_Mikołaj_Radziwiłł
Gerd_Gigerenzer,Herbert_A._Simon
Abd_al-Samad,Akbar
Vanessa_Marshall,Keri_Russell
"Frederick,_Duke_of_Saxe-Altenburg",Therese_of_Saxe-Hildburghausen
List_of_The_Producers_characters,Matthew_Broderick
Ruby_Dee,Guy_Davis_(musician)
Hosni_Mubarak,Hussein_el-Shafei
Carol_Kaye,Frank_Sinatra
Thomas_de_Brantingham__Thomas_de_Brantingham__1,Richard_II_of_England
Margaret_of_Baux,"Louis_de_Luxembourg,_Count_of_Saint-Pol"
Dina_Merrill,Barbara_Hutton
Sengge_Rinchen,Tongzhi_Emperor
Yan_Weiwen,Jin_Tielin
Giorgio_Albertazzi,Anna_Proclemer
Pamela_Peck,Pai_Hsien-yung
"Louise_Hippolyte,_Princess_of_Monaco","Antonio_I,_Prince_of_Monaco"
Mok_Mareth,Hun_Sen
Robert_Muldoon,Hugh_Watt
Ulysses_S._Grant_presidential_administration_reforms,Andrew_Johnson
Anurag_Kashyap,Abhinav_Kashyap
Paul_Sylbert,Richard_Sylbert
"Alfred_Mond,_1st_Baron_Melchett",Robert_Yerburgh
Angella_Nazarian,Sam_Nazarian
Jason_Patric,Linda_Miller_(actress)
Diane_Finley,Monte_Solberg
Louisa_Gummer,Mamie_Gummer
Uhuru_Kenyatta,Jomo_Kenyatta
Donald_Sangster,Alexander_Bustamante
Magdalena_Sibylle_of_Saxe-Weissenfels,Anna_Sophie_of_Saxe-Gotha-Altenburg
Thomas_Price,Edward_VII
Hugh_Gaitskell,Anthony_Eden
Serena_van_der_Woodsen,Stephanie_Savage
Rudy_Giuliani,Ronald_Reagan
Ben_Cherington,Theo_Epstein
James_III_of_Scotland,James_IV_of_Scotland
Lech_Kaczyński,Jerzy_Buzek
Jimmie_Johnson,Ryan_Newman
Greg_Calbi,John_Lennon
"Elizabeth_Charlotte,_Princess_of_the_Palatinate",Élisabeth_Charlotte_d'Orléans
Kane_Roberts,Rod_Stewart
Alaungsithu,Shwe_Einthi
Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess_Caroline-Mathilde_of_Denmark
Flor_Silvestre,"Antonio_Aguilar,_hijo"
Jeff_Gordon,Fonsi_Nieto
Gayle_Wilson,Sharon_Davis
Magnus_V_of_Norway,Inge_Magnusson
Magdalena_of_Nassau-Dillenburg,"William_I,_Count_of_Nassau-Dillenburg"
Francis_Marion,Frances_Marion
Lenny_Bruce,Joan_Rivers
Margaret_Beckett,Elizabeth_II
Te_Rauangaanga,Pōtatau_Te_Wherowhero
Khalid_bin_Bandar_Al_Saud,Bandar_bin_Sultan
Patsy_Stone,Joanna_Lumley
Qianlong_Emperor,Gurun_Princess_Hexiao
S._P._Varadappa,Rajkumar_(actor)
"James_Butler,_4th_Earl_of_Ormond","James_Butler,_3rd_Earl_of_Ormond"
"Lucrezia_de'_Medici,_Duchess_of_Ferrara",Eleanor_of_Toledo
Thihathu_of_Ava,Minkhaung_I
Rahm_Emanuel,Barack_Obama
Rex_Harrison,Cathryn_Harrison
Moshe_Katsav,Ehud_Olmert
Jennifer_Caron_Hall,Peter_Hall_(director)
"Charles,_Duke_of_Guise","Claude,_Duke_of_Chevreuse"
Bairam_Khan,Akbar
Katherine_Moennig,Jake_Paltrow
Magdalena_of_Nassau-Dillenburg,Juliana_of_Stolberg
Frederick_Augustus_I_of_Saxony,Anthony_of_Saxony
Sammo_Hung,Yuen_Biao
"Yolande_II,_Countess_of_Nevers","Louis_I,_Count_of_Nevers"
"William,_Duke_of_Nassau","Frederick_Augustus,_Duke_of_Nassau"
Bansi_Lal,Indira_Gandhi
Demetrius_II_Nicator,Diodotus_Tryphon
Archduke_Carl_Christian_of_Austria,Archduke_Carl_Ludwig_of_Austria_(1918–2007)
Sean_M._Carroll,Albert_Einstein
"Irene_Palaiologina,_Empress_of_Bulgaria",Michael_VIII_Palaiologos
"Carlos,_Prince_of_Asturias",Philip_II_of_Spain
Nat_King_Cole,Frank_Sinatra
Jim_Wright,Ronald_Reagan
List_of_The_Bill_characters_(A–D),Philip_Whitchurch
Corky_James,Avril_Lavigne
2010–11_Bristol_City_F.C._season__Jordan_Spence_on_loan_from_West_Ham_United_F.C.__1,Jordan_Spence
John_Tyler,David_Gardiner_Tyler
"Henry_Vassall-Fox,_3rd_Baron_Holland","William_Grenville,_1st_Baron_Grenville"
Gerald_Ford,F._David_Mathews
Kyoko_Hamaguchi,Ai_Fukuhara
Jonathan_Hay_(publicist),Whitney_Houston
Shirley_Ballas,Mark_Ballas
"Otto_I,_Margrave_of_Brandenburg","Otto_II,_Margrave_of_Brandenburg"
Stamford_Raffles,"Gilbert_Elliot-Murray-Kynynmound,_1st_Earl_of_Minto"
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",Anthony_Eden
Yu_Shyi-kun,Frank_Hsieh
Dwight_Dickinson,Richard_Nixon
Azam_Jah,Muffakham_Jah
Victor_Emmanuel_II_of_Italy,Amadeo_I_of_Spain
Javier_Mariátegui,Sigmund_Freud
Ghazi_Mashal_Ajil_al-Yawer,Jalal_Talabani
Carole_Keeton_Strayhorn,Ann_Richards
"Edward_Seymour,_12th_Duke_of_Somerset","George_Hay,_Earl_of_Gifford"
Julia_Minor_(sister_of_Caesar),Aurelia_Cotta
Luther_H._Hodges,John_F._Kennedy
Amenhotep-Huy,Amenhotep_III
David_Mamet,Clara_Mamet
"John_de_Mowbray,_3rd_Baron_Mowbray","John_de_Mowbray,_4th_Baron_Mowbray"
Henry_A._Wallace,Claude_R._Wickard
Mark_Shriver,Maria_Shriver
Louisa_Collings,William_Frederick_Collings
Archduke_Johann_Nepomuk_of_Austria,"Francis_II,_Holy_Roman_Emperor"
Albert_II_of_Belgium,Philippe_of_Belgium
Kevin_Newman_(politician),Campbell_Newman
Arthur_Sinodinos,Malcolm_Turnbull
Bryan_Loren,Whitney_Houston
Gloria_Deukmejian,Nancy_Reagan
Lisa_Madigan,Bruce_Rauner
Bonne_of_Artois,"Marie,_Duchess_of_Auvergne"
Dennis_DeConcini,Arlen_Specter
Will_H._Hays,Warren_G._Harding
Robin_Chandler_Duke,Bill_Clinton
"Louis_I,_Prince_of_Monaco","Antonio_I,_Prince_of_Monaco"
Bill_Schnee,Barbra_Streisand
Victor_Jackovich,Nancy_Halliday_Ely-Raphel
David_Glass_(businessman),Sam_Walton
Mary_of_Avesnes,"John_II,_Count_of_Holland"
Alex_Feather_Akimov,Britney_Spears
Muffakham_Jah,Azam_Jah
Louise_Henriette_de_Bourbon,"Louis_Philippe_II,_Duke_of_Orléans"
Princess_Märtha_of_Sweden,"Princess_Astrid,_Mrs._Ferner"
John_C._Frémont,Frederick_Augustus_Tritle
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg
Adam_Putnam,Mike_Pence
Alfred_Wojciech_Potocki,Alfred_Józef_Potocki
Carrie_Ingalls,Laura_Ingalls_Wilder
Mikhail_Kalinin,Nikolay_Shvernik
Beorhtric_of_Wessex,Egbert_of_Wessex
Julia_the_Elder,Agrippa_Postumus
Scott_Campbell_(tattoo_artist),Dash_Snow
Juliette_Kayyem,Barack_Obama
Helle_Thorning-Schmidt,Lars_Løkke_Rasmussen
Natalia_Kukulska,Jarosław_Kukulski
Princess_Isabella_Antonie_of_Croÿ,Prince_Rasso_of_Bavaria
List_of_Monk_characters,Adam_Arkin
Lucien_Lamoureux,Pierre_Trudeau
Mway_Medaw_of_Pinya,Kyawswa_of_Pagan
"Louis_III,_Landgrave_of_Thuringia","Hermann_I,_Landgrave_of_Thuringia"
Navin_Dissanayake,Maithripala_Sirisena
Jacky_Heung,Charles_Heung
"John_I,_Duke_of_Cleves","John_II,_Duke_of_Cleves"
Jesse_H._Jones,Franklin_D._Roosevelt
Louis_XII_of_France,"Gaston,_Duke_of_Orléans"
Maria_Anna_of_Spain,Maria_Leopoldine_of_Austria
James_Louis_Sobieski,Maria_Karolina_Sobieska
Hillary_Clinton,Barbara_Bush
Boris_Yeltsin,Vladimir_Putin
Mireya_Moscoso,Ernesto_Pérez_Balladares
Paul_Staveley_O'Duffy,John_Barry_(composer)
Grand_Duchess_Maria_Nikolaevna_of_Russia_(1819–1876),Princess_Eugenia_Maximilianovna_of_Leuchtenberg
Michael_Dukakis,Joe_Biden
"Ludovic_Stewart,_2nd_Duke_of_Lennox","George_Keith,_5th_Earl_Marischal"
João_I_of_Kongo,Afonso_I_of_Kongo
F._W._de_Klerk,Nelson_Mandela
Leo_VI_the_Wise,Basil_I
Faustina_the_Younger,Faustina_the_Elder
Bolesław_IV_the_Curly,Mieszko_III_the_Old
Dylan_Thomas,Hedwig_Gorski
Thomas_Hardy,Robert_Frost
"John_Devereux,_1st_Baron_Devereux","John_Beaumont,_4th_Baron_Beaumont"
Paul_Hitch_Roney,Richard_Nixon
Alain_Poher,Georges_Pompidou
"Charles_Louis,_Hereditary_Prince_of_Baden","Charles,_Grand_Duke_of_Baden"
Clarence_Norman_Brunsdale,Quentin_N._Burdick
Carlene_Carter,June_Carter_Cash
Arthur_Fadden,Harold_Holt
"Charles_Jenkinson,_3rd_Earl_of_Liverpool","Charles_Vane,_3rd_Marquess_of_Londonderry"
"Diego_Carrillo_de_Mendoza,_1st_Marquis_of_Gelves",Philip_IV_of_Spain
"James_Butler,_5th_Earl_of_Ormond","John_Tiptoft,_1st_Earl_of_Worcester"
William_Blake,Bob_Dylan
"Louis,_Dauphin_of_France_(son_of_Louis_XV)",Marie_Leszczyńska
Max_Hardberger,Norman_Spinrad
John_Damer,Thomas_Brand_(senior)
Eugenie_Anderson,John_F._Kennedy
Charles_Hawley,Benjamin_Isaacs
Henry_Benedict_Stuart,James_Francis_Edward_Stuart
"George_Kinnaird,_9th_Lord_Kinnaird",Queen_Victoria
Herbert_von_Bismarck,Johanna_von_Puttkamer
EQ_Nicholson,Nancy_Nicholson
Margrave_Andrew_of_Burgau,Philippine_Welser
Dean_Heller,Jim_Gibbons_(U.S._politician)
Dorothy_Payne_Whitney,Whitney_Straight
Manuel_González_Flores,Porfirio_Díaz
Sirimavo_Bandaranaike,William_Gopallawa
Ion_Iliescu,Nicolae_Ceaușescu
Harry_Kalaba,Michael_Sata
Likelike,Keohokālole
Thomas_Hardy,Robinson_Jeffers
Ingrid_Chavez,Madonna_(entertainer)
Bohemond_II_of_Antioch,Constance_of_Antioch
"Miguel,_Duke_of_Braganza",Miguel_I_of_Portugal
Pauline_Yates,Paula_Yates
Roberto_Urdaneta_Arbeláez,Gustavo_Rojas_Pinilla
Muhammad_Shah,Jahan_Shah_(Mughal_prince)
"Vere_Harmsworth,_3rd_Viscount_Rothermere","Esmond_Harmsworth,_2nd_Viscount_Rothermere"
George_Jivajirao_Scindia,Vasundhara_Raje
James_Stansfeld,"Charles_Ritchie,_1st_Baron_Ritchie_of_Dundee"
Bruce_A._Carlson,Barack_Obama
Charlie_Soong,Soong_Mei-ling
Brad_Dye,Bill_Waller
Princess_Henriette_of_Liechtenstein,"Aloys_II,_Prince_of_Liechtenstein"
Moulay_Youssef_Alaoui,Lalla_Fatima_Zohra
Wilhelm_von_Bismarck,Johanna_von_Puttkamer
Wayne_David,Mark_Francois
Pat_Toomey,Arlen_Specter
Augusta_Emma_d'Este,"Prince_Augustus_Frederick,_Duke_of_Sussex"
Hisamuddin_of_Selangor,Abdul_Rahman_of_Negeri_Sembilan
"Friedrich_II,_Duke_of_Anhalt","Frederick_I,_Duke_of_Anhalt"
Sigismund_I_the_Old,Alexander_Jagiellon
Michael_Corleone,Sandra_Corleone
Paul_Gobeil,Lucien_Caron
Sheri_Polster_Chappell,Barack_Obama
Sadijé_Toptani,Zog_I_of_Albania
Rupert_Hambro,Olaf_Hambro
Andrew_Lloyd_Webber,Imogen_Lloyd_Webber
Engelbert_Maes,Philip_IV_of_Spain
Ellsworth_Bunker,Harry_S._Truman
Josiah_Bartlet,President_of_the_United_States
Frylock,Dave_Willis
Nancy_Brinker,George_W._Bush
Stephen_Seche,Barack_Obama
Constanza_Manuel,"Juan_Manuel,_Prince_of_Villena"
Barbara_Boggs_Sigmund,Steven_V._Roberts
Sophie_of_Winzenburg,"Herman_I,_Count_of_Winzenburg"
Juliana_of_the_Netherlands,Wilhelmina_of_the_Netherlands
Landgravine_Christine_of_Hesse-Rotenburg,Princess_Marie_Louise_of_Savoy
Prince_Maximilian_of_Baden,"Berthold,_Margrave_of_Baden"
Clarissa_Eden,John_Spencer-Churchill_(artist)
Gail_Ann_Dorsey,Lenny_Kravitz
Howard_Hampton,Bud_Wildman
William_Hague,Rishi_Sunak
Balša_III,Stefan_Lazarević
"Ramon_Berenguer_IV,_Count_of_Provence",Beatrice_of_Provence
Peter_Milliken,Elizabeth_II
Joanna_la_Beltraneja,Joan_of_Portugal
"John_Sigismund,_Elector_of_Brandenburg","Albert_Frederick,_Duke_of_Prussia"
David_Eisenhower,Jennie_Eisenhower
Artie_Lange,Richard_Pryor
William_Robertson_Coe,Henry_Huttleston_Rogers
Niels_Kaas,Christian_IV_of_Denmark
Kendel_Ehrlich,Katie_O'Malley
"John_I,_Duke_of_Brabant",Margaret_of_Brabant
Rab_Butler,Winston_Churchill
Kamehameha_II,Kamehameha_I
Al-Mayassa_bint_Hamad_bin_Khalifa_Al-Thani,Hamad_bin_Khalifa_Al_Thani
The_World_Famous_Tony_Williams,Kanye_West
Mike_Melvoin,Frank_Sinatra
John_I_of_Castile,Henry_III_of_Castile
Ludgarda_(wife_of_Przemysł_II),"Richeza_of_Sweden,_Duchess_of_Poland"
Jim_Chee,Lou_Diamond_Phillips
Liam_Byrne,Ed_Miliband
Owen_W._Roberts,Ronald_Reagan
"Albert_I,_Prince_of_Monaco","Charles_III,_Prince_of_Monaco"
Margaret_de_Vere,"Maud_de_Badlesmere,_Countess_of_Oxford"
Karl-Theodor_zu_Guttenberg,Angela_Merkel
Henry_Mills_(Once_Upon_a_Time),Mary_Margaret_Blanchard
Bo_Yibo,Zhou_Enlai
Lutfozzaman_Babar,Iajuddin_Ahmed
Sambhaji,Shivaji
Kunigunde_of_Austria,Susanna_of_Bavaria
Abigail_Campbell_Kawānanakoa,Abigail_Kapiolani_Kawānanakoa
"Ernest,_Margrave_of_Austria",Frozza_Orseolo
Riteish_Deshmukh,Amit_Deshmukh
"Henry_V,_Count_Palatine_of_the_Rhine","Henry_VI,_Count_Palatine_of_the_Rhine"
Howard_F._Sachs,Jimmy_Carter
One_Life_to_Live_characters_(2000s),Kerry_Butler
Stacy_Lattisaw,Janet_Jackson
Abdul_Hamid_II,Tirimüjgan_Kadın
Jeff_Gordon,Dale_Earnhardt
Vasili_III_of_Russia,Ivan_III_of_Russia
Terry_Norris_(actor),Rob_Jolly
Carmela_Soprano,Meadow_Soprano
Hodding_Carter_III,William_J._Dyess
John_Penrose,"Brian_Cotter,_Baron_Cotter"
"John_Frederick_I,_Elector_of_Saxony","John_Frederick_II,_Duke_of_Saxony"
Rosa_Helena_Álvarez_Yepes,Nydia_Quintero_Turbay
Eric_of_Pomerania,Margaret_I_of_Denmark
"Arthur_II,_Duke_of_Brittany","John_II,_Duke_of_Brittany"
John_Tyler,William_Wilkins_(U.S._politician)
Frank_Emerson,Nellie_Tayloe_Ross
1998–99_FC_Dynamo_Kyiv_season__Andriy_Shevchenko__1,Andriy_Shevchenko
Almeida_Garrett,Lord_Byron
Jenny_Hanley,Dinah_Sheridan
Frank_Tudor,Billy_Hughes
Na_Ying,Zhao_Wei
"Johann_II,_Duke_of_Saxe-Weimar","Albert_IV,_Duke_of_Saxe-Eisenach"
James_Pinckney_Henderson,George_Tyler_Wood
"Albert,_Prince_Consort","Victoria,_Princess_Royal"
Lew_Soloff,Frank_Sinatra
"Marie_of_Lusignan,_Queen_of_Aragon",Hugh_III_of_Cyprus
"Eleanor,_Fair_Maid_of_Brittany","Geoffrey_II,_Duke_of_Brittany"
Khaw_Boon_Wan,Lee_Hsien_Loong
John_J._Hainkel_Jr.,Julie_Quinn
"Louise_Hippolyte,_Princess_of_Monaco","Honoré_III,_Prince_of_Monaco"
"Prince_Frederick,_Duke_of_York_and_Albany",Charlotte_of_Mecklenburg-Strelitz
Óscar_Humberto_Mejía_Victores,Efraín_Ríos_Montt
Shmuel_Schneersohn,Menachem_Mendel_Schneersohn
Nick_Greiner,John_Maddison
Princess_Maria_Amélia_of_Brazil,Pedro_I_of_Brazil
"Florestan_I,_Prince_of_Monaco","Charles_III,_Prince_of_Monaco"
Lando_Calrissian,Billy_Dee_Williams
Mastani,Chhatrasal
Mame_Madior_Boye,Abdoulaye_Wade
Ivan_Olbracht,Antal_Stašek
Nicholas_Kearns,Mary_McAleese
Mahidol_Adulyadej,Bhumibol_Adulyadej
"John_Betts,_Jr.",Samuel_Fitch
Marie_Antoinette,Maria_Theresa
Nicholas_I_of_Russia,Alexander_I_of_Russia
Abdul_Jabbar_Khan,Zulfikar_Ali_Bhutto
Germaine_of_Foix,Isabella_I_of_Castile
"Reginald_I,_Count_of_Burgundy","William_I,_Count_of_Burgundy"
"Derek_Foster,_Baron_Foster_of_Bishop_Auckland",Neil_Kinnock
Caleb_Walton_West,Grover_Cleveland
Wenceslaus_II_of_Bohemia,Wenceslaus_III_of_Bohemia
Okla_Jones_II,Bill_Clinton
Nancy_McEldowney,Barack_Obama
Demetrios_Doukas_Komnenos_Koutroules,Theodora_of_Arta
Lenny_Bruce,Howard_Stern
Duke_George_of_Oldenburg,Duke_Peter_Georgievich_of_Oldenburg
Joe_Hockey,Malcolm_Turnbull
Anthony_Burgess,Joseph_Conrad
"Sidney_Godolphin,_1st_Earl_of_Godolphin","Charles_Howard,_3rd_Earl_of_Carlisle"
G._M._Ford,Rex_Stout
Judd_Apatow,Maude_Apatow
"Matilda_of_Savoy,_Queen_of_Portugal",Mahaut_of_Albon
"Charles_I,_Duke_of_Münsterberg-Oels","Henry_I,_Duke_of_Münsterberg-Oels"
"Alice_de_Warenne,_Countess_of_Arundel","Richard_FitzAlan,_10th_Earl_of_Arundel"
"Frederick_William,_Elector_of_Hesse","William_II,_Elector_of_Hesse"
"Richeza_of_Poland,_Queen_of_Sweden",Salomea_of_Berg
Prince_Antônio_of_Orléans-Braganza,Prince_Pedro_Henrique_of_Orléans-Braganza
Princess_Alice_of_Parma_(1849–1935),Archduke_Joseph_Ferdinand_of_Austria
Howard_Wolowitz,Bill_Prady
"Matilda_of_Germany,_Countess_Palatine_of_Lotharingia",Liudolf_of_Lotharingia
Abdul_Halim_of_Kedah,Mizan_Zainal_Abidin_of_Terengganu
Ramon_Aquino,Pedro_Yap
Jerzy_Sebastian_Lubomirski,Jerzy_Dominik_Lubomirski
"Louise_Hippolyte,_Princess_of_Monaco","Antonio_I,_Prince_of_Monaco"
Erskine_Bowles,Bill_Clinton
Alaungsithu,Shwe_Einthi
Michael_Cullen_(politician),Damien_O'Connor
George_P._Shultz,W._Willard_Wirtz
Peter_I_of_Portugal,Ferdinand_I_of_Portugal
Vyacheslav_Molotov,Nikolai_Voznesensky
Kay_WalkingStick,Joan_Mitchell
Lady_Dorothy_Macmillan,Lady_Caroline_Faber
Darrell_Issa,Christopher_Cox
Philippe_Pétain,Ramon_Iglesias_i_Navarri
"Granville_Leveson-Gower,_1st_Earl_Granville","Charles_Stuart,_1st_Baron_Stuart_de_Rothesay"
Robert_Muldoon,Denis_Blundell
Abdullah_Ahmad_Badawi,Anwar_Ibrahim
Hugh_Childers,William_Ewart_Gladstone
Philip_II_of_Macedon,Eurydice_I_of_Macedon
Frederick_V_of_Denmark,Peter_III_of_Russia
Prudence_Murdoch,Rupert_Murdoch
Princess_Thyra_of_Denmark,Louise_of_Hesse-Kassel
Princess_Irina_Alexandrovna_of_Russia,Grand_Duchess_Xenia_Alexandrovna_of_Russia
List_of_Sharpe_series_characters,Daragh_O'Malley
Margaret_de_Vere,"John_de_Vere,_7th_Earl_of_Oxford"
Kerry_Weaver,Mark_Greene
Wilhelmine_Amalia_of_Brunswick-Lüneburg,"John_Frederick,_Duke_of_Brunswick-Lüneburg"
Carlos_Moorhead,Michael_Huffington
Javier_Limón,Estrella_Morente
Vincent_Pontare,Madonna_(entertainer)
Cándida_Montilla_de_Medina,Margarita_Cedeño_de_Fernández
Roman_Kemp,Shirlie_Holliman
Shobhana_George,P._C._Vishnunath
Kate_Carnell,Jacqui_Burke
Elisabeth_of_Moravia,"John_Henry,_Margrave_of_Moravia"
Khaleda_Zia,Rowshan_Ershad
"Christian,_Duke_of_Brunswick-Lüneburg","Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg"
Anita_Alvarez,Bruce_Rauner
Richard_Ayoade,James_Fox
E._Roland_Harriman,W._Averell_Harriman
Wilhelmina_Slater,Mick_Jagger
Isidor_Straus,Philip_B._Low
"Georg_Alexander,_Duke_of_Mecklenburg",Irina_Mikhailovna_Raievskya
John_Paul_DeJoria,Alexis_DeJoria
Śuddhodana,Sihahanu
Anna_d'Este,"Louis_II,_Cardinal_of_Guise"
Aydin_Aliyev,Ilham_Aliyev
John_Jay,Stephen_Van_Rensselaer
Prince_Antoine_of_Bourbon-Two_Sicilies,Princess_Malgorzata_Izabella_Czartoryska
Alexander_O'Neal,Alexandre_O'Neill
Wang_Guangmei,Lin_Jiamei
Caitlin_Halligan,George_Pataki
Robert_Dudley_(explorer),"Robert_Dudley,_1st_Earl_of_Leicester"
Adelaide_of_Löwenstein-Wertheim-Rosenberg,"Infanta_Adelgundes,_Duchess_of_Guimarães"
"Elizabeth_of_Denmark,_Electress_of_Brandenburg","Anna_of_Brandenburg,_Duchess_of_Mecklenburg"
Joey_Buchanan,Sam_Hall_(writer)
Victor_Emmanuel_II_of_Italy,Umberto_I_of_Italy
Carlos_P._Garcia,Ramon_Magsaysay
"Henry_I,_Duke_of_Brabant","Henry_II,_Duke_of_Brabant"
Eddie_Lang,Bing_Crosby
Kyaswa,Htilominlo
Edward_III_of_England,Edward_II_of_England
Enrique_Ros,Ileana_Ros-Lehtinen
Nigel_Dodds,Arlene_Foster
He_Yingqin,Chiang_Kai-shek
"Princess_Elisabeth,_Duchess_of_Hohenberg","Charlotte,_Grand_Duchess_of_Luxembourg"
Sergei_Bondarchuk,Yelena_Bondarchuk
Antiochus_III_of_Commagene,Iotapa_(daughter_of_Artavasdes_I)
Hubert_Humphrey,Edward_John_Thye
"Ludwig_Wilhelm,_Prince_of_Bentheim_and_Steinfurt","Alexis,_Prince_of_Bentheim_and_Steinfurt"
George_H._W._Bush,Mary_Louise_Smith_(Republican_Party_leader)
Carmine_Rojas,Rod_Stewart
Javed_Akhtar,Zoya_Akhtar
"Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha","Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
Margaret_of_Provence,"Robert,_Count_of_Clermont"
"Philippe_d'Albert,_13th_duc_de_Luynes",Athina_Onassis_Roussel
Brian_Mulroney,Elizabeth_II
Dolores_del_Río,Orson_Welles
"John_George_II,_Prince_of_Anhalt-Dessau","John_Casimir,_Prince_of_Anhalt-Dessau"
Nydia_Quintero_Turbay,Rosa_Helena_Álvarez_Yepes
Cunigunde_of_Swabia,"Berthold,_Duke_of_Bavaria"
"Arthur_Wellesley,_1st_Duke_of_Wellington",Robert_Peel
Don_Devlin,Dean_Devlin
Rocky_Wood,Stephen_King
Jane_Richards_Roth,Ronald_Reagan
"Louis_II,_Prince_of_Monaco","Albert_I,_Prince_of_Monaco"
Volodymyr_Vynnychenko,Vsevolod_Holubovych
