Partners_in_Crime_(UK_TV_series),Zinnie_Harris
The_Ultimate_Evil,Wally_K._Daly
Cyber_Rights,Mike_Godwin
Torments_of_the_Traitor,Ian_Irvine
Beltempest,Jim_Mortimore
Uglies,Scott_Westerfeld
The_Deemster,Hall_Caine
TechEye,Mike_Magee_(journalist)
Rhapsody_of_Blood,Roz_Kaveney
Spells_and_Philtres,Clark_Ashton_Smith
Kalki_(novel),Gore_Vidal
Northern_Lights_Audio,Philip_Pullman
The_Only_Snow_in_Havana,Elizabeth_Hay_(novelist)
A_New_Earth,Eckhart_Tolle
Torch_of_Freedom,David_Weber
The_Armenian_Genocide_(film),Andrew_Goldberg_(director)
Busting_Vegas,Ben_Mezrich
Tales_of_Dunk_and_Egg,George_R._R._Martin
Orochi:_Blood,Kazuo_Umezu
Kongzi_Jiayu,Wang_Su
The_Unifying_Force,James_Luceno
Arms_and_Equipment_Guide,James_Wyatt_(game_designer)
Azemia,William_Thomas_Beckford
Fires_in_the_Mirror,Anna_Deavere_Smith
Happy_Endings_(Doctor_Who),Paul_Cornell
Dream_Home_(play),David_Williamson
Pure_(Miller_novel),Andrew_Miller_(novelist)
King_Rat_(Miéville_novel),China_Miéville
Hands_of_a_Murderer,Charles_Edward_Pogue
Betrayers_of_the_Truth,Nicholas_Wade
The_Marriage_of_the_Virgin_(Raphael),Raphael
The_City_in_History,Lewis_Mumford
The_Road_to_Infinity,Isaac_Asimov
Dasadhyayi,Govinda_Bhattathiri
Grail_Prince,Nancy_McKenzie
Bad_Girls_(Voigt_novel),Cynthia_Voigt
The_Dimension_Riders,Daniel_Blythe
Milagros:_Girl_from_Away,Meg_Medina
The_Pacific_(miniseries),Robert_Schenkkan
Gone-Away_Lake,Elizabeth_Enright
"The_Innovators:_How_a_Group_of_Inventors,_Hackers,_Geniuses,_and_Geeks_Created_the_Digital_Revolution",Walter_Isaacson
Aiding_and_Abetting_(novel),Muriel_Spark
A_Constructive_Survey_of_Upanishadic_Philosophy,Ramachandra_Dattatrya_Ranade
The_Bridge_(M._C._Escher),M._C._Escher
Reclaiming_History,Vincent_Bugliosi
Dark_Shadows,Art_Wallace
Flora_Tasmaniae,Joseph_Dalton_Hooker
The_Proud_Twins_(TV_series),Wong_Jing
Brian's_Return,Gary_Paulsen
Ansidei_Madonna,Raphael
Chicago_Story,Michael_O'Hara_(writer)
The_Likes_of_Us,Leslie_Thomas
Devil's_Game,Robert_Dreyfuss
Portrait_of_Perugino_(Raphael),Lorenzo_di_Credi
My_Favorite_Year_(musical),Joseph_Dougherty
Offspring_of_Empire,Carter_Eckert
The_Bing_Boys_Are_Here,Fred_Thompson_(writer)
The_Trail_of_Cthulhu,August_Derleth
Dilemma_(novel),Jon_Cleary
MixBit,Chad_Hurley
Wizard's_Hall,Jane_Yolen
The_Big_Picture:_Who_Killed_Hollywood%3F_and_Other_Essays,William_Goldman
Jupiter_Laughs__Jupiter_Laughs__1,A._J._Cronin
Kenny_Hotz's_Triumph_of_the_Will,Jeff_Kassel
What_Makes_Sammy_Run%3F,Budd_Schulberg
Georgie!,Mann_Izawa
The_Night_Flier,Stephen_King
Armageddon_(novel),Jerry_B._Jenkins
The_Shunned_House,H._P._Lovecraft
The_Flight_of_Dragons_(book),Peter_Dickinson
To_See_Every_Bird_on_Earth,Dan_Koeppel
Iron_Law_(painting),Odd_Nerdrum
Jim_Button_and_Luke_the_Engine_Driver,Michael_Ende
Explorer's_Handbook,Rich_Burlew
Black_House_(novel),Peter_Straub
Admiral_Broadway_Revue,Mel_Brooks
Miss_Hickory,Carolyn_Sherwin_Bailey
The_Silkworm,J._K._Rowling
The_Silver_Dream,Mallory_Reaves
Jonah_(musical),John_Romeril
Tahitian_Women_on_the_Beach,Paul_Gauguin
Portrait_of_Agnolo_Doni,Raphael
"You_Rang,_M'Lord%3F",Jimmy_Perry
Star_Wars:_Episode_III_–_Revenge_of_the_Sith_(novel),Matthew_Stover
Scooby-Doo_Show,Mark_Evanier
The_Christmas_Train,David_Baldacci
Death_in_Berlin,M._M._Kaye
In_the_Cold_Dark_Ground,Stuart_MacBride
Prom_Nights_from_Hell,Stephenie_Meyer
In_Sunlight_and_In_Shadow,Mark_Helprin
The_Man_in_the_High_Castle,Philip_K._Dick
Flare_Path,Terence_Rattigan
Talk_with_Dmitry_Medvedev,Konstantin_Ernst
Bunnicula:_A_Rabbit-Tale_of_Mystery,Deborah_Howe
Shaman_of_Oberstdorf,Wolfgang_Behringer
Tree_Roots,Vincent_van_Gogh
Handsome,Brad_Falchuk
30_Days_of_Night:_Rumors_of_the_Undead,Steve_Niles
Sunset_Boulevard_(musical),Christopher_Hampton
A_Perfect_Spy,John_le_Carré
The_Stories_of_Ray_Bradbury,Ray_Bradbury
Hippolytus_(play),Euripides
The_Singular_Universe_and_the_Reality_of_Time,Roberto_Mangabeira_Unger
The_Black_Path_(novel),Åsa_Larsson
Chronicles:_Volume_One,Bob_Dylan
Disordered_Minds,Minette_Walters
The_Dark_Between_the_Stars_(short_story_collection),Poul_Anderson
Leaving_the_Atocha_Station,Ben_Lerner
Rumpole_a_La_Carte,John_Mortimer
Där_vi_en_gång_gått,Kjell_Westö
The_Wheels_of_Chance,H._G._Wells
The_Last_Summer_of_Reason,Tahar_Djaout
Zettai_Heiwa_Daisakusen,Akane_Ogura
Medusa_(Caravaggio),Caravaggio
The_Time_Travellers_(Doctor_Who_novel),Simon_Guerrier
The_Zucchini_Warriors,Gordon_Korman
The_Final_Cut_(TV_serial),Michael_Dobbs
Asaoka_High_School_Baseball_Club_Diary:_Over_Fence,Mitsuru_Adachi
The_Death_House,Sarah_Pinborough
Son_(novel),Lois_Lowry
The_House_of_the_Wolf,Basil_Copper
The_Grand_Chessboard,Zbigniew_Brzezinski
Che_Ti_Dice_La_Patria%3F,Ernest_Hemingway
The_Girl_of_Fire_and_Thorns,Rae_Carson
Class_of_'96,Melissa_Rosenberg
Ka_Shin_Fu,Makoto_Tateno
Roman_Blood,Steven_Saylor
Mata_Hari_(musical),Jerome_Coopersmith
The_Thrilling_Adventures_of_Lovelace_and_Babbage,Sydney_Padua
Night_Below,Carl_Sargent
Terra_Incognita_(sculpture),Ilan_Averbuch
The_Min-Min,Mavis_Thorpe_Clark
Silence!_The_Musical,Hunter_Bell
A_Land_Remembered,Patrick_D._Smith
Baal_(play),Bertolt_Brecht
Magic_Lessons,Justine_Larbalestier
"Olive,_the_Other_Reindeer",Steve_Young_(writer)
Kahaani_Ghar_Ghar_Kii,Anand_Gandhi
Persona:_A_Biography_of_Yukio_Mishima,Naoki_Inose
Hamilton_(play),George_Arliss
Rides_(UK_TV_series),Carole_Hayman
Tip-Toes,Fred_Thompson_(writer)
A_Farewell_to_Alms,Gregory_Clark_(economist)
1945_(Gingrich_and_Forstchen_novel),William_R._Forstchen
The_Star_Virus,Barrington_J._Bayley
Her_First_Roman,Ervin_Drake
World_Champions_(novel),Paul_Morand
B._Ichi,Atsushi_Ōkubo
Five_Science_Fiction_Novels,Martin_Greenberg
She_Creature,Sebastian_Gutierrez
The_Scout_(play),Alfred_Dampier
The_Holy_Kinship_(Geertgen_tot_Sint_Jans),Geertgen_tot_Sint_Jans
Hearing_the_Homework,Yrjö_Ollila
Ponni_(novel),Malayattoor_Ramakrishnan
Waking_Dream,Rhiannon_Lassiter
"Go_Down,_Moses_(book)",William_Faulkner
The_Marriage_(TV_series),Ernest_Kinoy
Quantum_Reality,Nick_Herbert_(physicist)
Self-Portrait_with_Model_at_Bergamo,Giacomo_Manzù
Grimble,Clement_Freud
Bodily_Harm_(novel),Margaret_Atwood
The_Adventure_of_the_Creeping_Man,Arthur_Conan_Doyle
Phoenix_(2004_TV_series),Lee_Yoo-jin
Poor_Miss_Finch,Wilkie_Collins
Parents_of_the_Band,David_Cummings_(musician)
Empire_(Vidal_novel),Gore_Vidal
Reserved_for_the_Cat,Mercedes_Lackey
Just_Henry,Michael_Chaplin_(writer)
Ute_av_verden,Karl_Ove_Knausgård
Ring_of_Fire_II,Eric_Flint
In_the_Game,Jennifer_Love_Hewitt
The_Encyclopedia_of_Science_Fiction,David_Langford
One_for_the_Money_(novel),Janet_Evanovich
"Cleo,_Camping,_Emmanuelle_and_Dick",Terry_Johnson_(dramatist)
Johnny_Tsunami,Douglas_Sloan_(television_producer)
Restoring_the_Lost_Constitution,Randy_Barnett
Drug_of_Choice,Michael_Crichton
Nontraditional_Love,Rafael_Grugman
Longer_Views,Samuel_R._Delany
Ramage_and_the_Freebooters,Dudley_Pope
Petty_Pewter_Gods,Glen_Cook
The_Culture_of_Connectivity,José_van_Dijck
Wind_from_the_Abyss,Janet_Morris
Fantomcat,Lorelei_King
Notes_on_a_Scandal,Zoë_Heller
And_No_More_Shall_We_Part,Tom_Holloway
The_Patron_Saint_of_Liars_(novel),Ann_Patchett
Buried_Secrets_(film),John_Leekley
The_Circus_Girl,James_T._Tanner
Timequake,Kurt_Vonnegut
Das_Dreimäderlhaus,Alfred_Maria_Willner
Hell_(Wiiralt),Eduard_Wiiralt
Nazi_Literature_in_the_Americas,Roberto_Bolaño
The_Ku_Klux_Klan_In_Prophecy,Alma_Bridwell_White
Shame_the_Devil,George_Pelecanos
The_Bridal_Party,F._Scott_Fitzgerald
Before_John_Was_a_Jazz_Giant:_A_Song_of_John_Coltrane,Carole_Boston_Weatherford
The_Service_of_the_Sword,John_Ringo
Faithfull:_An_Autobiography,Marianne_Faithfull
"Oh,_What_a_Lovely_War!",Joan_Littlewood
1952_in_fine_arts_of_the_Soviet_Union,Nikolai_Tomsky
What's_Done_in_the_Dark,Tyler_Perry
Anarchist_Seeds_Beneath_the_Snow,David_Goodway
Steaming_(play),Nell_Dunn
The_Man_(Wallace_novel),Irving_Wallace
Overcoming_Life's_Disappointments,Harold_Kushner
Galax-Arena,Gillian_Rubinstein
The_Origin_of_the_Milky_Way_(Tintoretto),Tintoretto
Martial_Power,Chris_Sims_(game_designer)
Galahad_at_Blandings,P._G._Wodehouse
The_Unknown_Industrial_Prisoner,David_Ireland_(author)
The_Belle_of_New_York_(musical),C._M._S._McLellan
The_Other_Side_of_Truth,Beverley_Naidoo
The_Richard_Boone_Show,Harry_Julian_Fink
Races_of_the_Wild,Skip_Williams
The_Mum_Minder,Jacqueline_Wilson
Foundation_and_Empire,Isaac_Asimov
Tiassa,Steven_Brust
Six_Degrees_of_Separation_(play),John_Guare
We_Wish_to_Inform_You_That_Tomorrow_We_Will_Be_Killed_with_Our_Families,Philip_Gourevitch
Eckhart_(TV_series),Edward_Kay_(writer)
Orphans_of_Chaos,John_C._Wright_(author)
Dog's_Head_Bay,Kristin_Williamson
V.,Thomas_Pynchon
The_Dead_Guy,Eric_Coble
Fractured_Flickers,Bill_Scott_(voice_actor)
The_puzzle_of_the_fish_canal,Akbar_Sahraee
China_Harayeko_Manchhe,Hari_Bansha_Acharya
Nixonland,Rick_Perlstein
Tremor_of_Intent:_An_Eschatological_Spy_Novel,Anthony_Burgess
Ordinary_Heroes_(book),Stephen_Wagner
On_the_Field_of_Glory,Henryk_Sienkiewicz
Freedom_(Franzen_novel),Jonathan_Franzen
The_Mousetrap,Agatha_Christie
ABNKKBSNPLAko%3F!,Bob_Ong
Happy_Hours_(TV_series),Subhash_Chandra
MasterChef:_The_Professionals,Franc_Roddam
The_Pilot's_Wife,Anita_Shreve
Anarchism:_From_Theory_to_Practice,Daniel_Guérin
The_Sleeping_Sphinx,John_Dickson_Carr
"Is_that_a_Monster,_Alfie_Atkins%3F",Gunilla_Bergström
Freak_the_Mighty,Rodman_Philbrick
Westmark_(novel),Lloyd_Alexander
Boston_Jane,Jennifer_L._Holm
Islamic_Curriculum_on_Peace_and_Counter-Terrorism,Muhammad_Tahir-ul-Qadri
Minor_Tactics_of_the_Chalk_Stream,George_Edward_MacKenzie_Skues
Tom_Brown_at_Oxford,Thomas_Hughes
Cetywayo_and_His_White_Neighbours,H._Rider_Haggard
Chowder_(TV_series),C._H._Greenblatt
The_Vision_(film),William_Nicholson_(writer)
Cocaine_Blues_(novel),Kerry_Greenwood
The_Fourth_Estate_(novel),Jeffrey_Archer
Antipodes_in_Shoes,Geoffrey_Dutton
Madonna_with_Child_with_Young_John_the_Baptist_(Cranach),Lucas_Cranach_the_Elder
The_Bacchanal_of_the_Andrians,Titian
Fire_on_the_Mountain_(1981_film),Edward_Abbey
The_Rainbow_Cubby_House,Brenna_Harding
Doctor_Dolittle_and_the_Secret_Lake,Hugh_Lofting
Mister_Peepers,David_Swift_(director)
A_Polish_Nobleman,Rembrandt
Odd_Man_Rush:_A_Harvard_Kid's_Hockey_Odyssey_from_Central_Park_to_Somewhere_in_Sweden—with_Stops_along_the_Way,Bill_Keenan
Effortless_Mastery,Kenny_Werner
Kamen_Rider_W,Keiichi_Hasegawa
Captain_Michalis,Nikos_Kazantzakis
The_Great_Book_of_Magical_Objects,Pierdomenico_Baccalario
The_Magic_School_Bus_at_the_Waterworks,Joanna_Cole_(author)
The_Matter_of_Seggri,Ursula_K._Le_Guin
Prometheus_Being_Chained_by_Vulcan,Dirck_van_Baburen
New_Writings_in_SF_20,John_Carnell
Gambler's_Gold__Gamblers'_Gold__1,Arthur_Wright_(writer)
Chéri_(novel),Colette
"Captain_Midnight,_the_Bush_King__The_Bush_King__1",Alfred_Dampier
White_Stains,Aleister_Crowley
A_Gentleman's_Guide_to_Love_and_Murder,Robert_L._Freedman
Mr._Stranger's_Sealed_Packet,Hugh_MacColl
Adaptive_Coloration_in_Animals,Julian_Huxley
Young_woman_with_a_letter_and_a_messenger_in_an_interior,Pieter_de_Hooch
A_Stranger_to_Command,Sherwood_Smith
The_Grand_Canal_and_the_Church_of_the_Salute,Canaletto
Purity_(novel),Jonathan_Franzen
Fantastic_Beasts_and_Where_to_Find_Them,J._K._Rowling
The_Julie_Andrews_Hour,Bob_Ellison
Your_Face_Tomorrow_Volume_1:_Fever_and_Spear,Javier_Marías
The_Native_Star,M._K._Hobson
Bomber_Girl,Makoto_Niwano
Cosmicomics,Italo_Calvino
The_Zanzibar_Cat,Joanna_Russ
Some_Kind_of_Fairy_Tale,Graham_Joyce
July's_People,Nadine_Gordimer
Sweethearts_(book),Sharon_Rich
The_Clue_of_the_Hissing_Serpent,Franklin_W._Dixon
Kai_Lung_Beneath_the_Mulberry_Tree,Ernest_Bramah
Zawieszenie_dzwonu_Zygmunta,Jan_Matejko
While_I_Was_Gone_(film),Sue_Miller
Codes_of_Conduct,Matthew_Michael_Carnahan
Berts_bekännelser,Anders_Jacobsson_and_Sören_Olsson
Star_Wars_Episode_I_Journal:_Anakin_Skywalker,Todd_Strasser
First_Light_(Rebecca_Stead_novel),Rebecca_Stead
Stephen_Neal_(bust),Clara_Sorensen
The_Crow_(novel),Alison_Croggon
Silent_Show,Ernie_Kovacs
Operation_Underworld_(novel),Paddy_Kelly_(writer)
Annunciation_(church_of_San_Salvador),Titian
Six_Thinking_Hats,Edward_de_Bono
Arresting_God_in_Kathmandu,Samrat_Upadhyay
A_Killing_in_a_Small_Town,Cynthia_Cidre
In_the_Country_of_Last_Things,Paul_Auster
The_Oath,Elie_Wiesel
The_Spoils_Before_Dying,Matt_Piedmont
Rocket_Monkeys,Seán_Cullen
The_Cat_Who_Knew_Shakespeare,Lilian_Jackson_Braun
Comics_and_Sequential_Art,Will_Eisner
Tiger_by_the_Tail_and_Other_Science_Fiction_Stories,Alan_E._Nourse
Madonna_of_Loreto_(Raphael),Raphael
Annunciation_(Caravaggio),Caravaggio
Gorbunov_and_Gorchakov,Joseph_Brodsky
Time_for_Elizabeth,Norman_Krasna
The_Great_Los_Angeles_Earthquake,Paul_Huson
Massimilla_Doni,Honoré_de_Balzac
Foxy_Lady_(TV_series),Geoffrey_Lancashire
Or_All_the_Seas_with_Oysters,Avram_Davidson
The_Beggars,Pieter_Bruegel_the_Elder
Harrison_Bergeron_(film),Kurt_Vonnegut
As_I_Walked_Out_One_Midsummer_Morning,Laurie_Lee
The_Stronger_Spell,L._Sprague_de_Camp
They_Waz_Nice_White_Folks_While_They_Lasted_(Sez_One_Gal_to_Another),Kara_Walker
The_Changing_of_the_Guard_(novel),Jude_Watson
Ratner's_Star,Don_DeLillo
Victory_Canteen,Bobby_Lauher
The_Underground_(Left_Behind:_The_Kids),Tim_LaHaye
Kankar_(TV_series),Umera_Ahmad
Interesting_Times,Terry_Pratchett
Wikmani_poisid,Jaan_Kross
Mound_of_the_Unbeaten,Bogdan_Bogdanović
In_Spite_of_Thunder,John_Dickson_Carr
Portrait_of_the_Infante_Don_Carlos,Diego_Velázquez
Capillaria,Frigyes_Karinthy
In_the_Red_(novel),Mark_Tavener
The_Singing_Cave_(Dillon_novel),Eilís_Dillon
Isaac_Asimov_Presents_The_Great_SF_Stories_19_(1957),Martin_H._Greenberg
Flight_Behavior,Barbara_Kingsolver
Brazilian_Adventure,Peter_Fleming_(writer)
Knees_Up_Mother_Earth,Robert_Rankin
Rock_&_Roll_Jihad:_A_Muslim_Rock_Star's_Revolution,Salman_Ahmad
The_Zürau_Aphorisms,Franz_Kafka
Tricks_(novel),Ellen_Hopkins
The_Radium_Pool,Ed_Earl_Repp
Jet_Kiss,Mike_Ross_(artist)
Binbō_Shimai_Monogatari,Izumi_Kazuto
"Christology:_A_Biblical,_Historical,_and_Systematic_Study_of_Jesus",Gerald_O'Collins
An_Insider's_View_of_Mormon_Origins,Grant_H._Palmer
Possession_(Byatt_novel),A._S._Byatt
The_Lost_Continent:_The_Story_of_Atlantis,C._J._Cutcliffe_Hyne
Libidinal_Economy,Jean-François_Lyotard
Charlie_Brown's_Christmas_Tales,Charles_M._Schulz
Young_Thongor,Lin_Carter
The_Stones_of_Nomuru,Catherine_Crook_de_Camp
Sangeet_Sharada,Govind_Ballal_Deval
Minimanual_of_the_Urban_Guerrilla,Carlos_Marighella
The_Valley_of_Fear,Arthur_Conan_Doyle
Cyrano_(musical),Anthony_Burgess
Voyage_of_Slaves,Brian_Jacques
Portrait_of_Folco_Portinari,Hans_Memling
Wand_(Wall),Gerhard_Richter
Mistakes_Were_Made_(But_Not_by_Me),Elliot_Aronson
Inferno_(anthology),Ellen_Datlow
Obake_no_Q-tarō,Fujiko_Fujio
Hey_Rub-a-Dub-Dub,Theodore_Dreiser
Autobiography:_Some_Notes_on_a_Nonentity,H._P._Lovecraft
The_Sexual_Brain,Simon_LeVay
The_Dancing_Girl_of_Izu,Yasunari_Kawabata
Voodoo_Dollz,Fred_Olen_Ray
Corby_Flood,Paul_Stewart_(writer)
In_Fire_Forged,Timothy_Zahn
Minoriteam,Adam_de_la_Peña
Ella_Morris,John_David_Morley
Solomon_Gursky_Was_Here,Mordecai_Richler
The_White_Princess,Philippa_Gregory
Fatwa_on_Terrorism,Muhammad_Tahir-ul-Qadri
Vivir_a_destiempo,Eric_Vonn
Mr_Justice_Duncannon,Henry_Cecil_Leon
The_White_Priory_Murders,John_Dickson_Carr
On_Giants'_Shoulders,Melvyn_Bragg
Last_Letters_from_Hav,Jan_Morris
Lions_in_the_Street,Paul_Hoffman_(business_writer)
D.Gray-man,Katsura_Hoshino
The_Xothic_Legend_Cycle:_The_Complete_Mythos_Fiction_of_Lin_Carter,Lin_Carter
The_Meeting_(play),Jeff_Stetson
The_Love_Dare,Alex_Kendrick
The_Great_Mathematical_Problems,Ian_Stewart_(mathematician)
Hollywood_Undercover,Ian_Halperin
The_Abyss_Beyond_Dreams,Peter_F._Hamilton
Heurich_Mausoleum,Louis_Amateis
The_Aeronaut's_Windlass,Jim_Butcher
Miss_La_La_at_the_Cirque_Fernando,Edgar_Degas
Nogizaka_Haruka_no_Himitsu,Yūsaku_Igarashi
Tough_Sh*t,Kevin_Smith
Al-Adab_al-Mufrad,Muhammad_al-Bukhari
Guess_How_Much_I_Love_You,Sam_McBratney
Counterrevolution_and_Revolt,Herbert_Marcuse
Who_Am_I_This_Time%3F,Kurt_Vonnegut
The_Good_Soldiers,David_Finkel
Castrovalva_(M._C._Escher),M._C._Escher
Intercourse_(book),Andrea_Dworkin
30_Days_of_Night_(novel),Tim_Lebbon
Here_Be_Daemons,Basil_Copper
Skybowl,Melanie_Rawn
Lonesome_Dove_(miniseries),Larry_McMurtry
Life_with_Billy,John_Frizzell
It_(miniseries),Tommy_Lee_Wallace
Nothing_in_the_Rules,L._Sprague_de_Camp
Venus_Anadyomene_(Titian),Titian
The_Five_Orders_of_Architecture,Giacomo_Barozzi_da_Vignola
They_Marched_Into_Sunlight,David_Maraniss
Son_of_the_Dragon_(film),David_Seidler
Hate_(short_story),Arthur_C._Clarke
Self-Made_Man_(book),Norah_Vincent
The_Lady_Is_a_Tramp_(TV_series),Johnny_Speight
Full_Eclipse,Richard_Christian_Matheson
A_God_Against_the_Gods,Allen_Drury
Crimes_of_War,Roy_Gutman
Danny_Dunn_on_a_Desert_Island,Raymond_Abrashkin
Princess_Princess_(manga),Mikiyo_Tsuda
Monster_Manual_II,Steve_Winter
The_Enough_Moment,John_Prendergast_(activist)
Chain_Saw_Confidential,Gunnar_Hansen
Aleph_(novel),Paulo_Coelho
Dokaben,Shinji_Mizushima
OpenDemocracy,Anthony_Barnett_(writer)
Grand_Canary_(novel),A._J._Cronin
Dragonhaven,Robin_McKinley
The_Book_of_Atrix_Wolfe,Patricia_A._McKillip
Reverse!%3F,Kazuhiko_Mishima
Yume_Kira_Dream_Shoppe,Aqua_Mizuto
Paddy's_TV_Guide,Les_Keen
The_Silver_Mistress,Peter_O'Donnell
Alvin_and_the_Chipmunks_(2015_TV_series),Reid_Harrison
Fountain_of_Time,Lorado_Taft
The_Kraken_Wakes,John_Wyndham
Galacticast,Rudy_Jahchan
The_Luck_of_Roaring_Camp,Bret_Harte
Annie_Ki_Ayegi_Baraat,Vasay_Chaudhry
Ottoline_and_the_Yellow_Cat,Chris_Riddell
"The_Creation_of_the_Sun,_Moon_and_Vegetation",Michelangelo
Christ_and_St._Thomas_(Verrocchio),Andrea_del_Verrocchio
"Guenevere,_Queen_of_the_Summer_Country",Rosalind_Miles
A_Wolf_at_the_Table,Augusten_Burroughs
Taklamakan_(short_story),Bruce_Sterling
Manservant_and_Maidservant,Ivy_Compton-Burnett
Stundande_natten,Carl-Henning_Wijkmark
Urban_Life,Val_(sculptor)
Crash_(J._G._Ballard_novel),J._G._Ballard
The_Heel_of_Achilles:_Essays_1968–1973,Arthur_Koestler
"The_Pioneer_Mother_(Eugene,_Oregon)",Alexander_Phimister_Proctor
The_Strangerers,Rob_Grant
A_Hunger_Artist_(short_story_collection),Franz_Kafka
Fields_of_Fire_(miniseries),Miranda_Downes
A_Landscape_with_a_Ruined_Castle_and_a_Church,Jacob_van_Ruisdael
The_Empty_Copper_Sea,John_D._MacDonald
The_Writer's_Journey:_Mythic_Structure_for_Writers,Christopher_Vogler
If_These_Walls_Could_Talk,I._Marlene_King
Reckless_(TV_serial),Paul_Abbott
Endangered_Species_(novel),Nancy_Holder
Tatvaviveka,Vidyaranya
Conan_the_Invincible,Robert_Jordan
Khas_Khus,Kedar_Ghimire
"Memories,_Dreams,_Reflections",Aniela_Jaffé
Alien_Apocalypse,Josh_Becker
Efficient_Java_Matrix_Library,Peter_Abeles
A_Cool_Million,Nathanael_West
The_Secret_Life_of_Salvador_Dalí,Salvador_Dalí
The_Art_of_Sexual_Ecstasy,Margot_Anand
Kanpai!,Maki_Murakami
The_Cut_Direct,Phoebe_Atwood_Taylor
Blinky_Bill,Dorothy_Wall
Bade_Achhe_Lagte_Hain,Kovid_Gupta
The_Seventh_Crystal,Gary_Paulsen
The_Isolator,Reki_Kawahara
The_Prime_Ministers,Yehuda_Avner
Beyond_Infinity,Robert_Spencer_Carr
A_Mule_for_the_Marquesa,Frank_O'Rourke
Totally_Biased_with_W._Kamau_Bell,Guy_Branum
Fever_(Thwaites_novel),F._J._Thwaites
The_Chick_is_in_the_Mail,Martin_H._Greenberg
A_Little_Raw_on_Monday_Mornings,Robert_Cormier
Squids_Will_Be_Squids,Jon_Scieszka
Indian_Widow,Joseph_Wright_of_Derby
Zen_(TV_series),Michael_Dibdin
Let_'Em_Eat_Cake,George_S._Kaufman
The_Diviners,Margaret_Laurence
Choices_of_One,Timothy_Zahn
Out_of_the_Fire,David_Sherman
Fargo_Rock_City,Chuck_Klosterman
Swords_Against_Darkness,Andrew_J._Offutt
Major_General_Nathanael_Greene_(Brown),Henry_Kirke_Brown
Aunt_Jane's_Nieces_on_Vacation,L._Frank_Baum
People_of_the_Earth,Kathleen_O'Neal_Gear
Muchachitas,Emilio_Larrosa
Darr_Sabko_Lagta_Hai,Chandra_Pemmaraju
Parrot_and_Olivier_in_America,Peter_Carey_(novelist)
Moonraker_(novel),Ian_Fleming
By_the_Light_of_the_Green_Star,Lin_Carter
Kingdom_Come_(LaHaye_novel),Tim_LaHaye
Storm_(novella),Kevin_Crossley-Holland
Pound_Puppies_(2010_TV_series),Joe_Ansolabehere
Skinner's_Trail,Quintin_Jardine
The_Ascension_Factor,Bill_Ransom
Visions_of_Cody,Jack_Kerouac
Daughter_of_the_Lioness,Tamora_Pierce
The_Age_of_Capital:_1848–1875,Eric_Hobsbawm
The_Rocky_Horror_Show,Richard_O'Brien
Nesthäkchen_and_Her_Chicks,Else_Ury
Sunrise_with_Sea_Monsters,J._M._W._Turner
Necromancies_and_Netherworlds:_Uncanny_Stories,Jason_Van_Hollander
Charlotte's_Web,E._B._White
United_States_Submarine_Operations_in_World_War_II,Theodore_Roscoe
Violence_and_the_Sacred,René_Girard
The_Looking_Glass_War,John_le_Carré
Invisible_Chains,Benjamin_Perrin
Dangerous_Games_(anthology),Gardner_Dozois
Saint_Christopher_Carrying_the_Christ_Child,Hieronymus_Bosch
The_Piazza_Tales,Herman_Melville
Henry_and_the_Paper_Route,Beverly_Cleary
The_Irishman,Elizabeth_O'Conner
The_Stolen_Lake,Joan_Aiken
Vittorio_the_Vampire,Anne_Rice
Judith_Slaying_Holofernes_(Artemisia_Gentileschi),Artemisia_Gentileschi
"Our_Culture,_What's_Left_of_It",Theodore_Dalrymple
Father_Christmas_(comics),Raymond_Briggs
Cow_Belles,Matt_Dearborn
The_Survivors_Club_(film),Lisa_Gardner
The_Fourth_Wish__The_Fourth_Wish__1,Michael_Craig_(actor)
The_Dirt,Vince_Neil
The_Seven_Spiritual_Laws_of_Success,Deepak_Chopra
Trumps_of_Doom,Roger_Zelazny
A_Theory_of_Everything,Ken_Wilber
Being_a_Green_Mother,Piers_Anthony
Beauty_Revealed,Sarah_Goodridge
From_the_Place_in_the_Valley_Deep_in_the_Forest,Mitch_Cullin
Waiting_for_the_Interurban,Richard_Beyer
A_Very_Private_War,Jon_Cleary
Kyōryū_Sentai_Zyuranger,Noboru_Sugimura
Bannertail,Ernest_Thompson_Seton
Moral_Politics_(book),George_Lakoff
