Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Leo_Löwenstein,"Alois-Konstantin,_9th_Prince_of_Löwenstein-Wertheim-Rosenberg"
Modu_Chanyu,Touman
Elizabeth_of_Celje,"Ulrich_II,_Count_of_Celje"
Beatrice_of_Sicily_(1326–1365),Peter_II_of_Sicily
Gilbert_Tennent,William_Tennent
King_Huiwen_of_Qin,Duke_Xiao_of_Qin
Joseph_Fiennes,Mark_Fiennes
Princess_Ijigayehu_Amha_Selassie,Amha_Selassie
Orontes_I,Artasyrus
Infante_Gabriel_of_Spain,Charles_III_of_Spain
Princess_Sophie_of_Greece_and_Denmark,Princess_Alice_of_Battenberg
"Flavio_Badoglio,_3rd_Duke_of_Addis_Abeba",Phương_Mai
"Louis_III,_Grand_Duke_of_Hesse","Louis_II,_Grand_Duke_of_Hesse"
Tehaapapa_III,Marama_Teururai
Constance_of_Aragon,"Sancha_of_Castile,_Queen_of_Aragon"
Richard_von_Coudenhove-Kalergi,Heinrich_von_Coudenhove-Kalergi
Lady_Elizabeth_Murray,"David_Murray,_2nd_Earl_of_Mansfield"
Dennis_Chun,Kam_Fong_Chun
"William_IV,_Count_of_Ponthieu","John_I,_Count_of_Ponthieu"
Alan_Kirschenbaum,Freddie_Roman
Samuel_Zborowski,Marcin_Zborowski
"Robert_I,_Duke_of_Parma","Charles_III,_Duke_of_Parma"
Albert_II_of_Germany,Joanna_Sophia_of_Bavaria
"Princess_Laetitia_Maria_of_Belgium,_Archduchess_of_Austria-Este","Princess_Astrid_of_Belgium,_Archduchess_of_Austria-Este"
"Henry_I,_Landgrave_of_Hesse","Henry_II,_Duke_of_Brabant"
Arthur_Marx,Groucho_Marx
Prince_Frederick_Ferdinand_Constantin_of_Saxe-Weimar-Eisenach,"Ernest_Augustus_II,_Duke_of_Saxe-Weimar-Eisenach"
"Henry_Paget,_2nd_Baron_Paget","William_Paget,_1st_Baron_Paget"
Gaby_Dohm,Will_Dohm
Margaret_of_Berg-Windeck,"Henry_of_Berg,_Lord_of_Windeck"
Dragana_of_Serbia,Princess_Milica_of_Serbia
"Anton_Ulrich,_Duke_of_Saxe-Meiningen","Bernhard_I,_Duke_of_Saxe-Meiningen"
Asa_Danforth_Jr.,Asa_Danforth
Khin_Myat_of_Toungoo,Thado_Dhamma_Yaza_I_of_Prome
Jesse_Peterson,Gilbert_Peterson
August_Bournonville,Antoine_Bournonville
Maria_Theresa_of_Austria_(1801–1855),"Ferdinand_III,_Grand_Duke_of_Tuscany"
Sara_Ali_Khan,Saif_Ali_Khan
KC_Concepcion,Gabby_Concepcion
Raziye_Sultan,Suleiman_the_Magnificent
Grigori_Abrikosov,Andrei_Abrikosov
"Maurice,_Elector_of_Saxony",Catherine_of_Mecklenburg
Jerzy_Dominik_Lubomirski,Jerzy_Sebastian_Lubomirski
Marie_Victoire_de_Noailles,Anne_Jules_de_Noailles
Irene_Komnene_Doukaina,Maria_Petraliphaina
Alexandra_Cousteau,Jan_Cousteau
"Prince_Albert_Victor,_Duke_of_Clarence_and_Avondale",Alexandra_of_Denmark
"Henrique_de_Meneses,_3rd_Marquis_of_Louriçal","Luís_Carlos_Inácio_Xavier_de_Meneses,_1st_Marquis_of_Louriçal"
Loke_Wan_Tho,Loke_Yew
"Hedwig,_Abbess_of_Quedlinburg","Frederick_II,_Elector_of_Saxony"
Prince_Welf_Henry_of_Hanover,Princess_Victoria_Louise_of_Prussia
Samir_Jain,Ashok_Kumar_Jain
Demetrius_I_of_Georgia,David_IV_of_Georgia
Prince_Henry_of_Prussia_(1900–1904),Prince_Henry_of_Prussia_(1862–1929)
George_Augustus_Frederic_II,Robert_Charles_Frederic
Maxentius,Eutropia
Archduchess_Amalie_Theresa_of_Austria,"Francis_II,_Holy_Roman_Emperor"
Alejandro_Santo_Domingo,Julio_Mario_Santo_Domingo
Anna_Catherine_of_Nassau-Ottweiler,"John_Louis,_Count_of_Nassau-Ottweiler"
Princess_Amalie_of_Saxe-Coburg_and_Gotha,Prince_August_of_Saxe-Coburg_and_Gotha
"Nadejda_Mountbatten,_Marchioness_of_Milford_Haven",Grand_Duke_Michael_Mikhailovich_of_Russia
Christi_Belcourt,Tony_Belcourt
Vivek_Oberoi,Suresh_Oberoi
Dalfi_d'Alvernha,William_VII_the_Young_of_Auvergne
Winslow_Corbett,Gretchen_Corbett
Isambard_Kingdom_Brunel,Sophia_Kingdom
John_Derek,Lawson_Harris
"Agnes_of_Aquitaine,_Countess_of_Savoy","William_VII,_Duke_of_Aquitaine"
Abdallah_bin_Laden,Osama_bin_Laden
Seleucus_VII_Philometer,Antiochus_X_Eusebes
Christian_VI_of_Denmark,Frederick_IV_of_Denmark
Kannabhorn_Bejaratana,Chulalongkorn
Jake_Paltrow,Blythe_Danner
Mariana_Victoria_of_Spain,Philip_V_of_Spain
Ismail_Adil_Shah,Yusuf_Adil_Shah
Julie_Cobb,Helen_Beverley
"John_George_I,_Duke_of_Saxe-Eisenach",Eleonore_Dorothea_of_Anhalt-Dessau
Princess_Irene_of_Greece_and_Denmark,Paul_of_Greece
Leslie_Jones_(editor),Robert_C._Jones
Keōua_Kuahuula,Kalaniʻōpuʻu
Charles_of_Mecklenburg-Güstrow,Magdalene_Sibylle_of_Holstein-Gottorp
Elisabeth_Omilami,Hosea_Williams
Ludwik_Wróblewski,Franciszek_Wróblewski
Emil_J._Walter,Emil_Walter
Marie_of_Brandenburg-Kulmbach,"Casimir,_Margrave_of_Brandenburg-Bayreuth"
"Charles_II,_Margrave_of_Baden-Durlach",Ursula_of_Rosenfeld
"Franz_Joseph_II,_Prince_of_Liechtenstein",Archduchess_Elisabeth_Amalie_of_Austria
F._Trubee_Davison,Henry_Pomeroy_Davison
Catherine_Birgersdotter_of_Bjelbo,Ingeborg_Eriksdotter_of_Sweden
Cesare_Borgia,Vannozza_dei_Cattanei
Mithrenes_II,Arsames_I
Lucrezia_Borgia,Vannozza_dei_Cattanei
"Princess_Maria_Laura_of_Belgium,_Archduchess_of_Austria-Este","Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este"
Princess_Louise_of_Denmark_(1750–1831),Louise_of_Great_Britain
Ragnhild_Sigurdsdotter,Sigurd_Hart
"Christian_Ulrich_I,_Duke_of_Württemberg-Oels","Silvius_I_Nimrod,_Duke_of_Württemberg-Oels"
Konstancja_Czartoryska_(1700–1759),Izabela_Elżbieta_Morsztyn
Hubertus_Prinz_von_Sachsen-Coburg_und_Gotha,Ernst_Leopold_Prinz_von_Sachsen-Coburg_und_Gotha
Richard_I_of_England,Eleanor_of_Aquitaine
"Nadejda_Mountbatten,_Marchioness_of_Milford_Haven",Sophie_of_Merenberg
"Magnus_II,_Duke_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
Dorothea_Susanne_of_Simmern,"Frederick_III,_Elector_Palatine"
U_of_Goryeo,Gongmin_of_Goryeo
Jared_Kushner,Charles_Kushner
Prince_Frederick_William_of_Schleswig-Holstein-Sonderburg-Augustenburg,"Ernest_Günther,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg"
Abdullah_Khadr,Maha_el-Samnah
Haraldr_Guðrøðarson,Gofraid_Donn
Nguyễn_Phúc_Lan,Nguyễn_Phúc_Nguyên
Sid_Lucero,Mark_Gil
"John_V,_Duke_of_Brittany","Joan_of_Navarre,_Queen_of_England"
George_Bradburn,James_Mott
Muncimir_of_Croatia,Trpimir_I_of_Croatia
Wolfgang_Burmann,Sigfrido_Burmann
"Gilbert_de_Clare,_1st_Earl_of_Pembroke",Gilbert_Fitz_Richard
"Rudolf_II,_Duke_of_Austria",Rudolf_I_of_Germany
Princess_Olga_of_Greece_and_Denmark,Prince_Nicholas_of_Greece_and_Denmark
George_Mason_II,George_Mason_I
Grand_Duke_Dmitri_Pavlovich_of_Russia,Grand_Duke_Paul_Alexandrovich_of_Russia
Johann_V_of_Nassau-Vianden-Dietz,Maria_of_Loon-Heinsberg
Sher_Singh,Sada_Kaur
Galyani_Vadhana,Srinagarindra
"Prince_Ferdinand,_Duke_of_Alençon",Princess_Victoria_of_Saxe-Coburg_and_Gotha
"Louis_VI,_Elector_Palatine",Marie_of_Brandenburg-Kulmbach
William_Temple_Thomson_Mason,Thomson_Mason
Hale_(Assyrian_king),Apiashal
Stefan_Quandt,Johanna_Quandt
"Leopold_IV,_Prince_of_Lippe",Karoline_of_Wartensleben
Feletheus,Flaccitheus
Stacy_H._Schusterman,Lynn_Schusterman
Louis_Nathaniel_de_Rothschild,Albert_Salomon_Anselm_von_Rothschild
Barry_Gibb,Hugh_Gibb
Maria_Anna_of_Naples_and_Sicily,Ferdinand_I_of_the_Two_Sicilies
"Frances_Seymour,_Duchess_of_Somerset","Robert_Devereux,_2nd_Earl_of_Essex"
Isabella_de_Warenne,"John_de_Warenne,_6th_Earl_of_Surrey"
"Joseph_Johann_Adam,_Prince_of_Liechtenstein","Anton_Florian,_Prince_of_Liechtenstein"
"Louis_d'Orléans,_Duke_of_Orléans","Philippe_II,_Duke_of_Orléans"
"Charles,_Count_of_Charolais","Louis,_Prince_of_Condé_(1668–1710)"
JD_Cullum,John_Cullum
Sophie_Charlotte_of_Württemberg,"Eberhard_III,_Duke_of_Württemberg"
"Katharina_of_Hanau,_Countess_of_Wied","Philipp_II,_Count_of_Hanau-Münzenberg"
David_Nelson_(actor),Ozzie_Nelson
"Elizabeth_of_Vermandois,_Countess_of_Leicester","Adelaide,_Countess_of_Vermandois"
Steven_Ford,Betty_Ford
"John_IV,_Duke_of_Mecklenburg","Magnus_I,_Duke_of_Mecklenburg"
Vitellius,Sextilia
Maria_Anna_of_Bavaria_(1805–1877),Caroline_of_Baden
Duncan_Jones,David_Bowie
David_S._Cordish,Paul_L._Cordish
Peter_of_Castile,"Maria_of_Portugal,_Queen_of_Castile"
Bethsabée_de_Rothschild,Édouard_Alphonse_James_de_Rothschild
Tabrimmon,Hezion
Kate_Burton_(actress),Sybil_Christopher
"Nicholas,_Crown_Prince_of_Montenegro","Michael,_Prince_of_Montenegro"
Ben_Cura,José_Cura
Lamberto_Bava,Mario_Bava
"John_Blount,_3rd_Baron_Mountjoy","Walter_Blount,_1st_Baron_Mountjoy"
Prithvirajji,Godji_II
Henry_Jerningham,Mary_Scrope
"Marie_Thérèse,_Madame_Royale_(1667–1672)",Maria_Theresa_of_Spain
Shraddha_Kapoor,Shakti_Kapoor
Asporça_Hatun,Andronikos_II_Palaiologos
Panthongtae_Shinawatra,Thaksin_Shinawatra
Teofila_Ludwika_Zasławska,Katarzyna_Sobieska
Princess_Maria_Isabella_of_Savoy-Genoa,Princess_Lucia_of_Bourbon-Two_Sicilies
Charlotte_Casiraghi,"Caroline,_Princess_of_Hanover"
Shari_Redstone,Sumner_Redstone
Princess_Prerana_of_Nepal,Gyanendra_of_Nepal
Charles_I_of_Württemberg,William_I_of_Württemberg
Philip_III_of_Macedon,Philip_II_of_Macedon
"Victoria,_Crown_Princess_of_Sweden",Queen_Silvia_of_Sweden
Prince_Frederick_of_Prussia_(1911–1966),"Wilhelm,_German_Crown_Prince"
Gheorghe_Remenco,Alexandra_Remenco
"Anna_of_Trebizond,_Queen_of_Georgia",Theodora_Kantakouzene
Christiane_of_Saxe-Merseburg,Christiana_of_Schleswig-Holstein-Sonderburg-Glücksburg
"Friedrich_II,_Duke_of_Anhalt",Princess_Antoinette_of_Saxe-Altenburg
Michael_Straight,Dorothy_Payne_Whitney
Princess_Elisabeth_of_Hesse_and_by_Rhine_(1864–1918),Princess_Alice_of_the_United_Kingdom
Anna_Teresa_Ossolińska,Józef_Kanty_Ossoliński
Binnya_Dhammaraza,Razadarit
Saffron_Henderson,Bill_Henderson_(Canadian_singer)
Albert_Wolfgang_of_Brandenburg-Bayreuth,Sophie_Christiane_of_Wolfstein
"William_V,_Prince_of_Orange","Anne,_Princess_Royal_and_Princess_of_Orange"
Elisabeth_of_Wied,Princess_Marie_of_Nassau
Ali_Bahadur,Shamsher_Bahadur_I_(Krishna_Rao)
Nguyễn_Phúc_Tần,Nguyễn_Phúc_Lan
Ulrika_Eleonora_of_Denmark,Sophie_Amalie_of_Brunswick-Lüneburg
Bermudo_Pérez_de_Traba,Pedro_Fróilaz_de_Traba
Frederick_C._Orthwein,William_D._Orthwein
Yusuf_Izzuddin_Shah_of_Perak,Abdul_Jalil_of_Perak
Mary_McCartney,Paul_McCartney
Reela_Hota,Purna_Chandra_Hota
Anne_of_York_(daughter_of_Edward_IV),Elizabeth_Woodville
Prince_Christian_of_Hanover_(1885–1901),Princess_Thyra_of_Denmark
Susan_Ford,Betty_Ford
Bayezid_II,Emine_Gülbahar_Hatun
Murder_of_Sarah_Payne,Sara_Payne
"Constance_of_Sicily,_Queen_of_Cyprus",Eleanor_of_Anjou
Nikephoros_II_Phokas,Bardas_Phokas_the_Elder
"Rory_O'Donnell,_1st_earl_of_Tyrconnell",Sir_Hugh_O'Donnell
Harriet_Hemings,Sally_Hemings
John_Hammond_(producer),Emily_Vanderbilt_Sloane
Anna_Lubomirska_(died_1763),Józef_Lubomirski
William_Mason_(1757–1818),George_Mason
"Philip_I,_Count_of_Boulogne",Agnes_of_Merania
Sancha_of_León,Alfonso_V_of_León
Eadburh,Cynethryth
Robbie_Waterhouse,Bill_Waterhouse
Jenna_Stern,Samantha_Eggar
Jerzy_Ignacy_Lubomirski,Hieronim_Augustyn_Lubomirski
Rosalinda_Celentano,Adriano_Celentano
Pupienus,Marcus_Pupienus_Maximus
Stanisław_Zamoyski,Feliks_Zamoyski
"Otto_II,_Margrave_of_Brandenburg","Otto_I,_Margrave_of_Brandenburg"
"Henri_Antoine,_Hereditary_Prince_of_Ligne","Eleanora,_Princess_of_Ligne"
"Joachim_I_Nestor,_Elector_of_Brandenburg",Margaret_of_Thuringia
"Lucius_E._Burch,_Jr.",Lucius_E._Burch
Cameron_Douglas,Michael_Douglas
Scott_R._Fisher,Thomas_L._Fisher
Bahadur_Shah_of_Nepal,Prithvi_Narayan_Shah
Peleg,Eber
Komala_Saovamala,Chulalongkorn
Kyaswa_of_Sagaing,Saw_Hnaung_of_Sagaing
Kaliman_I_of_Bulgaria,Ivan_Asen_II_of_Bulgaria
Princess_Prerana_of_Nepal,Queen_Komal_of_Nepal
Marie_Charlotte_de_La_Tour_d'Auvergne,Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730)
Prince_Alemayehu,Tiruwork_Wube
"Elisabeth_of_Bavaria,_Queen_of_Belgium",Infanta_Maria_Josepha_of_Portugal
Frederick_M._Ayres_Sr.,Lyman_S._Ayres
"Henry_the_Peaceful,_Duke_of_Brunswick-Lüneburg","Henry_the_Mild,_Duke_of_Brunswick-Lüneburg"
Julia_Pace_Mitchell,Don_Mitchell_(actor)
"Prince_Louis,_Duke_of_Nemours",Maria_Amalia_of_Naples_and_Sicily
King_You_of_Zhou,King_Xuan_of_Zhou
Cápac_Yupanqui,Mayta_Cápac
Emerald_Fennell,Theo_Fennell
Roger_I_of_Sicily,Tancred_of_Hauteville
"Prince_Gustaf,_Duke_of_Uppland",Josephine_of_Leuchtenberg
Talamidaw,Binnya_U
Al-Mustansir_(Baghdad),Az-Zahir_(Abbasid_caliph)
"Joachim_I_Nestor,_Elector_of_Brandenburg","John_Cicero,_Elector_of_Brandenburg"
David_René_de_Rothschild,Guy_de_Rothschild
Princess_Eleonore_of_Solms-Hohensolms-Lich,Hermann_of_Solms-Hohensolms-Lich
Katharine_Brettargh,John_Bruen
"Isaac_Allerton,_Jr.",Fear_Brewster
Amanda_Sudano,Bruce_Sudano
Veni_Markovski,Mile_Markovski
Tengku_Sulaiman_Shah,Salahuddin_of_Selangor
Agatha_Marie_of_Hanau,"Johann_Reinhard_I,_Count_of_Hanau-Lichtenberg"
Samaya_Vudhirodom,Chulalongkorn
"Christian_Otto,_Wild-_and_Rhinegrave_of_Salm-Dhaun",Anna_Catherine_of_Nassau-Ottweiler
Edoardo_Ponti,Carlo_Ponti
Lily-Rose_Depp,Johnny_Depp
Itzamnaaj_K'awiil,Lady_of_Itzan
Philippe_Cousteau_Jr.,Jan_Cousteau
"William_II,_Duke_of_Jülich",Joanna_of_Hainaut
Mark_Landon,Michael_Landon
Möngke_Khan,Sorghaghtani_Beki
Sandy_Hackett,Buddy_Hackett
Elizabeth_Peabody,Nathaniel_Peabody_(Boston)
Princess_Nathalie_of_Sayn-Wittgenstein-Berleburg,Princess_Benedikte_of_Denmark
"Henry_V,_Holy_Roman_Emperor","Henry_IV,_Holy_Roman_Emperor"
"George_Christian,_Landgrave_of_Hesse-Homburg","Frederick_I,_Landgrave_of_Hesse-Homburg"
Lucy_Briers,Ann_Davies_(actress)
Rick_Caruso,Henry_Caruso
Andrew_Bonaparte-Wyse,William_Bonaparte-Wyse
Drummond_Money-Coutts,"Crispin_Money-Coutts,_9th_Baron_Latymer"
Prince_Ludwig_Philipp_of_Thurn_and_Taxis,"Albert,_8th_Prince_of_Thurn_and_Taxis"
"William_III,_Landgrave_of_Thuringia","Frederick_I,_Elector_of_Saxony"
Philip_de_Lalaing,Charles_I_de_Lalaing
Jehoram_of_Judah,Jehoshaphat
Surendra_of_Nepal,Samrajya_Laxmi_Devi
Princess_Nika_Yourievitch,Serge_Youriévitch
Boran,Khosrow_II
Princess_Alexandrine-Louise_of_Denmark,Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg
João_Afonso_de_Albuquerque,"Afonso_Sanches,_Lord_of_Albuquerque"
Nicolete_Gray,Laurence_Binyon
Princess_Luise_Dorothea_of_Prussia,Elisabeth_Henriette_of_Hesse-Kassel
"Henry_V,_Burgrave_of_Plauen","Henry_IV,_Burgrave_of_Plauen"
Princess_Marie_of_Nassau,Princess_Louise_of_Saxe-Hildburghausen
Princess_Eudoxia_of_Bulgaria,Ferdinand_I_of_Bulgaria
Lady_Eliza_Spencer,Victoria_Aitken
Princess_Sophie_Auguste_of_Anhalt-Zerbst,"John_VI,_Prince_of_Anhalt-Zerbst"
Prince_Nicholas_of_Romania,Marie_of_Romania
Agnès_of_Navarre,Philip_III_of_Navarre
"Louis_I,_Grand_Duke_of_Baden","Charles_Frederick,_Grand_Duke_of_Baden"
Marina_Mniszech,Jerzy_Mniszech
Joseph_Schildkraut,Rudolph_Schildkraut
"John_Frederick,_Duke_of_Pomerania","Maria_of_Saxony,_Duchess_of_Pomerania"
Anna_Maria_of_Mecklenburg-Schwerin,Anna_Maria_of_Ostfriesland
Kaew_Nawarat,Inthawichayanon
Kumara_Kassapa,Kyawswa_of_Pagan
"Peter_Wentworth-Fitzwilliam,_8th_Earl_Fitzwilliam","William_Wentworth-Fitzwilliam,_7th_Earl_Fitzwilliam"
"Infante_Alfonso_Carlos,_Duke_of_San_Jaime","Juan,_Count_of_Montizón"
Luigi_De_Filippo,Peppino_De_Filippo
Marek_Sobieski_(1628–1652),Teofila_Zofia_Sobieska
Sophie_Fiennes,Mark_Fiennes
Tughtakin_ibn_Ayyub,Najm_ad-Din_Ayyub
Prince_Ioane_of_Georgia,Ketevan_Andronikashvili
"Mariota,_Countess_of_Ross","Euphemia_I,_Countess_of_Ross"
Bertha_of_Holland,Gertrude_of_Saxony
"Albert_III,_Duke_of_Saxe-Wittenberg","Wenceslaus_I,_Duke_of_Saxe-Wittenberg"
"Henry_Somerset,_5th_Duke_of_Beaufort","Charles_Somerset,_4th_Duke_of_Beaufort"
"John,_Duke_of_Münsterberg-Oels",Anna_of_Sagan
Hugh_III_of_Maine,"Hugh_II,_Count_of_Maine"
"Alice_FitzAlan,_Baroness_Cherleton",Elizabeth_de_Bohun
Elizabeth_of_Pomerania,"Bogislaw_V,_Duke_of_Pomerania"
"Franz,_Duke_of_Bavaria","Albrecht,_Duke_of_Bavaria"
Samsenethai,Fa_Ngum
"Catherine_of_Saxe-Lauenburg,_Duchess_of_Mecklenburg","Eric_IV,_Duke_of_Saxe-Lauenburg"
Liüntika,Árpád
Djedefhor,Khufu
Alexander_III_of_Scotland,Marie_de_Coucy
Diane_Disney_Miller,Lillian_Disney
Lucy_Hawking,Stephen_Hawking
Magnus_I_of_Sweden,Margaret_Fredkulla
Gloria_Vanderbilt,Reginald_Claypoole_Vanderbilt
Konoe_Motohiro,Konoe_Hisatsugu
Dia_Chakravarty,Sultana_Kamal
Albrecht_of_Hanau-Münzenberg,Countess_Magdalena_of_Waldeck
Mikołaj_Stefan_Pac,Stefan_Pac
"Maud,_Countess_of_Huntingdon",Judith_of_Lens
"Henry_Wriothesley,_3rd_Earl_of_Southampton","Mary_Wriothesley,_Countess_of_Southampton"
Princess_Maria_Luisa_of_Savoy_(1729–1767),Charles_Emmanuel_III_of_Sardinia
Prince_Nirajan_of_Nepal,Queen_Aishwarya_of_Nepal
Siemomysł,Lestek
Grand_Duke_George_Mikhailovich_of_Russia,Prince_Franz_Wilhelm_of_Prussia
Mary_I_of_England,Henry_VIII_of_England
Ihsan_Abdel_Quddous,Rose_al_Yusuf
Frederick_William_IV_of_Prussia,Louise_of_Mecklenburg-Strelitz
Cao_Zhi,Cao_Cao
Hedwig_Eleonora_of_Holstein-Gottorp,Duchess_Marie_Elisabeth_of_Saxony
"Ernest_Casimir_I,_Count_of_Nassau-Dietz",Countess_Elisabeth_of_Leuchtenberg
William_Backhouse_Astor_Jr.,William_Backhouse_Astor_Sr.
Damodarasena,Rudrasena_II
Ferdinand_I_of_León,Muniadona_of_Castile
Prince_Hubertus_of_Hohenzollern,Prince_Johann_Georg_of_Hohenzollern
Mustafa_I,Mehmed_III
Vache_II,Aswagen
Chris_von_Wangenheim,Konrad_Freiherr_von_Wangenheim
"Maximilian_III,_Archduke_of_Austria","Maximilian_II,_Holy_Roman_Emperor"
Beatrice_Straight,Willard_Dickerman_Straight
Salem_Abraham,"Malouf_Abraham,_Jr."
Sancha_of_Aragon,Alfonso_II_of_Naples
Elizabeth_of_Görlitz,John_of_Görlitz
Louisa_Cavendish-Bentinck,Anne_Caroline_Salisbury
Emperor_Houshao_of_Han,Empress_Zhang_Yan
Eunice_Kennedy_Shriver,Rose_Kennedy
Eleanor_of_Provence,"Ramon_Berenguer_IV,_Count_of_Provence"
Baba_Azmi,Shaukat_Kaifi
Wahb_ibn_Abd_Manaf,Zuhrah_ibn_Kilab
Ottokar_I_of_Bohemia,Judith_of_Thuringia
"Przemko_III,_Duke_of_Opava","William,_Duke_of_Opava"
George_I_of_Georgia,Bagrat_III_of_Georgia
Albert_Eide_Parr,Thomas_Johannes_Lauritz_Parr
"James_Stewart,_1st_Earl_of_Moray",Margaret_Erskine
Qian_Hongzuo,Lady_Xu_Xinyue
Julian_McMahon,William_McMahon
Countess_Albertine_Agnes_of_Nassau,Amalia_of_Solms-Braunfels
"Elizabeth_Herbert,_Countess_of_Pembroke_and_Montgomery","Charles_Spencer,_3rd_Duke_of_Marlborough"
Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel,"Anthony_Ulrich,_Duke_of_Brunswick-Wolfenbüttel"
George_II_of_Great_Britain,Sophia_Dorothea_of_Celle
Marie_Charlotte_de_la_Trémoille,Henri_de_La_Trémoille
Princess_Amalie_of_Hohenzollern-Sigmaringen,Marie_Antoinette_Murat
Jitamitra_Malla,Jagat_Prakasha_Malla
"Fernando,_Lord_of_Serpa","Urraca_of_Castile,_Queen_of_Portugal"
Anna_Massey,Adrianne_Allen
Princess_Shruti_of_Nepal,Queen_Aishwarya_of_Nepal
Unity_Mitford,"David_Freeman-Mitford,_2nd_Baron_Redesdale"
Tessa_Dahl,Roald_Dahl
Abd_al-Rahman_I,Mu'awiya_ibn_Hisham
"Meinhard_III,_Count_of_Gorizia-Tyrol","Margaret,_Countess_of_Tyrol"
Emily_Ruete,"Said_bin_Sultan,_Sultan_of_Muscat_and_Oman"
Rukidi_IV_of_Toro,Olimi_III_of_Toro
William_Carpenter_(painter),William_Hookham_Carpenter
Karl-Johan_Persson,Stefan_Persson_(magnate)
Warren_Earp,Nicholas_Porter_Earp
Élaine_Greffulhe,"Élisabeth,_Countess_Greffulhe"
Zak_Ebrahim,El_Sayyid_Nosair
Barry_Shipman,Nell_Shipman
Archduke_Johann_Salvator_of_Austria,"Leopold_II,_Grand_Duke_of_Tuscany"
Margaret_of_Sicily,Isabella_of_England
Majid_bin_Mohammed_bin_Rashid_Al_Maktoum,Mohammed_bin_Rashid_Al_Maktoum
Amir_Banoo_Karimi,Seyed_Karim_Amiri_Firuzkuhi
Nora_Ephron,Henry_Ephron
"Ælfthryth,_Countess_of_Flanders",Alfred_the_Great
Jamie_Lee_Curtis,Tony_Curtis
Timur_Shah_Durrani,Ahmad_Shah_Durrani
Tom_Elder_Barr_Smith,Robert_Barr_Smith
"Reinhard_II,_Count_of_Hanau","Ulrich_IV,_Lord_of_Hanau"
"Albert_I,_Prince_of_Monaco","Charles_III,_Prince_of_Monaco"
John_Ridge,Major_Ridge
"Anna_de'_Medici,_Archduchess_of_Austria","Cosimo_II_de'_Medici,_Grand_Duke_of_Tuscany"
"Ferdinand,_Prince_of_Asturias",Philip_II_of_Spain
Adolf_III_of_Holstein,Adolf_II_of_Holstein
"William,_Prince_of_Hohenzollern",Infanta_Antónia_of_Portugal
John_Oldrid_Scott,George_Gilbert_Scott
Uzana_I_of_Pinya,Kyawswa_of_Pagan
"John_Casimir,_Count_Palatine_of_Kleeburg",Magdalene_of_Jülich-Cleves-Berg
"Beatrice_of_Savoy,_Lady_of_Villena",Cecile_of_Baux
Mary_of_Bourbon,"Charles,_Duke_of_Vendôme"
Peroz_I,Yazdegerd_II
Prince_John_Konstantinovich_of_Russia,Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927)
Ulrik_of_Denmark_(1578–1624),Sophie_of_Mecklenburg-Güstrow
Hedwig_Eleonora_of_Holstein-Gottorp,"Frederick_III,_Duke_of_Holstein-Gottorp"
Aleksa_Đurašević,Radič_Crnojević
Eleanor_Elkins_Widener,William_Lukens_Elkins
Sarduri_II,Argishti_I_of_Urartu
Kumar_Gaurav,Rajendra_Kumar
Ogden_Mills_Phipps,Lillian_Bostwick_Phipps
Abdul_Hamid_II,Abdülmecid_I
Lady_Margaret_Seymour,"Edward_Seymour,_1st_Duke_of_Somerset"
"Charlotte,_Princess_Royal",George_III_of_the_United_Kingdom
Princess_Seonhwa_of_Silla,Jinpyeong_of_Silla
Sextus_Barbour,Philip_Pendleton_Barbour
Monica_C._Lozano,"Ignacio_E._Lozano,_Jr."
"John_Tristan,_Count_of_Valois",Margaret_of_Provence
Elizabeth_of_Russia,Peter_the_Great
Jake_McGann,Paul_McGann
Raimund_Sanders_Draper,Paul_Draper_(dancer)
Nahienaena,Keōpūolani
Thihathu_of_Pagan,Uzana_of_Pagan
Jay_Penske,Roger_Penske
Bill_Alfond,Harold_Alfond
Eanred_of_Northumbria,Eardwulf_of_Northumbria
Mahaakshay_Chakraborty,Yogeeta_Bali
Margrave_Albert_Frederick_of_Brandenburg-Schwedt,Sophia_Dorothea_of_Schleswig-Holstein-Sonderburg-Glücksburg
Marie_Anne_de_Bourbon_(1689–1720),Marie_Thérèse_de_Bourbon
Onneca_Fortúnez,Fortún_Garcés_of_Pamplona
"Rudolf_IV,_Margrave_of_Baden-Pforzheim","Herman_VII,_Margrave_of_Baden-Baden"
"Infanta_Alicia,_Duchess_of_Calabria","Elias,_Duke_of_Parma"
Shriya_Pilgaonkar,Supriya_Pilgaonkar
Marguerite_of_Lorraine,Christina_of_Salm
Pyrrhus_of_Epirus,Aeacides_of_Epirus
Sweyn_II_of_Denmark,Estrid_Svendsdatter
"Anne_Lennard,_Countess_of_Sussex",Charles_II_of_England
"Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este","Robert,_Archduke_of_Austria-Este"
Thiri_Thudhamma_Yaza_of_Martaban,Bayinnaung
