"Prince_Amedeo,_Duke_of_Aosta",Princess_Anne_of_Orléans
Edward_Leavy,Ronald_Reagan
Trpimir_II_of_Croatia,Krešimir_I_of_Croatia
Peleg,Reu
Cnut_the_Great,Harthacnut
Songtham,Chetthathirat
Ngua_Nam_Thum,Mahathammaracha_I
"Christian_II,_Elector_of_Saxony","John_George_I,_Elector_of_Saxony"
Justin_Kauflin,Quincy_Jones
Catherine_Gladstone,William_Henry_Gladstone
"Isabella_of_Portugal,_Duchess_of_Burgundy",Philip_the_Good
Alexander_III_of_Russia,Maria_Feodorovna_(Dagmar_of_Denmark)
"Jean-Christophe,_Prince_Napoléon","Louis,_Prince_Napoléon"
Fahd_of_Saudi_Arabia,Abdullah_of_Saudi_Arabia
Richard_J._Bloomfield,Gerald_Ford
William_H._Sullivan,Gerald_Ford
Robert_S._Strauss,George_H._W._Bush
"William_Bourchier,_3rd_Earl_of_Bath","Francis_Russell,_4th_Earl_of_Bedford"
Princess_Augusta_of_Saxe-Gotha,Princess_Elizabeth_of_Great_Britain
Thomas_Pritzker,Abram_Nicholas_Pritzker
Dušan_Simović,Prince_Paul_of_Yugoslavia
"Charlotte,_Grand_Duchess_of_Luxembourg","Jean,_Grand_Duke_of_Luxembourg"
Alexander_III_of_Russia,Nicholas_II_of_Russia
"Prince_George,_Duke_of_Kent","Prince_Arthur,_Duke_of_Connaught_and_Strathearn"
Charles_Erwin_Wilson,Dwight_D._Eisenhower
Sophia_Dorothea_of_Celle,Sophia_Dorothea_of_Hanover
Wanda_Jackson,Elvis_Presley
"Leopold_II,_Holy_Roman_Emperor","Francis_II,_Holy_Roman_Emperor"
Charles_Armstrong-Jones,"Princess_Margaret,_Countess_of_Snowdon"
Takashi_Sakai,Hirohito
Vladislav_II_of_Wallachia,Vlad_II_Dracul
Tobias_Wolff,Ernest_Hemingway
Florian_Zamoyski,Feliks_Zamoyski
Pirojsha_Adi_Godrej,Tanya_Dubash
Frederick_I_of_Denmark,"Adolf,_Duke_of_Holstein-Gottorp"
Grace_Kelly,Princess_Stéphanie_of_Monaco
King_Wu_of_Zhou,King_Zhou_of_Shang
"John_II_of_Luxembourg,_Count_of_Ligny","Joan,_Countess_of_Ligny"
Princess_Isabelle_of_Orléans_(1878–1961),"Henri,_Count_of_Paris"
Amenirdis_I,Kashta
"Louis_I,_Count_of_Montpensier","Gilbert,_Count_of_Montpensier"
"Alexander_Bruce,_6th_Lord_Balfour_of_Burleigh",Edward_VII
Grand_Duke_Michael_Nikolaevich_of_Russia,Grand_Duke_Alexander_Mikhailovich_of_Russia
Tony_Curtis,Janet_Leigh
Christopher_Columbus,Isabella_I_of_Castile
"George_William,_Prince_of_Schaumburg-Lippe",Prince_William_of_Schaumburg-Lippe
Johanna_Hiedler,Adolf_Hitler
Laurence_Tisch,Wilma_Tisch
Penaia_Ganilau,Elizabeth_II
Dina_bint_'Abdu'l-Hamid,Hussein_of_Jordan
Abdelsalam_al-Majali,Hussein_of_Jordan
Saddha_Tissa_of_Anuradhapura,Thulatthana_of_Anuradhapura
Ferdinand_Anton_Ernst_Porsche,Ferdinand_Piëch
Abdul_Majeed_bin_Abdulaziz_Al_Saud,Ibn_Saud
"Elizabeth_Stanley,_Countess_of_Huntingdon","Ferdinando_Hastings,_6th_Earl_of_Huntingdon"
Princess_Charlotte_of_Denmark,Princess_Marie_Luise_Charlotte_of_Hesse-Kassel
Srinagarindra,Mahidol_Adulyadej
Matthias_Corvinus,"Frederick_III,_Holy_Roman_Emperor"
Caroline_of_Baden,Princess_Ludovika_of_Bavaria
Elizabeth_of_Serbia,"Stephen_I,_Ban_of_Bosnia"
"Laurence_Hyde,_1st_Earl_of_Rochester",James_II_of_England
"George_Nevill,_14th_Baron_Bergavenny","Edward_Nevill,_15th_Baron_Bergavenny"
"Charles_William_Ferdinand,_Duke_of_Brunswick-Wolfenbüttel","Frederick_William,_Duke_of_Brunswick-Wolfenbüttel"
Mahendra_of_Nepal,Dhirendra_of_Nepal
Jan_Krasiński,Wincenty_Krasiński
Isabella_Calthorpe,Gabriella_Wilde
Đorđe_Nemanjić,Vukan_Nemanjić
Fatima_bint_Rashid_Al_Nuaimi,Hamad_bin_Mohammed_Al_Sharqi
"Louis_I,_Grand_Duke_of_Baden","Charles,_Grand_Duke_of_Baden"
George_III_of_the_United_Kingdom,Charlotte_of_Mecklenburg-Strelitz
James_Roosevelt_I,Franklin_D._Roosevelt
Margaret_of_Anjou,Elizabeth_Woodville
Woody_Harrelson,Tom_Hanks
Henry_Ponsonby,Queen_Victoria
Forrest_Mars_Jr.,Victoria_B._Mars
Philip_Francis_Little,Queen_Victoria
Jean-Pierre_Côté,Elizabeth_II
Kösem_Sultan,Safiye_Sultan
Zoe_Kazan,Maya_Kazan
Charles_II_of_Navarre,Philip_VI_of_France
Anatoly_Chubais,Boris_Yeltsin
Ropata_Wahawaha,Queen_Victoria
Damat_Halil_Pasha,Ahmed_I
Kimberly_Ann_Moore,George_W._Bush
Max_van_den_Berg,Beatrix_of_the_Netherlands
"Duarte_Nuno,_Duke_of_Braganza","Duarte_Pio,_Duke_of_Braganza"
Heydar_Aliyev,Ilham_Aliyev
Edric_Bastyan,Elizabeth_II
"Thomas_FitzAlan,_17th_Earl_of_Arundel",Baron_Maltravers
Nissanka_Malla_of_Polonnaruwa,Vira_Bahu_I_of_Polonnaruwa
Alexandre_de_Beauharnais,Hortense_de_Beauharnais
Elliot_Richardson,Elizabeth_II
"Godfrey_I,_Count_of_Verdun","Gothelo_I,_Duke_of_Lorraine"
"Augustus_the_Elder,_Duke_of_Brunswick-Lüneburg","Gustav_Adolph,_Duke_of_Mecklenburg-Güstrow"
Samuel_Der-Yeghiayan,George_W._Bush
Charito,Faustina_(empress)
John_Gavin,Ronald_Reagan
"Robert_Reid,_1st_Earl_Loreburn",George_V
Sarah_Lincoln_Grigsby,Abraham_Lincoln
Charles_I_of_Austria,Zita_of_Bourbon-Parma
Hamad_bin_Isa_Al_Khalifa,Faisal_bin_Hamad_bin_Isa_Al_Khalifa
Caroline_Augusta_of_Bavaria,"Francis_II,_Holy_Roman_Emperor"
"Margaret_of_France,_Queen_of_England_and_Hungary",Eleanor_of_Aquitaine
"Amadeus_VII,_Count_of_Savoy",Bonne_of_Berry
Cheryl_Ladd,David_Ladd
"Henrik,_Prince_of_Denmark",Ingrid_of_Sweden
Robert_Lowth,Richard_Terrick
Maddalena_Visconti,"Frederick,_Duke_of_Bavaria"
Penn_Nouth,Norodom_Sihanouk
Bretislav_III,Ottokar_I_of_Bohemia
George_V_of_Hanover,Marie_of_Saxe-Altenburg
Marc_Nadon,Brian_Mulroney
"Gilbert,_Duke_of_Lorraine",Gerberge_of_Lorraine
Tom_Lantos,Nancy_Pelosi
Świętosława_of_Poland,Vratislaus_II_of_Bohemia
Princess_Louise_of_Denmark_(1750–1831),Prince_Frederik_of_Hesse
M._K._Radha,M._R._Radha
Hussein_of_Jordan,Prince_Hamzah_bin_Hussein
Charles_A._Gillespie_Jr.,George_H._W._Bush
Grand_Empress_Dowager_Shangguan,Empress_Wei_Zifu
Alfred_Gilpin_Jones,Queen_Victoria
Miguel_I_of_Portugal,"Miguel,_Duke_of_Braganza"
"Walter_Runciman,_1st_Viscount_Runciman_of_Doxford",George_V
"Edward_Herbert,_2nd_Earl_of_Powis",Queen_Victoria
William_Thaddeus_Coleman_Jr.,Gerald_Ford
James_Franklin_Battin,Richard_Nixon
Paolo_Bacigalupi,Ernest_Hemingway
"Henry_Addington,_1st_Viscount_Sidmouth",George_III_of_the_United_Kingdom
"William_III,_Count_of_Ponthieu",Guy_II_of_Ponthieu
"William_Albert,_1st_Prince_of_Montenuovo","Alfred,_2nd_Prince_of_Montenuovo"
Maria_Dobroniega_of_Kiev,Władysław_I_Herman
Moulay_Ali_Alaoui,Lalla_Fatima_Zohra
Ali,Husayn_ibn_Ali
Emily_Shard,"George_Lascelles,_7th_Earl_of_Harewood"
Oliver_Wendell_Holmes_Jr.,Theodore_Roosevelt
Euphemia_of_Kiev,"Coloman,_King_of_Hungary"
Lincoln_Gordon,John_F._Kennedy
Hersekzade_Ahmed_Pasha,Selim_I
Frederick_the_Great,Frederick_William_II_of_Prussia
Valerian_(emperor),Mariniana
Louise_of_Sweden,Christian_X_of_Denmark
"Margaret_of_Denmark,_Queen_of_Scotland",Mary_of_Guelders
Thomas_F._Bayard,Grover_Cleveland
Jason_Reitman,Catherine_Reitman
Prithviraj_Kapoor,Raj_Kapoor
Prince_Christian_of_Hanover_(born_1985),Prince_Ernst_August_of_Hanover_(born_1983)
Hamish_Stuart,Paul_McCartney
"George_Byng,_2nd_Earl_of_Strafford",William_IV_of_the_United_Kingdom
"Charles_Poulett_Thomson,_1st_Baron_Sydenham",William_IV_of_the_United_Kingdom
Daoguang_Emperor,"Yixuan,_Prince_Chun"
Amélie_of_Leuchtenberg,Pedro_I_of_Brazil
Pribislav_of_Mecklenburg,"Henry_Borwin_I,_Lord_of_Mecklenburg"
Mongkut,Chulalongkorn
Horace_Harmon_Lurton,Grover_Cleveland
Artaxerxes_III,Nectanebo_II
Catherine_Henriette_de_Bourbon,"François_Marie,_Prince_of_Lillebonne"
Matteo_I_Visconti,Bonacossa_Borri
"James_Graham,_1st_Duke_of_Montrose",George_II_of_Great_Britain
Sigtrygg_Silkbeard,Glúniairn
Alix_of_Ibelin,Hugh_IV_of_Cyprus
Ebilun,Kangxi_Emperor
Richard_Barone,Pete_Seeger
King_Hui_of_Zhou,King_Hui_of_Chu
Princess_Victoria_of_Hesse_and_by_Rhine,"George_Mountbatten,_2nd_Marquess_of_Milford_Haven"
Udai_Singh_II,Maharana_Pratap
Constantine_Angelos_Doukas,Isaac_II_Angelos
"Henry_Paget,_5th_Marquess_of_Anglesey","Charles_Paget,_6th_Marquess_of_Anglesey"
Earl_D._Bloom,James_M._Cox
Susan_Buffett,Warren_Buffett
Emperor_Gaozong_of_Song,Emperor_Qinzong
Narasimhavarman_I,Mahendravarman_II
Claudia_Mori,Adriano_Celentano
Ichirō_Hatoyama,Hirohito
"Charles_Somerset,_4th_Duke_of_Beaufort","Henry_Somerset,_5th_Duke_of_Beaufort"
"William_Ponsonby,_2nd_Earl_of_Bessborough","John_Vesey,_1st_Baron_Knapton"
Xuxa,Luciano_Szafir
Anne_Julie_de_Melun,"Jules,_Prince_of_Soubise"
"James_FitzJames,_1st_Duke_of_Berwick","James_Fitz-James_Stuart,_2nd_Duke_of_Berwick"
Ordoño_III_of_León,Sancho_I_of_León
Cheng_Heng,Norodom_Sihanouk
Maria_Laskarina,Béla_IV_of_Hungary
Infante_Pedro_Carlos_of_Spain_and_Portugal,Infante_Sebastian_of_Portugal_and_Spain
Richard_FitzPatrick,George_III_of_the_United_Kingdom
"Otto_I,_Margrave_of_Brandenburg",Judith_of_Poland
Virginia_Knauer,Richard_Nixon
"William_Louis,_Duke_of_Württemberg",Magdalena_Sibylla_of_Hesse-Darmstadt
Alonso_de_Sotomayor,Philip_II_of_Spain
Warren_Hastings,George_III_of_the_United_Kingdom
Simon_I_of_Kartli,David_XI_of_Kartli
Eleanor_of_Sicily,"Eleanor_of_Aragon,_Queen_of_Castile"
John_IV_of_Portugal,Peter_II_of_Portugal
Papia_of_Envermeu,Judith_of_Brittany
Mahidevran_Gülbahar,Suleiman_the_Magnificent
Mark_James_(songwriter),Elvis_Presley
Narseh,Hormizd_II
John_of_Brienne,Alphonso_of_Brienne
"Sir_John_Dashwood-King,_4th_Baronet","Sir_Thomas_Baring,_2nd_Baronet"
"Archduke_Charles,_Duke_of_Teschen",Maria_Theresa_of_Austria_(1816–1867)
"Louise_Françoise_de_Bourbon,_Duchess_of_Bourbon",Marie_Anne_de_Bourbon_(1697–1741)
Cinqué_Lee,Spike_Lee
Vanessa_Redgrave,Tony_Richardson
Milena_Vukotić,Princess_Milica_of_Montenegro
Ferdinand_II_of_Portugal,Maria_II_of_Portugal
"Charles_Pratt,_1st_Earl_Camden","David_Murray,_2nd_Earl_of_Mansfield"
"Otto_I,_Landgrave_of_Hesse","Henry_II,_Landgrave_of_Hesse"
Brian_Eno,Phil_Collins
"Joan_I,_Countess_of_Auvergne",John_II_of_France
Joseph_P._Kennedy_Sr.,Rose_Kennedy
Emperor_Shenzong_of_Song,Empress_Xiang
Antoine_of_Navarre,Henry_IV_of_France
Otto_of_Nordheim,Richenza_of_Swabia
"Francis_Hastings,_10th_Earl_of_Huntingdon","John_Stuart,_3rd_Earl_of_Bute"
Albert_II_of_Germany,"Sigismund,_Holy_Roman_Emperor"
Minamoto_no_Yoritomo,Emperor_Go-Toba
"Henry_Bathurst,_2nd_Earl_Bathurst",George_III_of_the_United_Kingdom
"Francis_I,_Duke_of_Brittany","Peter_II,_Duke_of_Brittany"
Sophia_Charlotte_of_Hanover,Frederick_William_I_of_Prussia
"James_Stanhope,_7th_Earl_Stanhope","Herbrand_Sackville,_9th_Earl_De_La_Warr"
C.J._Garrison,William_J._Bell
Rosalynn_Carter,George_H._W._Bush
Kate_Hobhouse,Will_Hobhouse
Robert_Jephson,"John_Blaquiere,_1st_Baron_de_Blaquiere"
Prince_Antoine_of_Bourbon-Two_Sicilies,"Prince_Carlo,_Duke_of_Castro"
Patrick_Schwarzenegger,Bobby_Shriver
Aeropus_II_of_Macedon,Orestes_of_Macedon
Owen_W._Roberts,Ronald_Reagan
Richard_de_la_Pole,Richard_III_of_England
Charles_Martel,Grifo
Prayurawongse,Mongkut
Prince_Leopold_of_Bavaria,Archduchess_Gisela_of_Austria
Edward_II_of_England,Adam_FitzRoy
Cameron_Douglas,Peter_Douglas
Pádraig_Cusack,Niamh_Cusack
Iwasaki_Yanosuke,Emperor_Meiji
Itō_Hirobumi,Emperor_Meiji
Ermengarde_of_Hesbaye,Louis_the_German
Sigismund_Báthory,Andrew_Báthory
Julie_Finley,George_W._Bush
Dana_Gould,George_Carlin
Swedish_Chef,Jim_Henson
Kekāuluohi,Kamehameha_I
"Enguerrand_VII,_Lord_of_Coucy",Charles_VI_of_France
Countess_Henriette_Catherine_of_Nassau,"Leopold_I,_Prince_of_Anhalt-Dessau"
"Emmanuel_Philibert,_Duke_of_Savoy","Margaret_of_France,_Duchess_of_Berry"
"Francis_Josias,_Duke_of_Saxe-Coburg-Saalfeld","Ernest_Frederick,_Duke_of_Saxe-Coburg-Saalfeld"
Sabina_of_Brandenburg-Ansbach,Sophie_of_Brandenburg
Leng_Ngeth,Norodom_Sihanouk
Margravine_Hedwig_Sophie_of_Brandenburg,"Charles_I,_Landgrave_of_Hesse-Kassel"
"Prince_Bertil,_Duke_of_Halland",Carl_XVI_Gustaf_of_Sweden
"Jeanne_de_Bourbon,_Duchess_of_Bourbon","John_II,_Duke_of_Bourbon"
"Maria_Christina,_Duchess_of_Teschen","Albert_Casimir,_Duke_of_Teschen"
Eyre_Hutson,George_V
Fuad_I_of_Egypt,Farouk_of_Egypt
"Charles_Cornwallis,_1st_Earl_Cornwallis",George_III_of_the_United_Kingdom
Princess_Tomohito_of_Mikasa,Prince_Tomohito_of_Mikasa
"William_I,_German_Emperor","Frederick_III,_German_Emperor"
"Elizabeth_of_Carinthia,_Queen_of_Germany","Leopold_I,_Duke_of_Austria"
"Honoré_II,_Prince_of_Monaco",Ippolita_Trivulzio
"Frederick_II,_Elector_of_Saxony","Margaret_of_Austria,_Electress_of_Saxony"
Jeff_Flake,John_McCain
Cynthia_Holcomb_Hall,Ronald_Reagan
Alfonso_IV_of_Aragon,Peter_IV_of_Aragon
Shō_Iku,Shō_Tai
Princess_Karoline_Mathilde_of_Schleswig-Holstein-Sonderburg-Augustenburg,"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein"
"William_IV,_Grand_Duke_of_Luxembourg",Infanta_Marie_Anne_of_Portugal
Mackenzie_Bowell,Queen_Victoria
Catherine_Cusack,Richard_Boyd_Barrett
"John_III,_Duke_of_Cleves",Amalia_of_Cleves
"Isabella,_Countess_of_Gloucester","John,_King_of_England"
"Maximilian_I,_Holy_Roman_Emperor","Charles_V,_Holy_Roman_Emperor"
Richard_Kassebaum,William_Kassebaum
"Margaret_III,_Countess_of_Flanders",John_the_Fearless
"Louis_d'Orléans,_Duke_of_Orléans","Louis_Philippe_I,_Duke_of_Orléans"
"Philippe_I,_Duke_of_Orléans",Élisabeth_Charlotte_d'Orléans
James_II_of_Aragon,Alfonso_IV_of_Aragon
Pōmare_II,Pōmare_IV
"James_Stuart_(British_Army_officer,_born_1741)",George_III_of_the_United_Kingdom
Princess_Sophie_of_Liechtenstein,"Aloys,_7th_Prince_of_Löwenstein-Wertheim-Rosenberg"
Noboru_Takeshita,Akihito
Andriantsimitoviaminiandriana_Andriandrazaka,Andriambelomasina
"Catherine_of_Saxe-Lauenburg,_Duchess_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
"F._J._Robinson,_1st_Viscount_Goderich",George_III_of_the_United_Kingdom
Dara_Rasmi,Chulalongkorn
Shiva_Rajkumar,Puneeth_Rajkumar
Harish_Chaudhary,Manmohan_Singh
Wenceslaus_IV_of_Bohemia,"Sigismund,_Holy_Roman_Emperor"
"Prince_Edward,_Duke_of_Kent_and_Strathearn",Princess_Victoria_of_Saxe-Coburg-Saalfeld
Christine_of_France,Henrietta_Maria_of_France
Volusianus,Decius
Abdul_Muhsin_bin_Abdulaziz_Al_Saud,Ibn_Saud
David_Rockefeller,David_Rockefeller_Jr.
Princess_Luisa_Carlotta_of_Naples_and_Sicily,Infante_Francisco_de_Paula_of_Spain
Ramon_Despuig,Charles_III_of_Spain
Harris_Hartz,George_W._Bush
Irakli_Bagration_of_Mukhrani_(1813–1892),Irakli_Bagration_of_Mukhrani
Jenna_Bush_Hager,Jeb_Bush
Frank_Fahrenkopf,Ronald_Reagan
Princess_Hélène_of_Orléans,"Prince_Amedeo,_Duke_of_Aosta"
Joanna_of_Castile,Philip_I_of_Castile
Valentinian_II,Theodosius_I
Chak_Tok_Ich'aak_II,Kaloomte'_Bahlam
Juliane_of_Nassau-Dillenburg_(1587-1643),"Maurice,_Landgrave_of_Hesse-Kassel"
"Francis_I,_Duke_of_Lorraine",Renata_of_Lorraine
"Casimir_IV,_Duke_of_Pomerania",Margaret_of_Masovia
Afonso_I_of_Portugal,Sancho_I_of_Portugal
"Alexander_Bruce,_6th_Lord_Balfour_of_Burleigh",Queen_Victoria
"Manfred,_King_of_Sicily",Charles_I_of_Naples
Adelaide_of_Saxe-Meiningen,Caroline_of_Brunswick
Charles_VI_of_France,Henry_VI_of_England
Adele_of_Vermandois,"Ælfthryth,_Countess_of_Flanders"
"Cosimo_II_de'_Medici,_Grand_Duke_of_Tuscany",Archduchess_Maria_Maddalena_of_Austria
"Louise_Marie_Adélaïde_de_Bourbon,_Duchess_of_Orléans","Louis_Philippe_II,_Duke_of_Orléans"
Margaret_McCain,Elizabeth_II
Mark_Rutte,Willem-Alexander_of_the_Netherlands
Terauchi_Masatake,Emperor_Meiji
Joseph_Sill_Clark_Sr.,Enoch_White_Clark
"Henry_II,_Duke_of_Lorraine","Margherita_Gonzaga,_Duchess_of_Lorraine"
Chaophraya_Si_Suriyawong,Chulalongkorn
Sa'id_of_Egypt,Melekber_Hanimefendi
Anna_of_Trebizond,Michael_of_Trebizond
Michał_Józef_Massalski,Ignacy_Jakub_Massalski
Eleonora_Gonzaga_(1630–1686),"Ferdinand_III,_Holy_Roman_Emperor"
José_María_Cabral_Bermúdez,Buenaventura_Báez
Duchess_Maria_Anna_Victoria_of_Bavaria,Philip_V_of_Spain
Ramiro_I_of_Asturias,Ordoño_I_of_Asturias
Willard_Robison,Bing_Crosby
"John_de_Villiers,_1st_Baron_de_Villiers",Queen_Victoria
"Joan_III,_Countess_of_Burgundy","Agnes_of_France,_Duchess_of_Burgundy"
Errick_Willis,Elizabeth_II
Mary_Lincoln_Crume,Thomas_Lincoln
Princess_Henrietta_of_Nassau-Weilburg,Archduke_Karl_Ferdinand_of_Austria
Michael_Pitfield,Pierre_Trudeau
Archduke_Leopold_Salvator_of_Austria,"Archduke_Franz_Josef_of_Austria,_Prince_of_Tuscany"
Russell_A._Rourke,Ronald_Reagan
Kayima_of_Buganda,Kiggala_of_Buganda
"Wilhelmina_FitzClarence,_Countess_of_Munster","William_FitzClarence,_2nd_Earl_of_Munster"
Mingyi_Swa,Yaza_Datu_Kalaya
Oscar_L._Gozos,Ralph_Recto
Alyque_Padamsee,Sharon_Prabhakar
Mohammed_Ben_Aarafa,Mohammed_V_of_Morocco
Rachel_Notley,Elizabeth_II
Hekmat_E_Shirazi,Mohammad_Reza_Pahlavi
"Charles,_Prince_of_Wales",Justin_Trudeau
Dolley_Madison,James_Madison
Christiane_Sophie_Charlotte_of_Brandenburg-Bayreuth,"Ernest_Frederick_III,_Duke_of_Saxe-Hildburghausen"
Al-Wathiq_II,Al-Mutawakkil_I
"Joan_Fitzalan,_Countess_of_Hereford",Mary_de_Bohun
Boran,Yazdegerd_III
Mary_de_Vere,"Peregrine_Bertie,_13th_Baron_Willoughby_de_Eresby"
Luigi_Facta,Victor_Emmanuel_III_of_Italy
Duchess_Magdalene_Sibylle_of_Prussia,Margravine_Magdalene_Sibylle_of_Brandenburg-Bayreuth
Thomas_E._McNamara,Ronald_Reagan
Eva_Bartok,Frank_Sinatra
Jonathan_Edwards_(Washington_&_Jefferson_College),David_Hunter_Riddle
Maha_el-Samnah,Ahmed_Khadr
Kamehameha_IV,Keoni_Ana
Archibald_Peake,George_V
"Henry_Percy,_4th_Earl_of_Northumberland","Eleanor_Percy,_Duchess_of_Buckingham"
Lena_Bergman,Daniel_Bergman
"Maurice,_Landgrave_of_Hesse-Kassel","William_V,_Landgrave_of_Hesse-Kassel"
"Prince_Frederick,_Duke_of_York_and_Albany","Jeffery_Amherst,_1st_Baron_Amherst"
"William_Palmer,_2nd_Earl_of_Selborne",Edward_VII
Charles_Pomeroy_Stone,Abraham_Lincoln
Jeff_Andrus,Mark_Twain
"John_IV,_Duke_of_Brittany","Joan_of_Navarre,_Queen_of_England"
Ludvig_Holstein-Holsteinborg,Christian_IX_of_Denmark
Prince_Bernhard_of_Lippe-Biesterfeld,Juliana_of_the_Netherlands
Charlemagne,Louis_the_Pious
Ramkrishna_Bhattacharya,Karl_Marx
"John_Ponsonby,_4th_Earl_of_Bessborough",William_IV_of_the_United_Kingdom
Nas,Sean_Combs
"Henri,_Prince_of_Condé_(1552–1588)","Marie_of_Cleves,_Princess_of_Condé"
"Frederick_II,_Duke_of_Swabia","Judith_of_Bavaria,_Duchess_of_Swabia"
"John_Frederick_I,_Elector_of_Saxony","John_Frederick_II,_Duke_of_Saxony"
Paulias_Matane,Elizabeth_II
Ilona_Zrínyi,Imre_Thököly
Bertha_of_Savoy,"Henry_IV,_Holy_Roman_Emperor"
Catherine_Parr,Sir_Edward_Burgh
"John,_Duke_of_Berry","Joan_II,_Countess_of_Auvergne"
Leslie_Mann,Judd_Apatow
"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury",Edward_VII
"Charles_Louis,_Hereditary_Prince_of_Baden",Caroline_of_Baden
Kubaba,Puzur-Suen
"John_Pratt,_1st_Marquess_Camden",George_III_of_the_United_Kingdom
Gabriel_Narutowicz,Józef_Piłsudski
Zara_Phillips,Elizabeth_II
"Joan_of_Valois,_Queen_of_Navarre","Joan_of_Navarre,_Queen_of_England"
Alfonso_XIII_of_Spain,Juan_Carlos_I_of_Spain
Jennifer_Holliday,Whitney_Houston
Helena_Bergström,Molly_Nutley
William_Maule_of_Panmure,Sir_Thomas_Maule_of_Panmure
Shimazu_Toyohisa,Shimazu_Yoshihisa
Roman_of_Bulgaria,Boris_II_of_Bulgaria
Frederic_Manning,Ernest_Hemingway
James_Marriott,George_III_of_the_United_Kingdom
Louis_VII_of_France,Eleanor_of_Aquitaine
Henry_III_of_England,Eleanor_of_Provence
Muhammad_I_of_Córdoba,Al-Mundhir_of_Córdoba
Giovanni_dalle_Bande_Nere,"Cosimo_I_de'_Medici,_Grand_Duke_of_Tuscany"
"Laurence_Hyde,_1st_Earl_of_Rochester",James_II_of_England
John_Quincy_Adams,Henry_Clay
Steven_R._McQueen,Enrique_Iglesias
Consort_He,Daoguang_Emperor
Bersheba_Leighton_Fristoe,Henry_Washington_Younger
Princess_Henriette_Adelaide_of_Savoy,Archduchess_Maria_Anna_of_Austria_(1610–1665)
"Ernest_Sachs,_Jr.",Marcus_Goldman
India_Casiraghi,Pierre_Casiraghi
Alfonso_XII_of_Spain,"Prince_Emanuele_Filiberto,_Duke_of_Aosta"
Ingeborg_of_Mecklenburg-Schwerin,"Henry_II,_Count_of_Holstein-Rendsburg"
John_Percival_Postgate,Raymond_Postgate
Princess_Isabelle_of_Orléans-Braganza,Princess_Claude_of_Orléans
Valdemar_III_of_Denmark,Christopher_II_of_Denmark
"Berthold,_Margrave_of_Baden",Princess_Margarita_of_Baden
"John_Thynne,_3rd_Baron_Carteret",George_III_of_the_United_Kingdom
Elizabeth_Woodville,Mary_of_York
Ludmilla_of_Bohemia,Agnes_of_the_Palatinate
Ban_Mueang,Ngua_Nam_Thum
Maria_Antonia_Ferdinanda_of_Spain,Princess_Maria_Theresa_of_Savoy
Ajen_Yohl_Mat,Janahb_Pakal
Solamish,Al-Said_Barakah
"Robert_Jenkinson,_2nd_Earl_of_Liverpool",George_III_of_the_United_Kingdom
Daniel_Stewart_(Brigadier_General),Theodore_Roosevelt
Mary_of_Modena,James_II_of_England
Constans,Constantius_II
William_Coddington,William_Hutchinson_(Rhode_Island)
Crateuas_of_Macedon,Archelaus_I_of_Macedon
Letizia_Ramolino,Carlo_Buonaparte
Maria_of_Montferrat,John_of_Brienne
Elmo_Magalona,Janine_Gutierrez
Elmore_Leonard,Ernest_Hemingway
"Casimir,_Margrave_of_Brandenburg-Bayreuth",Susanna_of_Bavaria
Philip_Bailey,Phil_Collins
Lewis_Elton,Geoffrey_Elton
Eleonore_of_Löwenstein-Wertheim,"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg"
Joseph_Garrick,Queen_Victoria
Duchess_Marie_Elisabeth_of_Saxony,"Christian_Albert,_Duke_of_Holstein-Gottorp"
Gerard_de_Ridefort,Robert_de_Sablé
"Margaret_II,_Countess_of_Flanders",Bouchard_IV_of_Avesnes
Albert_II_of_Germany,"Frederick_III,_Holy_Roman_Emperor"
Henry_T._Backus,Abraham_Lincoln
Michael_Paine,Ruth_Paine
Samir_al-Rifai,Hussein_of_Jordan
Judy_Bennett,Patrick_Troughton
Franciszek_Maksymilian_Ossoliński,Józef_Kanty_Ossoliński
Jarasandha,Sahadeva_of_Magadha
Áed_Findliath,Flann_Sinna
Margaret_Beckett,Elizabeth_II
Hubba_bint_Hulail,Qusai_ibn_Kilab
Genghis_Khan,Ögedei_Khan
"Leopold_I,_Holy_Roman_Emperor","Joseph_I,_Holy_Roman_Emperor"
Tyndareus,Menelaus
Sverre_of_Norway,Haakon_III_of_Norway
Jonathan_Wathen-Waller,William_IV_of_the_United_Kingdom
Bruce_Golding,Elizabeth_II
Kaumualii,Humehume
Iggie_Wolfington,Paul_Newman
Alured_Clarke,George_III_of_the_United_Kingdom
"Louis_Joseph,_Prince_of_Condé",Maria_Caterina_Brignole
Victoria_Kinoiki_Kekaulike,Jonah_Kūhiō_Kalanianaʻole
Birger_Jarl,Magnus_III_of_Sweden
Théodore_Robitaille,Queen_Victoria
Suha_Arafat,Yasser_Arafat
Feodor_II_of_Russia,Sigismund_III_Vasa
Ghiyath_al-Din_Muhammad,Ghiyath_al-Din_Mahmud
"Henry_Somerset,_2nd_Earl_of_Worcester",Thomas_Somerset
"Alice_de_Lacy,_4th_Countess_of_Lincoln","Thomas,_2nd_Earl_of_Lancaster"
Gunnhildr_Sveinsdóttir,Gyda_of_Sweden
