Vernon_Singer,Odoardo_Di_Santo
Octavia_of_the_Julii,Gaius_Octavian_(Rome_character)
Princess_Victoria_of_Saxe-Coburg-Saalfeld,Queen_Victoria
Charles_Armstrong-Jones,Elizabeth_II
Joyce_Carol_Oates,Jonathan_Safran_Foer
Harold_Rosson,Helene_Rosson
Mu'ayyad_al-Dawla,Fakhr_al-Dawla
William_Hutchinson_(Rhode_Island),Edward_Hutchinson_(captain)
List_of_Third_Watch_characters,Jason_Wiles
Renée_of_Bourbon,"Gilbert,_Count_of_Montpensier"
Nikolay_Bordyuzha,Valentin_Yumashev
António_Augusto_Soares_de_Passos,Lord_Byron
Dr._Heinz_Doofenshmirtz,Dan_Povenmire
Narapatisithu,Myauk_Pyinthe_(Narathu)
Ingamoder,Inge_the_Elder
"Reginald_Manningham-Buller,_1st_Viscount_Dilhorne",Anthony_Eden
"Annabel_Astor,_Viscountess_Astor",Samantha_Cameron
Isaac_E._Crary,George_Washington_Peck
Qazi_Anwar_Hussain,Qazi_Mahbub_Hussain
George_Turner_(Australian_politician),"Thomas_Brassey,_1st_Earl_Brassey"
Alex_Drake,Keeley_Hawes
Sergio_Osmeña,Manuel_Roxas
Béla_III_of_Hungary,Margaret_of_Hungary
Mitch_Berman,Akira_Kurosawa
Olympia_Snowe,George_J._Mitchell
Alfonso_Martinez_(actor),Albert_Martinez
Paul_Wassif,Eric_Clapton
Emperor_Hanazono,Emperor_Go-Daigo
Min_Hla_Myat_of_Ava,Thilawa_of_Yamethin
Alfred_the_Great,Edward_the_Elder
James_Callaghan,"Margaret_Jay,_Baroness_Jay_of_Paddington"
"William_Cavendish,_3rd_Earl_of_Devonshire","Christian_Cavendish,_Countess_of_Devonshire"
Steve_McMichael,Debra_Marshall
August_Aleksander_Czartoryski,Kazimierz_Czartoryski
Empress_Wang_Zhi,Empress_Chen_Jiao
"John_III,_Duke_of_Brittany","Arthur_II,_Duke_of_Brittany"
David_Guest_(communist),"Peter_Haden-Guest,_4th_Baron_Haden-Guest"
Queen_Munjeong,Queen_Janggyeong
Donna_Tanoue,George_W._Bush
2011–12_Real_Betis_season__Duško_Tošić__1,Duško_Tošić
Alexey_Dyumin,Dmitry_Medvedev
Cameron_Munter,Mary_Burce_Warlick
Razadarit,Binnya_U
Andrew_Peacock,John_Howard
Anna_Luiza_Mycielska,Maciej_Radziwiłł
Jimmy_Carter,Ronald_Reagan
Archduchess_Maria_Henrietta_of_Austria,"Archduke_Friedrich,_Duke_of_Teschen"
Robert_Menzies,Stanley_Argyle
Ma_Fung-kwok,Timothy_Fok
Helmut_Kohl,Gerhard_Schröder
Husayn_al-Khalidi,Hussein_of_Jordan
"William_Cavendish,_2nd_Duke_of_Devonshire","William_Cavendish,_3rd_Duke_of_Devonshire"
Victoria_Borwick,Richard_Barnes_(British_politician)
Anant_Nag,Shankar_Nag
"Sigismund,_Holy_Roman_Emperor",Albert_II_of_Germany
James_Wolpert,Adam_Levine
Winthrop_Paul_Rockefeller,Mike_Huckabee
William_Henry_Gregory,Henry_Turner_Irving
"Charles_Lennox,_4th_Duke_of_Richmond",George_III_of_the_United_Kingdom
Ben_Chifley,John_Curtin
Marie_Anne_de_Bourbon,Louis_César_de_La_Baume_Le_Blanc
Agrippina_the_Younger,Agrippina_the_Elder
Gilbert_Parent,John_Allen_Fraser
Damian_Harris,Peta_Wilson
Yamamoto_Gonnohyōe,Hirohito
Arvid_Horn,Reinhold_Johan_von_Fersen
"Adelbert_Brownlow-Cust,_3rd_Earl_Brownlow",Queen_Victoria
Benazir_Bhutto,Muhammad_Khan_Junejo
Kristoffer_Tabori,Viveca_Lindfors
Sebastián_Piñera,Felipe_Bulnes
Harold_D._Smith,Franklin_D._Roosevelt
"Otto_I,_Holy_Roman_Emperor","Otto_II,_Holy_Roman_Emperor"
Isabel_Bassett,Ernie_Eves
Bill_Sikes,Tom_Hardy
"Bořivoj_II,_Duke_of_Bohemia","Vladislaus_I,_Duke_of_Bohemia"
Rui_Gonçalves_da_Câmara,Manuel_I_of_Portugal
"Louis_VI,_Landgrave_of_Hesse-Darmstadt","Louis_VII,_Landgrave_of_Hesse-Darmstadt"
Wyatt_Earp,William_Brocius
Roy_Schneider,Rob_Schneider
Zou_Jiahua,Jiang_Zemin
Éamon_de_Valera,Seán_T._O'Kelly
Christine_of_France,Henrietta_Maria_of_France
Vladimir_Nabokov,Daniel_Handler
"Catherine,_Duchess_of_Cambridge",Prince_George_of_Cambridge
Carl_Schurz,Abraham_Lincoln
Hale_Boggs,Tip_O'Neill
Alfred_Deakin,Edmund_Barton
Axelle_Lemaire,Manuel_Valls
Pierre-François_Casgrain,George_VI
Crystal_Taliefero,Billy_Joel
"Leopold_II,_Holy_Roman_Emperor","Francis_II,_Holy_Roman_Emperor"
Monika_Bulanda,Michał_Wiśniewski
William_Sprague_IV,Samuel_G._Arnold
Prince_Alexander_of_Belgium,"Lilian,_Princess_of_Réthy"
Vladislaus_II_of_Hungary,Louis_II_of_Hungary
Carlos_Rafael_Fernández,Cristina_Fernández_de_Kirchner
Chang_Chun-hsiung,Chiou_I-jen
Isidor_Straus,Jesse_I._Straus
Nurhaci,Dorgon
"Margaret_de_Braose,_Lady_of_Trim","William_de_Braose,_4th_Lord_of_Bramber"
Narapatisithu,Naratheinkha
Prince_Hashim_bin_Hussein,Hussein_of_Jordan
"Geoffrey_II,_Duke_of_Brittany","Eleanor,_Fair_Maid_of_Brittany"
Noah_Bennet,Claire_Bennet
Robyn_Nevin,Nicholas_Hammond
Ana_Layevska,Salma_Hayek
Chen_Shui-bian,Ma_Ying-jeou
Henry_Wyatt_(courtier),Thomas_Wyatt_(poet)
Jahanara_Begum,Shah_Jahan
Raj_Babbar,Juhi_Babbar
Infanta_Maria_Josepha_of_Portugal,Duchess_Marie_Gabrielle_in_Bavaria
Mithridates_II_of_Commagene,Antiochus_I_Theos_of_Commagene
Princess_Victoria_Louise_of_Prussia,"Wilhelm_II,_German_Emperor"
Eileen_Ryan,Michael_Penn
James_Clinkscales_Hill,Gerald_Ford
Philippa_of_Antioch,Constance_of_Antioch
"Friedrich_Günther,_Prince_of_Schwarzburg-Rudolstadt","Sizzo,_Prince_of_Schwarzburg"
Emperor_Xian_of_Han,Prince_of_Hongnong
Loi_Ejercito,Jinggoy_Estrada
Lando_Calrissian,Billy_Dee_Williams
Zofia_Kirkor-Kiedroniowa,Stanisław_Grabski
"Ivor_Richard,_Baron_Richard","Margaret_Jay,_Baroness_Jay_of_Paddington"
Buddy_Harman,Elvis_Presley
Renata_of_Lorraine,"Francis_I,_Duke_of_Lorraine"
Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730),Armande_de_La_Tour_d'Auvergne
List_of_Monk_characters,List_of_Monk_characters
"Henry_IX,_Duke_of_Bavaria","Welf_I,_Duke_of_Bavaria"
"Hugh_Griffiths,_Baron_Griffiths","Anthony_Lloyd,_Baron_Lloyd_of_Berwick"
Sigtrygg_Silkbeard,Echmarcach_mac_Ragnaill
Nazli_Sabri,Farouk_of_Egypt
Teresa_Surita,Fernando_Henrique_Cardoso
Archduke_Franz_Karl_of_Austria,Maximilian_I_of_Mexico
Maria_of_Montferrat,Isabella_I_of_Jerusalem
Nobuo_Okishio,Karl_Marx
Princess_Margaret_of_Connaught,"Prince_Gustaf_Adolf,_Duke_of_Västerbotten"
Andrew_J._May,Katherine_G._Langley
Prescott_Bush,Nancy_Walker_Bush_Ellis
"Hugh_IV,_Duke_of_Burgundy","Odo_III,_Duke_of_Burgundy"
Jacqueline_Thome-Patenôtre,Jules_Patenôtre_des_Noyers
Infanta_Maria_das_Neves_of_Portugal,Miguel_I_of_Portugal
Marek_Sobieski_(1628–1652),Jakub_Sobieski
E._H._Harriman,E._Roland_Harriman
Hillary_Clinton,John_Kerry
"Richard_Neville,_5th_Earl_of_Salisbury","Richard_Neville,_16th_Earl_of_Warwick"
Walter_Mondale,Orville_Freeman
Duncan_Sandys,Alec_Douglas-Home
Rosa_Morena,Frank_Sinatra
Michael_Hardie_Boys,Helen_Clark
Mary_Elsie_Moore,Glenn_Close
Trevor_Manuel,Chris_Liebenberg
Mary_Woodville,Jacquetta_of_Luxembourg
Haris_Silajdžić,Ante_Jelavić
Princess_Frederica_Amalia_of_Denmark,"Marie_Elisabeth,_Abbess_of_Quedlinburg"
Deacon_Sharpe,Bradley_Bell
Michael_Howard,William_Hague
Tori_Spelling,Randy_Spelling
Clement_Claiborne_Clay,Willard_Warner
John_Adams_Cummins,Samuel_Parker_(Hawaii)
Maximilian_Sforza,Francis_I_of_France
"Charles_IV,_Holy_Roman_Emperor",John_of_Bohemia
Robert_Lansing,Woodrow_Wilson
Sanya_Dharmasakti,Bhumibol_Adulyadej
Sven_Wollter,Viveka_Seldahl
Stan_Levey,Frank_Sinatra
Vladimir_Nabokov,Daniel_Clowes
Mike_Francis_(politician),Dud_Lastrapes
Thomas_Lloyd_Burnett,Samuel_Burk_Burnett
Mike_Spano,Louis_Mosiello
Helene_Demuth,Karl_Marx
Michael_Hicks_(historian),Richard_III_of_England
Mildred_Bailey,Bing_Crosby
Elizabeth_Taylor,Francis_Lenn_Taylor
"Charlotte,_Queen_of_Cyprus",James_II_of_Cyprus
Duchess_Therese_of_Mecklenburg-Strelitz,Princess_Maria_Theresia_of_Thurn_and_Taxis_(1794–1874)
Mary_Elizabeth_Bartowski,Chuck_Bartowski
Jennifer_L._Martin,Louise_Johnson
Christian_I_of_Denmark,Helvig_of_Schauenburg
Daniel_Hoyt,John_Marvin_(Connecticut_politician)
Robin_Hahnel,Karl_Marx
Philip_S._Lee,Elizabeth_II
Frank_Gagliardi,Frank_Sinatra
George_Belly_Ukeke,Kamehameha_III
Walter_Lowenfels,Karl_Marx
Annie_Hacker,Diana_Hoddinott
"Maximilian_I,_Holy_Roman_Emperor","Charles_V,_Holy_Roman_Emperor"
Raif_Badawi,Samar_Badawi
Infanta_Antónia_of_Portugal,Maria_II_of_Portugal
"Eleanor,_Princess_of_Asturias",John_II_of_Castile
Kim_Il-sung,Kim_Jong-il
"Christian_August_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Frederick_VIII,_Duke_of_Schleswig-Holstein"
Henry_VI_of_England,Edward_IV_of_England
Joan_of_Acre,Eleanor_of_Castile
"John_Charles,_Count_Palatine_of_Gelnhausen","Christian_I,_Count_Palatine_of_Birkenfeld-Bischweiler"
Mark_F._Giuliano,Barack_Obama
Princess_Taiping,Emperor_Gaozong_of_Tang
Lee_Cheuk-yan,Lau_Chin-shek
Catherine_of_Mecklenburg,Severinus_of_Saxony
"Annabel_Astor,_Viscountess_Astor",Samantha_Cameron
Eva_Amurri,Susan_Sarandon
Mohsen_Makhmalbaf,Federico_Fellini
Stephen_King,H._P._Lovecraft
Wim_Duisenberg,Jelle_Zijlstra
Estelle_Skidmore_Doremus,Napoleon_III
"Christopher,_Duke_of_Mecklenburg","Anna_of_Brandenburg,_Duchess_of_Mecklenburg"
John_Flamank,Henry_VIII_of_England
"Philipp_III,_Count_of_Hanau-Münzenberg",Juliana_of_Stolberg
"Georg_Alexander,_Duke_of_Mecklenburg","George,_Duke_of_Mecklenburg"
Agnès_of_Navarre,Philip_III_of_Navarre
William_V._Roth_Jr.,Joe_Biden
Robert_L._Williams,Woodrow_Wilson
Tom_Hayden,Herschel_Rosenthal
"Henry_Fox,_1st_Baron_Holland",Thomas_Winnington_(1696–1746)
Haris_Silajdžić,Mile_Akmadžić
Ekin_Cheng,Gigi_Leung
"Albert_Spencer,_7th_Earl_Spencer","John_Spencer,_8th_Earl_Spencer"
Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess_Karoline_Mathilde_of_Schleswig-Holstein-Sonderburg-Augustenburg
"Frederick_August_I,_Duke_of_Oldenburg","Peter_I,_Grand_Duke_of_Oldenburg"
Kamāmalu,Kaʻahumanu
Anura_Kumara_Dissanayaka,Ranil_Wickremesinghe
Phoebe_Halliwell,Lori_Rom
David_Gooding,Michael_Faraday
Narathihapate,Uzana_of_Pagan
"Frances_D'Souza,_Baroness_D'Souza",Tony_Blair
Adelbert_Ames,Ridgley_C._Powers
Verspah_Oita__Nozomi_Osako__1,Nozomi_Osako
Lucien_Lévy-Bruhl,Léon_Brunschvicg
Radama_II,Ranavalona_I
Travis_Bickle,Robert_De_Niro
Olof_Thörnell,Gustaf_V_of_Sweden
Naz_Ikramullah,Salma_Sobhan
Queen_Dong,Zheng_Jing
Nancy_Fleming,Maria_Fletcher
Fergus_Ewing,Richard_Lochhead
John_II_of_France,Joan_the_Lame
George_H._W._Bush,Ronald_Reagan
Sargent_Shriver,John_F._Kennedy
Hidimbi,Ghatotkacha
Matrika_Prasad_Koirala,Tribhuvan_of_Nepal
"Franz,_Prince_of_Thun_and_Hohenstein",Franz_Joseph_I_of_Austria
John_Crowley,Charles_Dickens
Nitza_I._Quiñones_Alejandro,Barack_Obama
Shep_Pettibone,Madonna_(entertainer)
John_Philip_Shenale,Janet_Jackson
"Marie_of_Luxembourg,_Queen_of_France","Henry_VII,_Holy_Roman_Emperor"
Empress_Xiaoshengxian,Qianlong_Emperor
Mehmed_III,Ahmed_I
Elaine_Cassidy_(Doctors),Janet_Dibley
Ian_Deans,Marion_Dewar
Kermit_Moyer,F._Scott_Fitzgerald
Ferdinand_von_Trauttmansdorff,"Joseph_II,_Holy_Roman_Emperor"
Clare_Balding,Gary_Lineker
Joyce_Carol_Oates,Emily_Brontë
Józefina_Maria_Czartoryska,Ewa_Józefina_Julia_Potocka
Arthur_Boyd,Doris_Boyd
Bob_Pridden,David_Bowie
Philip_II_of_Macedon,Philip_III_of_Macedon
Tunku_Kurshiah,Raja_Jemaah
"Constance,_Duchess_of_Brittany","Conan_IV,_Duke_of_Brittany"
Tawfik_Abu_al-Huda,Abdullah_I_of_Jordan
John_Tyler,John_Alexander_Tyler
John_Magufuli,Jakaya_Kikwete
Reza_Shah,Hamid_Reza_Pahlavi
Mitt_Romney,Kerry_Healey
"Anna_of_Saxony,_Electress_of_Brandenburg",Margaret_of_Baden
George_I_of_Georgia,Bagrat_III_of_Georgia
Sirivannavari_Nariratana,Vajiralongkorn
Cardiss_Collins,Danny_K._Davis
Chester_A._Arthur,James_A._Garfield
Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin,Duchess_Altburg_of_Oldenburg
Mehmed_VI,Abdülmecid_II
Christian_IV_of_Denmark,Hans_Ulrik_Gyldenløve
Tyrion_Lannister,Cersei_Lannister
Eleanor_of_Anhalt-Zerbst,Dorothea_Hedwig_of_Brunswick-Wolfenbüttel
Richard_von_Weizsäcker,Eberhard_Diepgen
David_Cassidy,Evelyn_Ward
Nicole_Ménard,Raymond_Bachand
Prince_Ernest_Augustus_of_Hanover_(1914–1987),Prince_Ernst_August_of_Hanover_(born_1954)
"Isabella_of_Castile,_Duchess_of_York","Edward_of_Norwich,_2nd_Duke_of_York"
Bonne_of_Berry,Anne_of_Armagnac
"Sir_Robert_Hart,_1st_Baronet",Guangxu_Emperor
Philip_Goldberg,William_Brownfield
"Adolphe,_Grand_Duke_of_Luxembourg","William_IV,_Grand_Duke_of_Luxembourg"
Ronald_E._Neumann,Bill_Clinton
Tlatolqaca,Acamapichtli
John_II_of_Portugal,Isabella_of_Coimbra
Adrian_Pennino,Talia_Shire
Judy_Chu,Brad_Sherman
Meredith_Baxter,Whitney_Blake
"Charles_V,_Holy_Roman_Emperor","Joanna_of_Austria,_Princess_of_Portugal"
Galeazzo_Ciano,Benito_Mussolini
"Thomas_Seymour,_1st_Baron_Seymour_of_Sudeley",Margery_Wentworth
Vladimir_Bartol,Sigmund_Freud
"Sir_Richard_Atkins,_2nd_Baronet","Thomas_Wharton,_1st_Marquess_of_Wharton"
Tracy_Lawrence,Kenny_Chesney
Robert_F._Wagner_Jr.,Hulan_Jack
Supo_Shasore,Yemi_Osinbajo
Gurun_Princess_Shou'an,Empress_Xiaoquancheng
Honey_Irani,Zoya_Akhtar
Mahatma_Gandhi,Karamchand_Uttamchand_Gandhi
Rona_Ambrose,Stephen_Harper
Alfonso_V_of_León,Bermudo_II_of_León
Sālote_Tupou_III,George_Tupou_II
Nellie_Cournoyea,Brian_Mulroney
Madeline_Hughes_Haikala,Barack_Obama
Erasme_Louis_Surlet_de_Chokier,Leopold_I_of_Belgium
Evil_Queen_(Disney),Anne_Francine
Maria_of_Cleves,"Marie_of_Burgundy,_Duchess_of_Cleves"
Myauk_Pyinthe_(Narathu),Naratheinkha
Carol_Wayne,Nina_Wayne
Marie_José_of_Belgium,"Vittorio_Emanuele,_Prince_of_Naples"
John_Robert_Nicholson,Maurice_Sauvé
Maham_Begum,Humayun
"Charles,_Prince_of_Soubise",Anne_Julie_de_Melun
Hugo_Swire,David_Cameron
Alfred_North_Whitehead,Susanne_Langer
Joe_Clark,Brian_Mulroney
Archduchess_Eleonora_of_Austria,Archduchess_Maria_Theresa_of_Austria_(1862–1933)
Jane_Fonda,Henry_Fonda
John_Gorton,John_McEwen
Elías_Fernández_Albano,Emiliano_Figueroa
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach","Wilhelm_Heinrich,_Duke_of_Saxe-Eisenach"
Melissa_Gilbert,Sara_Gilbert
"Charles_Emmanuel,_Prince_of_Carignano","Victor_Amadeus_II,_Prince_of_Carignano"
Princess_Augusta_Wilhelmine_of_Hesse-Darmstadt,Ludwig_I_of_Bavaria
Napoleon,"Charles-François_Lebrun,_duc_de_Plaisance"
Robin_Monotti_Graziadei,Ercole_Graziadei
Sandalj_Hranić,Stjepan_Vukčić_Kosača
Javier_Marías,William_Shakespeare
"Thomas_Emmanuel,_Prince_of_Savoy-Carignan","Eugene_Jean,_Count_of_Soissons"
Reza_Shah,Mohammad_Reza_Pahlavi
Thihathu_of_Pagan,Thonlula
James_E._Webb,John_F._Kennedy
Girvan_Yuddha_Bikram_Shah,Rana_Bahadur_Shah
Louise_Élisabeth_of_France,Elisabeth_Christine_of_Brunswick-Wolfenbüttel
Queen_Komal_of_Nepal,"Paras,_Crown_Prince_of_Nepal"
Charles_II_of_Naples,Eleanor_of_Anjou
John_Connally,Preston_Smith_(governor)
Oum_Chheang_Sun,Norodom_Sihanouk
Robert_Tickner,Bob_Hawke
"Leopold_II,_Grand_Duke_of_Tuscany","Ferdinand_III,_Grand_Duke_of_Tuscany"
Sunandha_Kumariratana,Mongkut
Teresa_Patrício_de_Gouveia,Aníbal_Cavaco_Silva
Ellen_Moran,Barack_Obama
"Charles_Frederick,_Grand_Duke_of_Baden","Frederick,_Hereditary_Prince_of_Baden-Durlach"
"William_II,_Elector_of_Hesse","William_I,_Elector_of_Hesse"
Violante_Manuel,Manuel_of_Castile
William_Verity_Jr.,Malcolm_Baldrige_Jr.
James_Clark_McReynolds,Woodrow_Wilson
Fausta,Constans
Adam_Sędziwój_Czarnkowski,Kazimierz_Franciszek_Czarnkowski
"Jacques_I,_Prince_of_Monaco","Honoré_III,_Prince_of_Monaco"
James_K._Polk,William_L._Marcy
Joe_(singer),Mariah_Carey
John_Parke_Custis,Eleanor_Parke_Custis_Lewis
Gloria_Carter_Spann,Jimmy_Carter
Askari_Mirza,Babur
Rupert_Murdoch,Lachlan_Murdoch
Ibrahim_of_the_Ottoman_Empire,Mehmed_IV
Süleyman_Demirel,Cemal_Gürsel
Marisa_Coulter,Philip_Pullman
Anne_Elise_Thompson,Jimmy_Carter
Bertha_of_Savoy,Agnes_of_Germany
Philippa_of_Hainault,"Lionel_of_Antwerp,_1st_Duke_of_Clarence"
"Prince_Leopold,_Duke_of_Brabant",Leopold_II_of_Belgium
"Frederick_I,_Duke_of_Saxe-Gotha-Altenburg","Ernest_I,_Duke_of_Saxe-Gotha"
Luís_Mendes_de_Vasconcellos,Philip_IV_of_Spain
Enrique_Gómez_Carrillo,Leconte_de_Lisle
Ferdinand_I_of_León,Alfonso_VI_of_León_and_Castile
Frederica_of_Mecklenburg-Strelitz,Prince_Carl_of_Solms-Braunfels
"Frederick,_Prince_of_Wales",Caroline_Matilda_of_Great_Britain
Princess_Maria_Sophia_of_Thurn_and_Taxis,Duchess_Therese_of_Mecklenburg-Strelitz
Caroline_Harker,Susannah_Harker
Antiochus_(son_of_Antiochus_III_the_Great),Nysa_(wife_of_Pharnaces_I_of_Pontus)
Louis_II_of_Naples,Ladislaus_of_Naples
"Henri,_Prince_of_Condé_(1552–1588)",Eléanor_de_Roucy_de_Roye
Philip_III_of_France,Margaret_of_Provence
Igor_Rodionov,Boris_Yeltsin
José_Manuel_Balmaceda,Ramón_Barros_Luco
Maria_of_Cleves,"Adolph_I,_Duke_of_Cleves"
Philippe_Pétain,Pierre_Laval
Suhaimi_Kamaruddin,Anwar_Ibrahim
Denny_Miller,Jock_Mahoney
Désirée_Clary,Oscar_I_of_Sweden
"William_Christian_Bullitt,_Jr.",Franklin_D._Roosevelt
Ferruccio_Parri,Victor_Emmanuel_III_of_Italy
Prince_Napoléon_Bonaparte,Jérôme_Bonaparte
Béla_IV_of_Hungary,"Elizabeth_of_Hungary,_Duchess_of_Bavaria"
Prince_August_Leopold_of_Saxe-Coburg_and_Gotha,Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha
Princess_Alexandra_of_Luxembourg,"Maria_Teresa,_Grand_Duchess_of_Luxembourg"
Warwick_Braithwaite,Walter_Susskind
Lewis_Williams_Douglas,Harry_S._Truman
Sarah_Cumming,Jessica_Rowe
Graziano_Delrio,Matteo_Renzi
Christopher_Buckley_(novelist),Patricia_Buckley
Recep_Akdağ,Abdullah_Gül
James_III_of_Scotland,James_II_of_Scotland
Yogi_Horton,Aretha_Franklin
Catherine_the_Great,"Christian_August,_Prince_of_Anhalt-Zerbst"
"Henry_Brooke,_Baron_Brooke_of_Cumnor","Frank_Soskice,_Baron_Stow_Hill"
Randolph_Perkins,John_R._Ramsey
Pacencia_Laurel,Salvador_Laurel
Miriam_A._Ferguson,Ross_S._Sterling
Alla_Pugacheva,Joseph_Kobzon
Kim_Tu-bong,Kim_Il-sung
Rudd_Government_(2007–10),John_Howard
Martha_Wainwright,Rufus_Wainwright
Naz_Ikramullah,Mohammed_Ikramullah
Richard_Lawson_(actor),Solange_Knowles
Beatrice_de_Frangepan,Bernardin_Frankopan
Honoré_Mercier_Jr.,Honoré_Mercier_III
Bobby_Z.,Prince_(musician)
Matthew_Deady,Franklin_Pierce
"John_Talbot,_1st_Earl_of_Shrewsbury","James_Butler,_4th_Earl_of_Ormond"
Juliet_Landau,Barbara_Bain
Grand_Duke_Michael_Alexandrovich_of_Russia,Maria_Feodorovna_(Dagmar_of_Denmark)
Lakshmi_(actress),Yaragudipati_Varada_Rao
"Cayetana_Fitz-James_Stuart,_18th_Duchess_of_Alba","Eugenia_Martínez_de_Irujo,_12th_Duchess_of_Montoro"
Lydia_Davis,John_Dos_Passos
Princess_Maria_Theresia_of_Thurn_and_Taxis_(b._1980),"Johannes,_11th_Prince_of_Thurn_and_Taxis"
Rick_Hautala,William_Shakespeare
Carmen_Mastren,Tommy_Dorsey
"Joachim_Ernest,_Prince_of_Anhalt",Dorothea_Maria_of_Anhalt
T._S._Avinashilingam_Chettiar,Jawaharlal_Nehru
Albert_Vincent_Casey,Ronald_Reagan
Joe_Venuti,Bing_Crosby
"Lloyd_Kenyon,_1st_Baron_Kenyon",George_III_of_the_United_Kingdom
Albhy_Galuten,Barbra_Streisand
Sexton_Blake,Richard_Denning
Chiang_Kai-shek,Chiang_Ching-kuo
André_Breton,Karl_Marx
Robert_T._Stevens,Dwight_D._Eisenhower
Kermit_Moyer,Henry_Miller
Forrest_H._Anderson,Thomas_Lee_Judge
P._P._Arnold,Eric_Clapton
Peter_Gibson,Elizabeth_II
Kīnaʻu,Kamehameha_I
Hu_Haifeng,Liu_Yongqing
"George,_Duke_of_Mecklenburg",Duke_Georg_Alexander_of_Mecklenburg-Strelitz
Graça_Machel,Winnie_Madikizela-Mandela
Maria_of_Antioch,Alexios_II_Komnenos
Bryten_Goss,Giovanni_Ribisi
Rhadamistus,Tigranes_IV
Empress_Cao_(Song_dynasty),Empress_Gao_(Song_dynasty)
Percy_McElwaine,Edward_VIII
Sangeeta_Bijlani,Rachita_Kumar
Henry_III_of_England,Margaret_of_England
Magomed_Omarov_(politician),Vladimir_Putin
"Sidney_Godolphin,_1st_Earl_of_Godolphin","Anne,_Queen_of_Great_Britain"
Yumjaagiin_Tsedenbal,Khorloogiin_Choibalsan
"Mary_Wilson,_Baroness_Wilson_of_Rievaulx","Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff"
Young_Fyre,Britney_Spears
"William_Waldegrave,_Baron_Waldegrave_of_North_Hill",Alistair_Darling
John_Gorton,Charles_Davidson_(politician)
Samuel_Comstock,Samuel_Hanford
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston",Arthur_Balfour
Mariam_Sankara,Chantal_Compaoré
Leslie_Hore-Belisha,Duff_Cooper
John_Tyler,William_Henry_Harrison
Ian_McLagan,Rod_Stewart
Wayne_K._Curry,Jack_B._Johnson
Albert_Schweitzer,Theobald_Ziegler
William_M._Roth,Lyndon_B._Johnson
Thomas_W._Palmer,Perry_Belmont
Phoebe_Halliwell,Constance_M._Burge
Carlos_Menem,Fernando_de_la_Rúa
Gilbert_Granville_Sharp,Winston_Churchill
Nahas_Angula,Sam_Nujoma
Francisco_de_Toledo,Philip_II_of_Spain
Víctor_Suárez_Meléndez,Alejandro_García_Padilla
John_Guerin,Frank_Sinatra
Edward_Rogers_III,Edward_Samuel_Rogers
Norman_MacKenzie_(politician),Lester_B._Pearson
Liset_Alea,Yasmine_Hamdan
Georgios_Papandreou,Sofoklis_Venizelos
Abdullah_Ahmad_Badawi,Mahathir_Mohamad
Aung_San_Oo,Khin_Kyi
Frank_J._Kelley,William_Milliken
Serena_van_der_Woodsen,Blair_Waldorf
"Louis_VI,_Landgrave_of_Hesse-Darmstadt",Marie_Elisabeth_of_Hesse-Darmstadt
Alan_Beith,Andrew_Tyrie
Duncan_Idaho,James_Watson_(actor)
Kenneth_John_Gonzales,Barack_Obama
Paul_Haines_(fiction_writer),Stephen_King
Tim_Russert,Luke_Russert
Charles_IV_of_Spain,Charles_III_of_Spain
Princess_Elisabeth_of_Savoy,Adelaide_of_Austria
Ahmet_Tevfik_Pasha,Abdul_Hamid_II
Robert_Bork,Wade_H._McCree
"Katherine_Neville,_Duchess_of_Norfolk","Joan_Beaufort,_Countess_of_Westmorland"
Nancy_Munoz,Jon_Bramnick
Chau_Sen_Cocsal_Chhum,Norodom_Sihanouk
List_of_Robin_Hood_(2006_TV_series)_characters,Eleanor_of_Aquitaine
Peter_IV_of_Aragon,Alfonso_IV_of_Aragon
Paul_Peterson,Prince_(musician)
Decline_and_fall_of_Pedro_II_of_Brazil,"Isabel,_Princess_Imperial_of_Brazil"
Ellsworth_Bunker,Clare_Boothe_Luce
"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair",George_V
Duryodhana,Dhritarashtra
Maggie_Hassan,Joseph_Foster
Victor_Emmanuel_II_of_Italy,Princess_Maria_Clotilde_of_Savoy
Aga_Khan_III,Prince_Aly_Khan
E._H._Harriman,W._Averell_Harriman
Johannetta_of_Sayn-Wittgenstein_(1632-1701),Princess_Eleonore_Erdmuthe_of_Saxe-Eisenach
Franklin_D._Roosevelt,Frank_Comerford_Walker
Philip_the_Bold,John_II_of_France
"Edward_Law,_1st_Earl_of_Ellenborough","George_Eden,_1st_Earl_of_Auckland"
Abd_al-Samad,Akbar
Theodore_Roosevelt_Sr.,Cornelius_Roosevelt
"Maria_of_Austria,_Holy_Roman_Empress",Anna_of_Tyrol
