Christina_de_Valognes,Sir_Thomas_Maule
Zhang_Naiqi,Zhang_Lifan
Carter_Harrison_Sr.,Carter_Harrison_Jr.
Ram_Vilas_Paswan,Chirag_Paswan
Charles_Stanley,Andy_Stanley
Francis_A._Nixon,Donald_Nixon
Franklin_D._Roosevelt,Anna_Roosevelt_Halsted
Dinah_Sheridan,Jenny_Hanley
Suharto,Tommy_Suharto
Flora_Stone_Mather,Amasa_Stone
María_Cristina_Arango_Vega,Andrés_Pastrana_Arango
Lucretia_Garfield,Harry_Augustus_Garfield
Jonathan_Sewall,Stephen_Sewell_(lawyer)
Domenico_Colombo,Christopher_Columbus
Lloyd_Bridges,Jeff_Bridges
N._T._Rama_Rao,Daggubati_Purandeswari
Carl_Heinrich_Hagen,Adolf_Hermann_Hagen
"Hugh_Percy,_1st_Duke_of_Northumberland",James_Smithson
Kwok_Tak-Seng,Thomas_Kwok
Bebe_Buell,Liv_Tyler
James_Earl_Carter_Sr.,Billy_Carter
Kiichiro_Toyoda,Shoichiro_Toyoda
"Louisa_Hamilton,_Duchess_of_Abercorn","Maud_Petty-Fitzmaurice,_Marchioness_of_Lansdowne"
"Edward_Smith-Stanley,_14th_Earl_of_Derby","Frederick_Stanley,_16th_Earl_of_Derby"
Rompad,Shanta
Roy_Castle,Ben_Castle
William_Harding_Jackson,Bruce_P._Jackson
Indictment_and_arrest_of_Augusto_Pinochet,Lucía_Pinochet
Kay_Adams-Corleone,Anthony_Corleone
Jeffery_Dench,Emma_Dench
Charles_Kushner,Jared_Kushner
John_Noble,Samantha_Noble
Alma_Moreno,Wynwyn_Marquez
George_Washington_Woodward,George_A._Woodward
Helen_Broderick,Broderick_Crawford
Elena_Ceaușescu,Nicu_Ceaușescu
Henry_Flagler,Harry_Harkness_Flagler
L._Mendel_Rivers,"L._Mendel_Rivers,_Jr."
Dharmendra,Sunny_Deol
Parashara,Vyasa
Nikal-mati,Ašmu-nikal
Jenny_von_Westphalen,Eleanor_Marx
John_Huston,Anjelica_Huston
William_Charles_Achi,"William_Charles_Achi,_Jr."
Servilia_of_the_Junii,Marcus_Junius_Brutus_(Rome_character)
Joe_Stewardson,Deon_Stewardson
John_Abineri,Daniel_Abineri
Vadde_Ramesh,Vadde_Naveen
Bettino_Craxi,Stefania_Craxi
Lisa_Hoffman,Jake_Hoffman
"W._D._Workman,_Jr.",Bill_Workman
Ana_Milena_Muñoz_Gómez,Simón_Gaviria_Muñoz
Yakov_Dzhugashvili,Yevgeny_Dzhugashvili
James_H._Laughlin,James_Laughlin
Dick_Cheney,Liz_Cheney
Hakim_Syed_Karam_Husain,Hakim_Syed_Atiqul_Qadir
T._M._A._Pai,Ramdas_Pai
Ricardo_C._Puno,Ronaldo_Puno
William_Saroyan,Lucy_Saroyan
Derwent_Coleridge,Christabel_Rose_Coleridge
Nishi_(actress),Armaan_Kohli
Brynne_Chandler,Mallory_Reaves
George_Huddleston,"George_Huddleston,_Jr."
James_Buchanan_Duke,Doris_Duke
Wilfred_Holmes,John_Eric_Holmes
Cao_Yu,Wan_Fang
Ninian_Edwards,Albert_Gallatin_Edwards
Léonie_Gilmour,Ailes_Gilmour
Lord_Byron,Allegra_Byron
Tom_Corrigan_(Australian_politician),Stan_Corrigan
Sterling_C._Robertson,Elijah_Sterling_Clack_Robertson
Shirley_Ballas,Mark_Ballas
Tan_Tock_Seng,Tan_Kim_Ching
Ethel_Kennedy,Joseph_P._Kennedy_II
S._Siddalingaiah,Murali_(Tamil_actor)
Mohan_Kumaramangalam,Rangarajan_Kumaramangalam
K._P._Ummer,Rasheed_Ummer
M._K._Stalin,Udhayanidhi_Stalin
Jimmy_Hanley,Jeremy_Hanley
Cybill_Shepherd,Clementine_Ford
Oona_O'Neill,Christopher_Chaplin
Wayne_Berry,Yvette_Berry
Urmila_Unni,Utthara_Unni
Philippe_Garrel,Louis_Garrel
Billie_Burke,Patricia_Ziegfeld_Stephenson
Susan_Buffett,Susan_Alice_Buffett
Thelma_Leeds,Bob_Einstein
T._Gwynn_Jones,Arthur_ap_Gwynn
Maloji_Bhosale,Shahaji
William_Roache,Linus_Roache
Andrei_Sinyavsky,Iegor_Gran
John_D._Rockefeller,Elizabeth_Rockefeller_Strong
Helen_Connon,Viola_Macmillan_Brown
Timothy_Daunt,James_Daunt
"Francis_Fane,_1st_Earl_of_Westmorland","Francis_Fane,_1st_Earl_of_Westmorland"
Donald_Trump,Tiffany_Trump
Hector_Hetherington,Alastair_Hetherington
Zeng_Xianzhi,Ye_Xuanning
James_H._Ganong,Susan_B._Ganong
Alfred_E._Woodward,Bob_Woodward
Nadira_Babbar,Prateik_Babbar
Nagendra_Babu,Varun_Tej
"Thomas_Boleyn,_1st_Earl_of_Wiltshire",Anne_Boleyn
Fatimah,Hasan_ibn_Ali
Robert_Runcie,James_Runcie
Pappukutty_Bhagavathar,Selma_George
Hans_Rausing,Lisbet_Rausing
Philomena_Lee,Michael_A._Hess
Annette_Thommessen,Olaf_Thommessen
Hans_Alfredson,Tomas_Alfredson
Rosalie_Stier_Calvert,George_Henry_Calvert
Hernando_Siles_Reyes,Luis_Adolfo_Siles_Salinas
Eileen_Derbyshire,Oliver_Holt
"John_Savage,_2nd_Earl_Rivers","Elizabeth_Savage,_Countess_Rivers"
Mark_Curtis_(broadcaster),Alexandra_Curtis
Vera_Zorina,Peter_Lieberson
Jeff_Tracy,Gordon_Tracy
William_Matson,Lurline_Matson_Roth
Julius_Caesar,Augustus
Marcus_Goldman,Julius_Sachs
Richard_Cheatham,Edward_Saunders_Cheatham
Geoffrey_de_Havilland,John_de_Havilland_(pilot)
Léopold_Louis-Dreyfus,Charles_Louis-Dreyfus
Magnus_Magnusson,Jon_Magnusson_(producer)
Charles-Eusèbe_Casgrain,Henri-Raymond_Casgrain
Sudhir_(Hindi_actor),Ashok_Banker
Ann_Beach,Lisa_Coleman_(actress)
Gladys_Mills_Phipps,Ogden_Phipps
Kwame_Nkrumah,Sekou_Nkrumah
Zarela_Martinez,Aarón_Sanchez
Tony_Britton,Fern_Britton
William_C._Feazel,Shady_Wall
Vazha-Pshavela,Levan_Razikashvili
Eduardo_Frei_Montalva,Eduardo_Frei_Ruiz-Tagle
Robert_Winthrop_(1833–1892),Beekman_Winthrop
Elisabeth_Langgässer,Cordelia_Edvardson
Joseph_Newmark,Myer_J._Newmark
Bibi_Besch,Samantha_Mathis
Sidney_Myer,Ken_Myer
Valentina_Cortese,Jackie_Basehart
Thomas_W._Lamont,Corliss_Lamont
Rob_Reiner,Tracy_Reiner
James_Roosevelt_I,James_Roosevelt_Roosevelt
Evabritt_Strandberg,Matti_Berenett
George_E._de_Silva,Fredrick_de_Silva
Alice_Claypoole_Gwynne,Alfred_Gwynne_Vanderbilt_I
Robert_Baratheon,Gendry
Dorothy_McGuire,Topo_Swope
Ahmed_Juffali,Khaled_Juffali
Julie_Cooper_(The_O.C.),Hailey_Nichol
Sufia_Kamal,Sultana_Kamal
Joan_Blondell,Norman_Powell_(television_executive)
John_Dunwoody,Tamsin_Dunwoody
Alexander_Gregory_Barmine,Margot_Roosevelt
Sybil_Thorndike,Ann_Casson
"Georgina_Ward,_Countess_of_Dudley",John_Hubert_Ward
Sylvia_Llewelyn_Davies,Jack_Llewelyn_Davies
Dorothy_Bullitt,Patsy_Bullitt_Collins
Sarwo_Edhie_Wibowo,Pramono_Edhie_Wibowo
Thierry_de_Montbrial,Thibault_de_Montbrial
William_Frank_Buckley_Sr.,Patricia_Buckley_Bozell
Sam_Marx,Gummo_Marx
Mary_Ann_Black,Etienne_L._de_Mestre
Christopher_Smart,Elizabeth_Anne_Le_Noir
Józef_Piłsudski,Jadwiga_Piłsudska
Idriss_Déby,Mahamat_Déby_Itno
Philippe_Baby_Casgrain,Joseph_Philippe_Baby_Casgrain
David_Eccles_(businessman),George_S._Eccles
Volga_Hayworth,Rita_Hayworth
William_Pearce_Howland,William_Holmes_Howland
Gordon_Hunt_(director),Helen_Hunt
Matilda_Heron,Bijou_Heron
Walther_Sommerlath,Queen_Silvia_of_Sweden
"Charles_Grey,_2nd_Earl_Grey",Charles_Grey_(British_Army_officer)
Francis_Scott_Key,John_Ross_Key
"Henry_Cary,_Jr.",Archibald_Cary
Carmine_Coppola,August_Coppola
Robert_C._Jones,Leslie_Jones_(editor)
Elizabeth_Wolley,Francis_Wolley
Eddie_Foy_Sr.,Eddie_Foy_Jr.
Nancy_Lincoln,Abraham_Lincoln
Paul_McCartney,Stella_McCartney
Abdul_Jabbar_Khan,Abu_Zafar_Obaidullah
Todd_Palin,Bristol_Palin
Rati_Agnihotri,Tanuj_Virwani
Mary_Maxwell_Gates,Bill_Gates
Samuel_Hayes_(settler),John_Belding
Oliver_Cromwell,Richard_Cromwell
Virata,Uttara_(Mahabharata)
O._Wayne_Rollins,Randall_Rollins
Ernest_Hemingway,Patrick_Hemingway
Chien_Shih-Liang,Shu_Chien
George_Scott_Railton,David_Railton
Charles_Robert_Sherman,Charles_Taylor_Sherman
Alec_Clunes,Martin_Clunes
Raymond_Carr,Matthew_Carr_(artist)
Christopher_Van_Hollen_(diplomat),Chris_Van_Hollen
George_A._Hormel,Jay_Catherwood_Hormel
John_Speed_Smith,Green_Clay_Smith
Samuel_S._Phelps,Edward_John_Phelps
Solomon_Benedict_de_Worms,"Henry_de_Worms,_1st_Baron_Pirbright"
Lim_Kit_Siang,Lim_Guan_Eng
Vittal_Mallya,Vijay_Mallya
Bill_Onus,Lin_Onus
Madelyn_Dunham,Ann_Dunham
William_Kissam_Vanderbilt,William_Kissam_Vanderbilt_II
Alec_Baldwin,Ireland_Baldwin
Anna_Lesznai,Andrew_Jaszi
B._R._Panthulu,B._R._Vijayalakshmi
John_D._Rockefeller_III,Alida_Rockefeller_Messinger
Dominic_Holland,Tom_Holland_(actor)
Lajos_Kossuth,Ferenc_Kossuth
"Edward_Astley,_22nd_Baron_Hastings","Delaval_Astley,_23rd_Baron_Hastings"
Danny_Thomas,Marlo_Thomas
Esther_Victoria_Abraham,Haidar_Ali_(actor)
Tivadar_Andrássy,Katinka_Andrássy
Myrtle_Stedman,Lincoln_Stedman
William_Tandy_Senter,Dewitt_Clinton_Senter
Christoffel_Brand,Johannes_Brand
"George_Frederick_Shrady,_Sr.","George_Frederick_Shrady,_Jr."
Ahmed_Seif_El-Islam,Mona_Seif
Louis_de_Brézé,Françoise_de_Brézé
Rick_Harrison,Corey_Harrison
Abraham_Lincoln,William_Wallace_Lincoln
"George_Washington_Stephens,_Sr.","George_Washington_Stephens,_Jr."
William_Williams_Keen,Dora_Keen
Kusumkumari_Das,Jibanananda_Das
Mine-a,Pirena
Hans_Alfredson,Daniel_Alfredson
Gustave_Ramaciotti,Clive_Ramaciotti
Robert_Henry_McCurdy,Richard_Aldrich_McCurdy
Dick_Cusack,Joan_Cusack
Thomas_J._Watson,Arthur_K._Watson
Xi_Jinping,Xi_Mingze
Peter_Sallis,Crispian_Sallis
Elizabeth_Cromwell,Bridget_Cromwell
Harrison_Gray_Otis_(publisher),Marian_Otis_Chandler
Pilar_Bardem,Mónica_Bardem
Sheila_MacRae,Heather_MacRae
"Georgiana_Spencer,_Countess_Spencer","George_Spencer,_2nd_Earl_Spencer"
"Maurice_Roche,_4th_Baron_Fermoy","Edmund_Roche,_5th_Baron_Fermoy"
John_Parisella,Bethenny_Frankel
Lee_Kuan_Yew,Lee_Hsien_Loong
Daniel_Massey_(manufacturer),Hart_Massey
Adrien_de_Gerlache,Gaston_de_Gerlache
Cyril_Cusack,Sorcha_Cusack
Austin_Chapman,John_Chapman_(general)
"Peregrine_Cavendish,_12th_Duke_of_Devonshire","William_Cavendish,_Earl_of_Burlington"
Alida_Valli,Carlo_De_Mejo
Jackie_Chan,Jaycee_Chan
Norris_Wright_Cuney,Maud_Cuney_Hare
Hermione_Baddeley,Pauline_Tennant
Maud_Gonne,Seán_MacBride
Cheryl_Saban,Tifanie_Christun
William_Henry_Vanderbilt,Eliza_Osgood_Vanderbilt_Webb
Shehbaz_Sharif,Hamza_Shahbaz_Sharif
Edward_A._Kawānanakoa,Quentin_Kawānanakoa
James_Frederick_Joy,Henry_Bourne_Joy
Ralph_Lauren,Dylan_Lauren
Barbro_Holmberg,Elin_Nordegren
Mickey_Hargitay,Mariska_Hargitay
Jimmy_Hoffa,James_P._Hoffa
Jim_Van_Fossen,Jamie_Van_Fossen
Herman_J._Mankiewicz,Frank_Mankiewicz
Dan_Duryea,Peter_Duryea
Nagavally_R._S._Kurup,Venu_Nagavally
John_Ormsby_(Pittsburgh),Oliver_Ormsby
Robert_Hay_Drummond,Edward_Hay-Drummond
Rosalind_Shand,Annabel_Elliot
John_Sanford_(governor),Peleg_Sanford
Sam_Waterston,Katherine_Waterston
Dimitrie_Cantemir,Antiochus_Kantemir
Kel_Knight,Kim_Craig
Marie_Françoise_Catherine_de_Beauvau-Craon,Stanislas_de_Boufflers
Errol_Morris,Hamilton_Morris
Peter_Griffin,Stewie_Griffin
Monique_Evans,Bárbara_Evans
Carole_King,Louise_Goffin
Augustine_Washington,Charles_Washington
Ben_Bradlee,Quinn_Bradlee
List_of_Monk_characters,List_of_Monk_characters
Rajmata_Mohinder_Kaur_of_Patiala,Amarinder_Singh
Pastoria,Princess_Ozma
Julian_Glover,Jamie_Glover
Roger_Townshend_(died_1590),John_Townshend_(died_1603)
Lansdale_Ghiselin_Sasscer,"Lansdale_Ghiselin_Sasscer,_Jr."
Henry_Neville_(Gentleman_of_the_Privy_Chamber),Edward_Neville
Uday_Shankar,Mamata_Shankar
Viktoria_Brezhneva,Yuri_Brezhnev
J._Fife_Symington_Jr.,Fife_Symington
William_Henry_Vanderbilt,William_Kissam_Vanderbilt
Hafez_al-Assad,Bashar_al-Assad
George_Mole,Adrian_Mole
Jack_Nicholas_Pritzker,Nicholas_J._Pritzker
"Charles_Brandon,_1st_Duke_of_Suffolk","Charles_Brandon,_3rd_Duke_of_Suffolk"
Walter_Gretzky,Brent_Gretzky
Alberta_Williams_King,Christine_King_Farris
Byron_Darnton,Robert_Darnton
Archibald_Alexander,James_Waddel_Alexander
Maryse_Joissains,Sophie_Joissains
Moran_family,Jason_Moran
Lee_Strasberg,Susan_Strasberg
Che_Guevara,Aleida_Guevara
John_Ritter,Jason_Ritter
Thomas_Angell,John_Whipple_(settler)
Sally_Magnusson,Jamie_Stone_(film_director)
Dhirubhai_Ambani,Mukesh_Ambani
Frank_D._Yuengling,Richard_Yuengling_Sr.
Gail_Leery,Dawson_Leery
Gareth_Morgan_(economist),Sam_Morgan_(entrepreneur)
Kim_Jong-suk,Kim_Jong-il
Fanny_Brice,William_Brice
Arthur_D._Ganong,R._Whidden_Ganong
Richard_Dawson,Mark_Dawson
Alluwamna,Hantili_II
Ma_Fuxiang,Ma_Hongkui
D._A._Rajapaksa,Basil_Rajapaksa
Susan_Sarandon,Eva_Amurri
Elizabeth_Cady_Stanton,Henry_Brewster_Stanton
Whit_Bissell,Brian_Forster
Judy_Loe,Kate_Beckinsale
Fernando_Poe_Sr.,Andy_Poe
Anna_Gmeyner,Eva_Ibbotson
Edward_Bassett,Isabel_Bassett_Wasson
Fred_Phelps,Nathan_Phelps
Abel_Seyler_the_Younger,Georg_Seyler
Octavia_of_the_Julii,Cleopatra_Selene_II
Henry_De_Mel,R._S._F._de_Mel
George_M._Cohan,Helen_Cohan
Brian_Cox_(actor),Alan_Cox_(actor)
Biju_Patnaik,Gita_Mehta
Roman_Polanski,Morgane_Polanski
Peg_Yorkin,Nicole_Yorkin
Hermann_Göring,Edda_Göring
John_Thackray_Bunce,Kate_Bunce
Adelicia_Acklen,William_Hayes_Ackland
Charles_Campora,Anne-Marie_Campora
Marino_Girolami,Enzo_G._Castellari
Margaret_Eliot,Peter_Asher
Cluny_MacPherson,Campbell_Leonard_Macpherson
Kim_Jong-suk,Kim_Man-il
Diederik_Jansz._Graeff,Jacob_Dircksz_de_Graeff
"Alexander_Macmillan,_2nd_Earl_of_Stockton","Daniel_Macmillan,_Viscount_Macmillan_of_Ovenden"
Laurie_Strode,Jamie_Lloyd
Andrew_J._McKenna,Andrew_McKenna
Allan_Cameron_(British_Army_officer),"Ewen_Cameron,_Baron_Cameron_of_Dillington"
Ariel_(Disney_character),List_of_Disney's_The_Little_Mermaid_characters
Imam_Baksh_Pahalwan,Bholu_Pahalwan
Minoru_Chiaki,Katsuhiko_Sasaki
Tom_Burke_(Australian_politician),Anne_Field
John_Page_(New_Hampshire),John_A._Page
Louis_Gurlitt,Cornelius_Gurlitt_(art_historian)
Frank_Bacon_(actor),Lloyd_Bacon
Sergei_Bondarchuk,Natalya_Bondarchuk
Robert_Maxwell,Christine_Maxwell
Donnchadh_of_Argyll,Eóghan_of_Argyll
Charles_Maurice_de_Talleyrand-Périgord,"Charles_Joseph,_comte_de_Flahaut"
"Michael_Beaumont,_22nd_Seigneur_of_Sark","Christopher_Beaumont,_23rd_Seigneur_of_Sark"
Lino_Banfi,Rosanna_Banfi
William_Tanner_(politician),Walter_Tanner
Henry_le_Scrope,"Richard_le_Scrope,_1st_Baron_Scrope_of_Bolton"
Robert_Peel,Frederick_Peel
Grace_Bussell,Edmund_Drake-Brockman
Çetin_Altan,Mehmet_Altan
"Marie_de_Rabutin-Chantal,_marquise_de_Sévigné",Charles_de_Sévigné
"Lavinia_Spencer,_Countess_Spencer",Ignatius_Spencer
James_Earl_Carter_Sr.,Jimmy_Carter
Ben_Lyon,Barbara_Lyon
E._F._Bleiler,Richard_Bleiler
Abul_Mansur_Ahmed,Mahfuz_Anam
Dean_Rusk,David_Rusk
Mungo_Ballardie_MacCallum,Mungo_Wentworth_MacCallum
Jack_Garfein,Herschel_Garfein
William_Henry_Gregory,Robert_Gregory_(cricketer)
Barbara_Cox_Anthony,James_C._Kennedy
Terry_Jones_(i-D),Kayt_Jones
King_Randor,He-Man
Jane_Henson,Lisa_Henson
Robby_Stewart,Miley_Stewart
Leonard_Lauder,William_P._Lauder
William_D._Orthwein,William_R._Orthwein
Geoffrey_Pearson,Patricia_Pearson
Karunanidhi,M._K._Alagiri
Yuri_Brezhnev,Leonid_Brezhnev
José_Alonso_(actor),María_Rebeca
"Henry_Herbert,_7th_Earl_of_Carnarvon","George_Herbert,_8th_Earl_of_Carnarvon"
Frederick_Nassau_de_Zuylestein,"William_Nassau_de_Zuylestein,_1st_Earl_of_Rochford"
Calmer_Hambro,Joseph_Hambro
"George_de_Worms,_2nd_Baron_de_Worms",Percy_de_Worms
Elenita_Binay,Nancy_Binay
Asiya,Moses
Hilton_Cheong-Leen,Flora_Cheong-Leen
Tina_Green,Stasha_Palos
Krishna_(Telugu_actor),Mahesh_Babu
Kighoma_Malima,Adam_Malima
I._M._R._A._Iriyagolla,Gamini_Iriyagolla
Joan_Rivers,Melissa_Rivers
James_G._Blaine,Walker_Blaine
Naresh_Bedi,Vijay_Bedi
Pope_Paul_III,"Pier_Luigi_Farnese,_Duke_of_Parma"
Arne_Vesterlid,Are_Vesterlid
Jon_Voight,Angelina_Jolie
Goldie_Hawn,Oliver_Hudson
Katara_(Avatar:_The_Last_Airbender),Tenzin_(The_Legend_of_Korra)
William_Forster_(philanthropist),William_Edward_Forster
Enver_Hoxha,Ilir_Hoxha
Ravindra_Mahajani,Gashmeer_Mahajani
Gildo_Pastor,Hélène_Pastor
John_Leckie_(Australian_politician),Roland_Leckie
Carol_Ryrie_Brink,David_R._Brink
Benjamin_Whitrow,Celia_Imrie
Bellamkonda_Suresh,Bellamkonda_Sreenivas
Sharmila_Tagore,Soha_Ali_Khan
Mallika_Sukumaran,Prithviraj_Sukumaran
"Charlotte_Cavendish,_Marchioness_of_Hartington","George_Cavendish,_1st_Earl_of_Burlington"
Woodrow_Parfrey,Adam_Parfrey
John_Allen_(Connecticut),John_W._Allen
Chuck_Heaton,Patricia_Heaton
John_Townsend_(Norwich),Captain_Thomas_Townsend
"William_Fiennes,_1st_Viscount_Saye_and_Sele","James_Fiennes,_2nd_Viscount_Saye_and_Sele"
Horace_Mann,Horace_Mann_Jr.
Alison_Webster_(photographer),Charlie_Jacks
Dominick_Dunne,Griffin_Dunne
List_of_family_members_and_friends_in_ER,Abby_Lockhart
Abul_Hayat,Bipasha_Hayat
Ann_Morgan_Guilbert,Hallie_Todd
Judy_Garland,Liza_Minnelli
Sabyasachi_Chakrabarty,Gaurav_Chakrabarty
Firoza_Begum_(singer),Hamin_Ahmed
Alexander_Agassiz,Rodolphe_L._Agassiz
Maria_Shriver,Patrick_Schwarzenegger
Sidney_Poitier,Sydney_Tamiia_Poitier
Richard_Russell_(Dow_Theory),Betsy_Russell
Luther_Day,William_R._Day
Newton_Steers,Burr_Steers
Princess_Irulan,Leto_II_Atreides
Frank_Doubleday_(actor),Portia_Doubleday
Peter_George_Peterson,Holly_Peterson
Guido_Dessauer,Gabriel_Dessauer
Stacy_Peralta,Austin_Peralta
Ben_Feleo,Johnny_Delgado
"Daisy_Greville,_Countess_of_Warwick","Leopold_Greville,_6th_Earl_of_Warwick"
James_Sinclair_(politician),Margaret_Trudeau
Michael_Redstone,Sumner_Redstone
Herbert_Haviland_Field,Noel_Field
Bob_Dylan,Jesse_Dylan
Manmohan_Singh,Amrit_Singh
Dennis_Hopper,Henry_Hopper
Sheikh_Fazilatunnesa_Mujib,Sheikh_Kamal
Adam_Egede-Nissen,Ada_Kramm
Herbert_Standing,Wyndham_Standing
Harvey_Rexford_Hitchcock,Edward_Griffin_Hitchcock
Gregory_Peck,Cecilia_Peck
Sirimavo_Bandaranaike,Chandrika_Kumaratunga
Edward_White_Robertson,Samuel_Matthews_Robertson
Lenny_Waronker,Anna_Waronker
Robert_Stevenson_(civil_engineer),Alan_Stevenson
William_B._Cravens,William_Fadjo_Cravens
As'ad_Pasha_al-Azm,Muhammad_Pasha_al-Azm
Jean_Chrétien,France_Chrétien_Desmarais
Harry_Stockwell,Dean_Stockwell
Mao_Anqing,Mao_Xinyu
Jane_Rolfe,John_Bolling
Phillip_Wright,Judith_Wright
Juan_Cancel_Ríos,Juan_Cancel_Alegría
Leonid_Kuchma,Olena_Pinchuk
Otis_Chandler,Mike_Chandler
Pierre_Dupuy_(diplomat),Michel_Dupuy
R._J._Reynolds,Zachary_Smith_Reynolds
Kim_Hendren,Jim_Hendren
Senzangakhona_kaJama,Shaka
Lennart_Hjulström,Carin_Hjulström
Richard_Asher,Peter_Asher
Alice_Vickery,Charles_Vickery_Drysdale
Joely_Richardson,Daisy_Bevan
James_G._Birney,James_M._Birney
Nelle_Wilson_Reagan,Ronald_Reagan
Ferdinand_Marcos,Imee_Marcos
Terry_Moore_(actress),Grant_Cramer
Mamata_Shankar,Ratul_Shankar
Harry_Payne_Whitney,Cornelius_Vanderbilt_Whitney
Stan_Smith_(American_Dad!),Steve_Smith_(American_Dad!)
Ye_Qun,Lin_Liguo
Laurence_Tisch,Andrew_Tisch
Trudie_Styler,Mickey_Sumner
Leo_Ornstein,Severo_Ornstein
Alexander_Hamilton,Angelica_Schuyler_Church
Alfred_Newman_(composer),David_Newman_(composer)
William_Sanderson_McCormick,Robert_Sanderson_McCormick
Sir_Philip_St_Clere,Thomas_St_Clere
Johanna_Schopenhauer,Adele_Schopenhauer
Lokesh,Srujan_Lokesh
Guillermo_Kahlo,Frida_Kahlo
Joseph_Seligman,Edwin_Robert_Anderson_Seligman
J._D._Beresford,Elisabeth_Beresford
Roose_Bolton,Ramsay_Bolton
Leonard_Shoen,Mark_Shoen
William_Levett_(courtier),Henry_Levett
Maurice_Macmillan,"Alexander_Macmillan,_2nd_Earl_of_Stockton"
Konstantin_Fofanov,Konstantin_Olimpov
Edward_J._Sanford,Edward_Terry_Sanford
Buz_Kohan,Jenji_Kohan
Karol_Stanisław_Radziwiłł_(1669–1719),Mikołaj_Krzysztof_Radziwiłł
Caroline_Ingalls,Carrie_Ingalls
Roland_Theodore_Symonette,Robert_Symonette
Hezekiah_William_Foote,Huger_Lee_Foote
Esther_Allen_Howland,Esther_Howland
Charlotte_Lamb,Jane_Holland
Jean-Michel_Cousteau,Fabien_Cousteau
Hans_Eleonardus_Møller_Sr.,Hans_Eleonardus_Møller
John_Henry_Dallmeyer,Thomas_Rudolphus_Dallmeyer
Tan_Cheng_Lock,Tan_Siew_Sin
Ai_Qing,Ai_Xuan
Andrea_Heinemann_Simon,Joanna_Simon_(mezzo-soprano)
H._Walter_Webb,J._Griswold_Webb
Theodore_Roosevelt,Alice_Roosevelt_Longworth
Yi_Cheol-seung,Yanghee_Lee
Massoud_Nawabi,Hakan_Massoud_Navabi
Coxcoxtli,Atotoztli_I
Vinata,Aruṇa
Fred_W._Friendly,David_T._Friendly
Jules_Renouard,Léopold_Renouard
John_Kani,Atandwa_Kani
Peng_Liyuan,Xi_Mingze
Ganesh_Naik,Sanjeev_Naik
Ethel_Kennedy,David_A._Kennedy
George_Jay_Gould_I,Gloria_Gould
Kenneth_Lo,Andrew_Lo_(businessman)
"Max_Factor,_Sr.","Max_Factor,_Jr."
Roger_Gaskell_Hetherington,Roger_Hetherington
Anthony_Salvin,Osbert_Salvin
Geoffrey_Chaucer,Thomas_Chaucer
Ahmed_Juffali,Walid_Juffali
Erik_Benzelius_the_Elder,Erik_Benzelius_the_younger
Benjamin_Pavy,Carl_Weiss
Roy_M._Huffington,Michael_Huffington
Lee_MacPhail,Andy_MacPhail
Heli_Finkenzeller,Gaby_Dohm
Menaka_(actress),Keerthy_Suresh
John_Carnegie_(1837–1910),John_Hilliard_Carnegie
Ogden_Mills,Ogden_L._Mills
Pilar_Bardem,Javier_Bardem
Noel_Gay,Richard_Armitage_(agent)
Tuck),Matt_McNamara
Lynne_Cooper_Harvey,"Paul_Harvey,_Jr."
Alexander_Arbuthnot_(bishop),Charles_George_Arbuthnot
Lilli_Palmer,Carey_Harrison
"Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair","Alastair_Gordon,_6th_Marquess_of_Aberdeen_and_Temair"
Henry_Keyes,Henry_W._Keyes
Julius_Drewe,Cedric_Drewe
Elma_Yerburgh,"Robert_Yerburgh,_1st_Baron_Alvingham"
Hernán_Cortés,Martín_Cortés_(son_of_doña_Marina)
Dan_Glickman,Jonathan_Glickman
Louis-Arthur_Giroux,Gabrielle_Bertrand
Joseph_Cabell_Breckinridge_Sr.,Joseph_Cabell_Breckinridge_Jr.
John_Burley,William_Burley
Andrea_Guarneri,Pietro_Giovanni_Guarneri
Carey_Martin,Cody_Martin
Michael_Dawson_(Lost),Walt_Lloyd
João_Soares_de_Sousa,Pedro_Soares_de_Sousa
Dasharatha,Shanta
Roman_Vetulani,Tadeusz_Vetulani
Tsutomu_Hata,Yuichiro_Hata
Arthur_Sewall,Harold_M._Sewall
Dominikus_Böhm,Gottfried_Böhm
Carmela_Corleone,Michael_Corleone
Vlatko_Paskačić,Uglješa_Vlatković
Michael_Williams_(actor),Finty_Williams
John_Cabot,Sebastian_Cabot_(explorer)
Goofy,Max_Goof
Mohammed_bin_Awad_bin_Laden,Tarek_bin_Laden
Antoine_Brutus_Menier,Émile-Justin_Menier
Rose_Kennedy,Rosemary_Kennedy
Ferdynand_Radziwiłł,Janusz_Radziwiłł_(1880–1967)
William_Clay_Ford_Sr.,William_Clay_Ford_Jr.
Caitlyn_Jenner,Brandon_Jenner
Stevens_Thomson_Mason_(Virginia),Stevens_T._Mason
Vinay_Chandra_Maudgalya,Madhup_Mudgal
George_Cash,Michaelia_Cash
Adam_Egede-Nissen,Gøril_Havrevold
Samuel_Rudin,Jack_Rudin
Edith_Fellows,Kathy_Fields
Polly_Adams,Caroline_Harker
Robert_Maxwell,Ghislaine_Maxwell
James_A._King,Samuel_Wilder_King
Charles_Halton_(public_servant),Jane_Halton
Mark_Henig,Stanley_Henig
Ronnie_Biggs,Chris_Brent
