William_Robert_Spencer,Aubrey_Spencer
William_Tandy_Senter,Dewitt_Clinton_Senter
Ana_María_Shua,Paloma_Fabrykant
Halah_bint_Wuhayb,Hamza_ibn_Abdul-Muttalib
"John_C._Metzler,_Sr.","John_C._Metzler,_Jr."
Ismail_ibn_Ibrahim,Muhammad_al-Bukhari
Alfred_Shaughnessy,Charles_Shaughnessy
George_Herbert_Walker,John_M._Walker
Robin_Wright,Dylan_Penn
George_Scott_Railton,David_Railton
Hélène_Pastor,Gildo_Pallanca_Pastor
Barry_O'Keefe,Andrew_O'Keefe
Philip_Tattaglia,Bruno_Tattaglia
Ronald_Lacey,Rebecca_Lacey
Prem_Menon,Arjun_Menon
Mohsen_Makhmalbaf,Samira_Makhmalbaf
Anna_Hall_Roosevelt,Eleanor_Roosevelt
Sir_Richard_Pole,"Ursula_Pole,_Baroness_Stafford"
Ethel_Kennedy,Courtney_Kennedy_Hill
Bill_Finnegan,William_Finnegan
Bisahu_Das_Mahant,Charan_Das_Mahant
H._John_Heinz_III,André_Heinz
Sheikh_Abdullah,Farooq_Abdullah
James_W._McCulloh,Richard_Sears_McCulloh
Cheryl_Benard,Alexander_Benard
Lennart_Ekdal,Albin_Ekdal
Harbans_Lal_Gupta,Anupam_Gupta
Franklin_D._Roosevelt,Elliott_Roosevelt
Garry_Weston,George_G._Weston
William_Lewis_Moody_Jr.,Mary_Moody_Northen
A._M._Rathnam,Jyothi_Krishna
Irwin_Winkler,Charles_Winkler
Jolie_Gabor,Zsa_Zsa_Gabor
William_Steig,Jeremy_Steig
Elisabeth_Furse,John_Furse_(director)
Robert_Brustein,Peter_Beinart
Huang_Jing,Yu_Zhengsheng
Theodore_Eisen,Percy_A._Eisen
Saba_Waseem_Abbas,Meesha_Shafi
Satyendra_Narayan_Sinha,Nikhil_Kumar
Edward_Cephas_John_Stevens,Frederic_Whitcombe
Anwara_Bahar_Chowdhury,Iqbal_Bahar_Chowdhury
Rudolf_August_Oetker,Richard_Oetker
Mallika_Sarabhai,Revanta_Sarabhai
Ashikaga_Takauji,Ashikaga_Motouji
James_E._Norris,James_D._Norris
O._Rajagopal,Shyamaprasad
Lorenzo_Tañada,Wigberto_Tañada
Maureen_Watt,Stuart_Donaldson_(Scottish_politician)
Nicholas_Easton,John_Easton
Adoniram_Judson,Edward_Judson
Joseph_Pallache,David_Pallache
K._B._Lall,Rajiv_Lall
George_Ballas,Corky_Ballas
William_Morris_(actor),Chester_Morris
Billy_Graham,Franklin_Graham
Nicholas_J._Sandlin,John_N._Sandlin
Christian_Bohr,Niels_Bohr
Enzo_Ferrari,Alfredo_Ferrari
Estelle_Reiner,Annie_Reiner
Delvene_Delaney,Liana_Cornell
Gussie_Busch,August_Busch_III
Hans_Alfredson,Tomas_Alfredson
Maud_Gage_Baum,Harry_Neal_Baum
Steve_Lewis_(racing),Michael_James_Lewis
"William_King-Noel,_1st_Earl_of_Lovelace","Anne_Blunt,_15th_Baroness_Wentworth"
Sheila_MacRae,Meredith_MacRae
Connie_Booth,Cynthia_Cleese
Emilio_Botín,Ana_Patricia_Botín
Donald_Pritzker,Anthony_Pritzker
Joseph_Powell_Williams,Rowland_Powell-Williams
Marion_Stein,James_Lascelles
A._Felix_du_Pont,Alice_du_Pont_Mills
Valentin_Plătăreanu,Alexandra_Maria_Lara
Samuel_Taylor_Coleridge,Hartley_Coleridge
Norman_Swan,Jonathan_Swan
Sergio_Pininfarina,Paolo_Pininfarina
Indu_Jain,Samir_Jain
Georg_von_Trapp,Martina_von_Trapp
Richard_Bevan,Richard_Alexander_Bevan
Gail_Zappa,Moon_Zappa
Lucrezia_Landriani,Caterina_Sforza
Colin_Nutley,Molly_Nutley
"John_Bingham,_7th_Baron_Clanmorris",Charlotte_Bingham
Unni_Bernhoft,Jon_Ola_Sand
Charlie_Soong,Soong_Mei-ling
Saville_Sax,Boria_Sax
Caroline_Ingalls,Grace_Ingalls
Margarita_Isabel,Mario_Iván_Martínez
Raj_Kapoor,Rishi_Kapoor
Theodor_von_Hassel,Kai-Uwe_von_Hassel
Rodolfo_Biazon,Ruffy_Biazon
Thomas_Holcroft_(politician),"Edward_Manners,_3rd_Earl_of_Rutland"
Doug_Ross,Carol_Hathaway
Benjamin_Whitrow,Celia_Imrie
Abraham_Lincoln_(captain),Mary_Lincoln_Crume
Robert_Mugabe,Bona_Mugabe
Barbara_Davis,John_Davis_(producer)
Evil_Queen_(Disney),Henry_Mills_(Once_Upon_a_Time)
Ahmed_Cevdet_Pasha,Emine_Semiye_Önasya
Maurice_Wertheim,Barbara_W._Tuchman
William_D._Kelley,Florence_Kelley
Dan_Crawford,Drew_Crawford
Debendranath_Tagore,Jyotirindranath_Tagore
Edward_C._Sullivan,Nicole_Sullivan
Albert_Gore_Sr.,Nancy_Gore_Hunger
Thomas_Hanford,Samuel_Hanford
Mark_Williams_(Holby_City),Chrissie_Williams
Miles_Copeland_Jr.,Stewart_Copeland
William_Randolph_Hearst,George_Randolph_Hearst
Jack_Kirkbride,Anne_Kirkbride
Shakti_Kapoor,Shraddha_Kapoor
Rubina_Irfan,Raheela_Zarmeen
Cassius_Marcellus_Clay_(politician),Laura_Clay
Cheng_Pei-pei,Eugenia_Yuan
Barbara_Siggers_Franklin,Aretha_Franklin
Tom_Y._Chan,Ping_Tom
Mary_Duke_Biddle,Mary_Duke_Biddle_Trent_Semans
Peter_Glob,Lotte_Glob
Fos_Williams,Mark_Williams_(Australian_footballer_born_1958)
Fatimah,Muhsin_ibn_Ali
Charles_S._von_Stade,Frederica_von_Stade
Lockwood_West,Timothy_West
Samuel_Burk_Burnett,Thomas_Lloyd_Burnett
G._P._Sippy,Ramesh_Sippy
Benjamin_Harrison,Mary_Harrison_McKee
Jim_Bannon,Jack_Bannon
Alma_Powell,Michael_Powell_(lobbyist)
William_Patterson_Alexander,Samuel_Thomas_Alexander
Hutton_Gibson,Mel_Gibson
Adam_Cheng,Joyce_Cheng
Eiji_Okuda,Sakura_Ando
Fujiwara_no_Otomuro,Emperor_Saga
Arnulfo_Fuentebella,Felix_William_Fuentebella
"Richard_Grosvenor,_2nd_Marquess_of_Westminster","Richard_Grosvenor,_1st_Baron_Stalbridge"
Kuei_Chih-Hung,Ming_Beaver_Kwei
Antoine_de_Caunes,Emma_de_Caunes
Robert_White_(judge),John_Baker_White_(Virginia)
Prasanna_Kumar_Roy,Charulata_Mukherjee
Álvaro_Lloreda_Caicedo,Rodrigo_Hernán_Lloreda_Caicedo
Angus_McGill_Mowat,John_Mowat_(college_administrator)
Marino_Girolami,Ennio_Girolami
Constantine_Ypsilantis,Alexander_Ypsilantis
Jane_Birkin,Kate_Barry_(photographer)
Thomson_Mason,John_Thomson_Mason
Patricia_Maynard,Hannah_Waterman
K._S._Gopalakrishnan,K._S._G._Venkatesh
"Juan_Francisco_de_Güemes,_1st_Count_of_Revillagigedo","Juan_Vicente_de_Güemes,_2nd_Count_of_Revillagigedo"
Judith_of_Schweinfurt,"Conrad_I,_Duke_of_Bohemia"
Robert_Louis_Stevenson,Isobel_Osbourne
Vito_Corleone,Tom_Hagen
Barry_Humphries,Oscar_Humphries
Frank_Sobotka,Ziggy_Sobotka
Amanullah_Jahanbani,Khosrow_Jahanbani
Joseph_Hamilton_Beattie,William_George_Beattie
Ian_Watmore,Duncan_Watmore
Subbaiah_Naidu,Lokesh
Nick_Coleman,Chris_Coleman_(politician)
Thomas_Rice_(1768),Thomas_Rice_(1734)
Peter_Hall_(director),Rebecca_Hall
Richard_Sharp_(politician),Maria_Kinnaird
Caroline_Benn,Hilary_Benn
Barbra_Ring,Gerda_Ring
Harry_S._Truman,Margaret_Truman
"Alexander_Stewart,_Earl_of_Buchan",Mairead_inghean_Eachann
Bing_Crosby,Nathaniel_Crosby
James_Scudamore_(courtier),"John_Scudamore,_1st_Viscount_Scudamore"
Leroy_Blunt,Roy_Blunt
Salim_Khan,Arbaaz_Khan_(Indian_actor)
Lakshmi_Sahgal,Subhashini_Ali
Marsha_Hunt_(singer_and_novelist),Mick_Jagger
Gustavo_Rojas_Pinilla,María_Eugenia_Rojas_Correa
Lana_Turner,Cheryl_Crane
Sunil_Dutt,Priya_Dutt
Peter_Sallis,Crispian_Sallis
Martin_Balsam,Talia_Balsam
Edgardo_Enríquez,Miguel_Enríquez_(politician)
Zaynab_bint_Ali,Ali
Ivy_Ling_Po,Kenneth_Bi
Charlie_Soong,T._V._Soong
Hamilton_Lamb,Tony_Lamb
Christopher_Columbus,Ferdinand_Columbus
Frank_O'Donovan,Máirín_O'Donovan
Devdas_Gandhi,Rajmohan_Gandhi
Barney_Rubble,Bamm-Bamm_Rubble
Adolf_Müller_(industrialist),Leo_Müller
William_Henry_Gleason,William_Henry_Hunt_Gleason
Martha_Rivers_Ingram,David_B._Ingram
Joseph_Sargent,Lia_Sargent
Ted_Hughes,Frieda_Hughes
Christopher_More,William_More_(died_1600)
Indira_Gandhi,Sanjay_Gandhi
Sanpitch_(Ute_chief),Antonga_Black_Hawk
Tokugawa_Ieyasu,Matsudaira_Nobuyasu
Manmohan_Singh,Amrit_Singh
Swarnakumari_Devi,Sarala_Devi_Chaudhurani
Khuwaylid_ibn_Asad,Khadija_bint_Khuwaylid
Yu_Chen_Yueh-ying,Yu_Cheng-hsien
Norma_MacMillan,Alison_Arngrim
Robert_F._Kennedy,Kathleen_Kennedy_Townsend
Harlan_F._Stone,Marshall_Harvey_Stone
Irena_Latinik-Vetulani,Jerzy_Vetulani
William_Wilde,Willie_Wilde
Ray_Warren,Chris_Warren_(rugby_league)
Hans_Alfredson,Daniel_Alfredson
Corazon_Aquino,Benigno_Aquino_III
Tony_Curtis,Kelly_Curtis
Beant_Singh_(chief_minister),Gurkanwal_Kaur
Ernest_Hemingway,Gregory_Hemingway
John_Berne,Shaun_Berne
Til_Schweiger,Luna_Schweiger
Lee_Hoi-chuen,Bruce_Lee
Samuel_Taylor_Coleridge,Sara_Coleridge
Herman_Munster,Eddie_Munster
Hasan_al-Askari,Muhammad_al-Mahdi
Martha_Ellen_Young_Truman,Harry_S._Truman
Edith_Roosevelt,Archibald_Roosevelt
"Thomas_Howard,_1st_Earl_of_Berkshire",James_Howard_(dramatist)
John_Wallace_de_Beque_Farris,John_Lauchlan_Farris
Raghavan_N._Iyer,Pico_Iyer
Jaime_de_Marichalar,Victoria_de_Marichalar_y_Borbón
Bharatha_Lakshman_Premachandra,Hirunika_Premachandra
Dorothea_Jordan,"Amelia_Cary,_Viscountess_Falkland"
Narayan_Rane,Nilesh_Narayan_Rane
Raymond_Massey,Daniel_Massey_(actor)
Dina_Lohan,Ali_Lohan
Bobbie_Houston,Joel_Houston
Dorothy_Kitson,Robert_Pakington
Gerald_Tsai,Christopher_Tsai
Olive_Osmond,Marie_Osmond
John_Frederick_Herring_Sr.,John_Frederick_Herring_Jr.
Andy_García,Dominik_García-Lorido
Henry_Holland_(mayor),Sidney_Holland
"Alexander_Comyn,_Earl_of_Buchan","John_Comyn,_Earl_of_Buchan"
Edwin_Corning,Erastus_Corning_2nd
B'alaj_Chan_K'awiil,Itzamnaaj_K'awiil
Konstantin_Chernenko,Albert_Chernenko
"Emily_FitzGerald,_Duchess_of_Leinster","Charlotte_Strutt,_1st_Baroness_Rayleigh"
Swaminathan_Aiyar,Pallavi_Aiyar
Ioan_Maniu,Iuliu_Maniu
Charles_Gaines,Greta_Gaines
Isai_Scheinberg,Mark_Scheinberg
Anwar_Nusseibeh,Zaki_Nusseibeh
Alfred_Allee,Alfred_Young_Allee
William_Levett_(courtier),Henry_Levett
Hugh_E._Rodham,Tony_Rodham
"Luigi_Barzini,_Sr.","Luigi_Barzini,_Jr."
Frank_Packer,Clyde_Packer
Blythe_Danner,Gwyneth_Paltrow
"Harriet_Leveson-Gower,_Countess_Granville",Frederick_Leveson-Gower_(Bodmin)
Charles_Chaplin_Sr,Charlie_Chaplin
Merion_Moriarty,Abram_Moriarty
Charles_Scribner_I,Charles_Scribner_II
José_Batlle_y_Ordóñez,Rafael_Batlle_Pacheco
Philip_Hermogenes_Calderon,George_Calderon
Lee_Kong_Chian,Lee_Seng_Wee
Mahatma_Gandhi,Devdas_Gandhi
Hernando_Siles_Reyes,Hernán_Siles_Zuazo
Dick_Scott_(historian),Rosie_Scott
Charles_Starr,Bruce_Starr
Cornelius_Vanderbilt_III,Cornelius_Vanderbilt_IV
Joseph_P._Kennedy_Sr.,Ted_Kennedy
Alberta_Williams_King,Christine_King_Farris
Georges_Pompidou,Alain_Pompidou
"Sir_John_Gladstone,_1st_Baronet",John_Neilson_Gladstone
Geoffrey_Street,Tony_Street
Jeff_Tracy,Gordon_Tracy
Sanghamitra_Bharali,Saar_Kashyap
Ossip_Klarwein,Mati_Klarwein
R._R._M._Carpenter,Louisa_d'Andelot_Carpenter
Sinta_Nuriyah,Yenny_Wahid
Isaac_D'Israeli,Benjamin_Disraeli
Chi._Udayashankar,Chi._Guru_Dutt
Anna_Rice_Cooke,Clarence_Hyde_Cooke
Charles_Richard_Fairey,John_Fairey
Hun_Sen,Hun_Manith
Archibald_Thomas_Pechey,Fanny_Cradock
Saira_Elizabeth_Luiza_Shah,Amina_Shah
Alfie_Byrne,Alfred_P._Byrne
William_D._Hare,Joseph_C._Hare
"Maurice_Roche,_4th_Baron_Fermoy","Edmund_Roche,_5th_Baron_Fermoy"
Harris_B._McDowell_Jr.,Harris_McDowell_III
Rush_Wimberly,Lorris_M._Wimberly
Nicholas_Bacon_(Lord_Keeper),"Sir_Nicholas_Bacon,_1st_Baronet,_of_Redgrave"
Joseph_Desha,Isaac_B._Desha
Betty_Castor,Kathy_Castor
Patrick_Brontë,Maria_Brontë
Jane_Wyman,Maureen_Reagan
Virgil_von_Graben,Rosina_von_Graben_von_Rain
Gerald_Burton_Winrod,Gordon_Winrod
Otte_Brahe,Sophia_Brahe
Mayer_Amschel_de_Rothschild,"Hannah_Primrose,_Countess_of_Rosebery"
Sheikh_Hasina,Saima_Wazed
Colin_McEwan,David_McEwan_(producer)
Ellis_Arthur_Franklin,Roland_Franklin
Jack_Garfein,Herschel_Garfein
Baron_Cajetan_von_Felder,Rudolf_Felder
Bess_Truman,Margaret_Truman
"Lucy_Baldwin,_Countess_Baldwin_of_Bewdley","Oliver_Baldwin,_2nd_Earl_Baldwin_of_Bewdley"
Eliphalet_Lockwood_(deacon),Eliphalet_Lockwood
Thomas_Angell,John_Whipple_(settler)
Walther_Sommerlath,Queen_Silvia_of_Sweden
William_Frank_Buckley_Sr.,Patricia_Buckley_Bozell
Louis-Raphaël_Bischoffsheim,Raphaël_Bischoffsheim
Ranjit_Mallick,Koel_Mallick
Benjamin_Guggenheim,Peggy_Guggenheim
Arthur_Livermore,Samuel_Livermore
Barbara_Henrickson,Nicolette_Grant
Tommy_Cooper,Thomas_Henty
Antonia_Visconti,"Eberhard_IV,_Count_of_Württemberg"
Anastasio_Somoza_Debayle,Anastasio_Somoza_Portocarrero
Henry_Lippitt,Henry_F._Lippitt
Lewis_J._Selznick,Myron_Selznick
Arlene_Francis,Peter_Gabel
Carol_Juneau,Denise_Juneau
Thomas_E._Dewey,Thomas_E._Dewey_Jr.
Yang_Ye__Yang_Ye__1,Yang_Yande
Daniel_James_(businessman),Daniel_Willis_James
Nancy_Reagan,Maureen_Reagan
Bruce_Brown,Dana_Brown
K._Bhagyaraj,Shanthanu_Bhagyaraj
Henry_F._DeBardeleben,Henry_T._DeBardeleben
Enid_Hammerman,Charles_Rivkin
Jezebel,Athaliah
Kitabatake_Chikafusa,Kitabatake_Akiyoshi
Franca_Valeri,Stefania_Bonfadelli
Michael_Madsen,Christian_Madsen
H._H._Asquith,Anthony_Asquith
Win_Aung,Thaung_Su_Nyein
Cecil_Clinkard,George_Clinkard
Raymond_Martorano,George_Martorano
Imogene_Powers_Johnson,S._Curtis_Johnson
Jean_Lodge,David_Shaughnessy
Louis_Schmeisser,Hugo_Schmeisser
Charles_Carroll_the_Settler,Mary_II_of_England
Jack_Garfein,Blanche_Baker
Manilal_Gandhi,Arun_Manilal_Gandhi
Philip_Danforth_Armour,J._Ogden_Armour
Ann_Sothern,Tisha_Sterling
Robert_Smith_(judge),Arnold_Neilson_Smith
Georges_Mora,Tiriel_Mora
Georgios_Papandreou,Andreas_Papandreou
N._T._Rama_Rao,Nandamuri_Harikrishna
Allen_Trimble,Eliza_Thompson
Juba_I_of_Numidia,Juba_II
Goldie_Hawn,Oliver_Hudson
Roja_Ramani,Tarun_Kumar
Prince_Louis_of_Battenberg,Louise_Mountbatten
Burton_E._Green,Dolly_Green
Imam_Baksh_Pahalwan,Bholu_Pahalwan
Manjula_Vijayakumar,Arun_Vijay
Alan_K._Simpson,Colin_M._Simpson
Franklin_Dyall,Valentine_Dyall
Emily_Thorn_Vanderbilt,Emily_Vanderbilt_Sloane
Theo_Albrecht,"Theo_Albrecht,_Jr."
Eber,Peleg
Nina_Auchincloss_Straight,Hugh_Auchincloss_Steers
Charles-Émile_Trudeau,Pierre_Trudeau
Kilab_ibn_Murrah,Zuhrah_ibn_Kilab
Jack_Kemp,Jeff_Kemp
Nathaniel_de_Rothschild,Arthur_de_Rothschild
Helen_Connon,Viola_Macmillan_Brown
David_Bale,Christian_Bale
Prince_Louis_of_Battenberg,"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma"
Tim_Bevan,Daisy_Bevan
"George_Villiers,_1st_Duke_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
Anil_Shastri,Adarsh_Shastri
Dwarka_Prasad_Mishra,Brajesh_Mishra
"Edmund_Roche,_5th_Baron_Fermoy","Maurice_Roche,_6th_Baron_Fermoy"
"Lauchlan_Maclean,_2nd_Laird_of_Brolas","Donald_Maclean,_3rd_Laird_of_Brolas"
David_Dimbleby,Henry_Dimbleby
Çetin_Altan,Mehmet_Altan
Harold_Macmillan,Lady_Caroline_Faber
"Georgiana_Spencer,_Countess_Spencer","Georgiana_Cavendish,_Duchess_of_Devonshire"
James_Scollay_Whitney,William_Collins_Whitney
Barbara_Bain,Juliet_Landau
Ayesha_Dutt,Tiger_Shroff
Olave_Baden-Powell,Betty_Clay
Amala_Shankar,Ananda_Shankar
Richard_Davalos,Dominique_Davalos
Cyrus_S._Poonawalla,Adar_Poonawalla
Lionel_Richie,Nicole_Richie
Harry_G._Garland,Harry_Garland
Robert_Clifton_Sarratt,Charles_Madison_Sarratt
James_Roosevelt_I,James_Roosevelt_Roosevelt
Abdul_Samad_Khan_Achakzai,Mahmood_Khan_Achakzai
Winnie_Holzman,Savannah_Dooley
Käbi_Laretei,Daniel_Bergman
Rudyard_Kipling,Elsie_Bambridge
William_Mason_(1757–1818),George_Mason
Jacqueline_Kennedy_Onassis,Patrick_Bouvier_Kennedy
Edwin_G._Preis,Phil_Preis
Thomas_Beddoes,Thomas_Lovell_Beddoes
Eduardo_De_Filippo,Luca_De_Filippo
Elma_Yerburgh,"Robert_Yerburgh,_1st_Baron_Alvingham"
Adam_Clayton_Powell_Jr.,Adam_Clayton_Powell_III
Kees_van_Kooten,Kim_van_Kooten
Herbert_Hoover,Herbert_Hoover_Jr.
Sultan_Salahuddin_Owaisi,Asaduddin_Owaisi
Marian_Montagu_Douglas_Scott,Ronald_Ferguson
List_of_Wizards_of_Waverly_Place_characters,Alex_Russo
Govan_Mbeki,Thabo_Mbeki
John_Walsh_(television_host),Murder_of_Adam_Walsh
William_Rockefeller,William_Goodsell_Rockefeller
Andrew_Jackson,Daniel_Smith_Donelson
Bernd_Eichinger,Nina_Eichinger
Robert_Runcie,James_Runcie
Mya_Aye_(activist),Wai_Hnin_Pwint_Thon
Margaret_of_Hereford,Humphrey_III_de_Bohun
Hope_Portocarrero,Anastasio_Somoza_Portocarrero
Charles_A._Wickliffe,Robert_C._Wickliffe
Jacques_Necker,Germaine_de_Staël
Ignacio_López_Tarso,Juan_Ignacio_Aranda
Georg_von_Trapp,Maria_Franziska_von_Trapp
Fuad_Char,Alejandro_Char_Chaljub
Chuck_Reed,Kim_Campbell_(pilot)
"Henrietta_Ponsonby,_Countess_of_Bessborough",Lady_Caroline_Lamb
Thomas_C._Durant,William_West_Durant
Donald_P._Bellisario,Michael_Bellisario
Grant_Tinker,John_Tinker_(TV_producer)
A._K._Fazlul_Huq,A._K._Faezul_Huq
Jack_Bauer,Kim_Bauer
Marcus_Licinius_Crassus,Marcus_Licinius_Crassus_(quaestor)
Gerry_Ryan,Lottie_Ryan
Agatha_Christie,Rosalind_Hicks
Robin_Morgan,Blake_Morgan
Lady_Annabel_Goldsmith,India_Jane_Birley
Bersheba_Leighton_Fristoe,Bob_Younger
Barbara_Henrickson,Margene_Heffman
Savitri_Jindal,Sajjan_Jindal
Khushi_Ram,Ram_Kumar_(basketball)
Lito_Legaspi,Zoren_Legaspi
Adelicia_Acklen,Joseph_H._Acklen
Mary_Wollstonecraft,Fanny_Imlay
Jabbar_Baghtcheban,Samin_Baghtcheban
Bruce_Willis,Rumer_Willis
Maurie_Fields,Marty_Fields
Lin_Huiyin,Liang_Congjie
Sirimavo_Bandaranaike,Sunethra_Bandaranaike
Mihai_Balan,Dan_Balan
Armistead_Thomson_Mason,Stevens_Thomson_Mason_(Virginia)
R._G._Bhandarkar,D._R._Bhandarkar
John_Paul_Getty_III,Balthazar_Getty
José_Rivera_Díaz,Thomas_Rivera_Schatz
Elizabeth_Rees-Williams,Jared_Harris
John_Elliot_Cowdin,John_Cheever_Cowdin
Frano_Botica,Ben_Botica
Stephen_V._Harkness,Edward_Harkness
Nathan_Bedford_Forrest_II,Nathan_Bedford_Forrest_III
Robert_Owen,Richard_Owen_(geologist)
Paul_Desmarais,André_Desmarais
Sreenivasan_(actor),Vineeth_Sreenivasan
Eleanor_%22Sis%22_Daley,John_P._Daley
Edward_J._Sanford,Edward_Terry_Sanford
Narciso_Ramos,Fidel_Ramos
Sharmila_Tagore,Soha_Ali_Khan
Terah,"Nahor,_son_of_Terah"
Richard_Fuisz,Joseph_Fuisz
"Sir_George_Elliot,_1st_Baronet","Sir_George_Elliot,_2nd_Baronet"
Abbas_Kiarostami,Bahman_Kiarostami
George_H._W._Bush,George_W._Bush
Chiang_Ching-kuo,Chiang_Hsiao-yung
Atotoztli_I,Acamapichtli
"George_Hamilton-Gordon,_5th_Earl_of_Aberdeen","George_Hamilton-Gordon,_6th_Earl_of_Aberdeen"
"Francis_Fane,_1st_Earl_of_Westmorland","Mildmay_Fane,_2nd_Earl_of_Westmorland"
Stephen_V._Harkness,Charles_W._Harkness
Nikolaus_Harnoncourt,Elisabeth_von_Magnus
Kermit_Roosevelt_Jr.,Mark_Roosevelt
Zachary_Taylor,Mary_Elizabeth_Bliss
Ellen_G._White,William_C._White
Susana_Dosamantes,Paulina_Rubio
Laughlin_Phillips,Julia_Cafritz
Milton_Wright_(bishop),Katharine_Wright
William_Scully_(Australian_politician),Jim_Scully_(public_servant)
Salah_(biblical_figure),Eber
"Charles_Gordon-Lennox,_8th_Duke_of_Richmond","Frederick_Gordon-Lennox,_9th_Duke_of_Richmond"
Henry_Browne_Blackwell,Alice_Stone_Blackwell
Elizabeth_Cromwell,"Mary_Cromwell,_Countess_Fauconberg"
Tim_Saunders,Gwenno_Saunders
Roy_Señeres,Christian_Señeres
Walter_Augustus_de_Havilland,Olivia_de_Havilland
James_Billington_(executioner),William_Billington
Claus_Spreckels,Adolph_B._Spreckels
Martin_Sheen,Renée_Estevez
George_Randolph_Hearst,Phoebe_Hearst_Cooke
William_A._Egan,Dennis_Egan
M._K._Stalin,Udhayanidhi_Stalin
"John_Rolls,_1st_Baron_Llangattock","John_Rolls,_2nd_Baron_Llangattock"
Émilien_Amaury,Philippe_Amaury
Todor_Zhivkov,Lyudmila_Zhivkova
"Louisa_Hamilton,_Duchess_of_Abercorn","Albertha_Spencer-Churchill,_Duchess_of_Marlborough"
James_%22Beg%22_Stewart,William_Stewart_of_Baldorran
Milton_Shulman,Nicola_Shulman
James_Louis_Garvin,Viola_Garvin
Rubén_Díaz_Sr.,Rubén_Díaz_Jr.
Arthur_Elgort,Ansel_Elgort
Jeetendra,Ekta_Kapoor
Sarojini_Naidu,Padmaja_Naidu
Roy_Dotrice,Karen_Dotrice
Ferdynand_Radziwiłł,Janusz_Radziwiłł_(1880–1967)
Eric_Hobsbawm,Andy_Hobsbawm
Erico_Verissimo,Luís_Fernando_Veríssimo
Jim_Henson,Lisa_Henson
Kwame_Nkrumah,Samia_Nkrumah
Isaac_Ross_(planter),Isaac_Ross
John_Townsend_(Norwich),Captain_Thomas_Townsend
Gandhari_(character),Dushasana
Charles_Dickens,Francis_Dickens
"Sarah_Lyttelton,_Baroness_Lyttelton","George_Lyttelton,_4th_Baron_Lyttelton"
John_Breckinridge_(U.S._Attorney_General),Robert_Jefferson_Breckinridge
H._L._Richardson,Doug_Richardson
Franklin_Benjamin_Sanborn,Thomas_Parker_Sanborn
Krzysztof_Radziwiłł,Janusz_Radziwiłł_(1612–1655)
George_Weah,"George_Weah,_Jr."
Guy_de_Rothschild,Édouard_de_Rothschild
Birgit_Rausing,Jörn_Rausing
Lillian_Spender,Harold_Spender
Youssef_Salim_Karam,Salim_Bey_Karam
Naseem_Banu,Saira_Banu
Louis_J._Michot,Michael_J._Michot
Frederick_Trump,John_G._Trump
Garry_Weston,Jana_Khayat
Rachel_Kempson,Vanessa_Redgrave
Brian_Rix,Jamie_Rix
"Sidney_Buller-Fullerton-Elphinstone,_16th_Lord_Elphinstone","John_Elphinstone,_17th_Lord_Elphinstone"
Ponnambalam_Arunachalam,Arunachalam_Mahadeva
"Charles_FitzRoy,_2nd_Duke_of_Grafton",Lord_Augustus_FitzRoy
Arturo_Alessandri,Hernan_Alessandri
Pedro_Pablo_Kuczynski,Alex_Kuczynski
William_Temple_Thomson_Mason,John_Thomson_Mason
Quincy_Adams_Shaw,Robert_Gould_Shaw_II
Alan_Thicke,Robin_Thicke
Mayer_Amschel_Rothschild,Amschel_Mayer_Rothschild
Abby_Aldrich_Rockefeller,Nelson_Rockefeller
Ruby_Dee,Guy_Davis_(musician)
Guy_Ecker,Jon-Michael_Ecker
Fikret_Abdić,Elvira_Abdić-Jelenović
J._D._Beresford,Elisabeth_Beresford
Johan_Fredrik_Thaulow,Carl_Thaulow
Philip_Green,Brett_Palos
Nicholas_Biddle_(banker),Charles_John_Biddle
James_Alexander_Cowan,Lois_Ann_Fairley
Jelena_Tinska,Zelda_Tinska
Maya_Alagh,Anjori_Alagh
Roger_Hargreaves,Adam_Hargreaves
Ben_Linus,Alex_Rousseau
Stephen_Covey,Sean_Covey
Sara_Nazarbayeva,Dariga_Nazarbayeva
Abed_Hossain_Khan,Shahadat_Hossain_Khan
Nauman_Scott,Jock_Scott
Erastus_Fairbanks,Franklin_Fairbanks
Arthur_Sauvé,Paul_Sauvé
Boots_Adams,Bud_Adams
Seymour_H._Knox_II,Seymour_H._Knox_III
Robert_Stevenson_(director),Venetia_Stevenson
Frances_Tupper,William_Johnston_Tupper
Emory_Johnson,Ellen_Hall
Sumayyah_bint_Khayyat,Ammar_ibn_Yasir
Tom_Burke_(Australian_politician),Terry_Burke
Abd_Manaf_ibn_Qusai,Abd_Shams_ibn_Abd_Manaf
Kathy_Hilton,Paris_Hilton
William_Hutchinson_(Rhode_Island),Susanna_Cole
Bernard_Arnault,Antoine_Arnault
Clem_Hawke,Bob_Hawke
Junichirō_Koizumi,Shinjirō_Koizumi
William_Forster_(philanthropist),William_Edward_Forster
Yvonne_de_Gaulle,Philippe_de_Gaulle
Floyd_Crosby,Ethan_Crosby
José_de_Alencar,Mário_de_Alencar
Narjis,Muhammad_al-Mahdi
Gillean_of_the_Battle_Axe,Malise_mac_Gilleain
John_D._Rockefeller_Jr.,Winthrop_Rockefeller
