Henry_Hadaway,Marvin_Gaye
John_Sebastian_Little,Clifton_R._Breckinridge
Ted_O'Brien_(Australian_politician),Clive_Palmer
Hernando_Iriberri,Benigno_Aquino_III
Chan_Chun_Sing,Lee_Hsien_Loong
Angélica_Rivera,Enrique_Peña_Nieto
Vicky_Chand,Justin_Bieber
Joseph_Comstock,Joseph_Platt
Joseph_Platt,John_Benedict
Billy_Bush,Jonathan_Bush
M._H._A._Haleem,Ranil_Wickremesinghe
Charles_Haughey,George_Colley
Walter_Herbert_Rice,Jimmy_Carter
Robert_Coldwell_Wood,George_W._Romney
Robert_F._Kennedy,John_F._Kennedy
Ron_Dellums,George_Miller_(California_politician)
Ronnie_Kasrils,Thabo_Mbeki
Thomas_Betts,Joseph_Platt
William_Harbord_(politician),"Henry_Hyde,_4th_Earl_of_Clarendon"
Cersei_Lannister,George_R._R._Martin
William_Plumer,Joshua_Hall
Nancy_Reagan,Bernice_Layne_Brown
Mr._DJ,Lenny_Kravitz
Sherman_P._Lloyd,David_S._King
Angela_Lansbury,Peter_Ustinov
Farrukh_Pasha,Mansur_ibn_Furaykh
Franklin_Wheeler_Mondell,Nicholas_Longworth
"Thomas_Villiers,_1st_Earl_of_Clarendon","William_de_Grey,_1st_Baron_Walsingham"
Ann_Rork_Light,J._Paul_Getty
John_Platt_(settler),Samuel_Betts
Michael_Thomas_Bass,"Thomas_Roe,_1st_Baron_Roe"
Louis_E._McComas,Arthur_Pue_Gorman
Princess_Ozma,Scarecrow_(Oz)
"Maximilien_de_Béthune,_Duke_of_Sully",Louis_XIII_of_France
Larry_Speakes,Ronald_Reagan
Alice_Claypoole_Gwynne,Cornelius_Vanderbilt_II
Caroline_Kennedy,Barack_Obama
Yakov_Sinai,Svetlana_Jitomirskaya
Tharrhypas,Arybbas_of_Epirus
Peyton_Short,William_Short_(American_ambassador)
Edmund_Barton,"Hallam_Tennyson,_2nd_Baron_Tennyson"
Curt_Menefee,Joe_Buck
Jacob_A._Kohler,James_Lawrence_(Ohio_politician)
Len_Kasper,Chip_Caray
Robert_Ringen_Hermann_Jr.,Gussie_Busch
B._H._%22Johnny%22_Rogers,Bryan_A._Poston
George_N._Briggs,William_Jackson_(Massachusetts)
Morgan_Mason,James_Mason
William_Glover_(MP),"Sir_Roger_Townshend,_1st_Baronet"
Chau_Siu-ki,Ho_Fook
Yiin_Chii-ming,Christina_Liu
Nasir_Hossain_(Sylhet_cricketer),Nasser_Hussain
George_Wyndham,Arthur_Balfour
Clarence_M._Kelley,Jimmy_Carter
John_E._Steele,Bill_Clinton
Dianne_Feinstein,Jay_Rockefeller
Maureen_Reagan,Ron_Reagan
Yegor_Gaidar,Boris_Yeltsin
Changez_Marri,Ghazan_Marri
Linda_Lee_Cadwell,Bruce_Lee
David_I._Walsh,Leverett_Saltonstall
Robert_M._La_Follette_Sr.,Allen_R._Bushnell
Zachary_Taylor,William_Ballard_Preston
Pauline_Ducruet,Pierre_Casiraghi
Angélica_Rivera,Margarita_Zavala
Evil_Queen_(Disney),Louise_Chamis
Tommy_Chong,Shelby_Chong
S._R._Ramaswamy,Svetoslav_Roerich
William_Eustis,Marcus_Morton
John_Gregory_(settler),Samuel_Hayes_(settler)
Alexis_Meade,Daniel_Meade
David_A._Katz,Bill_Clinton
Christel_Bodenstein,Konrad_Wolf
Edith_Wilson,Woodrow_Wilson
John_Dowdy,George_H._W._Bush
Alexandru_Vaida-Voevod,Iuliu_Maniu
"William_Paulet,_1st_Marquess_of_Winchester","Edward_Seymour,_1st_Duke_of_Somerset"
Ziaur_Rahman,Abu_Sadat_Mohammad_Sayem
Navjot_Singh_Sidhu,Amarinder_Singh
Tom_Coburn,James_Lankford
Marco_Garibaldi,Priscilla_Presley
Robert_Groves,Barack_Obama
Peter_Frelinghuysen_Jr.,Charles_Aubrey_Eaton
Thane_Campbell,John_Walter_Jones
Janet_Bond_Arterton,Bill_Clinton
"Frederick_Stanley,_16th_Earl_of_Derby","Ughtred_Kay-Shuttleworth,_1st_Baron_Shuttleworth"
Vilasrao_Deshmukh,Kishore_Chandra_Deo
Aristotle_Onassis,Jacqueline_Kennedy_Onassis
Walter_Mondale,Karl_Rolvaag
Ray_Groom,John_White_(Australian_politician)
John_W._Kern,Harry_Stewart_New
Nitza_I._Quiñones_Alejandro,Barack_Obama
William_Joseph_Burns,Bill_Clinton
"Charles_Grey,_2nd_Earl_Grey","Arthur_Wellesley,_1st_Duke_of_Wellington"
Ernesto_Abella,Rodrigo_Duterte
Hans_Rausing,Ruben_Rausing
Marcela_Rubiales,Pepe_Aguilar
Louis_Lacoste,Charles_Boucher_de_Boucherville
Esperanza_Aguirre,Carmen_Alborch
W._Scott_Gould,Barack_Obama
Frederik_Stang,Hans_Christian_Petersen
Goh_Chok_Tong,S._Jayakumar
Leif_Erikson,Freydís_Eiríksdóttir
Thomas_Walker_(slave_trader),"George_Herbert_Walker,_Jr."
James_Lockwood_(Connecticut_politician),Joseph_Platt
"James_Cornwallis,_4th_Earl_Cornwallis",Henry_Ryder
Adelbert_Ames,John_Marshall_Stone
John_G._Schmitz,Glenn_M._Anderson
Samuel_Ealy_Johnson_Sr.,Sam_Houston_Johnson
Rashid_bin_Saeed_Al_Maktoum,Saeed_bin_Maktoum_bin_Hasher_Al_Maktoum
Gladys_Mills_Phipps,Ogden_Mills
Alison_Arngrim,Stefan_Arngrim
John_C._Frémont,Frederick_Augustus_Tritle
Bob_Menendez,Bernard_Kenny
Joely_Richardson,Natasha_Richardson
Ioannis_Plakiotakis,Kyriakos_Mitsotakis
Abigail_Kapiolani_Kawānanakoa,David_Kawānanakoa
Edward_L._Stanton_III,Barack_Obama
Sylvia_Llewelyn_Davies,Gerald_du_Maurier
Floyd_I._Clarke,Bill_Clinton
Selma_Blair,Ahmet_Zappa
Henry_Knox,George_Washington
"Mary_Wilson,_Baroness_Wilson_of_Rievaulx",Elizabeth_II
"Jim_Wallace,_Baron_Wallace_of_Tankerness",Nick_Clegg
José_Eduardo_dos_Santos,Ana_Paula_dos_Santos
"Frederick_Stanley,_16th_Earl_of_Derby","Gathorne_Gathorne-Hardy,_1st_Earl_of_Cranbrook"
Helena_Roerich,Rabindranath_Tagore
Henry_M._Hoyt,John_F._Hartranft
Hermann_Göring,Adolf_Hitler
John_Leventhal,Rosanne_Cash
Katie_Cassidy,David_Cassidy
Carrie_Ingalls,Grace_Ingalls
Robert_Hill_(Australian_politician),Caroline_Millar
Matthew_Frederick_Leitman,Barack_Obama
Benjamin_Franklin,Silas_Deane
John_Belding,Joseph_Platt
Will.i.am,Britney_Spears
Wilhelm_Frick,Adolf_Hitler
Ubaidullah_Al_Ubaidi_Suhrawardy,Huseyn_Shaheed_Suhrawardy
Lewis_R._Morris,Daniel_Buck
Douglas_Strutt_Galton,Joseph_Strutt_(philanthropist)
Maria_Shriver,Bobby_Shriver
Elpidio_Quirino,Jaime_Hernandez
Camille_Chamoun,Saeb_Salam
Gayle_Smith,Barack_Obama
"Charles_Spencer,_9th_Earl_Spencer","Louis_Spencer,_Viscount_Althorp"
Lyda_Green,Ben_Stevens
Artur_Rasizade,Ilham_Aliyev
Hugo_Black,John_H._Bankhead_II
James_Mayer_de_Rothschild,Mayer_Amschel_Rothschild
Shirley_Hufstedler,Lyndon_B._Johnson
Raymond_Gruender,George_W._Bush
Brij_Mohan_Kaul,Jawaharlal_Nehru
Bijou_Heron,Robert_Stoepel
Debra_Morgan,Dexter_Morgan
Frank_Lawry,Frank_Buckland_(politician)
Emma_Reynolds,Hilary_Benn
Les_Aspin,Bill_Clinton
"William_Murray,_1st_Earl_of_Mansfield","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Warren_G._Harding,Will_H._Hays
"Thomas_Villiers,_1st_Earl_of_Clarendon","Frederick_North,_Lord_North"
Marty_Grebb,Bonnie_Raitt
George_H._W._Bush,E._Henry_Knoche
Guru_Gobind_Singh,Guru_Tegh_Bahadur
"Jonathan_Nichols,_Jr.","Joseph_Whipple,_III"
Madison_Hemings,Harriet_Hemings
Jerry_Hall,Elizabeth_Jagger
Farooq_Leghari,Nawaz_Sharif
Vito_Corleone,Carmela_Corleone
René_Capitant,Charles_de_Gaulle
Teresa_Heinz,H._John_Heinz_III
Raymond_Le_Bourdon,"Louis_II,_Prince_of_Monaco"
Nicholas_F._Brady,Ronald_Reagan
Patty_Judge,Chet_Culver
Lurita_Doan,George_W._Bush
Maria_Shriver,Timothy_Shriver
Frank_Sigel_Dietrich,Theodore_Roosevelt
Denis_Thatcher,Elizabeth_II
"Arthur_Wellesley,_1st_Duke_of_Wellington",Michael_Angelo_Taylor
Henry_Holland_(mayor),Leonard_Isitt_(minister)
Ricardo_Maurício,Cacá_Bueno
Tarun_Gogoi,Dip_Gogoi
Xi_Zhongxun,Zhou_Enlai
Mufti_Mohammad_Sayeed,Srinivas_Kumar_Sinha
Alfonso_López_Pumarejo,Eduardo_Santos
Richard_L._Roudebush,Gerald_Ford
Andrew_L._Harris,William_McKinley
Thomas_Hale_Boggs_Jr.,Rebecca_Roberts
George_W._Campbell,James_Madison
Mehmet_Sabancı,Ömer_Sabancı
Benjamin_Harrison,Mary_Dimmick_Harrison
Leto_II_Atreides,Chani
John_Allan_Wyeth,J._Marion_Sims
Duncan_Sandys,Ronald_Chamberlain
Kenan,Seth
Joseph_R._Knowland,John_A._Elston
Evelyn_de_Rothschild,Anthony_Gustav_de_Rothschild
Alfred_Kerr,Matthew_Kneale
Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
"Edward_Lloyd-Mostyn,_2nd_Baron_Mostyn","Sir_Stephen_Glynne,_9th_Baronet"
Karunanidhi,V._R._Nedunchezhiyan
John_Platt_(settler),John_Belding
Frederick_Dobson_Middleton,"Ivor_Herbert,_1st_Baron_Treowen"
Gary_Samore,Barack_Obama
"Daisy_Greville,_Countess_of_Warwick","Francis_Greville,_5th_Earl_of_Warwick"
Allen_G._Thurman,John_A._Corwin
Strobe_Talbott,Bill_Clinton
J._Paul_Getty,John_Paul_Getty_III
"Emily_FitzGerald,_Duchess_of_Leinster","Sarah_Lennox,_Duchess_of_Richmond_and_Lennox"
Hasse_Ekman,Tutta_Rolf
Betty_Hemings,John_Wayles_Jefferson
Lavanam,Chennupati_Vidya
Gary_Feinerman,Barack_Obama
Colleen_Carlton,Lyndsy_Fonseca
Roger_H._Zion,Winfield_K._Denton
Moïse_Plante,Élie-Hercule_Bisson
André_Bettencourt,Yves_Guéna
Julie_Brill,Barack_Obama
Alanson_B._Houghton,Jacob_Gould_Schurman
James_A._Garfield,Robert_C._Schenck
Garry_Weston,Howard_Kippenberger
Lydia_Hearst,Amanda_Hearst
Urmila_Unni,Samyuktha_Varma
"George_de_Worms,_2nd_Baron_de_Worms",Mayer_Amschel_Rothschild
Neelima_Azeem,Raza_Ali_Khan
Leto_II_Atreides,Ghanima_Atreides
List_of_The_Tribe_characters,Sarah_Major
Charles_Oman,"Hugh_Cecil,_1st_Baron_Quickswood"
Wang_Yeping,Liu_Yongqing
Stephen_King,Ray_Bradbury
Antonis_Samaras,George_Papandreou
Pierre_Lorillard_IV,George_L._Lorillard
Paul_Hardy,Bob_Angelle
Adolfo_Carrión_Jr.,Barack_Obama
Geoffrey_le_Scrope,Robert_de_Stratford
William_Stevenson_(athlete),John_F._Kennedy
Margaery_Tyrell,Tommen_Baratheon
Ray_Sherry,Thomas_Pearsall
"John_Pitt,_2nd_Earl_of_Chatham","George_Spencer,_2nd_Earl_Spencer"
Stephen_Fox,Samuel_Barker
Harriet_Elam-Thomas,Bill_Clinton
Mia_Farrow,Tisa_Farrow
Henry_Clay,Joseph_H._Hawkins
"John_Betts,_Jr.",Samuel_Cluckston
"Arthur_Nicolson,_1st_Baron_Carnock",Edwin_Henry_Egerton
John_Laurens,Martha_Laurens_Ramsay
"Sir_Anthony_de_Rothschild,_1st_Baronet",Nathan_Mayer_Rothschild
Akbar_Hashemi_Rafsanjani,Hashem_Sabbaghian
Edward_H._Rollins,Austin_F._Pike
Capricia_Marshall,Barack_Obama
Harold_Macmillan,Lady_Dorothy_Macmillan
Robert_Smith_(judge),Duncan_Orestes_Alguire
Linda_Good,Lisa_Marie_Presley
Franklin_D._Roosevelt,Wiley_Blount_Rutledge
Clementine_Churchill,Elizabeth_II
Georgy_Malenkov,Joseph_Stalin
Sorcha_Cusack,Sinéad_Cusack
Harold_Stark,Derrick_Henry_Lehmer
Józef_Piłsudski,Aleksandra_Piłsudska
Ramon_Magsaysay,Ruperto_Kangleon
"Charles_Stuart,_Duke_of_Cambridge_(1660–1661)",Anne_Hyde
Anthony_J._Celebrezze,John_F._Kennedy
William_Albert_Norris,Jimmy_Carter
Pooja_Bhatt,Mahesh_Bhatt
León_Cortés_Castro,Ricardo_Jiménez_Oreamuno
Rohese_de_Clare,Baderon_of_Monmouth
Sandra_Louise_Vogelgesang,Bill_Clinton
Hun_Sen,Ung_Huot
Princess_Leia,George_Lucas
Rama_Sithanen,Pravind_Jugnauth
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne"
Forceythe_Willson,Edgar_Allan_Poe
James_F._Byrnes,Franklin_D._Roosevelt
Walter_Mondale,Tom_Foley
Albert_S._Burleson,Woodrow_Wilson
Robert_Peel,"Henry_Addington,_1st_Viscount_Sidmouth"
Mehmet_Sabancı,Ömer_Sabancı
Robert_White_(attorney_general),John_Baker_White_(Virginia)
J._Slauerhoff,Hendrik_Marsman
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Charles_Cripps,_1st_Baron_Parmoor"
Pierre_Trudeau,Allan_MacEachen
Julius_Caesar_(judge),"Fulke_Greville,_1st_Baron_Brooke"
Patricia_C._Dunn,Carly_Fiorina
Lord_Randolph_Churchill,Lady_Randolph_Churchill
Sidney_Weinberg,Samuel_Sachs
Alexander_Hamilton,Elizabeth_Schuyler_Hamilton
Theodore_Roosevelt_Jr.,Frank_Murphy
Eric_Shinseki,George_W._Bush
Jon_Nelson_(guitarist),Anthony_Gallo
Esther_Wojcicki,Stanley_Wojcicki
Meng_Ge,Li_Shuangjiang
Rosalynn_Carter,Jimmy_Carter
Evan_Wallach,Bill_Clinton
"Henry_Pelham-Clinton,_5th_Duke_of_Newcastle","John_Ponsonby,_4th_Earl_of_Bessborough"
Mark_Filip,Barack_Obama
Lady_Charlotte_Guest,John_Josiah_Guest
Caspar_Weinberger,Richard_Nixon
Douglas_J._Bennet,Robert_J._McCloskey
Samuel_Pierce,Ronald_Reagan
Queen_Hemas,Joko_Widodo
Paul_Weitz_(filmmaker),Susan_Kohner
Christopher_Moltisanti,Janice_Soprano
Benazir_Bhutto,Fazal-ur-Rehman_(politician)
Kitty_Dukakis,Joan_Mondale
John_Belding,Thomas_Betts
Brad_Carson,Barack_Obama
Colette_Rossant,James_Rossant
"Zaifeng,_Prince_Chun",Youlan_(noble)
Lewis_Kent,Simon_Crean
"Richard_Boyle,_1st_Earl_of_Burlington","George_Villiers,_2nd_Duke_of_Buckingham"
Wan_Li,Zhang_Jingfu
Mahmoud_Abbas,Nabil_Shaath
William_Purington_Cole_Jr.,Harry_S._Truman
Gloria_Deukmejian,Nancy_Reagan
Geraldine_Ferraro,Bill_Clinton
"Edward_Smith-Stanley,_14th_Earl_of_Derby","John_Russell,_1st_Earl_Russell"
Pat_Roberts,Jay_Rockefeller
Joan_Cusack,Ann_Cusack
P._Subbarayan,Raja_of_Panagal
"Robert_Grosvenor,_5th_Duke_of_Westminster","Gerald_Grosvenor,_4th_Duke_of_Westminster"
Charles_W._Robinson,Gerald_Ford
"Thomas_Villiers,_1st_Earl_of_Clarendon","Thomas_Pelham-Holles,_1st_Duke_of_Newcastle"
Zhu_Rongji,Li_Peng
Komla_Dumor,Victor_Gbeho
"Clarence_Addison_Brimmer,_Jr.",Ewing_Thomas_Kerr
Charles_S._Whitehouse,Jimmy_Carter
Arvo_Mikkanen,Bill_Clinton
Franz_von_Papen,Hermann_Göring
Catherine_Dickens,Charles_Dickens
Gustavo_Bell,Andrés_Pastrana_Arango
Mark_Antony,Gaius_Vibius_Pansa_Caetronianus
Alex_Kelly_(The_O.C.),Marissa_Cooper
Barney_Rubble,Frank_Welker
Kim_Il-sung,Kim_Tu-bong
"Sir_Henry_Norman,_1st_Baronet",John_Duckworth_(politician)
Rufus_King,Richard_Rush
Alexander_Francis_Molamure,Albert_Peries
Jayabharathi,Sathaar
"Michael_Beaumont,_22nd_Seigneur_of_Sark",Francis_William_Beaumont
"Thomas_Thynne,_5th_Marquess_of_Bath",Arthur_Balfour
John_Seward_Johnson_I,Barbara_Piasecka_Johnson
Harry_S._Truman,Franklin_D._Roosevelt
Hassanal_Bolkiah,Queen_Saleha_of_Brunei
"Charles_Russell,_Baron_Russell_of_Killowen",John_Rigby_(politician)
John_D._MacArthur,James_MacArthur
John_Casey_(Chuck),Chuck_Bartowski
Marta_Suplicy,Aloysio_Nunes
"Peter_Taylor,_Baron_Taylor_of_Gosforth",Gwyneth_Paltrow
Thomas_Fitch_(governor),James_Lockwood_(Connecticut_politician)
Neil_Kinnock,Margaret_Thatcher
Emily_C._Hewitt,Bill_Clinton
"Emily_FitzGerald,_Duchess_of_Leinster",William_Ogilvie_(Ardglass)
Frank_Joslyn_Baum,Maud_Gage_Baum
"Sir_Charles_Tennant,_1st_Baronet","Sir_Charles_Cameron,_1st_Baronet"
Sun_Fo,Lin_Sen
Susan_Sarandon,Tim_Robbins
Camille_Chamoun,Fuad_Chehab
George_McGovern,Bill_Clinton
Carl_Roth_II,Carl_Roth_of_Nedre_Fösked
Alojz_Rebula,Ivan_Cankar
George_F._Zook,Franklin_D._Roosevelt
Joseph_C._Szabo,Barack_Obama
Athina_Livanos,Stavros_Niarchos
Rickon_Stark,Sansa_Stark
"George_Shaw-Lefevre,_1st_Baron_Eversley","Herbert_Gladstone,_1st_Viscount_Gladstone"
Percy_Orthwein,Gussie_Busch
Padoh_Mahn_Sha_Lah_Phan,Naw_Zipporah_Sein
Robert_Peel,William_IV_of_the_United_Kingdom
Raima_Sen,Riya_Sen
Sultana_Kamal_(athlete),Sheikh_Kamal
Michael_Robert_Hogan,George_H._W._Bush
Caroline_Ingalls,Charles_Ingalls
Anthony_Burgess,Evelyn_Waugh
Magnhild_Meltveit_Kleppa,Jens_Stoltenberg
W._Allen_Pepper_Jr.,Bill_Clinton
François-Théodore_Savoie,Georges_Turcot
Samuel_Pearson_Goddard_Jr.,Paul_Fannin
Winthrop_Rockefeller,Orval_Faubus
Thomas_of_Galloway,"Hugh_de_Lacy,_1st_Earl_of_Ulster"
Staci_Michelle_Yandle,Barack_Obama
"Ailwyn_Fellowes,_1st_Baron_Ailwyn","Edward_Stanley,_17th_Earl_of_Derby"
John_Tyler,John_Clopton
Greg_Thompson,Harold_Culbert
James_Steinberg,Bill_Clinton
Laming_Worthington-Evans,"Edward_Stanley,_17th_Earl_of_Derby"
"Edward_Stanley,_2nd_Baron_Stanley_of_Alderley","Henry_Grey,_3rd_Earl_Grey"
Earle_Page,Robert_Menzies
Charles_Philip_Yorke,"Robert_Jenkinson,_2nd_Earl_of_Liverpool"
Tessa_Dahl,Patricia_Neal
Lucius_Vorenus_(Rome_character),Niobe_of_the_Voreni
Charles_Malik,Eleanor_Roosevelt
Bettino_Craxi,Giorgio_Benvenuto
Terence_McCulley,Barack_Obama
John_Seward_Johnson_I,Robert_Wood_Johnson_I
Abbas_ibn_Ali,Umm_Kulthum_bint_Ali
Ginna_Marston,Frederick_D._Sulcer
Simba,Nala_(The_Lion_King)
Arthur_Kent_White,Ray_Bridwell_White
Thomson_Mason_(1759–1820),George_Mason
Einar_Gerhardsen,Hans_Hedtoft
Yen_Chia-kan,Chiang_Ching-kuo
Henry_H._Crapo,William_M._Fenton
Ellen_G._White,James_Springer_White
William_Randolph_Hearst,Patty_Hearst
"Alfred_Milner,_1st_Viscount_Milner","Edward_Stanley,_17th_Earl_of_Derby"
Mark_Antony,Gaius_Vibius_Pansa_Caetronianus
Eleanor_Butler_Alexander-Roosevelt,Franklin_D._Roosevelt
Janusz_Radziwiłł_(1579–1620),Katarzyna_Ostrogska_(1560–1579)
Tove_Strand,Wenche_Frogn_Sellæg
Randa_Williams,Milane_Frantz
David_Baird_Sr.,Walter_Evans_Edge
"William_Cavendish,_5th_Duke_of_Devonshire",George_III_of_the_United_Kingdom
John_Taylor_of_Caroline,Littleton_Waller_Tazewell
Alexander_Hamilton,George_Washington
John_Jacob_Astor_IV,Ava_Lowle_Willing
Ronald_Reagan,Nelle_Wilson_Reagan
Ruth_Bader_Ginsburg,Associate_Justice_of_the_Supreme_Court_of_the_United_States
Walter_Mondale,"Robert_W._Mattson,_Sr."
Daniel_Meltzer,Barack_Obama
Josiah_Bartlet,Abbey_Bartlet
Mel_Blanc,Bugs_Bunny
Frank_Almaguer,George_W._Bush
Philip_Heymann,Jimmy_Carter
Ramkumar_Ganesan,Sivaji_Ganesan
William_Power_(Canadian_politician),Frank_Power
Uthman_Pasha_al-Kurji,Muhammad_Pasha_al-Azm
Joanne_Grant,Victor_Rabinowitz
Aud_Egede-Nissen,Adam_Egede-Nissen
James_E._Bolin,J._Frank_McInnis
Joseph_Cahill,Mark_Gosling
Edith_Roosevelt,William_McKinley
George_McIlraith,Pierre_Trudeau
Charlene_(singer),Marvin_Gaye
Thomas_Kean,Robert_Weisbuch
John_Thomas_Marten,Bill_Clinton
Lois_Mitchell,Rachel_Notley
Lawrence_Joseph_O'Neill,George_W._Bush
John_Lennon,Yoko_Ono
Bert_T._Combs,Lyndon_B._Johnson
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Georgina_Gascoyne-Cecil,_Marchioness_of_Salisbury"
Milena_Apostolaki,George_Papandreou
Abd_Manaf_ibn_Qusai,Zuhrah_ibn_Kilab
Tlacaelel,Chimalpopoca
Peter_Fonda,Frances_Ford_Seymour
Edward_Bassett,George_E._Waldo
Shawn_Everett,Julian_Casablancas
Rupert_Murdoch,Keith_Murdoch
Sadiq_Hussain_Qureshi,Nawaz_Sharif
"Richard_Ryder_(politician,_born_1766)","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
Mallika_Sarabhai,Vikram_Sarabhai
"John_Campbell,_2nd_Duke_of_Argyll","Algernon_Seymour,_7th_Duke_of_Somerset"
Guan_Linzheng,Li_Zongren
Benjamin_Bourne,George_Washington
Laurence_Pope,Bill_Clinton
Bob_Marley,Cedella_Booker
Lady_Sarah_Lennox,"Sarah_Lennox,_Duchess_of_Richmond_and_Lennox"
Klaus_Kinski,Debora_Caprioglio
H._H._Asquith,"Henry_Matthews,_1st_Viscount_Llandaff"
Tatyana_Karimova,Islam_Karimov
"David_Plunket,_1st_Baron_Rathmore",Benjamin_Disraeli
2014_Sogndal_Fotball_season__Tom_Söderberg__1,Tom_Söderberg
Fred_M._Vinson,Harry_S._Truman
James_Donald_Walsh,George_W._Bush
Nina_Auchincloss_Straight,Michael_Straight
Arthur_Livermore,Edward_St._Loe_Livermore
John_Warren_Davis,Thomas_Griffith_Haight
Joseph_Anderson,George_W._Campbell
Bob_Bird_(politician),Mark_Begich
Danuta_Wałęsa,Lech_Wałęsa
Chase_Edmunds,James_Badge_Dale
Deng_Xiaoping,Ye_Jianying
Gloria_Sevilla,Amado_Cortez
Fatimah_bint_Sa'd,Muhammad
Martin_Boyd,Guy_Boyd_(sculptor)
Robin_Birley_(archaeologist),Robin_Birley_(businessman)
Kristin_Nelson,Ricky_Nelson
Sanjay_Gandhi,Rajiv_Gandhi
Jon_Kyl,John_Shadegg
John_Kerry,Hillary_Clinton
Pamela_Douglas,Bradley_Bell
Loretta_Ucelli,Bill_Clinton
Dwight_D._Eisenhower,Richard_Nixon
Emma_Lehmer,Derrick_Henry_Lehmer
Ron_Dellums,Jean_Quan
Nelson_W._Aldrich,Henry_F._Lippitt
Brett_Whiteley,Arthur_Boyd
Vishwasrao,Sadashivrao_Bhau
Adolfo_Suárez,Fernando_de_Santiago_y_Díaz
"Charles_Paulet,_2nd_Duke_of_Bolton",William_III_of_England
Francis_Bowes_Sayre_Sr.,Paul_V._McNutt
Elizabeth_A._Wolford,Barack_Obama
John_P._Walters,George_W._Bush
Wayne_Berry,Roberta_McRae
Christopher_E._Goldthwait,George_W._Bush
John_Tyler,Walter_Forward
"William_Stanley,_9th_Earl_of_Derby","Richard_Savage,_4th_Earl_Rivers"
George_H._W._Bush,Richard_Nixon
Rafael_V._Mariano,Rodrigo_Duterte
Clive_James,Philip_Hodgins
James_A._Garfield,Chester_A._Arthur
Douglas_Coupland,Isamu_Noguchi
John_Platt_(settler),Samuel_Smith_(Connecticut_politician)
"Henry,_3rd_Earl_of_Lancaster","Henry_of_Grosmont,_1st_Duke_of_Lancaster"
John_Black_(privateer),Mary_Hyde
John_H._Campbell,Theodore_Roosevelt
Lyudmila_Maksakova,Lev_Zbarsky
Ziaur_Rahman,Shah_Azizur_Rahman
Henry_T._Mudd,Harvey_Seeley_Mudd
Hayashi_Ryūkō,Hayashi_Gahō
Alan_K._Simpson,Craig_L._Thomas
Oliver_Cromwell,Arthur_Mainwaring
Charlotte_de_Rothschild,Nathaniel_de_Rothschild
Fred_Trump,Frederick_Trump
Lisa_Murkowski,Mark_Begich
Woodrow_Wilson,Warren_G._Harding
Dina_Pathak,Imaad_Shah
Rupert_Murdoch,Keith_Murdoch
Mario_Cuomo,George_Pataki
Ben_E._Cabell,John_H._Traylor
Carrie_P._Meek,William_Lehman_(Florida_politician)
John_C._Breckinridge,William_R._King
Manuel_Villar,Blas_Ople
Nickolas_Ashford,Marvin_Gaye
Timothy_West,Lockwood_West
Jay_Rockefeller,Daniel_Inouye
Richard_Cansino,Rita_Hayworth
Princess_Leia,Carrie_Fisher
Mike_Bloomfield,John_P._Hammond
Cassius_Marcellus_Clay_(politician),Andrew_Gregg_Curtin
Wayne_Berry,David_Lamont
Choe_Ryong-hae,Kim_Jong-un
Reginald_de_Warenne,"Elizabeth_of_Vermandois,_Countess_of_Leicester"
Franklin_D._Roosevelt,Harry_S._Truman
Jacqueline_Nguyen,Barack_Obama
F._A._Little_Jr.,Ronald_Reagan
Ralph_Waldo_Emerson,Thomas_Jefferson
Augustine_Colin_Macdonald,Aubin-Edmond_Arsenault
William_Russell_Grace,Franklin_Edson
Francis_Bell_(New_Zealand_politician),Dillon_Bell
"Godfrey_Morgan,_1st_Viscount_Tredegar","Ivor_Herbert,_1st_Baron_Treowen"
Edith_Roosevelt,William_McKinley
Evil_Queen_(Disney),June_Foray
May_Pang,John_Lennon
P._K._Smith,Ashton_B._Collier
Geoffrey_Pinnington,Michael_Christiansen
Moses_Bledso_Corwin,Richard_S._Canby
Kasia_Livingston,Britney_Spears
"Arthur_Wellesley,_1st_Duke_of_Wellington",Prime_Minister_of_the_United_Kingdom
C._R._Smith,Alexander_Trowbridge
Bill_Ratliff,Kevin_Eltife
Vlado_Meller,Celine_Dion
Arun_Vijay,Preetha_Vijayakumar
Lord_Robert_Montagu,William_Edward_Forster
William_J._Lynn_III,Bill_Clinton
William_Sanford_Pennington,Robert_Morris_(judge)
Chris_Pearson_(politician),John_Turner
Joseph_P._Kennedy_Sr.,Neville_Chamberlain
Kara_Kennedy,Robert_F._Kennedy
Saddam_Hussein,Sa'dun_Hammadi
William_H._Crawford,John_Quincy_Adams
Ann_Sothern,Robert_Sterling
George_A._Krol,Barack_Obama
"Frederick_Stanley,_16th_Earl_of_Derby",William_Ewart_Gladstone
Elisha_Dyer,Thomas_G._Turner
Henry_Clay,John_Rowan_(Kentucky)
James_Gambier_(Royal_Navy_officer),John_Byron
Larry_MacPhail,Ed_Barrow
Diva_Zappa,Moon_Zappa
Dick_Cheney,Al_Gore
