1989_(Ryan_Adams_album),Ryan_Adams
The_Clash_of_Triton,Steven_Banks
"Son_of_Rogues_Gallery:_Pirate_Ballads,_Sea_Songs_&_Chanteys",Patti_Smith
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(1992–99),Jimmy_Carter
Sole_Survivor_(2000_film),Dean_Koontz
Eva_(1962_film),Evan_Jones_(writer)
Psych_(season_5),Reginald_Hudlin
Bates_Motel_(film),Lori_Petty
Why_Would_I_Lie%3F,Peter_Stone
Alvin_and_the_Chipmunks_(film_series),David_Cross
Carrington_(film),Christopher_Hampton
The_Tamarind_Seed,Blake_Edwards
Frostbite_(2005_film),Traci_Lords
"Wake,_Rattle,_and_Roll",Patric_Zimmerman
Solid_Geometry_(film),Ian_McEwan
Duel_and_Duality,Richard_Curtis
The_Man_with_the_Iron_Fists,RZA
Z'ha'dum,J._Michael_Straczynski
The_Very_Best_of_The_Doors_(2007_album),Bertolt_Brecht
Purgatory_(1999_film),Sam_Shepard
And_the_Sky_Full_of_Stars,J._Michael_Straczynski
Never_Gonna_Dance,P._G._Wodehouse
Quick_Before_They_Catch_Us,James_Cellan_Jones
Pictures_in_the_Dark,Mike_Oldfield
Six_Shooter_(film),Martin_McDonagh
Invasion_of_the_Bane,Gareth_Roberts_(writer)
Hondo_(TV_series),William_Witney
Just_for_Kicks_(TV_series),Paul_Hoen
The_Music_Scene_(TV_series),Larry_Hankin
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1977),George_Carlin
The_Magic_Numbers_(album),Robert_Christgau
The_Fairly_OddParents,Butch_Hartman
Nesthäkchen_Flies_From_the_Nest,Steven_Lehrer
A_Christmas_Carol_(1910_film),Charles_Dickens
Ricky_Sprocket:_Showbiz_Boy,Scott_McNeil
Richard_Pryor:_Live_on_the_Sunset_Strip_(film),Richard_Pryor
The_Life_and_Death_of_Peter_Sellers,Miriam_Margolyes
Phoenix_2772,Osamu_Tezuka
Son_de_Fierro,Camila_Bordonaba
Knighty_Knight_Bugs,Friz_Freleng
Fine_Things_(film),Peter_Lefcourt
Rounders_(film),David_Levien
Superman_(TV_series),Alan_Oppenheimer
Chu_Liu_Hsiang_and_Hu_Tieh_Hua,Gu_Long
Planet_Earth_(film),John_Saxon
His_Glorious_Night,Ferenc_Molnár
Hello_Americans,Orson_Welles
TV_Mayhem,Chris_Evans_(presenter)
Duck_the_Halls:_A_Robertson_Family_Christmas,Dr._Seuss
Spirit_(Willie_Nelson_album),Willie_Nelson
Flywheel_(film),Alex_Kendrick
Fóstbræður,Ragnar_Bragason
Dreams_with_Sharp_Teeth,Neil_Gaiman
Postman's_Knock_(film),Spike_Milligan
La_Teacher_de_Inglés,Dago_García
"Manhattan,_AZ",David_Silverman_(animator)
Young_Sherlock_Holmes,Arthur_Conan_Doyle
The_Human_Stain_(film),Philip_Roth
Lala_Begum,Syed_Mohammad_Ahmed
Saturday_Night!_–_The_Album,Robert_Christgau
The_New_Adventures_of_Chor_Lau-heung_(2001_TV_series),Wong_Jing
Visage_(Visage_album),Robert_Christgau
Wild_Horse_Rodeo,Oliver_Drake_(filmmaker)
Tell_It_to_the_Marines_(TV_series),Ronald_Hines
Malpertuis_(film),Orson_Welles
Malpertuis_(film),Orson_Welles
As_Recorded_at_Madison_Square_Garden,Joe_Darion
Love_Him_(album),Hugo_Peretti
Dr._Feelgood_(song),Nikki_Sixx
Oxford_Poetry,Siegfried_Sassoon
Spotlight_(Madonna_song),Madonna_(entertainer)
"Laura,_the_Prairie_Girl",Laura_Ingalls_Wilder
The_Royal_Swordsmen,Li_Yapeng
The_Ebony_Tower,Pisanello
Satan_Rejected_My_Soul,Morrissey
A_Poet_in_New_York,Tom_Hollander
_Radio_Ethiopia,Patti_Smith
"Come_Back,_Little_Sheba_(1952_film)",Ketti_Frings
Help!..._It's_the_Hair_Bear_Bunch!,Alex_Lovy
To_Be_(song),Ayumi_Hamasaki
A_Time_for_Love_(Arturo_Sandoval_album),Otto_Harbach
Kamen_Rider_Gaim,Gaku_Sano
Full_Speed_(album),R._Kelly
Harry_O,Buck_Houghton
Hot_Wheels_World_Race,Michael_Donovan
The_Survivors_Club_(film),Roma_Downey
Longtime_Companion,Craig_Lucas
Milestones_(film),Arnold_Bennett
Could_You_Recognise_the_Man_Again%3F,Donald_James
Batman_Dracula,Andy_Warhol
Cleopatra_(1970_film),Osamu_Tezuka
Maximum_Overdrive,Stephen_King
Rogue_Male_(1976_film),Harold_Pinter
La_mujer_de_Lorenzo,Andrea_Montenegro
The_Crew_(TV_series),Lane_Davies
Ghost_Wanted,Chuck_Jones
The_Penal_Colony_(film),Franz_Kafka
Blackrock_(film),Nick_Enright
The_Invasion_(Doctor_Who),Terrance_Dicks
Common_Ground_(2000_film),Terrence_McNally
Andre's_Mother,Terrence_McNally
Christmas_(Francesca_Battistelli_album),Mel_Tormé
Change_for_a_Sovereign,Seymour_Hicks
Heaven_Cent,Darrell_K._Sweet
The_Magic_Crane,Tsui_Hark
Sooner_or_Later_(Madonna_song),Madonna_(entertainer)
Help!_(film),Charles_Wood_(playwright)
Manidharil_Manikkam,Sivaji_Ganesan
Na_Nai'a_Legend_of_the_Dolphins,Jonathan_Kay
Kenny_Dies,Trey_Parker
The_Unseen_(1945_film),Raymond_Chandler
GoGo_Sentai_Boukenger,Kenta_Miyake
Smash_the_System:_Singles_and_More,Neil_Young
Merlin_(musical),Don_Black_(lyricist)
Pancho_&_Lefty_(album),Willie_Nelson
Pippin_(musical),Stephen_Schwartz_(composer)
Street_Fighter:_Legacy,Joey_Ansah
Scott_&_Bailey,Suranne_Jones
Flash_Gordon's_Trip_to_Mars,Alex_Raymond
A_Kind_of_Loving_(film),Keith_Waterhouse
Oliver_Twist_(1982_Australian_film),Charles_Dickens
Lo_imperdonable_(1963_telenovela),Caridad_Bravo_Adams
Under_the_Leather_Helmet,Albert_de_Courville
¡Oye_Esteban!,Morrissey
Hee_Haw,John_Aylesworth
X-Men:_Pryde_of_the_X-Men,Stan_Lee
Twitches_(film),Stuart_Gillard
This_Is_Love_(George_Harrison_song),George_Harrison
Frederick_(song),Patti_Smith
The_Valley_of_Fear_(1916_film),Arthur_Conan_Doyle
Fraggle_Rock,Frank_Oz
The_Odd_Couple_(1970_TV_series),Garry_Marshall
RoboCop:_Alpha_Commando,Doug_Parker_(voice_actor)
The_World's_Greatest_Lover,Gene_Wilder
Death_to_the_Daleks,Terrance_Dicks
Shades_of_Rock,John_Lennon
"Baby,_I'm_Back",Helen_Martin
Rosencrantz_&_Guildenstern_Are_Dead_(film),Tom_Stoppard
Lost_in_the_Stars_(film),Maxwell_Anderson
The_Hostage_Tower,Alistair_MacLean
Tarzan_the_Fearless,Edgar_Rice_Burroughs
Tales_of_a_Fourth_Grade_Nothing,Roy_Doty
Out_of_Sight,Scott_Frank
The_Taking_of_Pelham_One_Two_Three_(1998_film),Peter_Stone
Treble_Cross,Tony_Barwick
Pippin_(musical),Charlemagne
I_Have_Forgiven_Jesus,Morrissey
The_Poky_Little_Puppy,Gustaf_Tenggren
Manimal,Glen_A._Larson
Hard_Knocks_(1987_TV_series),Don_Reo
Killer_Net,Mark_Tandy_(actor)
Comet_in_Moominland_(film),Tove_Jansson
Surviving:_A_Family_in_Crisis,Alexander_Gruszynski
The_Barkleys,Julie_McWhirter
Born_Equal,Robert_Carlyle
Cyborg_009__film__1,Kenji_Kamiyama
Little_Richard_(film),Mel_Jackson
Captain_Scarlet_and_the_Mysterons,Barry_Gray
Head_over_Heels_(1937_film),Fred_Thompson_(writer)
The_Grateful_Dead_Family_Album,Stanley_Mouse
The_Ground_Beneath_Her_Feet_(song),Salman_Rushdie
Lathe_of_Heaven_(film),Angelo_Badalamenti
Adiós_Amigo,Richard_Pryor
Doc_Brown_Saves_the_World,Robert_Zemeckis
You_Can't_See_'Round_Corners_(TV_series),Jon_Cleary
The_Dead_Zone_(TV_series),Stephen_King
That's_So_Suite_Life_of_Hannah_Montana,Miley_Cyrus
Bananas_(film),Woody_Allen
The_Richest_Cat_in_the_World,Ramon_Bieri
The_Visit_(musical),Fred_Ebb
Sherlock_Holmes's_War_of_the_Worlds,Sherlock_Holmes
Time_Squad,Larry_Leichliter
"Wake,_Rattle,_and_Roll",Rob_Paulsen
The_Curse_of_Clyde_Langer,Russell_T_Davies
Concerto_(The_Avengers),Terrance_Dicks
Big_Chips,R._Kelly
Love_(1927_German_film),Honoré_de_Balzac
The_Beggar's_Opera_(film),Laurence_Olivier
Borgia_(TV_series),Tom_Fontana
Meet_Me_in_the_Morning,Bob_Dylan
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1984),George_Carlin
Shock_and_Awe_(film),Rob_Reiner
The_Matt_Lucas_Awards,Matt_Lucas
The_Flash_(1990_TV_series),Paul_De_Meo
Mike_Tyson_Mysteries,Norm_Macdonald
Diamonds_(musical),Doug_Katsaros
Wrecking_Ball_(Miley_Cyrus_song),Miley_Cyrus
Buyer's_Remorse:_How_Obama_Let_Progressives_Down,Barack_Obama
Nightmare_(1998_The_Outer_Limits),Sam_Egan
Who_Is_Harry_Nilsson_(And_Why_Is_Everybody_Talkin'_About_Him)%3F,Yoko_Ono
Forgotten_Silver,Peter_Jackson
Fantasia_(2004_film),Wai_Ka-fai
The_Time_Has_Come_(Mike_Oldfield_song),Mike_Oldfield
Heaven_&_Hell_(Raekwon_song),RZA
Rurouni_Kenshin:_Reflection,Reiko_Yoshida
Secrets_of_a_Secretary,George_Abbott
The_Meanest_Gal_in_Town,Merian_C._Cooper
The_Apple_Years_1968–75,George_Harrison
The_Romeo_Section,Anne_Wheeler
Monodrama_Theater,Stephen_Elliott_(actor)
Parks_and_Recreation_(season_1),Amy_Poehler
Dead_Silence_(1997_film),Jeffery_Deaver
The_Face_of_the_Waters,Jim_Burns
Tomorrow_La_Scala!,Paul_Abbott
Horton_Hears_a_Who!_(film),Dr._Seuss
A_Study_in_Scarlet_(1914_British_film),Arthur_Conan_Doyle
The_World's_Greatest_Super_Friends,E._Nelson_Bridwell
Panto!,Henry_Normal
Fog_City_Mavericks,George_Lucas
Digimon_Fusion_(season_2),Riku_Sanjo
Forget_Paris,Joe_Mantegna
"Win,_Lose,_or_Draw_(Parks_and_Recreation)",Michael_Schur
Tetsujin_28-go_(2004_TV_series),Yasuhiro_Imagawa
Kingdom_Hospital,Stephen_King
The_Columbia_Years_1943–1952:_The_V-Discs,Alan_Jay_Lerner
The_Party_(film),Blake_Edwards
Mission:_Impossible_(film),Robert_Towne
Somewhere_in_Time_(film),Richard_Matheson
The_Crucible_(1957_film),Jean-Paul_Sartre
Warlords_of_Atlantis,Brian_Hayles
Alvin_and_the_Chipmunks_(film),David_Cross
Nayak_(1966_film),Satyajit_Ray
Space_Runaway_Ideon,Yoshiyuki_Tomino
A_Lecture_on_Camouflage,Dr._Seuss
Bridget_Jones_(film_series),Richard_Curtis
Discworld_(world),Terry_Pratchett
Death_of_a_Dude,Nero_Wolfe
Nightmare_(1942_film),Dwight_Taylor_(writer)
Gypped_in_the_Penthouse,Moe_Howard
Five_Weeks_in_a_Balloon_(film),Jules_Verne
Yentl_(film),Isaac_Bashevis_Singer
Westinghouse_Studio_One,Robert_Mulligan
Lady_Windermere's_Fan_(1916_film),Oscar_Wilde
Romeo_and_Juliet_(1968_film),Laurence_Olivier
Peter_Pan_Live!,Allison_Williams_(actress)
Silk_(TV_series),Peter_Moffat
Earth_Intruders,Björk
Eaten_Alive_(song),Barry_Gibb
The_Hound_of_the_Baskervilles_(1937_film),Arthur_Conan_Doyle
Enigma_(2001_film),Tom_Stoppard
Silver_City_(2004_film),John_Sayles
The_Forgotten_(2004_film),Gerald_Di_Pego
Christmas_(Rockapella_album),Dr._Seuss
The_Nanny_(1999_film),Carlo_Crivelli
Tomb_of_the_Werewolf,Fred_Olen_Ray
"Bagi,_the_Monster_of_Mighty_Nature",Osamu_Tezuka
The_New_Phil_Silvers_Show,Sandy_Descher
Michael:_Tuesdays_and_Thursdays,Don_McKellar
Stranger_in_Moscow,Michael_Jackson
More_Than_Words_Can_Say_(album),Alan_Jay_Lerner
God_of_War_(comics),Marv_Wolfman
Beyond_Re-Animator,H._P._Lovecraft
"You_Rang,_M'Lord%3F",Jeffrey_Holland
Great_Catherine_(film),George_Bernard_Shaw
Blonde_(film),Ann-Margret
Maximum_Overdrive,Stephen_King
Descendants_2,Kenny_Ortega
Teen_Kanya,Rabindranath_Tagore
The_West_(film),Jimmy_Smits
Kamen_Rider_Super-1,Shotaro_Ishinomori
The_Unit_(season_2),David_Mamet
Pound_Puppies_(2010_TV_series),Jessica_DiCicco
GetConnected,Mike_Agerbo
Otis_(film),Erik_Jendresen
Scary_Movie_(film_series),Dave_Polsky
Dead_Man's_Folly_(film),Agatha_Christie
Godzilla_vs._Gigan,Shinichi_Sekizawa
Life_on_Air,Michael_Palin
Gunjō_Biyori,Richard_Rodgers
Five_Nights_at_Freddy's,Scott_Cawthon
The_Heartbreak_Kid_(1993_film),Michael_Jenkins_(director)
Singing_in_the_Drain,Jonathan_Harvey_(playwright)
Shubho_Mahurat,Agatha_Christie
Sally_(musical),P._G._Wodehouse
King_of_Kings_(1961_film),Orson_Welles
The_Soft_Skin,François_Truffaut
From_Out_of_the_Rain,Russell_T_Davies
Yabba_Dabba_Doo!_The_Happy_World_of_Hanna-Barbera,Joseph_Barbera
An_American_Dream_(novel),Paul_Bacon_(designer)
Death_on_the_Nile_(1978_film),Peter_Ustinov
April_in_Portugal_(film),O._Henry
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1965),Jim_Fowler
Bunny_Hugged,Michael_Maltese
Crusher_Joe,Fujihiko_Hosono
Love's_Labour's_Lost_(film),William_Shakespeare
Sarvggun_Sampanna,Shobha_Kapoor
Masterpiece_(TV_series),Russell_Baker
The_Seekers_(miniseries),Sidney_Hayers
It_(miniseries),Stephen_King
The_General's_Daughter_(film),Nelson_DeMille
The_Angel_Levine,Bernard_Malamud
The_Songs_of_Distant_Earth_(album),Mike_Oldfield
Bringing_Up_Buddy,Doro_Merande
The_Lawnmower_Man_(film),Stephen_King
Dead_at_21,Roderick_Taylor
Hold_Back_the_Night,Walter_Doniger
Maximum_Overdrive,Stephen_King
"It's_the_Pied_Piper,_Charlie_Brown",Charles_M._Schulz
The_Lion_Man_(1936_film),Edgar_Rice_Burroughs
The_Iron_Petticoat,Ben_Hecht
Mouse_Cleaning,Joseph_Barbera
Mémoires_de_deux_jeunes_mariées,Adrien_Moreau
"Bewitched,_Bothered_and_Bewildered",Lorenz_Hart
Tomorrow_Night_(film),Louis_C.K.
The_Hillbilly_Bears,William_Hanna
The_Doctor's_Dilemma_(film),George_Bernard_Shaw
Dracula_(2006_film),Bram_Stoker
My_Living_Doll,Robert_Daley_(producer)
Thunder_Alley,Andrew_Keegan
Anne_of_Green_Gables_(1985_film),Kevin_Sullivan_(producer)
Shockproof,Samuel_Fuller
Red_Dwarf:_Back_to_Earth,Danny_John-Jules
A_Man_of_Action,David_Croft_(TV_producer)
Dragon_Quest_IX,Akira_Toriyama
The_Last_Song_(film),Nicholas_Sparks
The_Adventures_of_Paddington_Bear,Milan_Kymlicka
Players_(1997_TV_series),Costas_Mandylor
The_Other_'Arf,Ian_La_Frenais
You_Came_Along,Ayn_Rand
Drake_&_Josh_Go_Hollywood,Steve_Hoefer
Some_Enchanted_Evening,Oscar_Hammerstein_II
Chronomaster,Roger_Zelazny
The_First_Great_Train_Robbery,Michael_Crichton
Twentieth_Century_(film),Ben_Hecht
Shōgun_(miniseries),Eric_Bercovici
Derek_and_Clive_Get_the_Horn,Peter_Cook
Owl_and_Weasel,Ian_Livingstone
At._Long._Last._ASAP,Kanye_West
How_to_Irritate_People,Dick_Vosburgh
Freakin'_at_the_Freakers_Ball,Shel_Silverstein
Playhouse_90,Robert_Stevens_(director)
Cash_(The_Young_Ones),Ben_Elton
The_Golden_Hawk,Frank_Yerby
Bartleby_(1972_film),Herman_Melville
Rock_You_Sinners,Jackie_Collins
The_Radio_Factor,Doug_McIntyre
My_Favorite_Wife,Garson_Kanin
The_Frog_Prince_(Muppets),Jim_Henson
Reason_and_Revolution,Georg_Wilhelm_Friedrich_Hegel
Challenge_of_the_GoBots,Joseph_Barbera
The_Picture_of_Dorian_Gray_(1915_film),Oscar_Wilde
The_Shameless_Old_Lady,Bertolt_Brecht
A_Feather_in_His_Hare,Chuck_Jones
Young_Robin_Hood,Walter_Massey_(actor)
The_Stranger_(1946_film),Orson_Welles
Masterpiece_Theatre_(En_Vogue_album),Robert_Christgau
The_Flight_of_Dragons,Romeo_Muller
Don't_Drink_the_Water_(1994_film),Woody_Allen
Broken_English_(song),Marianne_Faithfull
The_Heart_of_Christmas_(album),Hugh_Martin
Angel_Links,Yasuko_Kobayashi
Nesthäkchen_and_Her_Dolls,Steven_Lehrer
Loopy_De_Loop,Michael_Maltese
Hot_in_Cleveland_(season_4),Joe_Keenan_(writer)
Majokko_Megu-chan,Shun'ichi_Yukimuro
The_Running_Jumping_&_Standing_Still_Film,Spike_Milligan
Turtles_Forever,Sebastian_Arcelus
Tarzan_in_Manhattan,Edgar_Rice_Burroughs
Kidnapped_(1917_film),Robert_Louis_Stevenson
Splitting_Heirs,Eric_Idle
Robot_Chicken:_Star_Wars_Episode_III,Donald_Faison
The_Karate_Guard,Joseph_Barbera
Dexter's_Laboratory:_Ego_Trip,Stephen_Rucker
Listen_to_Me:_Buddy_Holly,Eric_Idle
Scream_of_the_Banshee,Lauren_Holly
Jekhane_Bhooter_Bhoy,Satyajit_Ray
Tusk_(2014_film),Kevin_Smith
Disturbing_the_Peace_(Porridge),Ian_La_Frenais
Knots_and_Crosses_(Rebus),Ian_Rankin
Beyond_Re-Animator,H._P._Lovecraft
Only_Love_Remains,Paul_McCartney
Say_Forever_You'll_Be_Mine,Dolly_Parton
Lakeboat_(film),David_Mamet
Dead_Right,Inspector_Alan_Banks
Everything_You_Always_Wanted_to_Know_About_Sex*_(*But_Were_Afraid_to_Ask)_(film),Gene_Wilder
The_Songs_That_Got_Away,Richard_Rodgers
Chess_Moves,Tim_Rice
Sex_Traffic,Anamaria_Marinca
Sybil_(1976_film),Jacqueline_Babbin
Hear_Me_Lord,George_Harrison
(Just_Like)_Starting_Over,John_Lennon
Spanish_Flu:_The_Forgotten_Fallen,Kenneth_Cranham
The_Dukes_(TV_series),Gy_Waldron
Devil_May_Cry:_The_Animated_Series,Toshiki_Inoue
Superchunk_(album),Robert_Christgau
The_Boys_from_Syracuse,William_Shakespeare
The_Spitfire_Grill,Lee_David_Zlotoff
The_Lost_World_(1992_film),Arthur_Conan_Doyle
Far_from_Men,Nick_Cave
Bleak_House_(1920_film),Charles_Dickens
Of_Human_Bondage_(1946_film),W._Somerset_Maugham
Peace...Back_by_Popular_Demand,John_Lennon
Smallpox_2002,Andy_Price
Songs_in_A_Minor,Jim_Morrison
Kipps_(1941_film),H._G._Wells
Memories_(1995_film),Satoshi_Kon
Operation_Wandering_Soul_(novel),Pieter_Bruegel_the_Elder
The_Tonight_Show,Conan_O'Brien
Lotta_flyttar_hemifrån,Astrid_Lindgren
I_Just_Wasn't_Made_for_These_Times_(album),Brian_Wilson
Highly_Dangerous,Eric_Ambler
Idas_sommarvisa,Astrid_Lindgren
Beyond_the_Sea:_Original_Motion_Picture_Soundtrack,Oscar_Hammerstein_II
A_Room_with_a_View_(2007_film),Andrew_Davies_(writer)
The_Golden_Palace,Don_Cheadle
The_Flaxton_Boys,Peter_Firth
Ten_Little_Indians_(1989_film),Agatha_Christie
The_Rebel_Son,Albert_de_Courville
Mr._Majestyk,Elmore_Leonard
Sherlock_Holmes's_War_of_the_Worlds,H._G._Wells
The_Green_Cloak,Owen_Davis
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1964),Gore_Vidal
The_Ben_Elton_Show,Ben_Elton
Have_Gun_–_Will_Travel,Sam_Rolfe
Tommy_(1975_film),Pete_Townshend
Kull_the_Conqueror,Robert_E._Howard
Never_Gonna_Dance,P._G._Wodehouse
Witness_for_the_Prosecution_(1982_film),Peter_Boyle_(film_editor)
Switch_(UK_TV_series),Phoebe_Fox
Drop_the_Dead_Donkey,Robert_Duncan_(actor)
Willy_Wonka_&_the_Chocolate_Factory,Roald_Dahl
Let_It_Roll:_Songs_by_George_Harrison,George_Harrison
Your_Disco_Needs_You,Kylie_Minogue
Les_Misérables_(radio),Victor_Hugo
The_Old_Curiosity_Shop_(1914_film),Charles_Dickens
Papillon_(book),Patrick_O'Brian
The_President_Vanishes_(film),Rex_Stout
Mr._&_Mrs._Smith_(1941_film),Norman_Krasna
The_Stand_(miniseries),Stephen_King
Batman:_The_Animated_Series,Jean_MacCurdy
Prohibido_amar,Dago_García
Kadavu_(film),M._T._Vasudevan_Nair
Pride_and_Prejudice_(1995_TV_series),Andrew_Davies_(writer)
Underdog_(Audio_Adrenaline_album),Pete_Townshend
Kirayadar,Basu_Chatterjee
The_City_Hall_(TV_series),Cha_Seung-won
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1971),Frederick_Forsyth
The_Infinite_Monkey_Cage,Robin_Ince
Trucks_(film),Stephen_King
List_of_Late_Night_with_Jimmy_Fallon_episodes_(2009),Russell_Brand
Bonnie_Scotland,Wilson_Collison
Kasamh_Se,Ekta_Kapoor
Hello_Starling,Josh_Ritter
Austin_Powers_(film_series),Seth_Green
Blue_in_the_Face,Paul_Auster
Stork_(film),David_Williamson
Now_That's_What_I_Call_Music!_50_(U.S._series),Miley_Cyrus
It_Started_with_Eve,Norman_Krasna
Piggsburg_Pigs!,Len_Carlson
Thank_ABBA_for_the_Music,Billie_Piper
"Man,_Beast_and_Virtue",Luigi_Pirandello
Bionicle:_The_Legend_Reborn,Armin_Shimerman
All_About_Me,Meera_Syal
Presence_of_Mind,Henry_James
Sherlock_Holmes_(2013_TV_series),Arthur_Conan_Doyle
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1982),Joan_Rivers
Ek_Baar_Chale_Aao,Girish_Karnad
Flashdance,Lynda_Obst
Charley_Moon,Leslie_Bricusse
Chaos_Theory_(Agents_of_S.H.I.E.L.D.),Maurissa_Tancharoen
Redondo_Beach_(song),Patti_Smith
Victory_and_Peace,Hall_Caine
The_Matt_Lucas_Awards,Matt_Lucas
Why_Freud_Was_Wrong,Sigmund_Freud
If_You_Believe_(film),Ally_Walker
The_Time_Monster,Terrance_Dicks
Auntie_Mame_(film),Morton_DaCosta
Battlefield_(Doctor_Who),Andrew_Cartmel
Thuppakki_(soundtrack),Bombay_Jayashri
Where_the_Red_Fern_Grows_(2003_film),Wilson_Rawls
The_Joey_Bishop_Show_(talk_show),Regis_Philbin
The_Mystery_of_Black_Rose_Castle,Barna_Kabay
The_Jackie_Thomas_Show,Maryedith_Burrell
Technodon,William_Gibson
The_Muppet_Movie_(soundtrack),Jim_Henson
Trolltider,Ted_Åström
Cuento_de_Navidad,Charles_Dickens
The_Mary_Tyler_Moore_Show,Lorenzo_Music
The_Shining_(miniseries),Stephen_King
List_of_Late_Night_with_Jimmy_Fallon_episodes_(2013–14),Howie_Mandel
Bombay_Dreams,A._R._Rahman
Nichols_(TV_series),Paul_Bogart
The_Fresh_Prince_of_Bel-Air_(season_1),Samm-Art_Williams
Brain_Donors,George_S._Kaufman
Tennessee_Johnson,John_L._Balderston
Tamayura__ova__1,Junichi_Sato
Twelve_Months_(1980_film),Osamu_Tezuka
The_Me_Nobody_Knows,Will_Holt
Anna_Christie_(1930_English-language_film),Eugene_O'Neill
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1982),Carl_Sagan
The_World_of_Apu,Satyajit_Ray
Superman_Confidential,Dan_Abnett
The_Richest_Girl_in_the_World_(1934_film),Norman_Krasna
Playing_It_Straight,Alan_Carr
Walker_Payne,Sam_Shepard
Hypernauts,Larry_DiTillio
Bill_and_Coo,Dean_Riesner
The_Archbishop,Richard_Curtis
Captain_Scarlet_vs._the_Mysterons,Robert_Mandell
A_Short_Film_About_John_Bolton,Neil_Gaiman
Heidi's_Song,William_Hanna
Mary_(1985_TV_series),Rod_Daniel
"Same_Script,_Different_Cast",Deborah_Cox
Hamburger:_The_Motion_Picture,Leigh_McCloskey
Alex_Cross_(film),James_Patterson
The_Adventures_of_Nero_Wolfe,Rex_Stout
Law_&_Order_(season_20),Roger_Young_(director)
Not_of_This_Earth_(1988_film),Jim_Wynorski
The_Hired_Heart,Barry_Corbin
Gia,Rodrigo_García_(director)
The_Pearl_(film),John_Steinbeck
"You're_a_Good_Man,_Charlie_Brown",Charles_M._Schulz
The_Mistress_of_Spices,Chitra_Banerjee_Divakaruni
The_Wall_(1967_film),Jean-Paul_Sartre
Appointment_with_Death_(film),Agatha_Christie
Classic_Gold_(George_Carlin_album),George_Carlin
Babylon_5,J._Michael_Straczynski
Thirteen_at_Dinner_(film),Agatha_Christie
Twice_in_a_Lifetime_(TV_series),David_Winning
That_Puppet_Game_Show,Brian_Henson
The_Stand_(miniseries),Stephen_King
The_Masquerader_(1933_film),Moss_Hart
Winx_Club_3D:_Magical_Adventure,Iginio_Straffi
Stage_Beauty,Jeffrey_Hatcher
Wreck_on_the_Highway,Jon_Landau
The_Earth_Day_Special,Rhea_Perlman
Tom_Clancy's_Op_Center_(film),Tom_Clancy
Return_of_the_Jedi,George_Lucas
Here_Comes_Peter_Cottontail,Casey_Kasem
Herpe_the_Love_Sore,Patrick_Stewart
The_Innocents_(1961_film),Truman_Capote
An_American_Tail:_The_Mystery_of_the_Night_Monster,David_Kirschner
Monte_Carlo_(1930_film),Booth_Tarkington
Madly_Madagascar,Tom_McGrath_(animator)
The_Sky's_On_Fire,John_Corbett
Onion_News_Network,Brian_Huskey
Carol_&_Company,Terry_Kiser
The_Sea_Devils,Barry_Letts
Miracles_for_Sale,Clayton_Rawson
Buffalo_Bill_(TV_series),Jay_Tarses
The_Caretaker_(film),Harold_Pinter
The_Duplicate_Man,Clifford_D._Simak
Caesar_and_Cleopatra_(film),George_Bernard_Shaw
"The_Hunger_Games:_Mockingjay,_Part_1_–_Original_Motion_Picture_Soundtrack",Suzanne_Collins
In_the_Land_of_Pain,Julian_Barnes
TekWar_(TV_series),William_Shatner
Michael_Jackson's_Ghosts,Stephen_King
And_Now..._The_Runaways,John_Lennon
Invisible_Avenger,George_Bellak
Lawless_(film),Nick_Cave
Bang_Bang_You're_Dead_(film),William_Mastrosimone
Bittersweet_White_Light,Buddy_DeSylva
Invasión,Jorge_Luis_Borges
Up_to_His_Ears,Jules_Verne
Judgment_Day_(Awesome_Comics),Alan_Moore
"The_3,000_Mile_Chase",Russ_Mayberry
Miss_Julie_(1999_film),August_Strindberg
Dragon's_Time,Les_Edwards
Unsub_(TV_series),Gus_Trikonis
Not_So_Dumb,George_S._Kaufman
