The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
Ben_and_Kate,Daisy_von_Scherler_Mayer
Sheer_Bluff,Maurits_Binger
Le_Chevalier_de_la_nuit,Jean_Anouilh
'In_Wrong'_Wright,Ford_Beebe
Minefield_(Star_Trek:_Enterprise),James_A._Contner
Chapter_27,Jared_Leto
"What's_New,_Mr._Magoo%3F",Friz_Freleng
Project_X_(1968_film),William_Hanna
Sana_Ngayong_Pasko,Gina_Alajar
Raman_Thediya_Seethai,Pasupathy
For_Bad_Boys_Only,Chan_Kwong-wing
Drak_Pack,Joseph_Barbera
Home_Cooking_(film),Monty_Banks
Bindaas,V._Nagendra_Prasad
L'amore_più_bello,Carlo_Rustichelli
Virus_(1995_film),Roger_Young_(director)
ER_(season_10),Laura_Innes
Genesis_(1986_film),Samaresh_Basu
Haunted_(TV_series),Bill_L._Norton
White_Dog,Curtis_Hanson
Dream_On_(Glee),Brad_Falchuk
Just_My_Luck_(2006_film),Faizon_Love
"Droopy,_Master_Detective",Joseph_Barbera
Animals.,Mark_Duplass
Kakkathamburatti,Madhu_(actor)
Seconda_B,Giorgio_Simonelli
The_Gangsters,Roscoe_Arbuckle
Just_Shoot_Me!,Pamela_Fryman
G3:_Live_in_Denver,Steve_Vai
Adhibar,Samuthirakani
The_Promise_(1979_film),Fred_Weintraub
Little_Daddy,Hal_Roach
The_Foghorn_Leghorn,Pete_Burness
Pardon_My_Clutch,Stanley_Blystone
Hong_Kong_Phooey,Joseph_Barbera
Moonlight_and_Mistletoe,David_Giancola
The_Breed_(2006_film),Wes_Craven
Kung_Fu_Panda_2,Angelina_Jolie
The_Purple_Monster_Strikes,Albert_DeMond
Turn_Off_the_Moon,Edward_Dmytryk
Small_&_Frye,John_Bowab
Mahaguru_(2007_film),Anu_Choudhury
Flash_Forward,Robert_C._Cooper
Marry_Me_(U.S._TV_series),Seth_Gordon
Day_of_the_Evil_Gun,Charles_Marquis_Warren
Fireman_Save_My_Child_(1918_film),Hal_Roach
Godzilla_(animated_series),William_Hanna
Homefront_(film),James_Franco
Private_Pluto,Charles_August_Nichols
Gange_Gowri,T._G._Lingappa
The_Head_and_the_Hair,John_Riggi
"The_EP_Series,_Volume_1:_Acoustic_Covers",John_Lennon
Limitless_(TV_series),Lexi_Alexander
The_Quarterback_(1926_film),David_Butler_(director)
Fugitive_in_Trieste,Turi_Vasile
Master_Harold...and_the_Boys_(1985_film),John_Kani
Dentist_in_the_Chair,Ken_Jones_(music)
Mayabazar,B._Nagi_Reddy
Chattambikkalyaani,Sreekumaran_Thampi
The_Chapman_Report,Glynis_Johns
No_Other_Woman,Raul_Mitra
The_Little_Escapade,Werner_Brandes
Il_turno_(film),Ennio_Guarnieri
The_Gary_Coleman_Show,William_Hanna
They_Call_Him_Cemetery,Enzo_Barboni
The_Fugitive_(1972_film),Dean_Shek
Air_Devils,Larry_J._Blake
A_Flintstone_Christmas,Joseph_Barbera
The_Painted_Angel,Harold_Young_(director)
1963_Théâtre_des_Capucines,Serge_Gainsbourg
The_Christmas_Blessing,Angus_T._Jones
Space_Sentinels,Don_R._Christensen
Zeher,Mahesh_Bhatt
On_aura_tout_vu,Francis_Veber
The_Pretender_(film),John_Alton
Go_On_(TV_series),Andy_Ackerman
The_Adventures_of_Captain_Africa,Sam_Katzman
Grosse_Pointe_(TV_series),Jake_Kasdan
Rugma,Thoppil_Bhasi
Empire_of_the_Wolves,Michel_Abramowicz
Lethal_Weapon,Michael_Kamen
Kudumbapuranam,Sreenivasan_(actor)
Tom_and_Jerry:_A_Nutcracker_Tale,Joseph_Barbera
Planet_of_the_Apes_(TV_series),Stan_Hough
Everything_Changes_(Torchwood),Brian_Kelly_(director)
Dog_Heaven,Hal_Roach
Nadia:_The_Secret_of_Blue_Water,Hayao_Miyazaki
The_Animatrix,Don_Davis_(composer)
Captain_Calamity_(film),Mack_Stengler
The_March_(1990_film),Joseph_Mydell
Armstrong_Circle_Theatre,Ralph_Nelson
Racing_for_Time,Tiffany_Haddish
The_Low_Life,Renée_Zellweger
Unforgotten,Hannah_Gordon
The_Belly_of_an_Architect,Brian_Dennehy
The_Wild_Geese,John_Glen_(director)
Feed_'em_and_Weep,Hal_Roach
High_Incident,Michael_Pavone
Dharam_Karam,Raj_Kapoor
Safety_Last!,Hal_Roach
Tom_and_Jerry:_The_Lost_Dragon,William_Hanna
Dino:_Stay_Out!,Henry_Corden
Devlin_(TV_series),William_Hanna
Galaxy_Goof-Ups,William_Hanna
Scooby-Doo_and_the_Cyber_Chase,Joseph_Barbera
The_Lovers_(2017_film),Tracy_Letts
The_Lady_Is_Fickle,Mario_Monicelli
Shutter_Bugged_Cat,Irven_Spence
Fixer_Dugan,Cliff_Reid
Mike_E._Clark's_Extra_Pop_Emporium,Ice_Cube
The_Impassive_Footman,John_Farrow
Katari_Veera_Surasundarangi,Upendra_(actor)
And_the_Plains_Are_Gleaming,Emeric_Pressburger
Spooked_(Fear_Itself),Mick_Garris
The_Kaiser_Aluminum_Hour,Rod_Serling
A_Rumor_of_Angels,Brad_Krevoy
Cars_(painting),Andy_Warhol
The_Return_of_the_Frog,Herbert_Wilcox
The_Changeling_(1980_film),Lou_Lombardo_(filmmaker)
"Droopy,_Master_Detective",Joseph_Barbera
Kojak_(2005_TV_series),Eric_Bross
Blond_Cheat,Derrick_De_Marney
Once_More_(1997_film),C._V._Rajendran
Let's_Get_Married_(1926_film),Jesse_L._Lasky
Thaer_Thiruvizha,Sandow_M._M._A._Chinnappa_Thevar
But_I'm_a_Cheerleader,Pat_Irwin
Black_Hand_(1950_film),Teresa_Celli
Just_Heroes,Chang_Cheh
Profiler_(season_1),Kevin_Hooks
Miss_Kicki,Eric_Tsang
Gertrudis_(film),Mónica_Miguel
Don_Juan_(1926_film),Byron_Haskin
Samar_(2013_film),Trisha_(actress)
For_the_People_(1965_TV_series),Stuart_Rosenberg
The_Lily_and_the_Rose,D._W._Griffith
Hoboken_Hollow,C._Thomas_Howell
Simon_&_Simon,Tim_Reid
I_Pagliacci_(1923_film),Walter_Summers
Oh_No_Doctor!,Jack_Hobbs_(actor)
Kandavarundo,Sreekumaran_Thampi
That's_My_Baby!_(1944_film),Dave_Fleischer
Band_Baaja_Baaraat,Habib_Faisal
Johnny_Bravo,Sherry_Gunther
Do_No_Harm_(TV_series),Nick_Gomez
Snatcher_(video_game),Keiichiro_Toyama
M*A*S*H_(season_10),Alan_Alda
The_Big_Country,Charlton_Heston
Deadwater_(film),Ethan_Wiley
Prey_2,Jason_L_Blair
Silks_and_Satins,Hugh_Ford_(director)
A_Favor_to_a_Friend,Emmy_Wehlen
Dr._Dolittle_(film),Kyla_Pratt
Keen_Eddie,Simon_West
Why_Pick_on_Me%3F_(1918_film),Hal_Roach
The_Borderers,Peter_Graham_Scott
A_Place_for_Paedophiles,Louis_Theroux
Phoenix_(manga),Osamu_Tezuka
Island_of_Fire,Sammo_Hung
American_Gun_(2005_film),Schuyler_Fisk
"Class_of_Nuke_'Em_High_3:_The_Good,_the_Bad_and_the_Subhumanoid",Lloyd_Kaufman
Crazy_House_(1928_film),Hal_Roach
Scooby-Doo_and_the_Alien_Invaders,Joseph_Barbera
Body_and_Soul_(1981_film),Menahem_Golan
Keep_Laughing_(film),Jack_Townley
Finally_Famous_(Big_Sean_album),Kanye_West
Perfect_Match_(1989_film),Wong_Jing
Tragic_Hunt,Umberto_Barbaro
The_Air_Is_on_Fire_(album),David_Lynch
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1986),David_Steinberg
Legend_of_the_Dragon_(film),Bryan_Leung
The_Dummy_(1929_film),John_Cromwell_(director)
Aces_Go_Places,Sylvia_Chang
The_Wedding_Bells,Mel_Damski
A_Gamble_in_Lives,Malvina_Longfellow
The_Ol'_Gray_Hoss,Hal_Roach
Dil_Rangeela,Ganesh_(actor)
The_Fugitive_(season_4),Joseph_Pevney
Morton_&_Hayes,Rob_Reiner
Million_Dollar_Legs_(1939_film),Lewis_R._Foster
Safe_in_Jail,Roscoe_Arbuckle
Pressure_Point_(film),Sidney_Poitier
Duck_Amuck,Maurice_Noble
An_Inconvenient_Truth,Lawrence_Bender
Canned_Fishing,Hal_Roach
Pandiya_Naadu,P._Bharathiraja
Country_Wedding,Ólafur_Darri_Ólafsson
The_Clearing_(Homeland),Maury_Sterling
The_Pooch,Hal_Roach
Looney_Tunes_Golden_Collection:_Volume_1,Bugs_Bunny
My_Suicidal_Sweetheart,Tim_Blake_Nelson
Anthology_(Quarashi_album),Len_Wiseman
BASEketball,Trey_Parker
The_Writing_on_the_Wall_(Yes_Minister),Sydney_Lotterby
Womanhunt,Berry_Kroeger
The_Faithful_Taxicab,Roscoe_Arbuckle
Musicians_of_the_Sky,Arthur_Honegger
Stop_the_World_–_I_Want_to_Get_Off,Anthony_Newley
Josie_and_the_Pussycats_(TV_series),William_Hanna
The_Finder_(U.S._TV_series),Terrence_O'Hara
Dallas_(1978_TV_series)_(season_8),David_Paulsen
Corn_on_the_Cop,Friz_Freleng
Transformers:_Revenge_of_the_Fallen,Tom_DeSanto
Marry_Me_(miniseries),Annie_Potts
Guyver:_Dark_Hero,Christopher_Michael
Grace_&_Favour,David_Croft_(TV_producer)
Inside_Job_(1946_film),Tod_Browning
Pandora_and_the_Flying_Dutchman,Jack_Cardiff
Shararat_(2003_film),Reema_Khan
"Bread,_Love_and_Andalusia",Sandro_Continenza
"Happy_Mother's_Day,_Love_George",Robert_Clouse
Christine_(1983_film)__Christine:_Music_from_the_Motion_Picture__1,John_Carpenter
The_Brady_Bunch_Movie,Mac_Ahlberg
Her_Love_Story,Frank_Tuttle
Tom_and_Jerry:_The_Fast_and_the_Furry,Joseph_Barbera
Jaana_(film),V._Ravichandran
The_Suicide_King_(The_Walking_Dead),Jose_Pablo_Cantillo
Marrakech_Express,Gigio_Alberti
Muthu_Chippi,Major_Sundarrajan
Chef_Goes_Nanners,Trey_Parker
The_Greed_of_Man,Wai_Ka-fai
Gideon's_Way,John_Gilling
The_Kids_Rob_a_Train,Michael_Showalter
Fire_Fighters_(film),Hal_Roach
Drew_Carey's_Green_Screen_Show,Brad_Sherwood
Star_Trek_II:_The_Wrath_of_Khan,Robert_Sallin
God_and_the_Man,Edith_Craig
The_Affairs_of_Cellini,Barbara_McLean
For_Love_of_Ivy,Beau_Bridges
Spike_of_Bensonhurst,Ernest_Borgnine
Going!_Going!_Gone!,Hal_Roach
Bride_and_Gloom_(film),Hal_Roach
Mutiny_(TV_film),Lee_Holdridge
På_tro_og_love,Erik_Balling
Kid_Gang_on_the_Go,Mikael_Salomon
The_Good_Neighbour_(film),Maxim_Mehmet
Lee_Rock_II,Andrew_Lau
Minefield_(Star_Trek:_Enterprise),James_A._Contner
Jana_of_the_Jungle,William_Hanna
Violator_(film),Joel_Lamangan
"Class_of_Nuke_'Em_High_3:_The_Good,_the_Bad_and_the_Subhumanoid",Michael_Herz_(producer)
Camille_Claudel_1915,Johann_Sebastian_Bach
Stingray_(TV_series),David_Graham_(actor)
Children_of_the_Open_Road,Noemi_Steuer
9_to_5_(TV_series),Peter_Bonerz
About_Last_Night_(2014_film),Marcus_Miller
Oru_Yathramozhi,Priyadarshan
Sword_of_the_Conqueror,Primo_Zeglio
The_Book_of_Mormon_(musical),Trey_Parker
Brewster's_Millions_(1921_film),Roscoe_Arbuckle
White_Voices,Luigi_Magni
Kasam_Paida_Karne_Wale_Ki,Salma_Agha
Rules_of_Engagement_(season_7),Gail_Mancuso
Pass_the_Gravy,Hal_Roach
Red_(2002_film),Manivannan
The_Prom_(Buffy_the_Vampire_Slayer),Kristine_Sutherland
The_Smurfs_(TV_series),William_Hanna
Cat_and_Mouse_(2003_film),Andrew_Lau
8_Simple_Rules,Tom_Shadyac
Yogi's_Great_Escape,Joseph_Barbera
Bad_Teacher_(TV_series),Eric_Appel
Divot_Diggers,Hal_Roach
Superpower_(song),Beyoncé
John_Denver_and_the_Muppets:_A_Christmas_Together,Jim_Henson
Cousin_Wilbur,Hal_Law
Peter_the_Great_(miniseries),Trevor_Howard
Knight_and_Day,Steve_Pink
Work_Experience_(film),Kathy_Burke
Man_in_the_Moon_(film),Kenneth_More
Broken_Trail,Gwendoline_Yeo
Too_Many_Ways_to_Be_No._1,Matt_Chow
Série_noire_(film),Georges_Perec
Sex_(film),Irving_Cummings
Hog_Wild_(1930_film),George_Stevens
Nelly's_Folly,Ken_Harris
The_Document,Mario_Monicelli
The_Gospel_Live_(film),Rob_Hardy
Sam_(1973_TV_series),Ray_Smith_(actor)
The_Court_of_Last_Resort,Robert_H._Harris
For_the_Love_of_Mabel,Roscoe_Arbuckle
His_Lordship's_Last_Will,Charles_Magnusson
Hitman_(1998_film),Eric_Tsang
Peacock_Alley_(1922_film),Edmund_Goulding
Noel_(film),Marcus_Thomas_(actor)
Ghost_Wanted,Robert_McKimson
Goldrush:_A_Real_Life_Alaskan_Adventure,Bruce_Campbell
One_Night_Stand_(Grimm),Norberto_Barba
Hello_Ladies,Greg_Daniels
Army_of_Darkness,Bruce_Campbell
Samyuktha,Singeetam_Srinivasa_Rao
Big_Eden,Arye_Gross
Simon_and_the_Oaks_(film),Bill_Skarsgård
List_of_The_Colbert_Report_episodes_(2007),Michael_Moore
Grey_Dawn,Trey_Parker
Love_on_Wheels,Robert_Stevenson_(director)
Royal_Bengal_Rahashya_(film),Satyajit_Ray
The_Blue_Moth,Willy_Winterstein
Accident_(2009_film),Johnnie_To
Time_Without_Pity,Tristram_Cary
Gaucho_Serenade,William_Berke
Young_and_Innocent,Bernard_Knowles
Walking_Tall_(TV_series),Daniel_Haller
The_Falcon_(film),Aleksandar_Petrović_(film_director)
Derby_Day_(1923_film),Hal_Roach
"Wanted_–_$5,000",Hal_Roach
Mario_(film),Jacques_Bobet
Raped_by_an_Angel,Wong_Jing
The_Land_Before_Time_(TV_series),Charles_Grosvenor
Desperate_Housewives_(season_8),Larry_Shaw_(director)
90210_(season_4),Sanaa_Hamri
Mission:_Impossible_(season_1),Joseph_Pevney
The_Little_Rascals_(animated_TV_series),Joseph_Barbera
Panic_Room,Jodie_Foster
Josie_and_the_Pussycats_(TV_series),William_Hanna
The_Hugga_Bunch,David_Swift_(director)
The_Hunter's_Moon_(film),Burt_Reynolds
A_Lot_like_Love,Alex_Wurman
Think_Lovely_Thoughts,Rose_McIver
A_Rural_Demon,Roscoe_Arbuckle
"New_York,_I_Love_You",Andrij_Parekh
The_Sphinx_(1933_film),Doane_Harrison
"Home,_Sweet_Home_(1933_film)",Richard_Cooper_(actor)
Om_Allah,Aushim_Khetarpal
Rubber_(2010_film)__Rubber__1,Mr._Oizo
The_Shannara_Chronicles,Jonathan_Liebesman
Perdonami!,Mario_Monicelli
Bommalattam_(2008_film),Arjun_Sarja
La_segretaria_per_tutti,Mario_Mattoli
Wild_Flower_(1943_film),Pedro_Armendáriz
Summer_of_Secrets_(film),Russell_Boyd
Hello_Jai_Hind!,Trupti_Bhoir
Missing_Links_Volume_Three,Micky_Dolenz
The_Last_Stand_(2013_film),Johnny_Knoxville
Swinging_at_the_Castle,Hasse_Ekman
Scooby-Doo_Show,William_Hanna
List_of_The_Alfred_Hitchcock_Hour_episodes,Alfred_Hitchcock
Casper_and_the_Angels,Alex_Lovy
Undercover_Angel_(film),Casey_Kasem
After_the_Ball_(1956_film),Walter_Lantz
Super_Friends:_The_Legendary_Super_Powers_Show,Joseph_Barbera
Me_and_My_Pal_(1939_film),Gilbert_Gunn
Black_Caesar_(film),D'Urville_Martin
Project_G.e.e.K.e.R.,Charlie_Adler
The_Last_Outlaw_(1936_film),John_Ford
Der_Todesking,Hermann_Kopp
"Run,_Run,_Sweet_Road_Runner",Friz_Freleng
Wake_Up_Walmington,David_Croft_(TV_producer)
Elsa_&_Fred_(2005_film),Lito_Vitale
Whiz_Kids_(TV_series),John_Newland
Back_in_the_Game,Glenn_Ficarra
Shackles_(film),Michael_Williams_(line_producer)
Option_Zero,Monica_Chan
A_Clockwork_Orange_(soundtrack),Gene_Kelly
Drunken_Master_II,Jingle_Ma
We_Are_Still_Here,Larry_Fessenden
The_Hoober-Bloob_Highway,Friz_Freleng
Suicide_Club_(film),Tomoki_Hasegawa
Gang_Related_(TV_series),Milan_Cheylov
I'm_Still_Here_(Desperate_Housewives),Rochelle_Aytes
Dancehall_Queen,Carolyn_Pfeiffer
Athade_Oka_Sainyam__Athade_Oka_Sainyam__1,S._V._Krishna_Reddy
20_Million_Miles_to_Earth,Charles_H._Schneer
Gasbags,Val_Guest
The_Scarlet_Hour,Frank_Tashlin
Their_Ups_and_Downs,Mack_Sennett
The_Tom_and_Jerry_Comedy_Show,Joseph_Barbera
Just_Shoot_Me!_(season_6),Pamela_Fryman
The_Lucky_Diamond,Robert_A._Stemmle
A_Fonder_Heart,Stockard_Channing
The_Enchanted_Drawing,J._Stuart_Blackton
Blended_Family_(What_You_Do_for_Love),Alicia_Keys
Snoop_Dogg's_Father_Hood,Snoop_Dogg
The_Song_of_the_Rivers,Bertolt_Brecht
Made_in_Heaven_(1987_film),Bruce_A._Evans
The_One_with_the_Cast_of_Night_Court,Gail_Mancuso
Stranded_(1916_drama_film),Frank_Urson
Armless,Kyle_Jarrow
On_the_Jump,Harold_Lloyd
The_White_Cliffs_of_Dover_(film),Irene_Dunne
This_Man_Dawson,William_Conrad
Ice_Fantasy,Guo_Jingming
Should_Married_Men_Go_Home%3F,Stan_Laurel
Tire_Trouble,Hal_Roach
Future_Imperfect,Carolyn_McCormick
The_Vulture_Wally,William_Dieterle
Highwaymen_(film),Andrea_Roth
Stay_Cool,Kenneth_Johnson_(producer)
List_of_The_Tonight_Show_Starring_Jimmy_Fallon_episodes_(2016),Jerry_Seinfeld
The_Perfect_Clown,Larry_Semon
The_Sentimental_Swordsman,Derek_Yee
Beyond_the_Stars,F._Murray_Abraham
Childrens_Hospital,David_Wain
Life_on_the_Line_(film),Phillip_Glasser
Gangoobai,Purab_Kohli
The_Hired_Man_(film),Charles_Ray_(actor)
Nothing_but_the_Best_(film),Nicolas_Roeg
The_Belles_of_St_Trinian's,Sidney_Gilliat
Divot_Diggers,Marvin_Hatley
"Je_t'aime,_je_t'aime",Colette_Leloup
Saturday_Morning:_Cartoons'_Greatest_Hits,William_Hanna
The_Range_Rider,Armand_Schaefer
Waldo's_Last_Stand,Robert_A._McGowan
The_Book_of_Mormon_(musical),Trey_Parker
Hi-Riders,Dean_Cundey
A_Christmas_Carol_(1971_film),Chuck_Jones
Suburbia_(film),Roger_Corman
Chutes_and_Ladders_(American_Horror_Story),Tim_Minear
Darling_Darling_(1977_film),Dev_Anand
Hobson's_Choice_(1931_film),Frank_Launder
The_Alternative_Bride,Eduard_von_Borsody
Affair_with_a_Stranger,Olive_Carey
Charlotte's_Web_(1973_film),Joseph_Barbera
The_Sophisticated_Gents,Melvin_Van_Peebles
Mega_Man_5,Tokuro_Fujiwara
Inside_Straight_(film),Paula_Raymond
Pretty_Little_Liars_(season_5),Janice_Cooke
Pilot_(Twin_Peaks),Mary_Jo_Deschanel
The_Wax_Mask,Lucio_Fulci
Airport_(film_series),Eric_Roth
London_(2005_Indian_film),Priyadarshan
Maari_(film),Vineeth_Sreenivasan
Brothers_(2015_film),Gavin_O'Connor_(director)
Jennifer_Slept_Here,Georgia_Engel
The_Protectors,Don_Chaffey
Finale_(The_Office),Seth_Meyers
Madame_Mystery,Hal_Roach
The_Sheepman,Leslie_Nielsen
The_Bob_Cummings_Show,Del_Sharbutt
This_Film_Is_Not_Yet_Rated,Kimberly_Peirce
Infamous_(film),Peter_Bogdanovich
Phantoms_(film),Ben_Affleck
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2009),Larry_David
The_Reel_Me,Jennifer_Lopez
Jab_Pyar_Kisi_Se_Hota_Hai,Shankar_Jaikishan
One_Bullet_Is_Enough,Véra_Norman
Our_Man_in_Jamaica,Antonio_del_Amo
Porky's_Duck_Hunt,Chuck_Jones
Tomica_Hero:_Rescue_Fire,Susumu_Chiba
Amar_Deep_(1979_film),Roopesh_Kumar
Crisis_Center,John_Patterson_(director)
Masters_of_Horror,John_Landis
Mush_and_Milk,Hal_Roach
Alive_from_Off_Center,Laurie_Anderson
Jolly_Little_Elves,Walter_Lantz
Murder_3,Mahesh_Bhatt
My_Week_with_Marilyn,Alexandre_Desplat
The_Twenty_Questions_Murder_Mystery,Gerald_Thomas
The_Funtastic_World_of_Hanna-Barbera_(ride),Joseph_Barbera
The_B.B._Beegle_Show,Joseph_Barbera
How_to_Make_It_in_America,Julian_Farino
Suspected_Person,David_Farrar_(actor)
Nerdland,Mike_Judge
I_Didn't_Do_It_(film),Norman_Lee
The_Chicken_Song,Doug_Naylor
Secrets_of_the_Heart_(film),Imanol_Uribe
Far_til_fire_med_fuld_musik,Lau_Lauritzen_Jr.
Forever_Enthralled,Han_Sanping
Fame_(1936_film),Herbert_Wilcox
Scary_Scooby_Funnies,Joseph_Barbera
Going_Bananas_(U.S._series),Shuki_Levy
The_Solutrean,Jens_Hultén
The_Love_Below,R._Kelly
Tops_with_Pops,Ray_Patterson_(animator)
"Cat,_Dog_&_Co.",Robert_F._McGowan
Lonesome_Cowboys,Paul_Morrissey
Bucket_&_Skinner's_Epic_Adventures,Mark_Cendrowski
Pecado_Capital,Débora_Duarte
Common_Law_(1996_TV_series),Will_Mackenzie
Dead_Stop,Roxann_Dawson
For_the_Love_of_Movies:_The_Story_of_American_Film_Criticism,Owen_Gleiberman
Birthday_Blues,Hal_Roach
Her_Dangerous_Path,Charley_Chase
The_Hanna-Barbera_Happy_Hour,Joseph_Barbera
Time_for_Beany,Bob_Clampett
The_Snow_Queen_(1986_film),Satu_Silvo
Too_Much_Johnson,Joseph_Cotten
Giants_of_Rome,Luciano_Martino
Billy_Rose's_Jumbo,Ben_Hecht
Vegas_(TV_series),Jeff_T._Thomas
Bay_City_Blues,Joel_Surnow
Life_of_Villa,Pancho_Villa
The_Men_in_Her_Life,Francis_D._Lyon
List_of_Late_Night_with_Jimmy_Fallon_episodes_(2013–14),Ice-T
George_Wallace_(film),Paul_Monash
Shannon's_Deal,John_Sayles
The_Amazing_Mr._X,John_Alton
The_Marathon_(film),Hal_Roach
The_Playboy_Club,Lesli_Linka_Glatter
Good_Hair,Chris_Rock
The_Guns_of_Navarone_(film),Anthony_Quinn
Bar_20,Douglas_Fowley
Honey_(Bobby_Goldsboro_album),Jack_Gold
Tomica_Hero:_Rescue_Fire,Susumu_Chiba
Hearts_of_Darkness:_A_Filmmaker's_Apocalypse,Dennis_Hopper
Prinz_Louis_Ferdinand,Henry_Koster
For_the_Love_of_Mabel,Roscoe_Arbuckle
The_Pink_Panther_Show,Friz_Freleng
Last_Words_(How_I_Met_Your_Mother),Suzie_Plakson
Mama_Runs_Wild,Hal_Yates
Brooklyn_Orchid,Hal_Roach
Lummox_(film),Joseph_M._Schenck
One_Terrible_Day,Hal_Roach
Sweet_Revenge_(1921_film),Ford_Beebe
The_New_Shmoo,William_Hanna
The_Pacific_(miniseries),Steven_Spielberg
Looney_Tunes_Golden_Collection:_Volume_2,John_W._Burton_(film_producer)
Drillbit_Taylor,Fred_Murphy_(cinematographer)
That_Man_from_Rio,Jean_Servais
Million_Dollar_Baby,Paul_Haggis
They_Stole_a_Tram,Ruggero_Maccari
Nick_Freno:_Licensed_Teacher,Arjay_Smith
Birth_of_the_Dragon,Amir_Mokri
Twas_the_Night_Before_Christmas_(1974_TV_special),John_McGiver
Wait_Till_Your_Father_Gets_Home,Joseph_Barbera
The_Invaders,Larry_Cohen
The_Gingerbread_Man_(TV_series),David_Yates
Poonthenaruvi,Thoppil_Bhasi
We_and_Our_Mountains,Hrant_Matevosyan
Shrimps_for_a_Day,Hal_Roach
Prema_Katha_Chitram,Maruthi_Dasari
King_for_a_Night,Scott_Pembroke
Benidorm_(TV_series),Derren_Litten
NYPD_Blue_(season_2),Larry_Cohen
Humbug_(The_X-Files),Darin_Morgan
To_the_Starry_Island,Lee_Chang-dong
D.O.A._(1950_film),Russell_Rouse
Man_with_a_Gun,Michael_Winner
The_Highwayman_(TV_series),Larry_Shaw_(director)
Tom_and_Jerry:_Santa's_Little_Helpers,William_Hanna
Love_and_Courage,Roscoe_Arbuckle
Soho_Conspiracy,Mario_Monicelli
This_Happy_Breed_(film),Ronald_Neame
The_Telltale_Light,Roscoe_Arbuckle
Home_Alone_(R._Kelly_song),R._Kelly
Beauty_for_Sale,Blanche_Sewell
The_Sleuth_(film),Tay_Garnett
Young_Adam_(film),Peter_Mullan
The_Man_from_Thunder_River,Harry_Keller
House_of_D,Erykah_Badu
Hot_Noon_(or_12_O'Clock_for_Sure),Walter_Lantz
Madhyanam_Hathya,J._D._Chakravarthy
Crazy_House_(1928_film),Hal_Roach
The_Last_Horror_Movie,Kevin_Howarth
Michael_&_Me,Michael_Moore
Show_Me_a_Hero,Bob_Balaban
Dracula's_Death,Michael_Curtiz
Aaraam_Thampuran,Ranjith_(director)
The_Mystery_Train_(film),Hampton_Del_Ruth
Casper's_First_Christmas,Joseph_Barbera
Bangaru_Babu_(2009_film),Dasari_Narayana_Rao
Spies_of_the_Air,David_Lean
Gretchen_the_Greenhorn,Ralph_Lewis_(actor)
Mother_Earth_(film),Goffredo_Alessandrini
The_Lady_Is_Willing_(1934_film),Louis_Verneuil
Faithful_(1910_film),Mack_Sennett
Up_Jumped_a_Swagman,Kenneth_Higgins
The_Cup_(1999_film),Orgyen_Tobgyal
Kaisha_(The_Sopranos),David_Chase
Spider_(2007_film),Ben_Lee
Identity_Crisis_(Star_Trek:_The_Next_Generation),Winrich_Kolbe
Now_Until_the_Break_of_Day,Baz_Luhrmann
The_Crystal_Cube,Stephen_Fry
Curley_(film),Hal_Roach
Dhill,Vikram_(actor)
Trishna_(1978_film),Ramesh_Sippy
Maurya_(film),Puri_Jagannadh
Boxing_Gloves_(film),Hal_Roach
Kotigobba_2,Sudeep
Boom_in_the_Moon,Buster_Keaton
Mesmer_(film),Michael_Nyman
A_Flirt's_Mistake,Mack_Sennett
Prasad_(film),Arjun_Sarja
True_Crime_(1999_film),Lennie_Niehaus
The_Flintstone_Kids'_%22Just_Say_No%22_Special,William_Hanna
Back_to_the_Woods_(1937_film),Jules_White
Bahurani_(1940_film),Kishore_Sahu
The_Far_Paradise,Gaston_Mervale
Oli_Vilakku,S._S._Vasan
Pot_Luck_(1936_film),Arthur_Crabtree
The_Black_Knight_(film),Bryan_Forbes
Beauty_for_Sale,Otto_Kruger
Orkkapurathu,Shibu_Chakravarthy
"So_Long,_Stooge",Coluche
A_Rage_in_Harlem_(film),Gregory_Hines
A_Matter_of_Honor,Brian_Thompson
Presidential_Reunion,Adam_McKay
Law_&_Order_(season_19),Marc_Levin
NYC_22,David_Platt_(director)
Pocket_Maar_(1956_film),Dev_Anand
1941_(film),Robert_Zemeckis
Scooby-Doo_Show,Joseph_Barbera
Lola_Montez_(1918_film),Adolf_Paul
My_Own_Worst_Enemy_(TV_series),David_Straiton
Sherri,Gil_Junger
Ko_(film),Prakash_Raj
The_Bulleteers,Max_Fleischer
Pixie_and_Dixie_and_Mr._Jinks,Joseph_Barbera
Anuraag_(1973_film)__Anuraag__1,Shakti_Samanta
Madame_Satã_(film),Sérgio_Machado
The_Black_Diamond,Jean_Aicard
Rampage_(1986_film),Jake_Kaufman
I_Love_You_Rosa,Menahem_Golan
Rookie_of_the_Year_(film),Jack_N._Green
Thoughtcrimes,Peter_Horton
Everybody_Says_Don't_(season_two_episode),Lee_Tergesen
