The_Best_of_Times_(2002_film),Chang_Tso-chi
Captain_(manga)__film__1,Satoshi_Dezaki
Tic_Tac_(film),Daniel_Alfredson
Demolition_High,Jim_Wynorski
Gamebox_1.0,Scott_Hillenbrand
Nightmare_Nurse,Craig_Moss
Music_Hall_(film),John_Baxter_(director)
The_Black_Hussar_(1915_film),Harry_Piel
Dr._Popaul,Claude_Chabrol
Prom_Night_in_Mississippi,Paul_Saltzman
Homecoming_Song,Yannis_Smaragdis
Pranayavarnangal,Sibi_Malayil
Slipstream_(video),David_Mallet_(director)
Surya_Daham,Mohan_(director)
Parugo_Parugu,Relangi_Narasimha_Rao
Adhithan_Kanavu,T._R._Sundaram
Mister_Ed,Arthur_Lubin
Men_Without_Women_(film),John_Ford
Broadway_(1942_film),William_A._Seiter
Timber_Falls,Tony_Giglio
The_Brave_One_(1956_film),Irving_Rapper
Computer_Chess_(film),Andrew_Bujalski
Empty_Nest,Dinah_Manoff
It_Came_from_Outer_Space,Jack_Arnold_(director)
Early_to_Bed_(1928_film),Emmett_J._Flynn
Bharat_Aala_Parat,Vijay_Gokhale
Woman_of_Tokyo,Yasujirō_Ozu
Mad_Dogs_(U.S._TV_series),John_David_Coles
Starred_Up,David_Mackenzie_(director)
On_the_Roofs,Georges_Méliès
Grumpy_Old_Men_(film),Donald_Petrie
The_Royal_Family_(TV_series),Jack_Shea_(director)
Purr-Chance_to_Dream,Ben_Washam
For_Whom_the_Bells_Toll_(Pretty_Little_Liars),Lesli_Linka_Glatter
Return_to_Glennascaul,Hilton_Edwards
Impeccable_Henri,Charles-Félix_Tavano
Doraemon:_Nobita_Drifts_in_the_Universe,Tsutomu_Shibayama
No_More_Blood,Randy_Zisk
A_Million_Bid,Michael_Curtiz
Alli_Arjuna,Saran_(director)
The_Big_Hangover,Norman_Krasna
Jack_of_All_Trades_(1936_film),Jack_Hulbert
God_Is_in_the_T.V.,Matthew_Rolston
Better_Than_Chocolate,Anne_Wheeler
White_Fang_(1991_film),Randal_Kleiser
Rich_and_Famous_(1981_film),George_Cukor
Anna_Karenina_(2013_TV_series),Gina_Alajar
Divergent_(film),Neil_Burger
Moonbeam_City,Mark_Brooks_(director)
Carousel_(1923_film),Dimitri_Buchowetzki
Cameo_Kirby,John_Ford
1967_film),Harald_Reinl
The_Peach_Tree,Ku_Hye-sun
The_Temporary_Widow,Gustav_Ucicky
À_l'aventure,Jean-Claude_Brisseau
Shunkinshō_(film),Katsumi_Nishikawa
Oscar_and_the_Lady_in_Pink_(film),Éric-Emmanuel_Schmitt
Goodyear_Theatre,Robert_Florey
Tyrant_Fear,Roy_William_Neill
Cimarron_City_(TV_series),John_Meredyth_Lucas
Court_(film),Chaitanya_Tamhane
Mammame,Raúl_Ruiz_(director)
The_Smuggler's_Daughter,Jerold_T._Hevener
The_Courtship_of_Betty's_Father,John_Terlesky
Koolhaas_Houselife,Ila_Bêka
The_Videosingles,Steve_Barron
Femmes_aux_yeux_ouverts,Anne-Laure_Folly
300:_Rise_of_an_Empire,Noam_Murro
One_Night_(2005_film),Niki_Karimi
Little_Man_Tate,Jodie_Foster
Space:_1999,Peter_Medak
Barro_Humano,Adhemar_Gonzaga
Jai_Vikraanta,Sultan_Ahmed_(director)
The_Haircut,Tamar_Simon_Hoffs
Mad_Dogs_(U.S._TV_series),Alex_Graves
Wide_Boy_(film),Ken_Hughes
Eradu_Rekhegalu,K._Balachander
Black_Sun_(2007_film),Krzysztof_Zanussi
Leaving_(2011_film),Václav_Havel
We_Found_Love_(music_video),Melina_Matsoukas
The_Last_Bomb,Frank_Lloyd
Finder_of_Lost_Loves,Cliff_Bole
El_Hombre_de_la_ametralladora,Chano_Urueta
"Yondemasuyo,_Azazel-san__ova__1",Tsutomu_Mizushima
The_Sea_Has_Risen,László_Ranódy
Bach's_Fight_for_Freedom,Stuart_Gillard
Greg_Pikitis,Dean_Holland
Volcano:_Fire_on_the_Mountain,Graeme_Campbell_(director)
The_Passion_(TV_serial),Michael_Offer
Moby_Dick_(2011_miniseries),Mike_Barker_(film_director)
The_Gentleman_from_Louisiana,Irving_Pichel
Sharpshooter_(film),Armand_Mastroianni
The_Accidental_Honeymoon,Léonce_Perret
Paradise_and_Back,Gabriel_Axel
Il_padrone_sono_me,Franco_Brusati
Lady_and_the_Tramp_II:_Scamp's_Adventure,Darrell_Rooney
Mister_Antonio,Frank_Reicher
Women's_Club_(1956_film),Ralph_Habib
Typhoon_(2005_film),Kwak_Kyung-taek
Boys_in_the_Sand,Wakefield_Poole
El_diablo_con_faldas,Ivo_Pelay
Robert_Frost:_A_Lover's_Quarrel_with_the_World,Shirley_Clarke
Meaning_(House),Deran_Sarafian
My_Buddy_(film),Steve_Sekely
Vacations_in_Acapulco,Fernando_Cortés
Voyage_(1993_film),John_Mackenzie_(film_director)
Starlings_(TV_series),Matt_Lipsey
Mississippi_Grind,Ryan_Fleck
Lantern_Hill_(film),Kevin_Sullivan_(producer)
Aux_yeux_du_souvenir,Jean_Delannoy
Foxes_(film),Adrian_Lyne
Boy_Culture,Q._Allan_Brocka
The_Square_(2008_film),Nash_Edgerton
Christabel_(film),James_Fotopoulos
King_Richard_and_the_Crusaders,David_Butler_(director)
Viraasat_(STAR_One),Arvind_Babbal
Satyagraha_(film),Prakash_Jha
Underworld_Ascendant,Warren_Spector
Monday_Morning_(film),Otar_Iosseliani
Opportunity_Knocks_(film),Donald_Petrie
What_About_Bob%3F,Frank_Oz
Beauty's_Worth,Robert_G._Vignola
Bye_Bye_Miss_Goodnight,Karan_Kandhari
City_of_the_Rising_Sun,Kim_Sung-su_(director)
Nederland_en_Oranje,Louis_H._Chrispijn
Charade_(1963_film),Stanley_Donen
One_Night_Stand_(1984_film),John_Duigan
"My_Love,_Don't_Cross_That_River",Jin_Mo-young
Horrors_of_Malformed_Men,Teruo_Ishii
Urban_Safari,Reto_Salimbeni
Gunfighter's_Moon,Larry_Ferguson
Pookkalam_Varavayi,Kamal_(director)
Night_of_the_Dead_Living,Michael_Lehmann
I_Lived_with_You,Maurice_Elvey
Black_Tears_(film),John_Gorman_(director)
The_Medicine_Men_(1929_film),Norman_Taurog
Henry_VIII_(TV_serial),Pete_Travis
Rock_Show_(Parks_and_Recreation),Michael_Schur
Ninja_in_the_Dragon's_Den,Corey_Yuen
The_Fight_for_Freedom,D._W._Griffith
The_Paper_Will_Be_Blue,Radu_Muntean
Fantaghirò_(film),Lamberto_Bava
Love_on_the_Run_(1979_film),François_Truffaut
"Good_Morning,_Eve!",Roy_Mack_(director)
Lorry_Driver_Rajakannu,A._C._Tirulokchandar
Barrera_de_amor,Raúl_Araiza_(director)
Alpha_Girls,Johnny_Zito
Zorro_(Philippines_TV_series),Mark_A._Reyes
Loophole_(1954_film),Harold_D._Schuster
Luisa_Sanfelice_(1942_film),Leo_Menardi
A_Family_Like_Many_Others,Alejandro_Galindo_(director)
Serenade_(1956_film),Anthony_Mann
The_Lonesome_Mouse,William_Hanna
Rajaneegandhi,M._Krishnan_Nair_(director)
Iniyum_Marichittillatha_Nammal,Chintha_Ravi
Drums_Along_the_Mohawk,John_Ford
The_Young_Messiah,Cyrus_Nowrasteh
The_Innocents_of_Chicago,Lupino_Lane
Dark_Chocolate_(film),Agnidev_Chatterjee
Oliver_Twist_(1912_film),Thomas_Bentley
Chinna_Kuyil_Paaduthu,P._Madhavan
Pass_the_Ammo,David_Beaird
Self_Help_(The_Walking_Dead),Ernest_Dickerson
Boccaccio_'70,Federico_Fellini
Dheepam,K._Vijayan
The_Gunman_(film),Pierre_Morel
Bringing_Out_the_Dead,Martin_Scorsese
The_Deadly_Affair,Sidney_Lumet
Miss_Christina_(2013_film),Alexandru_Maftei
Afrika_(film),Alberto_Cavallone
Distorting_at_the_Resort,Victor_Janson
Pretty_Polly_(film),Guy_Green_(filmmaker)
What_Has_That_Woman_Done_to_You%3F,Ismael_Rodríguez
Beauty_Spot_(film),Pierre_Caron_(director)
Peregrina_(telenovela),Miguel_Córcega
Behold_the_Earth,David_G._Conover
Black_Girl_(1966_film),Ousmane_Sembène
Another_Way_(Adventure_Time),Larry_Leichliter
Dharavi_(film),Sudhir_Mishra
Hungry_for_Your_Love,Kurtis_Mantronik
See_This_Movie,David_M._Rosenthal_(director)
Winner_Takes_All_(2000_film),Clifton_Ko
Congo_Crossing,Joseph_Pevney
Are_You_Being_Served%3F,David_Croft_(TV_producer)
The_Bad_Man_of_Cheyenne,Fred_Kelsey
Ring_Around_the_World,Luigi_Scattini
The_Green_Swamp,Scott_Sidney
Adhikar_(1939_film),Pramathesh_Barua
The_Lump,John_Weldon_(animator)
Buenos_Aires_Nights,Manuel_Romero
Bin_Roye,Shahzad_Kashmiri
A_Storm_in_the_Stars,Haifaa_al-Mansour
Vasl,Mehreen_Jabbar
Crows_Zero,Takashi_Miike
The_Conquering_Horde,Edward_Sloman
Beyond_Darkness,Claudio_Fragasso
The_Fifth_Day_of_Peace,Giuliano_Montaldo
The_Conflicts_of_Life,Victor_Sjöström
The_Jester_(film),Joseph_Green_(actor)
Night_in_Montmartre,Leslie_S._Hiscott
Viyarppinte_Vila,M._Krishnan_Nair_(director)
Chances_(film),Allan_Dwan
"Me,_Grandma,_Iliko_and_Ilarion_(film)",Tengiz_Abuladze
Bush_Pilot_(film),Sterling_Campbell_(director)
Slipping_Wives,Fred_Guiol
Zen_(TV_series),Christopher_Menaul
Surviving_Progress,Harold_Crooks
Donnie_Darko:_The_Director's_Cut,Richard_Kelly_(director)
Karate_Bearfighter,Kazuhiko_Yamaguchi
Moonshine_(2006_film),Roger_Ingraham
Agnimrigam,M._Krishnan_Nair_(director)
Hollywood_(2002_film),Dinesh_Baboo
For_Love_Alone,Stephen_Wallace
Free_Willzyx,Trey_Parker
My_Poor_Beloved_Mother,Homero_Manzi
The_Watermelon_Woman,Cheryl_Dunye
Luke_Pipes_the_Pippins,Hal_Roach
Sevanthi_Sevanthi,S._Narayan
Weekend_in_Paradise_(1931_film),Robert_Land
Centennial_(miniseries),Paul_Krasny
Heat_Guy_J,Kazuki_Akane
Des_Pardes_(1983_film),Iftikhar_Khan
Highwaymen_(film),Robert_Harmon
Good_Fortune_in_Ohio,Heinz_Paul
The_Empath,John_Erman
My_Dear_Miss_Aldrich,George_B._Seitz
The_Kiss_(2003_film),Gorman_Bechard
Kick_In,George_Fitzmaurice
Chibi_Maruko-chan__tv_series__1,Tsutomu_Shibayama
When_in_Rome_(1952_film),Clarence_Brown
Graansha,Darnell_Martin
Endless_Harmony:_The_Beach_Boys_Story,Alan_Boyd
The_Apprentice_(Once_Upon_a_Time),Ralph_Hemecker
Don't_Change_Your_Husband,Cecil_B._DeMille
Earth_(1947_film),Leopold_Hainisch
"Shake,_Rattle_and_Roll_9",Topel_Lee
"Carlo_Giuliani,_Boy",Francesca_Comencini
The_Trench_(film),William_Boyd_(writer)
Codename:_Kyril,Ian_Sharp
Fantasma_d'amore,Dino_Risi
Ozhivudivasathe_Kali,Sanal_Kumar_Sasidharan
Elephant_Boy_(film),Robert_J._Flaherty
Goha,Jacques_Baratier
Hell's_Angels_(film),James_Whale
Quick_Money,Edward_Killy
Aayudham_(2003_film),N._Shankar
The_Immortal_Life_of_Henrietta_Lacks_(film),George_C._Wolfe
Bala_Bala_Sese,Lukyamuzi_Bashir
The_Naughty_Flirt,Edward_F._Cline
Waarrior_Savitri,Param_Gill
Gunn_(film),Blake_Edwards
X_Games_3D:_The_Movie,Steve_Lawrence
Dyesebel_(2008_TV_series),Don_Michael_Perez
Aura_Battler_Dunbine,Yoshiyuki_Tomino
Simone_(1918_film),Camille_de_Morlhon
Up_All_Night_(film),John_Henderson_(director)
Paradise_(1928_film),Denison_Clift
Bleach:_Hell_Verse,Noriyuki_Abe
Mr._Imperium,Don_Hartman
Krishna_Gaadi_Veera_Prema_Gaadha,Hanu_Raghavapudi
Adventure_in_Baltimore,Richard_Wallace_(director)
The_Thirty-Fathom_Grave,Perry_Lafferty
The_Office_(UK_TV_series),Ricky_Gervais
Rocko's_Modern_Life,Derek_Drymon
Stolen_(2012_film),Simon_West
Death_of_a_Gunfighter,Robert_Totten
Johnny_Trouble,John_H._Auer
Three_Kingdoms:_Resurrection_of_the_Dragon,Daniel_Lee_(film_director)
This_Is_My_Love,Stuart_Heisler
Diary_of_a_Telephone_Operator,Marcello_Fondato
The_Third_Eye_(1966_film),Mino_Guerrini
Suzaki_Paradise:_Akashingō,Yuzo_Kawashima
Devil's_Planet,Tom_Clegg_(director)
The_Exterminating_Angel_(film),Luis_Buñuel
Darla_(Angel_episode),Tim_Minear
The_Lloyd_Bridges_Show,John_Cassavetes
The_Same_Old_Story,Paul_A._Edwards
Anthimanthaarai,P._Bharathiraja
The_Fighting_Marshal,D._Ross_Lederman
Villa_Rides,Buzz_Kulik
Porgy_and_Bess_(film),Otto_Preminger
Young_Man_with_a_Horn_(film),Michael_Curtiz
Safety_Last!,Sam_Taylor_(director)
The_Weak-End_Party,Broncho_Billy_Anderson
Toothless,Melanie_Mayron
Memorial_(The_Vampire_Diaries),Rob_Hardy
Don_Jon,Joseph_Gordon-Levitt
Shaandaar,Vikas_Bahl
Burnt_by_the_Sun,Nikita_Mikhalkov
Sasirekha_Parinayam_(film),Krishna_Vamsi
St._Louis_Blues_(1939_film),Raoul_Walsh
The_Very_Friendly_Neighbors,Albert_Zugsmith
Garden_of_the_Dead,John_Hayes_(director)
Crush_(2001_film),John_McKay_(director)
Hell_Train_(film),Roger_Hanin
Little_Dorrit_(TV_series),Diarmuid_Lawrence
The_Claws_of_the_Hun,Victor_Schertzinger
Deiva_Magan,A._C._Tirulokchandar
A_Weak_Woman,Max_de_Vaucorbeil
Hordubalové,Martin_Frič
Neapolitan_Carousel,Ettore_Giannini
Falešná_kočička_aneb_Když_si_žena_umíní,Svatopluk_Innemann
Katnip_Kollege,Cal_Howard
Rocks_in_My_Pockets,Signe_Baumane
Alas_de_Mariposa,Juanma_Bajo_Ulloa
Seijuu_Sentai_Gingaman,Ryuta_Tasaki
Dr._Monica,William_Dieterle
Arabian_Nights_(1974_film),Pier_Paolo_Pasolini
Chandiya_(film),Titus_Thotawatte
Dull_Care,Larry_Semon
Nobody_Home_(film),Elmer_Clifton
Seviştiğimiz_Günler,Halit_Refiğ
The_Biskitts,Ray_Patterson_(animator)
De_Verwording_van_Herman_Dürer,Leon_de_Winter
Falling_Flowers,Huo_Jianqi
The_Alster_Case,J._Charles_Haydon
Blind_Spot_(1958_film),Peter_Maxwell
The_Movie_Orgy,Joe_Dante
El_ojo_de_vidrio_(film),René_Cardona_Jr.
Le_secret_de_Rosette_Lambert,Raymond_Bernard
J.A._Martin_Photographer,Jean_Beaudin
The_Revenge_of_Al_Capone,Michael_Pressman
God's_Pocket_(film),John_Slattery
The_Trial_of_Mary_Dugan_(1929_film),Bayard_Veiller
Christmas_Cracker_(film),Norman_McLaren
Outrage_(1950_film),James_Anderson_(director)
Lovely_to_Look_At,Vincente_Minnelli
JK_Enum_Nanbanin_Vaazhkai,Cheran_(director)
Hopalong_Rides_Again,Lesley_Selander
Happy_Journey_(1943_film),Otakar_Vávra
The_Cook_of_Canyon_Camp,Donald_Crisp
Fifty_Shades_of_Black,Michael_Tiddes
Duet_(TV_series),Gabrielle_Beaumont
Bbuddah..._Hoga_Terra_Baap,Puri_Jagannadh
Heroes_and_Villains_(Once_Upon_a_Time),Ralph_Hemecker
Now_I_Am_Rich,Rogelio_A._González
Dead_Man_Down,Niels_Arden_Oplev
Passage_West_(1951_film),Lewis_R._Foster
A_Fool,Chen_Jianbin
Night_of_the_Living_Homeless,Trey_Parker
Nana_(2005_film),Kentarō_Ōtani
The_Secret_Life_of_the_American_Teenager,Anson_Williams
Ellos_nos_hicieron_así,Mario_Soffici
Through_the_Ashes_of_the_Empire,Andrei_Blaier
Thadaiyara_Thaakka,Magizh_Thirumeni
Ōte,Junji_Sakamoto
Beauties_on_Motor_Scooters,Carlo_Campogalliani
Passion_(1925_film),Richard_Eichberg
Sweet_Bird_of_Youth_(film),Richard_Brooks
War_in_the_Highlands,Francis_Reusser
The_Actress,George_Cukor
Dream_Demon,Harley_Cokeliss
Idiots_Are_People_Three!,Beth_McCarthy-Miller
Operetta_(film),Willi_Forst
It's_a_Wonderful_Afterlife,Gurinder_Chadha
Intersection_(1994_film),Mark_Rydell
Claude_Lanzmann:_Spectres_of_the_Shoah,Adam_Benzine
Sahasam_Cheyara_Dimbhaka,Relangi_Narasimha_Rao
Japanese_War_Bride,King_Vidor
Sand_Chronicles__live_film__1,Shinsuke_Sato
China_Town_(1962_film),Shakti_Samanta
Dead_Sure,Tikoy_Aguiluz
The_Ultimate_Warrior_(film),Robert_Clouse
Spacked_Out,Lawrence_Ah_Mon
The_Poet_and_the_Little_Mother,Erik_Balling
The_Butler,Lee_Daniels
Glorious_Betsy,Gordon_Hollingshead
The_Merger_(The_Office),Ken_Whittingham
Girls_for_the_Summer,Gianni_Franciolini
Drunken_Master,Yuen_Woo-ping
The_Saint_Meets_the_Tiger,Paul_L._Stein
Los_Verdes_paraísos,Carlos_Hugo_Christensen
Rank_(film),David_Yates
Op_stap_door_Amsterdam,Theo_Frenkel
The_Ladies_Who_Lunch_(Desperate_Housewives),Arlene_Sanford
March_or_Die_(film),Dick_Richards
Judex_(1934_film),Maurice_Champreux
Lost_Girls_(The_Vampire_Diaries),Marcos_Siega
100_Women,Michael_Davis_(director)
Cleveland_Abduction,Alex_Kalymnios
Key_the_Metal_Idol,Shigeru_Ueda
Hired_Wife,William_A._Seiter
Don't_Forget_the_Diver,Harold_Snoad
Melenita_de_oro,José_A._Ferreyra
Paris_Underground_(film),Gregory_Ratoff
Allari_(film),Ravi_Babu
Bhale_Thammudu,B._A._Subba_Rao
Reverend_Billy_and_the_Church_of_Stop_Shopping_(film),Dietmar_Post
"Pier_5,_Havana",Edward_L._Cahn
The_Baby_Shower_(Seinfeld),Tom_Cherones
CHiPs__'99__1,Jon_Cassar
La_Danse_(film),Frederick_Wiseman
Max_Havoc:_Curse_of_the_Dragon,Isaac_Florentine
"Lomax,_the_Hound_of_Music",Richard_Fernandes
Jane_(1915_film),Frank_Lloyd
Romanzo_criminale_–_La_serie,Stefano_Sollima
Fortier_(TV_series),Eric_Canuel
Silver_Spoons,Jack_Shea_(director)
Muni_2:_Kanchana,Raghava_Lawrence
Italian_Race,Matteo_Rovere
Lone_Star_Raiders,George_Sherman
By_og_land_hand_i_hand,Olav_Dalgard
A_Sixth_Part_of_the_World,Dziga_Vertov
Kinetta_(film),Yorgos_Lanthimos
La_bambina_dalle_mani_sporche,Renzo_Martinelli
Two_Girls_on_Broadway,S._Sylvan_Simon
God_Loves_Uganda,Roger_Ross_Williams
The_Eiger_Sanction_(film),Clint_Eastwood
I_Was_Nineteen,Konrad_Wolf
Small_Time_(2014_film),Joel_Surnow
Love_at_First_Bite_(1950_film),Jules_White
Long_Pants,Frank_Capra
The_Politician's_Love_Story,D._W._Griffith
Derek_and_Clive_Get_the_Horn,Russell_Mulcahy
Hindle_Wakes_(1931_film),Victor_Saville
Swallows_and_Amazons_(1974_film),Claude_Whatham
WarGames:_The_Dead_Code,Stuart_Gillard
Whistling_in_Dixie,S._Sylvan_Simon
Anatomy_(film),Stefan_Ruzowitzky
Moon_over_Parador,Paul_Mazursky
Sivappu,Sathyasiva
The_Faculty_(TV_series),Tom_Cherones
The_Queen_of_Whitechapel,Wolfgang_Neff
Fox_Pop,Chuck_Jones
The_Last_Outpost_(1935_film),Louis_J._Gasnier
Amanchu!__tv_series__1,Junichi_Sato
George_and_Leo,Michael_Lessac
Deux_heures_moins_le_quart_avant_Jésus-Christ,Jean_Yanne
Kahaani,Sujoy_Ghosh
Housekeeping_(film),Bill_Forsyth
Tango_Tangles,Mack_Sennett
The_Very_Idea,Frank_Craven
Dope_(2015_film),Rick_Famuyiwa
Results_(film),Andrew_Bujalski
A_Little_Game,Paul_Wendkos
The_Green_Hornet_(serial),Ray_Taylor_(director)
The_Last_Airbender,M._Night_Shyamalan
Queen_of_the_Night_(1951_film),Kurt_Hoffmann
Unless_(film),Alan_Gilsenan
A_Single_Man_(1929_film),Harry_Beaumont
Kickboxer_5,Kristine_Peterson
Sahara_(1995_film),Brian_Trenchard-Smith
Calvento_Files__:_The_Movie__1,Michael_de_Mesa
Antaheen,Aniruddha_Roy_Chowdhury
Snehamulla_Simham,Sajan_(director)
Confessions_of_a_Nazi_Spy,Anatole_Litvak
A_Woman_of_Mystery,Ernest_Morris
The_Mountain_(1956_film),Edward_Dmytryk
Circle_of_Friends_(1995_film),Pat_O'Connor_(director)
The_Racket_(1951_film),Mel_Ferrer
I_Origins,Mike_Cahill_(director)
Unit_7,Alberto_Rodríguez_Librero
The_Exorcism_of_Emily_Rose,Scott_Derrickson
Dags_(film),Murray_Fahey
Son_of_India_(1962_film),Mehboob_Khan
Talcum_Powder_(film),Carlo_Verdone
Noroît,Jacques_Rivette
Vedi_(film),Prabhu_Deva
The_Brothers_Grimm_(film),Terry_Gilliam
A_Serpentine_Dance,Georges_Méliès
Peeping_Tom_(film),Michael_Powell
"Angus,_Thongs_and_Perfect_Snogging",Gurinder_Chadha
Fools_and_Their_Money,Herbert_Blaché
Pudhayal,Selva_(director)
Father_Is_a_Bachelor,Norman_Foster_(director)
Nurses_(TV_series),Terry_Hughes_(director)
Paanch_Ghantey_Mien_Paanch_Crore,Faisal_Saif
ABC_Stage_67,Sam_Peckinpah
Si_mis_campos_hablaran,José_Bohr
No_Down_Payment,Martin_Ritt
Heroes_Shed_No_Tears_(1980_film),Chor_Yuen
Scoop_(1987_film),Gavin_Millar
The_Lich,Larry_Leichliter
Lifted_(2006_film),Gary_Rydstrom
The_Package_(Seinfeld),Andy_Ackerman
The_Kaiser_Aluminum_Hour,Paul_Bogart
"Accused,_Stand_Up!",Maurice_Tourneur
The_Flame_(1947_film),John_H._Auer
The_Wheels_of_Destiny,Franz_Osten
The_Geisha_and_the_Samurai,Carl_Boese
Ibbara_Naduve_Muddina_Aata,Relangi_Narasimha_Rao
Che!_(1969_film),Richard_Fleischer
The_Tomb_of_Ligeia,Roger_Corman
Double_Vision_(2002_film),Chen_Kuo-Fu
Goat_(2016_film),Andrew_Neel
Golden_Arrow_(1935_film),Piero_Ballerini
Crack-Up_(1936_film),Malcolm_St._Clair_(filmmaker)
Rooster_Heart,Maurice_Cloche
Krishnanum_Radhayum,Santhosh_Pandit
"Goodnight,_Ladies_and_Gentlemen",Furio_Scarpelli
Radio_tekee_murron,Matti_Kassila
Charley's_Aunt_(1941_film),Archie_Mayo
Bin_Roye_(TV_series),Shahzad_Kashmiri
The_Cézanne_Affair,Sergio_Rubini
The_Big_Mambo,Michael_Gwisdek
Lancer_Spy,Gregory_Ratoff
Good_Time_Charley,Michael_Curtiz
It_Happened_in_Paris_(1952_film),Henri_Lavorel
High_School_Musical_3:_Senior_Year,Kenny_Ortega
Another_Happy_Day,Sam_Levinson
Abraham_Lincoln's_Clemency,Theodore_Wharton
All_Monsters_Attack,Ishirō_Honda
Sinful_Davey,John_Huston
Air_Patrol_(film),Maury_Dexter
Neeli_Saali,Kunchacko
"Woman_Seeking_Dead_Husband:_Smokers_Okay,_No_Pets",Jeff_Melman
Big_Girls_Don't_Cry..._They_Get_Even,Joan_Micklin_Silver
Highland_Fling_(film),Manning_Haynes
Inside_of_Me_(film),Robert_X._Golphin
The_Mad_Hatter_(film),Dick_Lundy_(animator)
Sissi_–_The_Young_Empress,Ernst_Marischka
First_Day_(The_Inbetweeners),Gordon_Anderson_(director)
Super_Kudumbam,R._K._Kalaimani
Body_Double,Brian_De_Palma
La_parola_che_uccide,Augusto_Genina
La_Belle_captive,Alain_Robbe-Grillet
Hot_Heels_(film),William_James_Craft
The_Circle_(1925_film),Frank_Borzage
La_figlia_del_diavolo,Primo_Zeglio
The_Noon_Whistle,George_Jeske
I_Wanna_Be_a_Sailor,Tex_Avery
Linden_Lady_on_the_Rhine,Rolf_Randolf
The_Mouse_That_Roared_(film),Jack_Arnold_(director)
Jhootha_Hi_Sahi,Abbas_Tyrewala
Skandaali_tyttökoulussa,Edvin_Laine
Kallattam,G._Ramesh
Pistols_'n'_Petticoats,Leslie_Goodwins
Orders_Are_Orders,David_Paltenghi
Rime_of_the_Ancient_Mariner_(film),Raúl_daSilva
The_Magician's_Code,Pamela_Fryman
Perils_of_Paranoia,David_Straiton
Love_Mein_Ghum,Reema_Khan
Agni_(2004_film),Swapan_Saha
Camille_(1936_film),George_Cukor
Kovai_Brothers,Sakthi_Chidambaram
Magic_Mike_XXL,Gregory_Jacobs
The_Warlord:_Battle_for_the_Galaxy,Joe_Dante
Shutter_(2004_film),Parkpoom_Wongpoom
Sankalpam,A._M._Rathnam
"Tall,_Dark_and_Handsome",H._Bruce_Humberstone
Revenge_and_Remorse_(The_Guilty_Alibi),Paul_Krasny
Inescapable_(film),Ruba_Nadda
Between_Us_Girls,Henry_Koster
Emil_i_Lönneberga_(film),Olle_Hellbom
El_Mono_relojero,Quirino_Cristiani
Raiders_of_the_Lost_Ark,Steven_Spielberg
The_Hi-Lo_Country,Stephen_Frears
McClain's_Law,Gary_Nelson_(director)
Camorra_(1986_film),Lina_Wertmüller
Blood_Money_(1917_film),Fred_Kelsey
Pilot_(Grimm),Marc_Buckland
7_Days_in_Havana,Laurent_Cantet
The_Road_to_Ruin_(1913_film),W._J._Lincoln
Ayọ_Ni_Mọ_Fẹ,Tunde_Kelani
Sergeant_Rutledge,John_Ford
Deserters_(film),Jack_Darcus
Sherrybaby,Laurie_Collyer
The_Devil_Is_a_Woman_(1950_film),Tito_Davison
The_Legend_of_Korra,Michael_Dante_DiMartino
The_Cat_Concerto,Joseph_Barbera
The_Cyclone_(film),Leonardo_Pieraccioni
Again_Kasargod_Khader_Bhai,Thulasidas
Budoy,Ruel_S._Bayani
Home_Alone,Chris_Columbus_(filmmaker)
Hambre_nuestra_de_cada_día,Rogelio_A._González
La_moglie_in_bianco..._l'amante_al_pepe,Michele_Massimo_Tarantini
Chemmeen,Ramu_Kariat
The_Spirit_of_'17,William_Desmond_Taylor
Power_Stone_(anime),Takahiro_Omori
Ugramm,Prashanth_Neel
A_Night_Full_of_Rain,Lina_Wertmüller
Il_lumacone,Paolo_Cavara
A_Rank_Outsider_(film),Richard_Garrick
Les_Bicyclettes_de_Belsize,Douglas_Hickox
The_Trey_o'_Hearts,Wilfred_Lucas
Dayton's_Devils,Jack_Shea_(director)
Pasadena_(TV_series),R._W._Goodwin
The_City_That_Never_Sleeps_(film),James_Cruze
Holy_Cornholio,Mike_Judge
Rampage:_Capital_Punishment,Uwe_Boll
Undressing_Israel:_Gay_Men_in_the_Promised_Land,Michael_Lucas_(director)
Carry_On_Doctor,Gerald_Thomas
Ideal_Woman_Sought,Franz_Antel
Man_Facing_Southeast,Eliseo_Subiela
Almanac_of_Fall,Béla_Tarr
Arch_of_Triumph_(1984_film),Waris_Hussein
Where_Hazel_Met_the_Villain,Roscoe_Arbuckle
Town_&_Country_(film),Peter_Chelsom
Anatomy_of_Violence,Deepa_Mehta
The_Jester's_Supper_(film),Alessandro_Blasetti
Carnival_Phantasm__ova__1,Seiji_Kishi
Affectionately_Yours,Lloyd_Bacon
Kona_Coast_(film),Lamont_Johnson
