Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
Fagaoalii_Satele_Sunia,Tauese_Sunia
Roshumba_Williams,Gary_Dourdan
Olivia_Serres,John_Thomas_Serres
Sancho_II_of_Pamplona,Urraca_Fernández
Audrey_Long,Leslie_Charteris
Jack_Parsons_(rocket_engineer),Marjorie_Cameron
Bonita_Mabo,Eddie_Mabo
Anny_Ondra,Max_Schmeling
Navekmisal_Hanım,Abdülmecid_I
John_Asher,Jenny_McCarthy
Robert_Kocharyan,Bella_Kocharyan
C._J._Cherryh,Jane_Fancher
Duchess_Jutta_of_Mecklenburg-Strelitz,"Danilo,_Crown_Prince_of_Montenegro"
Dinah_Sheridan,John_Merivale
Robert_Walker_(actor),Jennifer_Jones
Prince_Himalaya_of_Nepal,Princess_Princep_Shah_of_Nepal
Ville_Niinistö,Maria_Wetterstrand
Noah_Emmerich,Melissa_Fitzgerald
Jiajing_Emperor,Empress_Chen_(Jiajing)
Karl-Eduard_von_Schnitzler,Inge_Keller
"Charles,_Duke_of_Orléans",Isabella_of_Valois
Margravine_Friederike_of_Brandenburg-Schwedt,"Frederick_II_Eugene,_Duke_of_Württemberg"
Jay_Mehta,Juhi_Chawla
Alvy_Ray_Smith,Alison_Gopnik
Walter_Pukutiwara,Topsy_Tjulyata
Bhumibol_Adulyadej,Sirikit
Frances_Blogg,G._K._Chesterton
David_Mitchell_(comedian),Victoria_Coren_Mitchell
Gus_Trikonis,Goldie_Hawn
Charles_deGravelles,Virginia_deGravelles
Beatrice_Straight,Peter_Cookson
Robert_Preston_(actor),Catherine_Craig
Louis_VIII_of_France,Blanche_of_Castile
Raymonde_Delaunois,Louis_Thomas_(writer)
Vernor_Vinge,Joan_D._Vinge
Miguel_Varoni,Catherine_Siachoque
Wenxiu,Puyi
Rishyasringa,Shanta
Helena_Tekla_Ossolińska,Aleksander_Michał_Lubomirski_(d._1677)
"Joan_de_Beauchamp,_Countess_of_Ormond","James_Butler,_4th_Earl_of_Ormond"
Ellen_McLain,John_Patrick_Lowrie
"Edward,_the_Black_Prince",Joan_of_Kent
"Arnold_III,_Count_of_Bentheim-Steinfurt-Tecklenburg-Limburg",Magdalena_of_Neuenahr-Alpen
Leslie_Hope,Adam_Kane
Raquel_Welch,Patrick_Curtis_(producer)
Alyque_Padamsee,Dolly_Thakore
Romola_Garai,Sam_Hoare_(actor)
Yul_Vazquez,Linda_Larkin
Prune_Nourry,JR_(artist)
Jason_Miller_(playwright),Linda_Miller_(actress)
James_Gunn,Jenna_Fischer
Cleopatra_Tucker,Donald_Kofi_Tucker
Yda_Hillis_Addis,Charles_A._Storke
Princess_Marie_Melita_of_Hohenlohe-Langenburg,"Wilhelm_Friedrich,_Duke_of_Schleswig-Holstein"
Abigail_Campbell_Kawānanakoa,David_Kawānanakoa
Hubba_bint_Hulail,Qusai_ibn_Kilab
Catherine_Zeta-Jones,Michael_Douglas
Krystyna_Lubomirska_(d._1645),Stanisław_Koniecpolski
Eva_Klein,George_Klein_(biologist)
Hywel_Simons,Sarah_Tansey
Jean_Case,Steve_Case
Ivan_Alexander_of_Bulgaria,Theodora_of_Wallachia
"Heinrich_XX,_Prince_Reuss_of_Greiz",Caroline_of_Hesse-Homburg_(1819-1872)
Dorothy_J._Killam,Izaak_Walton_Killam
Mauricio_Aspe,Margarita_Magaña
Riyaz_Khan,Uma_Riyaz_Khan
Emma_Eames,Julian_Russell_Story
Poul_Michelsen,Sólrún_Michelsen
Vicente_Lim,Pilar_Hidalgo-Lim
Tom_Stoppard,Sabrina_Guinness
Karla_Álvarez,Alexis_Ayala
"Maximilian_II_Emanuel,_Elector_of_Bavaria",Theresa_Kunegunda_Sobieska
Ebba_Sparre,Ebba_Brahe
Marie_Göranzon,Lars_Amble
A-Lin,Huang_Kan-lin
Philip_Rosenthal,Monica_Horan
Josef_Swickard,Margaret_Campbell
Kim_Craig,Brett_Craig
Ewelina_Hańska,Honoré_de_Balzac
Eric_Cantona,Rachida_Brakni
"George_Maximilianovich,_6th_Duke_of_Leuchtenberg",Princess_Anastasia_of_Montenegro
Nicole_Johnson_(Miss_America),Scott_Baker_(journalist)
Jay_Ilagan,Hilda_Koronel
Edith_Rockefeller_McCormick,Harold_Fowler_McCormick
Arliss_Howard,Debra_Winger
Saw_Thanda,Min_Saw_Hla
"Elizabeth_Spencer,_Baroness_Hunsdon","George_Carey,_2nd_Baron_Hunsdon"
Tahia_Kazem,Gamal_Abdel_Nasser
Prince_Pedro_Henrique_of_Orléans-Braganza,Princess_Maria_Elisabeth_of_Bavaria
Larry_Fortensky,Elizabeth_Taylor
Dorothy_Malone,Jacques_Bergerac
Ieva_Ilves,Toomas_Hendrik_Ilves
"Louis,_Duke_of_Guyenne","Margaret_of_Burgundy,_Dauphine_of_France"
Helen_Herron_Taft,William_Howard_Taft
Puyi,Li_Shuxian
Matthew_Vaughn,Claudia_Schiffer
Carol_Reed,Penelope_Dudley-Ward
Larry_Peerce,Marilyn_Hassett
Rebecca_Hall,Morgan_Spector
Avril_Lavigne,Chad_Kroeger
Richard_Kollmar,Anne_Fogarty
Gregg_Allman,Cher
Spencer_Kayden,Mark_Harelik
Myfanwy_Horne,Donald_Horne
Angelos_Mavropoulos,Marika_Krevata
Elizabeth_Kucinich,Dennis_Kucinich
Isabella_of_Viseu,"Fernando_II,_Duke_of_Braganza"
Makonnen_Wolde_Mikael,Yeshimebet_Ali
Ryan_Reynolds,Blake_Lively
Gayle_Hunnicutt,Simon_Jenkins
Alan_Peter_Cayetano,Lani_Cayetano
Ethel_Clayton,Ian_Keith
Simon_Reynolds,Joy_Press
Tughril,Altun_Jan_Khatun
Simone_Kennedy-Doornbos,James_Kennedy_(historian)
Wanda_Hendrix,Audie_Murphy
Sunanda_Pushkar,Shashi_Tharoor
Julia_Campbell,Jay_Karnes
Marilyn_Erskine,Stanley_Kramer
Sara_Bard_Field,Charles_Erskine_Scott_Wood
James_Lipton,Nina_Foch
Igor_Petrenko,Irina_Leonova
"Frederick_August_I,_Duke_of_Oldenburg",Princess_Ulrike_Friederike_Wilhelmine_of_Hesse-Kassel
Ollie_Kirkby,George_Larkin
Helen_Skelton,Richie_Myler
"Margaret,_Countess_of_Blois","Otto_I,_Count_of_Burgundy"
Alessandro_Nivola,Emily_Mortimer
Roberto_Noble,Ernestina_Herrera_de_Noble
Stephen_G._Davies,Kay_Davies
Helena_Thopia,Marco_Barbarigo_di_Croia
Vijayakala_Maheswaran,T._Maheswaran
Tony_Curtis,Christine_Kaufmann
John_William_Waterhouse,Esther_Kenworthy_Waterhouse
Bea_Arthur,Robert_Alan_Aurthur
"Herman_II,_Count_of_Weimar-Orlamünde",Beatrix_of_Andechs-Merania
Cheddi_Jagan,Janet_Jagan
Raza_Jaffrey,Miranda_Raison
Joanna_Hoffman,Alain_Rossmann
"Ælfthryth,_wife_of_Edgar","Æthelwald,_Ealdorman_of_East_Anglia"
Prince_Aribert_of_Anhalt,Princess_Marie_Louise_of_Schleswig-Holstein
William_Williams_(bishop),Jane_Williams_(missionary)
Safia_Farkash,Muammar_Gaddafi
Honoré_de_Balzac,Ewelina_Hańska
Brett_Whiteley,Wendy_Whiteley
Cyril_Höschl,Jitka_Štenclová
Isaac_Asimov,Janet_Asimov
Jean_Kennedy_Smith,Stephen_Edward_Smith
Caroline_Augusta_of_Bavaria,"Francis_II,_Holy_Roman_Emperor"
"Barnim_X,_Duke_of_Pomerania",Anna_Maria_of_Brandenburg
Rita_Hayworth,Prince_Aly_Khan
Ingrid_von_Rosen,Ingmar_Bergman
Maud_Chaworth,"Henry,_3rd_Earl_of_Lancaster"
Louisa_Atkinson,James_Calvert_(explorer)
Srinagarindra,Mahidol_Adulyadej
Dafydd_ap_Llywelyn,Isabella_de_Braose
Rasul_Bux_Palejo,Zarina_Baloch
Eleanor_of_Castile,Edward_I_of_England
Alice_Creelman,James_Creelman
JoAnne_Sellar,Daniel_Lupi
Archduchess_Marie_Caroline_of_Austria,Frederick_Augustus_II_of_Saxony
Mark_Ishii,Atsuko_Enomoto
Sanjana_Kapoor,Valmik_Thapar
Amanda_Winn-Lee,Jaxon_Lee
Jerry_Bruckheimer,Linda_Bruckheimer
Debbie_Rothstein,Bob_Papenbrook
Don_Imus,Deirdre_Imus
Roger_II_of_Sicily,Beatrice_of_Rethel
Polly_Draper,Kevin_Wade
Cecily_of_York,"John_Welles,_1st_Viscount_Welles"
Jennifer_Daniel,Dinsdale_Landen
Empress_Xiaoyiren,Kangxi_Emperor
"Jeanne_de_Bar,_Countess_of_Marle_and_Soissons","Louis_de_Luxembourg,_Count_of_Saint-Pol"
Hugh_D._Auchincloss,Janet_Lee_Bouvier
Dilyana_Popova,Asen_Blatechki
Atul_Gurtu,Suhasini_Mulay
Billy_Warlock,Marcy_Walker
Johnny_Cash,June_Carter_Cash
Chichimecacihuatzin_I,Moctezuma_I
Kim_Henry,Brad_Henry
Nancy_Jacobson,Mark_Penn
Vladimir_Gribunin,Vera_Pashennaya
Keith_Murdoch,Elisabeth_Murdoch_(philanthropist)
Letícia_Spiller,Marcello_Novaes
"Ferdinand,_Duke_of_Parma",Archduchess_Maria_Amalia_of_Austria
Mira_Stupica,Cvijetin_Mijatović
Gilbert_Moses,Denise_Nicholas
Louise_Diane_d'Orléans,"Louis_François,_Prince_of_Conti"
"Philip_I,_Count_of_Waldeck",Johanna_of_Nassau-Dillenburg
Anne_Robinson,Charles_Wilson_(journalist)
Eliza_Clark_(actress),Zack_Whedon
Lopamudra,Agastya
Crystal_Eastman,Walter_Fuller
Princess_Victoria_Melita_of_Saxe-Coburg_and_Gotha,"Ernest_Louis,_Grand_Duke_of_Hesse"
Debbie_Allen,Norm_Nixon
Ronnie_Eldridge,Jimmy_Breslin
Helena_of_Moscow,Alexander_Jagiellon
"Margaret_of_Austria,_Duchess_of_Savoy","Philibert_II,_Duke_of_Savoy"
Chai_Ling,Robert_Maginn
Ne_Win,June_Rose_Bellamy
Buff_Cobb,Greg_Bautzer
Berengaria_of_Navarre,Richard_I_of_England
Christine_of_France,"Victor_Amadeus_I,_Duke_of_Savoy"
Rayson_Tan,Chen_Liping
Fleur_Adcock,Alistair_Campbell_(poet)
Claude_Lelouch,Évelyne_Bouix
Prince_Frederick_of_Hesse-Kassel,Princess_Caroline_of_Nassau-Usingen
Ralph_L._Thomas,Dorothy_Thomas_(politician)
Li_Ao,Terry_Hu
Mackenzie_Phillips,Shane_Fontayne
"Wilhelm,_Duke_of_Urach",Princess_Florestine_of_Monaco
Anabella_Drummond,Robert_III_of_Scotland
Ilancueitl,Acamapichtli
Kyansittha,Khin_Tan
Danuta_Wałęsa,Lech_Wałęsa
Elisabeth_Turhapuro,Uuno_Turhapuro
Tony_Mordente,Chita_Rivera
Elisabeth_Trissenaar,Hans_Neuenfels
R._H._Quaytman,Jeff_Preiss
Kim_Yoon-ok,Lee_Myung-bak
Ralph_Brown,Jenny_Jules
Rhonda_Pearlman,Jimmy_McNulty
Grete_Mosheim,Oskar_Homolka
Diana_Wynyard,Carol_Reed
Hilary_Swank,Chad_Lowe
Prince_Karl_of_Leiningen,Princess_Marie_Louise_of_Bulgaria
Charles_James_Fox,Elizabeth_Armistead
Mathilda_May,Gérard_Darmon
Ken_Watanabe,Kaho_Minami
Ada_of_Huntingdon,"Floris_III,_Count_of_Holland"
Pasquale_Stanislao_Mancini,Laura_Beatrice_Mancini
Jaclyn_Jose,Mark_Gil
"Reinhard_III,_Count_of_Hanau",Countess_Palatine_Margaret_of_Mosbach
Brad_Pitt,Jennifer_Aniston
Joan_McCracken,Jack_Dunphy
Maddalena_Visconti,"Frederick,_Duke_of_Bavaria"
Mark_Webber_(actor),Teresa_Palmer
Berthe_Zimmermann,Fritz_Platten
Henry_I_of_Cyprus,Stephanie_of_Lampron
Sid_Bass,Anne_Hendricks_Bass
Anna_Radziwiłł_(nobility),Konrad_III_Rudy
Liliane_Bettencourt,André_Bettencourt
"Richard_II,_Duke_of_Normandy",Judith_of_Brittany
Sean_Duffy,Rachel_Campos-Duffy
Harry_Myers,Rosemary_Theby
Elizabeth_Rees-Williams,Richard_Harris
Jim_Parrack,Leven_Rambin
Herod_the_Great,Cleopatra_of_Jerusalem
Tarita_Teriipaia,Marlon_Brando
Maximilian_Maksakov,"Maria_Maksakova,_Sr."
Gulbadan_Begum_of_Natore,Shamez_Uddin_Ahmed
Sofia_Imber,Carlos_Rangel
"Rudolf_Hesso,_Margrave_of_Baden-Baden",Joanna_of_Burgundy
Lena_Kristin_Ellingsen,Trond_Fausa_Aurvåg
David_B._Wake,Marvalee_Wake
"Alix_of_Brittany,_Dame_de_Pontarcy","John_I,_Count_of_Blois"
Patsy_Kensit,Jim_Kerr
"Anne_Innes-Ker,_Duchess_of_Roxburghe","James_Innes-Ker,_7th_Duke_of_Roxburghe"
Puyi,Wenxiu
Arthur_Holden,Claire_Holden_Rothman
Valerie_French_(actress),Thayer_David
Kim_Ho-jin,Kim_Ji-ho
Anna_Branicka,Sebastian_Lubomirski
Stephen_Root,Romy_Rosemont
Susan_Clark,Alex_Karras
Countess_Palatine_Hedwig_Elisabeth_of_Neuburg,James_Louis_Sobieski
Tom_Mulcair,Catherine_Pinhas
Otto_Hagel,Hansel_Mieth
Sacha_Guitry,Yvonne_Printemps
Carole_Lombard,William_Powell
"James_Hamilton,_2nd_Duke_of_Abercorn","Mary_Hamilton,_Duchess_of_Abercorn"
Joachim_Sauer,Angela_Merkel
Shantel_Krebs,Mitch_Krebs
George_Young_(actor),Janet_Hsieh
Alfonso_X_of_Castile,Violant_of_Aragon
Neelima_Azeem,Rajesh_Khattar
Mary_Eberstadt,Nicholas_Eberstadt
Jeanne_Tripplehorn,Leland_Orser
Byron_Thames,Tricia_Leigh_Fisher
Jyotirindranath_Tagore,Kadambari_Devi
Laurie_Metcalf,Jeff_Perry_(American_actor)
Kirsten_Heiberg,Franz_Grothe
Alan_Billings,Veronica_Hardstaff
John_Hollander,Anne_Hollander
Tawny_Moyer,Patrick_St._Esprit
Nicholas_Roerich,Helena_Roerich
Emilio_Lussu,Joyce_Lussu
Richard_Bach,Leslie_Parrish
Larry_Flynt,Althea_Flynt
Sophie_Charlotte_of_Brandenburg-Bayreuth,"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach"
Fahad_Albutairi,Loujain_Alhathloul
Leticia_Dolera,Paco_Plaza
James_Coburn,Paula_Murad_Coburn
Melissa_Reeves,Scott_Reeves
Jonathan_Fast,Erica_Jong
Paolo_Virzì,Paola_Tiziana_Cruciani
Gloria_Vanderbilt,Pat_DiCicco
Susanna_Hall,John_Hall_(physician)
Konstancja_Poniatowska,Ludwik_Skumin_Tyszkiewicz
Archduchess_Margarethe_Klementine_of_Austria,"Albert,_8th_Prince_of_Thurn_and_Taxis"
Nick_Laird,Zadie_Smith
Kekūanāoʻa,Kīnaʻu
Barbara_Castle,"Edward_Castle,_Baron_Castle"
Zara_Bate,Jeff_Bate
Leighton_Meester,Adam_Brody
Andie_Chen,Kate_Pang
"Louis_V,_Elector_Palatine",Sibylle_of_Bavaria
Dora_Davidsohn,Hans_Schaul
Debina_Bonnerjee,Gurmeet_Choudhary
Chen_Yumei,Runje_Shaw
Şayan_Kadınefendi_(wife_of_Abdülmecid_I),Abdülmecid_I
"Margaret_of_France,_Duchess_of_Berry","Emmanuel_Philibert,_Duke_of_Savoy"
Edmond_Hamilton,Leigh_Brackett
Dorothy_Buffum_Chandler,Norman_Chandler
Harry_Davenport_(actor),Alice_Davenport
Ponvannan,Saranya_Ponvannan
George_Roper_(character),Mildred_Roper
Mike_Eng,Judy_Chu
Don_Perrin,Margaret_Weis
Barbara_Becker,Arne_Quinze
Elaine_Macmann_Willoughby,Robert_Hugh_Willoughby
Daisy_Soros,Paul_Soros
Basiliscus,Zenonis
Narapatisithu,Taung_Pyinthe_II_(Sithu_II)
Susan_George_(actress),Simon_MacCorkindale
"Charles_Frederick,_Duke_of_Holstein-Gottorp",Grand_Duchess_Anna_Petrovna_of_Russia
Ole_Bornedal,Helle_Fagralid
Paula_Strasberg,Lee_Strasberg
Frederick_VIII_of_Denmark,Louise_of_Sweden
Adam_Brodzisz,Maria_Bogda
"Mary_Abercromby,_1st_Baroness_Abercromby",Ralph_Abercromby
Károly_Khuen-Héderváry,Margit_Teleki
Julie_Plawecki,Mark_Plawecki
Tay_Garnett,Mari_Aldon
Alexander_Payne,Sandra_Oh
Laura_Dotson,Dan_Dotson
J._C._Hendee,Barb_Hendee
Nik_Richie,Shayne_Lamas
Brian_Boru,Gormflaith_ingen_Murchada
C._S._Lewis,Joy_Davidman
"Prince_Louis,_Duke_of_Nemours",Princess_Victoria_of_Saxe-Coburg_and_Gotha
Sheila_Martin,Paul_Martin
William_Agee,Mary_Cunningham_Agee
Princess_Maria_Anna_Victoria_of_Savoy,Prince_Joseph_of_Saxe-Hildburghausen
Peter_Phillips_(conductor),Caroline_Trevor
"George_Campbell,_8th_Duke_of_Argyll","Elizabeth_Campbell,_Duchess_of_Argyll"
Matt_McNamara,Kimber_Henry
Janet_Jackson,Wissam_Al_Mana
Choi_Ran,Lee_Chung-hee_(basketball)
Mary_Faber,Gabe_Witcher
Patricia_Buckley,William_F._Buckley_Jr.
Theodora_(6th_century),Justinian_I
Alice_McGrath,Thomas_McGrath_(poet)
Helle_Fagralid,Ole_Bornedal
Francesca_Neri,Claudio_Amendola
Hazel_Poa,Tony_Tan_Lay_Thiam
Eleanor_Ragsdale,Lincoln_Ragsdale
Marie_Louise_Gonzaga,John_II_Casimir_Vasa
Adelaide_of_Hungary_(d._1140),"Soběslav_I,_Duke_of_Bohemia"
Elizabeth_Morgan_(actress),Jeremy_Child
Carol_Lawrence,Robert_Goulet
Queen_Elizabeth_The_Queen_Mother,George_VI
"Priscilla_Buchan,_Baroness_Tweedsmuir","John_Buchan,_2nd_Baron_Tweedsmuir"
Infante_Gabriel_of_Spain,Infanta_Maria_Ana_Vitória_of_Portugal
Pan_Shiyi,Zhang_Xin_(businesswoman)
Kishori_Shahane,Deepak_Balraj_Vij
Brooke_Burke,David_Charvet
Allegra_Goodman,David_Karger
Sam_Shepard,O-Lan_Jones
Judith_Malina,Julian_Beck
William_Allingham,Helen_Allingham
Eleonora_Gonzaga_(1598–1655),"Ferdinand_II,_Holy_Roman_Emperor"
Estelle_Parsons,Richard_Gehman
Louis_Zorich,Olympia_Dukakis
Leonard_Nimoy,Sandra_Zober
"Alice_Comyn,_Countess_of_Buchan",Henry_de_Beaumont
Manto_Tshabalala-Msimang,Mendi_Msimang
Winston_Vallenilla,Marlene_De_Andrade
Janet_Gaynor,Adrian_(costume_designer)
Sara_Bronfman,Basit_Igtet
Margaret_Brown,James_Joseph_Brown
Lisa_S.,Daniel_Wu
Min_Sekkya,Saw_Thanda
Fawn_M._Brodie,Bernard_Brodie_(military_strategist)
Margaret_Macdonald_Mackintosh,Charles_Rennie_Mackintosh
John_of_Gaunt,"Constance_of_Castile,_Duchess_of_Lancaster"
Patrick_Page,Paige_Davis
"Otto_II,_Duke_of_Bavaria",Agnes_of_the_Palatinate
Ben_Foden,Una_Healy
Handley_Moule,Charles_Boileau_Elliott
Christy_Clark,Mark_Marissen
Robert_Stephens,Maggie_Smith
Jet_Li,Nina_Li_(actress)
Caramuru,Catarina_Paraguaçu
Albert_Chibnall,Marjorie_Chibnall
"Charles_Paget,_6th_Marquess_of_Anglesey",Lady_Victoria_Manners
Alaungsithu,Yazakumari_of_Pagan
Bruria_David,Yonasan_David
Shelley_Winters,Vittorio_Gassman
Mona_Darkfeather,Frank_Montgomery
John_Romero,Brenda_Romero
Yaza_Dewi_of_Pagan,Kyaswa
"Maurice_FitzGerald,_3rd_Lord_of_Offaly",Maud_de_Prendergast
Pamela_Franklin,Harvey_Jason
Louise_Huebner,Mentor_Huebner
"Maria_Beatrice_d'Este,_Duchess_of_Massa","Ferdinand,_Duke_of_Breisgau"
Joseph_Byrne_(Holby_City),Faye_Morton
Princess_Patricia_of_Connaught,Alexander_Ramsay_(Royal_Navy_officer)
"Hugh_Grosvenor,_2nd_Duke_of_Westminster","Violet_Cripps,_Baroness_Parmoor"
Yael_Cohen,Scooter_Braun
Dani_Calabresa,Marcelo_Adnet
Basit_Igtet,Sara_Bronfman
Tanuja,Shomu_Mukherjee
Yin_Lihua,Emperor_Guangwu_of_Han
Caroline_Endres_Diescher,Samuel_Diescher
Ellen_Franz,"Georg_II,_Duke_of_Saxe-Meiningen"
Elizabeth_Kahanu_Kalanianaʻole,Jonah_Kūhiō_Kalanianaʻole
Gertrude_Messinger,David_Sharpe_(actor)
Asa_Akira,Toni_Ribas
Patsy_Ruth_Miller,Tay_Garnett
Harriet_Smithson,Hector_Berlioz
Rawal_Ratan_Singh,Rani_Padmini
Arthur_Merric_Boyd,Emma_Minnie_Boyd
Sidney_Miller_(actor),Iris_Burton
Maggie_Edmond,Peter_Corrigan
Emperor_Renzong_of_Song,Empress_Guo_(Renzong)
Jean_IV_de_Brosse,Anne_de_Pisseleu_d'Heilly
Leslie_Corrie,Christina_Jane_Corrie
Mary_Finlay_Geoghegan,Hugh_Geoghegan
"Frances_Howard,_Duchess_of_Richmond","Ludovic_Stewart,_2nd_Duke_of_Lennox"
"Edmund_of_Langley,_1st_Duke_of_York",Joan_Holland
Agnès_Varda,Jacques_Demy
Kesari_(Ramayana),Añjanā
Josh_Charles,Sophie_Flack
Tezcatlan_Miyahuatzin,Acamapichtli
Dilip_Kumar,Saira_Banu
Selim_I,Ayşe_Hatun_(wife_of_Selim_I)
Sela_Molisa,Grace_Mera_Molisa
Jim_Dowd_(politician),Janet_Anderson
Kim_Williams_(media_executive),Kathy_Lette
Shanna_Reed,Terrence_O'Hara
Louis_John_Gardella,Lynne_Roberts
Lorna_Heilbron,Nicholas_Clay
Prince_Gabriel_of_Bourbon-Two_Sicilies,Princess_Malgorzata_Izabella_Czartoryska
Marion_Lorne,Walter_C._Hackett
Marianne_Means,James_J._Kilpatrick
"Elizabeth_of_Vermandois,_Countess_of_Leicester","Robert_de_Beaumont,_1st_Earl_of_Leicester"
Mohnyin_Thado,Shin_Sawbu
Cynthia_Lummis,Alvin_Wiederspahn
Ella_Joyce,Dan_Martin_(actor)
SQuire_Rushnell,Louise_DuArt
Verna_Bloom,Jay_Cocks
Nimai_Bali,Sahila_Chadha
Lee_Bo-young,Ji_Sung
Sarah_Micklem,Cornelius_Eady
"Henry_Somerset,_10th_Duke_of_Beaufort","Mary_Somerset,_Duchess_of_Beaufort"
James_Callaghan,"Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff"
Maria_Luisa_of_Parma,Charles_IV_of_Spain
Lynda_Carter,Robert_A._Altman
Wilfred_Watson,Sheila_Watson_(writer)
"Frances_Carr,_Countess_of_Somerset","Robert_Devereux,_3rd_Earl_of_Essex"
Paul_Schmidt_(translator),Stockard_Channing
Katie_O'Malley,Martin_O'Malley
Josiah_Bartlet,Abbey_Bartlet
Donald_Hall,Jane_Kenyon
Fernando_Lamas,Esther_Williams
Cady_McClain,Jon_Lindstrom
Douglas_Lute,Jane_Holl_Lute
"Philipp_I,_Count_of_Nassau-Weilburg",Elisabeth_of_Lorraine-Vaudémont
Louise_Wachtmeister,Erik_Wachtmeister
Parengaope,Te_Rauangaanga
Imdad_Ali_Imam_Ali_Kazi,Elsa_Kazi
Ululani,Keawe-a-Heulu
Patrick_Macnee,Katherine_Woodville_(actress)
Anne_Morrow_Lindbergh,Charles_Lindbergh
Taichi_Yamazaki,Naoko_Yamazaki
Kurt_Russell,Season_Hubley
Barbara_Turner_(screenwriter),Reza_Badiyi
James_Thornton_(actor),Joanna_Page
Anna_Tyszkiewicz,Aleksander_Stanisław_Potocki
Betty_Grable,Harry_James
Jennifer_Howard_(actress),John_Ery_Coleman
Ferdinand_II_of_Naples,Joanna_of_Naples_(1478–1518)
Emilie_of_Oldenburg-Delmenhorst,"Louis_Günther_I,_Count_of_Schwarzburg-Rudolstadt"
"William_Montagu_Douglas_Scott,_6th_Duke_of_Buccleuch","Louisa_Montagu_Douglas_Scott,_Duchess_of_Buccleuch"
Jan_van_Paradijs,Chryssa_Kouveliotou
Caligula,Milonia_Caesonia
Susan_Konig,Dave_Konig
Mario_Adorf,Lis_Verhoeven
Hari_(director),Preetha_Vijayakumar
Georgina_de_Albuquerque,Lucílio_de_Albuquerque
Victoria_Osteen,Joel_Osteen
Suniel_Shetty,Mana_Shetty
Bella_Akhmadulina,Boris_Messerer
Tripti_Mitra,Sombhu_Mitra
George_Runner,Sharon_Runner
Maha_Dewi_of_Toungoo,Mingyi_Nyo
Matlalatzin,Chimalpopoca
Stephanie_Storey,Mike_Gandolfi
Victor_Orsatti,June_Lang
Jimmy_Carter,Rosalynn_Carter
Courtney_B._Vance,Angela_Bassett
Elizabeth_Fry,Joseph_Fry_(tea_merchant)
Chryss_Goulandris,Tony_O'Reilly
Duke_Robert_of_Württemberg,Archduchess_Maria_Immakulata_of_Austria
Jana_Malik,Nouman_Javaid
"Wills_Hill,_1st_Marquess_of_Downshire","Mary_Hill,_Countess_of_Hillsborough"
Jessica_Harper,Thomas_Rothman
Saw_Omma_of_Sagaing,Swa_Saw_Ke
Queen_Hyoui,Jeongjo_of_Joseon
Guy_II_of_Dampierre,Mathilde_of_Bourbon
Michael_Lembeck,Lorna_Patterson
Matilda_of_Scotland,Henry_I_of_England
Doris_Duke,Porfirio_Rubirosa
Euphemia_of_Kiev,"Coloman,_King_of_Hungary"
Peter_II_of_Cyprus,"Valentina_Visconti,_Queen_of_Cyprus"
Lisa_Collins_(actress),Billy_Zane
Laodice_II,Seleucus_II_Callinicus
Joan_Wheeler,William_Challee
Muhammad_Ali_Jinnah,Emibai_Jinnah
Bijon_Bhattacharya,Mahasweta_Devi
Lutgard_of_Salzwedel,Eric_III_of_Denmark
Kaori_Manabe,Kazuya_Yoshii
Josh_Randall,Claire_Rankin
Erskine_Hamilton_Childers,Rita_Childers
Ava_Helen_Pauling,Linus_Pauling
Eleanor_Coppola,Francis_Ford_Coppola
Larry_Sullivan,David_Monahan
Eleanor_Post_Hutton,Léon_Barzin
Lisa_LoCicero,Michael_Patrick_Jann
Andrei_Sakharov,Yelena_Bonner
"Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha",Princess_Victoria_Adelaide_of_Schleswig-Holstein
Ermesinda_of_Bigorre,Ramiro_I_of_Aragon
Sukjong_of_Joseon,Queen_Inhyeon
Sigi_Ziering,Marilyn_Ziering
Kangxi_Emperor,Empress_Xiaochengren
Robin_Pappas,Malcolm_McKay
"Charles_W._Engelhard,_Jr.",Jane_Engelhard
Mark_Wallace,Nicolle_Wallace
Carmen_Binladin,Yeslam_bin_Ladin
Samuel_L._Jackson,LaTanya_Richardson
Nobuko_Otowa,Kaneto_Shindo
"Prince_Amedeo_of_Belgium,_Archduke_of_Austria-Este",Archduchess_Elisabetta_of_Austria-Este
Henri_Verneuil,Françoise_Bonnot
Molly_McGreevey,Earl_Hindman
Milla_Jovovich,Paul_W._S._Anderson
"Teodósio_II,_Duke_of_Braganza",Ana_de_Velasco_y_Girón
Paige_Davis,Greg_Benson
Marina_Zudina,Oleg_Tabakov
Shireen_Irani,Sheriar_Irani
Betty_Chew,Lim_Guan_Eng
Hyman_B._Samuels,Lynne_Roberts
Vildan_Atasever,İsmail_Hacıoğlu
William_B._Quandt,Helena_Cobban
Henryk_IV_Probus,"Matilda_of_Brandenburg,_Duchess_of_Poland"
Dehra_Parker,Robert_Chichester
Emperor_Daizong_of_Tang,Consort_Shen
Jeannie_Suk,Noah_Feldman
"Catherine_of_Austria,_Queen_of_Poland",Sigismund_II_Augustus
Martha_Burns,Paul_Gross
Emina_Jahović__1,Mustafa_Sandal
Lisa_Arch,Russell_Arch
