Terry_Rhoads,Lise_Simms
"Ercole_III_d'Este,_Duke_of_Modena","Maria_Teresa_Cybo-Malaspina,_Duchess_of_Massa"
Mary_Hemingway_Rees,John_Rawlings_Rees
Anne_de_Bourbon,"Louis_VII,_Duke_of_Bavaria"
Gönül_Pultar,Mustafa_Pultar
Lenore_Ulric,Sidney_Blackmer
Michelle_Obama,Barack_Obama
Rajah_Lontok,Dayang_Kalangitan
Princess_Isabella_Antonie_of_Croÿ,Prince_Franz_of_Bavaria
"Matilda_of_Brabant,_Countess_of_Holland","Henry_VI,_Count_Palatine_of_the_Rhine"
Jennifer_Lafleur,Ross_Partridge
Betty_Clooney,Pupi_Campo
Dhamma_Dewi_of_Ava,Shwenankyawshin
Kristin_Alayna_Crizaldo,Jason_Barry
James_Boggs_(activist),Grace_Lee_Boggs
Kirsty_Hinchcliffe,Lucas_Bryant
Andrei_Tarkovsky,Larisa_Tarkovskaya
Dorothea_Grossman,Richard_Grossman_(pianist)
Cyndi_Lauper,David_Thornton_(actor)
Frederic_W._Lincoln_Jr.,Isabel_Rockefeller_Lincoln
Richard_Kerry,Rosemary_Forbes_Kerry
Michael_Coutts-Trotter,Tanya_Plibersek
Zsa_Zsa_Gabor,Jack_Ryan_(designer)
Jenny_Vertpré,Pierre_Carmouche
Abdullah_II_of_Jordan,Queen_Rania_of_Jordan
Wayne_Grady_(author),Merilyn_Simonds
Bruce_Dern,Diane_Ladd
Drew_Sarich,Ann_Mandrella
Angelika_Schrobsdorff,Claude_Lanzmann
Dennis_Hopper,Michelle_Phillips
Drahomíra,"Vratislaus_I,_Duke_of_Bohemia"
Princess_Claire_of_Belgium,Prince_Laurent_of_Belgium
Susan_Hill,Stanley_Wells
Charles_S._Deneen,Bina_Deneen
Presidency_of_Uhuru_Kenyatta,Margaret_Gakuo_Kenyatta
George_Sanders,Magda_Gabor
Grand_Duke_Konstantin_Konstantinovich_of_Russia,Princess_Elisabeth_of_Saxe-Altenburg_(1865–1927)
"Elizabeth_of_Denmark,_Electress_of_Brandenburg","Joachim_I_Nestor,_Elector_of_Brandenburg"
John_Dingell,Debbie_Dingell
Olusegun_Obasanjo,Stella_Obasanjo
Missy_Peregrym,Zachary_Levi
Eve_Pollard,Nicholas_Lloyd
"Patricia_Ford,_Lady_Fisher",Neville_Ford
Loretta_Anne_Rogers,Edward_Samuel_Rogers
Nyaung-u_Sawrahan,Taung_Pyinthe_(Saw_Rahan_II)
Jules_de_Koenigswarter,Pannonica_de_Koenigswarter
William_of_Montreuil,Richard_I_of_Capua
Catherine_Swing,Fergie_Olver
Sarah_Meriwether_Nutter,T._Gillis_Nutter
Shivakiar_Ibrahim,Fuad_I_of_Egypt
Jon_Cryer,Lisa_Joyner
James_McAvoy,Anne-Marie_Duff
Rita_Taketsuru,Masataka_Taketsuru
Margaret_of_Brabant,"Henry_VII,_Holy_Roman_Emperor"
Volker_Schlöndorff,Margarethe_von_Trotta
Ferdinand_I_of_Bulgaria,Eleonore_Reuss_of_Köstritz
John_Charles_Watts-Russell,Elizabeth_Watts-Russell
Bridget_Christie,Stewart_Lee
Peter_Jay,"Margaret_Jay,_Baroness_Jay_of_Paddington"
Giovanni_il_Popolano,Caterina_Sforza
Tony_Curtis,Janet_Leigh
John_A._Macdonald,"Agnes_Macdonald,_1st_Baroness_Macdonald_of_Earnscliffe"
Princess_Sophia_of_Sweden,"Magnus_II,_Duke_of_Saxe-Lauenburg"
H._Robert_Horvitz,Martha_Constantine-Paton
Jean-Louis_Pierrot,Cécile_Fatiman
Kenny_Doughty,Caroline_Carver_(actress)
Ayaka_Kimura,Hideto_Tanihara
Heiner_Müller,Inge_Müller
Hieronim_Florian_Radziwiłł,Teresa_Sapieha
Genghis_Khan,Yesui
Tommy_Pistol,Gia_Paloma
Sigrid_the_Haughty,Sweyn_Forkbeard
George_I_of_Georgia,Mariam_of_Vaspurakan
Roman_Grant,Rhonda_Volmer
Rob_Kutner,Sheryl_Zohn
Rixa_of_Werle,"Albert_II,_Duke_of_Brunswick-Lüneburg"
Saw_Thanda,Min_Sekkya
Stephen_Gaskin,Ina_May_Gaskin
Wiktoryna_Bakałowiczowa,Władysław_Bakałowicz
Billy_Bob_Thornton,Cynda_Williams
"Henry_Percy,_9th_Earl_of_Northumberland","Dorothy_Percy,_Countess_of_Northumberland"
Thihathu,Yadanabon_of_Pinya
Martha_Bernays,Sigmund_Freud
Shweta_Tiwari,Raja_Chaudhary
Melissa_Satta,Kevin-Prince_Boateng
Brían_F._O'Byrne,Heather_Goldenhersh
Charles_Palmer_(director),Claire_Skinner
Nancy_Marchand,Paul_Sparer
Jacques_Parizeau,Lisette_Lapointe
Liz_Whitney_Tippett,John_Hay_Whitney
Prince_George_Valdemar_of_Denmark,Princess_Anne_of_Denmark
Ingrid_Caven,Rainer_Werner_Fassbinder
"Prince_Alfonso,_Count_of_Caserta",Princess_Maria_Antonietta_of_Bourbon-Two_Sicilies
Katinka_Kendeffy,Gyula_Andrássy
Adelaide_of_Löwenstein-Wertheim-Rosenberg,Miguel_I_of_Portugal
Jungjong_of_Joseon,Queen_Dangyeong
Leland_Hayward,Pamela_Harriman
Margot_Honecker,Erich_Honecker
Melissa_Jo_Peltier,John_Gray_(director)
Narapatisithu,Myauk_Pyinthe_II_(Sithu_II)
Francis_Crick,Odile_Crick
Maurice_Sauvé,Jeanne_Sauvé
Cyrus_H._K._Curtis,Louisa_Knapp_Curtis
Adam_in_Islam,Eve
Louise_Homer,Sidney_Homer
Kristin_Scott_Thomas,François_Olivennes
Helle_Thorning-Schmidt,Stephen_Kinnock
Margaret_of_Thuringia,"John_Cicero,_Elector_of_Brandenburg"
"Mary_Curzon,_Baroness_Curzon_of_Kedleston","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Amy_Holden_Jones,Michael_Chapman_(cinematographer)
Tamie_Fraser,Malcolm_Fraser
Kathryn_Grody,Mandy_Patinkin
Cheryl_West_(Outrageous_Fortune),Wolfgang_West
Olivia_de_Havilland,Marcus_Goodrich
Minamoto_no_Yoritomo,Hōjō_Masako
Jane_Birkin,John_Barry_(composer)
Peter_Strauss,Rachel_Ticotin
Helen_Shaver,Steven_Reuther
Howard_Norman,Jane_Shore_(poet)
Shannen_Doherty,Ashley_Hamilton
Khamphoui,Sisavang_Vatthana
Michael_Williams_(actor),Judi_Dench
Agatha_Christie,Max_Mallowan
Margarete_Bonnevie,Thomas_Bonnevie
Mary_Ann_Mobley,Gary_Collins_(actor)
Gertrude_Himmelfarb,Irving_Kristol
Wilma_Pastrana,Alejandro_García_Padilla
Larry_David,Laurie_David
Jean_Renoir,Catherine_Hessling
Kiran_Nadar,Shiv_Nadar
Eric_Swanson,Shana_Madoff
Marjorie_Jackson-Nelson,Peter_Nelson_(cyclist)
Qiao_Guanhua,Zhang_Hanzhi
Penny_Whetton,Janet_Rice
Jack_McGregor,Mary-Jane_Foster
Anna_D._Shapiro,Ian_Barford
Hassanal_Bolkiah,Azrinaz_Mazhar_Hakim
Princess_Bathildis_of_Anhalt-Dessau,Prince_William_of_Schaumburg-Lippe
Donnie_Wahlberg,Jenny_McCarthy
Hawise_of_Normandy,"Geoffrey_I,_Duke_of_Brittany"
Kaitlin_Riley,Jordi_Vilasuso
Anthony_LaPaglia,Gia_Carides
Sara_Carbonero,Iker_Casillas
Kelly_Ripa,Mark_Consuelos
Harold_Turner_(dancer),Gerd_Larsen
María_García_(photographer),Héctor_García_Cobo
Dana_Wynter,Greg_Bautzer
Karen_Morley,Charles_Vidor
Lorraine_Geller,Herb_Geller
Maria_Anna_of_Neuburg,Charles_II_of_Spain
Caroline_Cooke,Lorimer_Johnston
"John_de_la_Pole,_2nd_Duke_of_Suffolk","Elizabeth_of_York,_Duchess_of_Suffolk"
Ealdgyth_(floruit_1015–1016),Sigeferth_(died_1015)
Peter_Ustinov,Suzanne_Cloutier
Ayako_Ishigaki,Eitaro_Ishigaki
Mallika_Sukumaran,Jagathy_Sreekumar
Mr._Gold,Belle_(Once_Upon_a_Time)
Anna_Thomas,Gregory_Nava
Marta_Suplicy,Luis_Favre
"Ingeborg_of_Denmark,_Duchess_of_Mecklenburg","Henry_III,_Duke_of_Mecklenburg"
Thomas_H._Ince,Elinor_Kershaw
Khojaste_Bagherzadeh,Ali_Khamenei
Nestor_Carbonell,Shannon_Kenny
Michael_Parkinson,Mary_Parkinson
Alexander_Pendarves,Mary_Delany
Pwa_Saw_of_Thitmahti,Kyawswa_of_Pagan
Muhammed_bin_Saud_Al_Saud,Sara_bint_Faisal_Al_Saud
Heywood_Broun,Ruth_Hale_(feminist)
Yitzhak_Zuckerman,Zivia_Lubetkin
Thomas_Cossitt,Jennifer_Cossitt
Stephen_Frears,Mary-Kay_Wilmers
Leonard_Crow_Dog,Mary_Brave_Bird
Victoria_Osteen,Joel_Osteen
Charles_Hoffman_(politician),Holly_Hoffman
Princess_Milica_of_Serbia,Lazar_of_Serbia
Howard_F._Ahmanson_Sr.,Caroline_Leonetti_Ahmanson
Belinda_Emmett,Rove_McManus
Virginia_Clay-Clopton,Clement_Claiborne_Clay
Vincent_Lindon,Sandrine_Kiberlain
Chantal_Biya,Paul_Biya
Ethel_Bruce,Stanley_Bruce
Jahangir,Nur_Jahan
Anna_of_Nassau-Dillenburg,"Otto_V,_Duke_of_Brunswick-Lüneburg"
Nora_Gregor,Ernst_Rüdiger_Starhemberg
Richard_Walton_Tully,Eleanor_Gates
Farah_(actress),Vindu_Dara_Singh
Nora_Ephron,Carl_Bernstein
Revathi,Suresh_Chandra_Menon
Diane_Craig,Garry_McDonald
Mandakini_Amte,Prakash_Amte
Elizabeth_Woodville,Edward_IV_of_England
Keir_Dullea,Mia_Dillon
Duchess_Maria_Elisabeth_in_Bavaria,Louis-Alexandre_Berthier
Teofila_Ludwika_Zasławska,Dymitr_Jerzy_Wiśniowiecki
Felipe_Agoncillo,Marcela_Agoncillo
Mauno_Koivisto,Tellervo_Koivisto
Kika_Markham,Corin_Redgrave
Julianna_Smoot,Lon_Johnson
Anna_Proclemer,Vitaliano_Brancati
Frances_Walsingham,"Richard_Burke,_4th_Earl_of_Clanricarde"
Princess_Pauline_of_Württemberg_(1877–1965),"William_Frederick,_Prince_of_Wied"
John_Timpson_(businessman),Alex_Timpson
Philip_II_of_Macedon,Audata
Margaret_Hodge,Henry_Hodge
Eleanor_Summerfield,Leonard_Sachs
Daggubati_Purandeswari,Daggubati_Venkateswara_Rao
Simonetta_Sommaruga,Lukas_Hartmann
Presidency_of_Dmitry_Medvedev,Svetlana_Medvedeva
Catherine_Yurievskaya,Serge_Obolensky
Alexandra_Lamy,Jean_Dujardin
Walter_Parkes,Laurie_MacDonald
Alan_Finkel,Elizabeth_Finkel
Henry_de_La_Falaise,Constance_Bennett
Maksim_Matveyev,Elizaveta_Boyarskaya
Mary_Matalin,James_Carville
Princess_Antoinette_of_Brunswick-Wolfenbüttel,"Ferdinand_Albert_II,_Duke_of_Brunswick-Wolfenbüttel"
Dawnn_Lewis,Johnny_Newman
Prince_Tomohito_of_Mikasa,Princess_Tomohito_of_Mikasa
Augusta_Marie_of_Holstein-Gottorp,"Frederick_VII,_Margrave_of_Baden-Durlach"
Steve_Carson,Miriam_O'Callaghan_(media_personality)
Katie_Griffin,Michael_Kulas
A-Lin,Huang_Kan-lin
Nancy_Floreen,David_O._Stewart
Charles_VII_of_Sweden,Christina_Hvide
Abraham_in_Islam,Hagar_in_Islam
Shamshi-Adad_V,Shammuramat
Jeanne_Tripplehorn,Leland_Orser
Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz,"Frederick,_Duke_of_Saxe-Altenburg"
Min_Khin_Saw,Minye_Thihathu_II_of_Toungoo
Erik_Johansson_Vasa,Cecilia_Månsdotter
Kalanikauleleiaiwi,Keaweʻīkekahialiʻiokamoku
Mira_Stupica,Cvijetin_Mijatović
Andrea_Rosen,John_Gemberling
Natalija_Konstantinović,Carlo_Sforza
Jack_Enrile,Sally_Ponce_Enrile
Trey_Wilson,Judy_Blye_Wilson
Jajang_C._Noer,Arifin_C._Noer
Julia_Blake,Terry_Norris_(actor)
Niobe_of_the_Voreni,Lucius_Vorenus_(Rome_character)
Milly_Witkop,Rudolf_Rocker
Pushpavalli,Gemini_Ganesan
Judy_Nugent,Buck_Taylor
Ranasinghe_Premadasa,Hema_Premadasa
Patrick_Godfrey,Amanda_Walker
"John,_Prince_of_Asturias","Margaret_of_Austria,_Duchess_of_Savoy"
Sina_Motalebi,Farnaz_Ghazizadeh
Kirsten_Powers,Marty_Makary
Adi_Godrej,Parmeshwar_Godrej
Babe_London,Phil_Boutelje
Quentin_Bryce,Michael_Bryce
Madelyn_Pugh,Quinn_Martin
Maggie_d'Abo,Mike_d'Abo
Meng_Chang,Madame_Huarui
Nancy_Sexton,Tim_Sexton
Charles_VIII_of_France,Anne_of_Brittany
"Philip_I,_Duke_of_Pomerania","Maria_of_Saxony,_Duchess_of_Pomerania"
Jeannemarie_Devolites_Davis,Thomas_M._Davis
Tricia_Cotham,Jerry_Meek
Siegfried_Kramarsky,Lola_Kramarsky
"Joseph_Wenzel_I,_Prince_of_Liechtenstein",Anna_Maria_of_Liechtenstein
"David_Ogilvy,_11th_Earl_of_Airlie","Mabell_Ogilvy,_Countess_of_Airlie"
Alamgir_Kabir_(film_maker),Jayasree_Kabir
Beth_Kobliner,David_E._Shaw
Héctor_Soberón,Michelle_Vieth
"Conrad_II,_Holy_Roman_Emperor",Gisela_of_Swabia
Polly_Rosenbaum,William_Rosenbaum
Donna_Dixon,Dan_Aykroyd
Zeng_Xueming,Ho_Chi_Minh
George_Peppard,Sherry_Boucher
Sisowath_Monivong,Norodom_Kanviman_Norleak_Tevi
Helle_Virkner,Ebbe_Rode
Jeanne_Sauvé,Maurice_Sauvé
Lennie_Hayton,Lena_Horne
Yang_Kaihui,Mao_Zedong
Pwadawgyi_of_Pagan,Htilominlo
Huacaltzintli,Itzcoatl
Mao_Yichang,Wen_Qimei
Susanna_of_Bavaria,"Otto_Henry,_Elector_Palatine"
Huang_Xiaoming,Angelababy
Susan_Rice_(banker),Duncan_Rice
William_Dozier,Ann_Rutherford
Jennifer_Howard_(actress),John_Ery_Coleman
Jessie_Harlan_Lincoln,Warren_Wallace_Beckwith
"John_Montagu,_4th_Earl_of_Sandwich","Dorothy_Montagu,_Countess_of_Sandwich"
Lila_Leeds,Jack_Little_(songwriter)
Solomonia_Saburova,Vasili_III_of_Russia
Lee_de_Forest,Marie_Mosquini
Rowan_Williams,Jane_Williams_(theologian)
Gustaf_VI_Adolf_of_Sweden,Princess_Margaret_of_Connaught
Steven_Strait,Lynn_Collins
Betty_Washington_Lewis,Fielding_Lewis
Howard_Dean,Judith_Steinberg_Dean
Stephanie_Cole,Peter_Birrel
Kamar_de_los_Reyes,Sherri_Saum
Red_Queen_(Through_the_Looking-Glass),Red_King_(Through_the_Looking-Glass)
J.D._Kleinke,Sara_Radcliffe
Tom_Fontana,Sagan_Lewis
"John_Ernest,_Duke_of_Saxe-Coburg","Philip_I,_Duke_of_Brunswick-Grubenhagen"
William_Jewett_Tenney,Sarah_Brownson
Mike_Flanagan_(director),Kate_Siegel
Raqesh_Vashisth,Riddhi_Dogra
Lee_Krasner,Jackson_Pollock
Amata_Kabua,Emlain_Kabua
Gerald_Rudolff_Ford,Dorothy_Ayer_Gardner_Ford
Maria_Karolina_Sobieska,Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne
René_of_Chalon,Anna_of_Lorraine
Valdemar_IV_of_Denmark,Helvig_of_Schleswig
Marshall_Allman,Jamie_Anne_Allman
Edwina_Brudenell,Jeremy_Brudenell
Emperor_Jing_of_Han,Empress_Wang_Zhi
Jeri_Ryan,Jack_Ryan_(politician)
El_Cid,Jimena_Díaz
Rupiah_Banda,Thandiwe_Banda
Kate_Mulgrew,Tim_Hagan
Prince_Guillaume_of_Luxembourg,Princess_Sibilla_of_Luxembourg
Deborah_Snyder,Zack_Snyder
Jon_Lindstrom,Cady_McClain
Ahmad_Sanjar,"Rusudan,_daughter_of_Demetrius_I_of_Georgia"
Kyra_Davis,Rod_Lurie
"Joan_de_Geneville,_2nd_Baroness_Geneville","Roger_Mortimer,_1st_Earl_of_March"
Beatrice_of_Bavaria,Eric_XII_of_Sweden
"Niels,_King_of_Denmark",Margaret_Fredkulla
Loletta_Chu,Vincent_Lo
Sarah_Jessica_Parker,Matthew_Broderick
Faune_A._Chambers,Fonzworth_Bentley
Robert_Six,Audrey_Meadows
Nelson_Rockefeller,Happy_Rockefeller
Madhu_Dandavate,Pramila_Dandavate
Edward_Coxen,Edith_Borella
Lyndon_LaRouche,Helga_Zepp-LaRouche
Konrad_Wolf,Christel_Bodenstein
Helene_Weigel,Bertolt_Brecht
Ajabde,Maharana_Pratap
"Albert_III,_Duke_of_Bavaria",Anna_of_Brunswick-Grubenhagen-Einbeck
Ed_Lin,Cindy_Cheung_(actress)
Doe_Avedon,Richard_Avedon
Olga_Schoberová,Brad_Harris
"Thomas_Francis,_Prince_of_Carignano","Marie_de_Bourbon,_Countess_of_Soissons"
Emma_Dunn,Harry_Beresford
William_Holden,Brenda_Marshall
Carl_I._Hagen,Eli_Hagen
Gordon_MacRae,Sheila_MacRae
Ted_Arison,Lin_Arison
"Margaret_Cambridge,_Marchioness_of_Cambridge","Adolphus_Cambridge,_1st_Marquess_of_Cambridge"
Hersekzade_Ahmed_Pasha,Bayezid_II
Janko_Popović_Volarić,Jelena_Veljača
Ida_Saxton_McKinley,William_McKinley
Rachel_Gordon,Jon_Sivewright
Michelle_Johnson_(actress),Matt_Williams_(third_baseman)
Philip_V_of_Spain,Maria_Luisa_of_Savoy
Countess_Palatine_Dorothea_Catherine_of_Birkenfeld-Bischweiler,"John_Louis,_Count_of_Nassau-Ottweiler"
Usher_(singer),Tameka_Foster
Natasha_Richardson,Liam_Neeson
Antoine_Fuqua,Lela_Rochon
Uzana_I_of_Pinya,Atula_Maha_Dhamma_Dewi_of_Pinya
Sun-Yung_Alice_Chang,Paul_C._Yang
Gustaf_VI_Adolf_of_Sweden,Louise_Mountbatten
Usharani,N._Sankaran_Nair
Richenda_Carey,Nigel_Stock_(actor)
"Alexander_Gordon,_4th_Duke_of_Gordon","Jane_Gordon,_Duchess_of_Gordon"
"Joan,_Countess_of_Flanders","Thomas,_Count_of_Flanders"
Ann_Jellicoe,Roger_Mayne
Robert_Glenister,Amanda_Redman
Ian_Ziering,Nikki_Ziering
"Henry_Herbert,_2nd_Earl_of_Pembroke",Lady_Catherine_Grey
Carmine_Giovinazzo,Vanessa_Marcil
Thomas_Berkeley,"Elizabeth_Carey,_Lady_Berkeley"
Luciana_Pedraza,Robert_Duvall
Philip_V_of_France,"Joan_II,_Countess_of_Burgundy"
"Francesco_I_d'Este,_Duke_of_Modena",Lucrezia_Barberini
Lala_Sloatman,Chris_Robinson_(singer)
Zipporah,Moses
Sidney_Robertson_Cowell,Henry_Cowell
Patrick_Ryecart,Marsha_Fitzalan
Florence_Harding,Warren_G._Harding
Queen_Saleha_of_Brunei,Hassanal_Bolkiah
Prince_Ferdinand_of_Bavaria,Maria_Luisa_de_Silva_y_Fernández_de_Henestrosa
Bea_Uusma,Henrik_Schyffert
Christopher_of_Bavaria,Dorothea_of_Brandenburg
James_Bolam,Susan_Jameson
Ana_Botella,José_María_Aznar
"Jeanne_de_Bar,_Countess_of_Marle_and_Soissons","Louis_de_Luxembourg,_Count_of_Saint-Pol"
Jane_Weinberger,Caspar_Weinberger
"Prince_Henry,_Duke_of_Mecklenburg-Schwerin",Wilhelmina_of_the_Netherlands
Prince_Ludwig_of_Löwenstein-Wertheim-Freudenberg,Princess_Anne_of_Löwenstein-Wertheim-Freudenberg
Ida_Rauh,Max_Eastman
Saw_Ahlwan_of_Pagan,Naratheinkha
Bayezid_II,Bülbül_Hatun
Ryan_Haddon,Christian_Slater
Shin_Ae-ra,Cha_In-pyo
Sarah_Tabrizi,Michael_Nath
Eike_Batista,Luma_de_Oliveira
Cynthia_Klitbo,Francisco_Gattorno
Monte_Amundsen,Giorgio_Tozzi
"Philipp_Wolfgang,_Count_of_Hanau-Lichtenberg",Dorothea_Diana_of_Salm
Njoo_Cheong_Seng,Fifi_Young
Ada_of_Caria,Idrieus
Henry_Lee_III,Anne_Hill_Carter_Lee
Linda_Darnell,Peverell_Marley
Stefan_Vladislav,Beloslava_of_Bulgaria
"Margaret_de_Quincy,_Countess_of_Lincoln","John_de_Lacy,_2nd_Earl_of_Lincoln"
Marvin_Olasky,Susan_Olasky
Jürgen_Kuczynski,Marguerite_Kuczynski
Nina_Wayne,John_Drew_Barrymore
Kori_Rae,Darla_K._Anderson
Ranka_Velimirović,Zdravko_Velimirović
Patti_Hansen,Keith_Richards
Violet_Turner,Pete_Wilder
Margot_Fenring,Hasimir_Fenring
Anna_Morton,Levi_P._Morton
Jane_Connell,Gordon_Connell_(actor)
Darren_Dalton,Kristen_Dalton_(actress)
Jerry_Hall,Rupert_Murdoch
Simon_MacCorkindale,Fiona_Fullerton
Rob_Akers,Rosemary_Kyburz
Kinoiki_Kekaulike,Kūhiō_Kalanianaole
Carol_Dunlop,Julio_Cortázar
Bellamy_Storer_(1847–1922),Maria_Longworth_Nichols_Storer
Mary-Ann_Ochota,Joe_Craig
"Juan_Manuel,_Prince_of_Villena",Blanca_de_La_Cerda_y_Lara
James_E._Ferguson,Miriam_A._Ferguson
Sarah_Coysh,John_Rolls
Yamna_Lobos,Cristián_Arriagada
Pal_Sinn,Paisley_Wu
Alvarenga_Peixoto,Bárbara_Heliodora
"James_B._Warlick,_Jr.",Mary_Burce_Warlick
Alfred_Ryder,Kim_Stanley
B._V._Karanth,Prema_Karanth
"Irene_Adams,_Baroness_Adams_of_Craigielea",Allen_Adams
Empress_Gi,Toghon_Temür
Carmen_Silvera,John_Cunliffe_(author)
Doug_Geiss,Erika_Geiss
Dannie_Abse,Joan_Abse
Kirron_Kher,Anupam_Kher
"Wilhelm_II,_German_Emperor",Hermine_Reuss_of_Greiz
Ellen_Barkin,Gabriel_Byrne
Jorge_Salinas,Elizabeth_Álvarez
Linda_Polach,Jim_Boyd_(reporter)
Robert_Pine,Gwynne_Gilford
Anya_Linden,"John_Sainsbury,_Baron_Sainsbury_of_Preston_Candover"
Raila_Odinga,Ida_Odinga
Ashraf_Ghani,Rula_Ghani
Sheila_Larken,R._W._Goodwin
Jason_Biggs,Jenny_Mollen
"Elizabeth_of_Poland,_Queen_of_Hungary",Charles_I_of_Hungary
Rupilia,Marcus_Annius_Verus
Maureen_O'Hara,"Charles_F._Blair,_Jr."
John_Foreman_(producer),Linda_Lawson_(actress)
Pearl_Aday,Scott_Ian
William_H._Gates_Sr.,Mary_Maxwell_Gates
Barbara_Latham,Howard_Cook
Frank_Chin,Kathy_Change
Barbara_Knudson,William_Henry_(actor)
Wayne_White_(artist),Mimi_Pond
Vittorio_Gassman,Shelley_Winters
Jeremy_Jackson_(scientist),Nancy_Knowlton
Daniel_Sickles,Teresa_Bagioli_Sickles
Peggy_Lee,Dewey_Martin_(actor)
Tewodros_II,Tiruwork_Wube
Alessia_Merz,Fabio_Bazzani
Devayani_(actress),Rajakumaran_(director)
Clifton_Daniel,Margaret_Truman
"Frederick_II,_Elector_of_Saxony","Margaret_of_Austria,_Electress_of_Saxony"
Vashti,Xerxes_I
Ælfgifu_of_Northampton,Cnut_the_Great
Spike_Jonze,Sofia_Coppola
"William_the_Victorious,_Duke_of_Brunswick-Lüneburg",Cecilia_of_Brandenburg
Bob_Dishy,Judy_Graubart
Anthemius,Marcia_Euphemia
Lamberto_V._Avellana,Daisy_Avellana
Tarab_Abdul_Hadi,Awni_Abd_al-Hadi
Radovan_Karadžić,Ljiljana_Zelen_Karadžić
"Charles_Emmanuel_II,_Duke_of_Savoy",Françoise_Madeleine_d'Orléans
Florian_Ballhaus,Pamela_Katz
Roma_Downey,Leland_Orser
Prince_Charles_of_Hesse-Kassel,Princess_Louise_of_Denmark_(1750–1831)
Dinah_Sheridan,John_Merivale
H._P._Lovecraft,Sonia_Greene
Charlotte_Bühler,Karl_Bühler
William_Adelin,Matilda_of_Anjou
"Georgiana_Cavendish,_Duchess_of_Devonshire","William_Cavendish,_5th_Duke_of_Devonshire"
Juliette_Wytsman,Rodolphe_Wytsman
Sophia_Charlotte_of_Hanover,Frederick_I_of_Prussia
Jennifer_Ouellette,Sean_M._Carroll
Leslie_Feinberg,Minnie_Bruce_Pratt
Tutta_Rolf,Hasse_Ekman
Paulette_Noizeux,Noël_Roquevert
Victoria_Horne,Jack_Oakie
Jillian_Barberie,Bret_Barberie
Éléonore_de_Bourbon,"Philip_William,_Prince_of_Orange"
Krystyna_Drohojowska,Hassling-Ketling_of_Elgin
Sarah_G._Buxton,Shane_Brolly
Roxanne_Hart,Philip_Casnoff
Triple_H,Stephanie_McMahon
Abigail_Kuaihelani_Campbell,Samuel_Parker_(Hawaii)
Diahann_Carroll,Vic_Damone
Empress_Sunjeong,Sunjong_of_Korea
"Magnus,_Duke_of_Holstein",Maria_Vladimirovna_of_Staritsa
Vladimir_the_Great,Rogneda_of_Polotsk
Dwight_Schultz,Wendy_Fulton
Joe_Wright,Anoushka_Shankar
Geoffrey_Hill,Alice_Goodman
"John_II,_Duke_of_Brittany",Beatrice_of_England
Carroll_Dunham,Lena_Dunham
Paul_Douglas_(actor),Virginia_Field
Poppaea_Sabina,Otho
Kenneth_Tobey,June_Hutton
Allene_Tew,Prince_Heinrich_XXXIII_Reuss_of_Köstritz
"Albert_II,_Margrave_of_Meissen",Kunigunde_of_Eisenberg
Helen_Allingham,William_Allingham
Hugh_Alexander_Pollock,Enid_Blyton
Steve_Jocz,Jessy_Moss
Kenix_Kwok,Frankie_Lam
Polly_Platt,Peter_Bogdanovich
Princess_Isabella_of_Croÿ,"Archduke_Friedrich,_Duke_of_Teschen"
Tim_LaHaye,Beverly_LaHaye
Beatrice_Regina_della_Scala,Bernabò_Visconti
Lady_Abahai,Nurhaci
Yang_Xianrong,Emperor_Hui_of_Jin
Mary_Adshead,Stephen_Bone
Barton_Yarborough,Barbara_Jo_Allen
Mark_Sanford,Jenny_Sanford
Celia_Kritharioti,Nikolas_Tsakos
Katarzyna_Lubomirska,Janusz_Ostrogski
Hermanafrid,Amalaberga
Elise_Doganieri,Bertram_van_Munster
Mona_Zaki,Ahmed_Helmy
Roger_Moyer,Ellen_Moyer
Garson_Kanin,Ruth_Gordon
Desi_Arnaz_Jr.,Linda_Purl
Kathleen_Blanco,Raymond_Blanco
Paul_Dooley,Winnie_Holzman
Anne_Hathaway_(Shakespeare's_wife),William_Shakespeare
Rufus_Wainwright,Jörn_Weisbrodt
Yuko_Kobayashi,Mitsuaki_Hoshino
Robert_Daws,Amy_Robbins
Coenwulf_of_Mercia,Ælfthryth_of_Mercia
Denise_Sullivan,Peter_Case
Anni-Frid_Lyngstad,Prince_Heinrich_Ruzzo_Reuss_of_Plauen
Ruth_England,Mykel_Hawke
Bathilde_d'Orléans,"Louis_Henri,_Prince_of_Condé"
Nikolai_Bukharin,Anna_Larina
Cynthia_Stone,Cliff_Robertson
Arlene_Dahl,Lex_Barker
Anne_of_Kiev,Henry_I_of_France
Drusilla_Beyfus,Milton_Shulman
Gustaf_Skarsgård,Hanna_Alström
"Gerhard_VI_of_Jülich,_Count_of_Berg_and_Ravensberg",Margaret_of_Ravensberg
Richard_Clarke_Cabot,Ella_Lyman_Cabot
Itay_Tiran,Melanie_Peres
Sam_Gores,Jensen_Buchanan
Philip_of_Castile,Inés_Rodríguez_Girón
Iso_Mutsu,Mutsu_Hirokichi
Amanda_Righetti,Jordan_Alan
Lyudmila_Zhivkova,Ivan_Slavkov
Sanjay_Gandhi,Maneka_Gandhi
