"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
Laming_Worthington-Evans,Winston_Churchill
Zosia_Mamet,David_Mamet
Rodrigo_Duterte,Prospero_Nograles
"Infante_João,_Duke_of_Beja",Maria_II_of_Portugal
Mammootty,Mohanlal
Elizabeth_Taylor,Francis_Lenn_Taylor
Elizabeth_Cromwell,Henry_Cromwell
Viacheslava_of_Novgorod,"Leszek,_Duke_of_Masovia"
Will.i.am,Michael_Jackson
Charles_Farr,Gordon_Brown
Peter_Bogdanovich,Cybill_Shepherd
Anne_M._Burke,Mary_Ann_McMorrow
Khin_Myat_of_Toungoo,Sanda_Dewi
Smarck_Michel,René_Préval
Peter_II_of_Aragon,Alfonso_II_of_Aragon
"Theresa_of_Portugal,_Queen_of_León",Dulce_of_Aragon
"John,_Constable_of_Portugal",Philippa_of_Lancaster
Archduchess_Hermine_of_Austria,"Archduke_Joseph,_Palatine_of_Hungary"
Amalasuntha,Matasuntha
Robert_W._Scott,Dan_K._Moore
John_C._Frémont,John_B._Weller
Bob_Wise,Shelley_Moore_Capito
Linda_Frum,Stephen_Harper
Maria_Luisa_of_Spain,"Archduke_Joseph,_Palatine_of_Hungary"
Doctor_Dolittle,Rex_Harrison
Elizabeth_of_Luxembourg,"Sigismund,_Holy_Roman_Emperor"
Yen_Chia-kan,Chiang_Ching-kuo
Robert_Malley,Bill_Clinton
Æthelwulf,Æthelbald_of_Wessex
Abraham_Van_Vechten,Martin_Van_Buren
Jaddanbai,Nargis
Ric_Griffin,Hugh_Quarshie
Peyton_Manning,Brett_Favre
Khaled_Fawzy,Abdel_Fattah_el-Sisi
Swa_Saw_Ke,Min_Yaza_of_Wun_Zin
Romeo_Antonio,Michael_Jackson
List_of_The_Bill_characters_(E–L),René_Zagger
Shannon_O'Brien,Joe_Malone_(politician)
Krzysztof_Chodkiewicz,Hieronim_Chodkiewicz
John_Chiang_(Taiwan),Jason_Hu
"Anthony_Ashley-Cooper,_9th_Earl_of_Shaftesbury",Mary_of_Teck
"Francis_I,_Duke_of_Lorraine","Charles_III,_Duke_of_Lorraine"
Mike_Espy,Bill_Clinton
Empress_Dou_(Wen),Emperor_Jing_of_Han
Estella_Sneider,Kyle_Richards
Bolesław_III_Wrymouth,Władysław_II_the_Exile
Allen_J._Ellender,Elaine_S._Edwards
Patricia_Quinn,Toby_Stephens
Yung_Wun,Swizz_Beatz
Judith_of_Flanders,Ealhswith
Jim_Keltner,Elvis_Presley
Ian_Underwood,Frank_Zappa
"Charles_Vane-Tempest-Stewart,_7th_Marquess_of_Londonderry","Alan_Brooke,_1st_Viscount_Alanbrooke"
Abdullah_Ahmad_Badawi,Sirajuddin_of_Perlis
Jeff_Gordon,Geoff_Bodine
"Francisco_Téllez-Girón,_10th_Duke_de_Osuna","Pedro_Téllez-Girón,_9th_Duke_of_Osuna"
Barry_Anderson,Tim_Pawlenty
Sebastián_Piñera,Luciano_Cruz-Coke
Mike_Todd,Eddie_Fisher_(singer)
Blaine_Larsen,Rory_Lee_Feek
Mick_Jagger,Chris_Jagger
Burt_Bacharach,Dionne_Warwick
"Thomas_Egerton,_2nd_Earl_of_Wilton",William_IV_of_the_United_Kingdom
Huey_Long,Paul_N._Cyr
"Mary_Abercromby,_1st_Baroness_Abercromby","James_Abercromby,_1st_Baron_Dunfermline"
"Margaret_Mortimer,_Baroness_Berkeley","Maurice_de_Berkeley,_4th_Baron_Berkeley"
Arthur_Greenwood,Clement_Attlee
Lazaro_Nyalandu,Jakaya_Kikwete
Barney_Rubble,Stephen_Stanton
Sandra_Day_O'Connor,David_Souter
Henry_Grattan,Lord_Henry_FitzGerald
Ernst_Johann_von_Biron,Ferdinand_Kettler
Philander_C._Knox,William_McKinley
Infanta_Blanca_of_Spain,"Carlos,_Duke_of_Madrid"
Koca_Davud_Pasha,Bayezid_II
Lech_Kaczyński,Jerzy_Buzek
Vilma_Santos,Mark_Leviste
Min_Yaza_of_Wun_Zin,Minkhaung_I
Corky_Ballas,George_Ballas
Rebeca_Grynspan,Elizabeth_Odio_Benito
Mouzinho_da_Silveira,Maria_II_of_Portugal
Jason_Ritter,Nancy_Morgan
"William_Bridgeman,_1st_Viscount_Bridgeman",Arthur_Henderson
François_Mitterrand,Édouard_Balladur
Mingyi_Swa,Nanda_Bayin
Princess_Anna_of_Prussia,Prince_Charles_of_Prussia
"Alexander_Macmillan,_2nd_Earl_of_Stockton",Harold_Macmillan
William_I_of_the_Netherlands,"William_V,_Prince_of_Orange"
John_W._Reynolds_Jr.,Lyndon_B._Johnson
Muhammed_Daoud_Pashtunyar_Khan,Mohammed_Zahir_Shah
Mihail_Roller,Joseph_Stalin
Surendra_of_Nepal,Prithvi_of_Nepal
Henry_Howell,John_N._Dalton
Charlie_Grosso,Sylvia_Plath
"Elisabeth_of_Hesse,_Hereditary_Princess_of_Saxony","William_II,_Landgrave_of_Hesse"
John_Ritter,Dorothy_Fay
Crin_Antonescu,Alexandru_Athanasiu
Lance_Adams-Schneider,Ronald_Reagan
Jérôme_Bonaparte,Carlo_Buonaparte
Belle_(Disney),Emma_Watson
Laura_Bush,Michelle_Obama
Saw_Pale_of_Nyaungyan,Mohnyin_Thado
Archduchess_Maria_Theresa_of_Austria_(1845–1927),Duke_Robert_of_Württemberg
"Marie_of_Orléans,_Viscountess_of_Narbonne",Germaine_of_Foix
"Jonathan_Mance,_Baron_Mance","Johan_Steyn,_Baron_Steyn"
Rachida_Dati,Nicolas_Sarkozy
Mark_Antony_(Rome_character),James_Purefoy
Omar_Ali_Saifuddien_III,Hassanal_Bolkiah
Barbara_Rush,Irene_Dailey
Rahadyan_Sastrowardoyo,F._Scott_Fitzgerald
Tin-Tin_Kyrano,Sylvia_Anderson
Leo_Penn,Sean_Penn
Hussein_el-Shafei,Gamal_Abdel_Nasser
Effiegene_Locke_Wingo,Otis_Wingo
Connie_Francis,Ricky_Nelson
Zoe_Karbonopsina,Constantine_VII
Charles_S._Zane,Benjamin_Harrison
Joyce_Hens_Green,Ronald_Reagan
Jane_Kim,Gavin_Newsom
"Charles_Talbot,_1st_Duke_of_Shrewsbury","James_Butler,_2nd_Duke_of_Ormonde"
Louise_Homer,Anne_Homer
"George_Keith,_5th_Earl_Marischal","Ludovic_Stewart,_2nd_Duke_of_Lennox"
Joseph_Story,James_Madison
Rajendra_of_Nepal,Girvan_Yuddha_Bikram_Shah
Bernard_Landry,Stéphane_Bergeron
Alfonso_Arau,Fernando_Arau
Olle_Westling,"Victoria,_Crown_Princess_of_Sweden"
"Ulrich_V,_Count_of_Württemberg","Eberhard_IV,_Count_of_Württemberg"
Mary_I_of_England,Lady_Jane_Grey
Adelaide_of_Susa,Bertha_of_Milan
Bajirao_I,Shamsher_Bahadur_I_(Krishna_Rao)
Süleyman_Demirel,Mesut_Yılmaz
Lee_Scott_(politician),Wes_Streeting
Chimalpopoca,Huitzilihuitl
"Alan_III,_Duke_of_Brittany","Conan_II,_Duke_of_Brittany"
John_Copp,Thomas_Betts
Henry_Greffulhe,Élaine_Greffulhe
Luke_Edward_Wright,William_Howard_Taft
Edward_Roy_Becker,Ronald_Reagan
Charles_Haughey,Paddy_O'Toole
Baleka_Mbete,Frene_Ginwala
Non-importation_Act,Aaron_Burr
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne","Henry_Petty-Fitzmaurice,_6th_Marquess_of_Lansdowne"
William_M._Daley,Richard_J._Daley
Izabela_Elżbieta_Morsztyn,Teodor_Kazimierz_Czartoryski
Ben_Chifley,James_Scullin
Landgravine_Caroline_of_Hesse-Rotenburg,"Louis_Joseph,_Prince_of_Condé"
Patsy_Stone,Joanna_Lumley
Cunigunde_of_Swabia,Ota_(wife_of_Arnulf_of_Carinthia)
Will_Champlin,Adam_Levine
William_Loughton_Smith,John_Quincy_Adams
"Waleran_I,_Lord_of_Ligny",Margaret_of_Bar
Ti_Lawka_Sanda_Dewi,Yadanabon_I_of_Pagan
Jack_Donaghy,Joey_La_Varco
Government_of_Mohammad_Khatami_(1997–2005),Akbar_Hashemi_Rafsanjani
Ladislaus_of_Naples,Margaret_of_Durazzo
Gunnar_Nordström,Albert_Einstein
Oswald_Mosley,Max_Mosley
Yaragudipati_Varada_Rao,Lakshmi_(actress)
Maria_Alexandrovna_(Marie_of_Hesse_and_by_Rhine),"Louis_II,_Grand_Duke_of_Hesse"
Prince_Ludwig_Ferdinand_of_Bavaria,Prince_Ferdinand_of_Bavaria
Ivan_III_of_Russia,Andrey_of_Staritsa
"Rufus_Isaacs,_1st_Marquess_of_Reading","John_Simon,_1st_Viscount_Simon"
"Catherine_of_Hungary,_Duchess_of_Świdnica",Charles_I_of_Hungary
Mahendra_of_Nepal,Gyanendra_of_Nepal
Kira_Maria_Asenina_of_Bulgaria,Maria_Asenina_of_Bulgaria
Arthur_Calwell,Gough_Whitlam
Michael_Keenan,Malcolm_Turnbull
Regina_Mills,Lana_Parrilla
George_Tierney,George_IV_of_the_United_Kingdom
Juan_Manuel_Urtubey,Juan_Carlos_Romero_(politician)
Cat_Power,Eddie_Vedder
"Leopold_II,_Holy_Roman_Emperor","Joseph_II,_Holy_Roman_Emperor"
Gloria_Morgan_Vanderbilt,Gloria_Vanderbilt
Andrew_MacKay,John_Major
Tarzan,Edgar_Rice_Burroughs
Ratna_Pathak,Supriya_Pathak
Khalid_bin_Mohammed_Al_Angari,Abdullah_of_Saudi_Arabia
Tannet_of_Pagan,Kunhsaw_Kyaunghpyu
Lettice_Knollys,Catherine_Carey
Clarence_Dill,J._Stanley_Webster
Frederick_Tuta,"Henry_III,_Margrave_of_Meissen"
Tony_Speller,Jeremy_Thorpe
John_II_of_France,Philip_VI_of_France
Inspector_Hanaud,Oskar_Homolka
Meg_Murry,Charles_Wallace_Murry
Tom_Ripley,John_Malkovich
Francisco_Morazán,José_Gregorio_Salazar
Serena_van_der_Woodsen,Blake_Lively
Abdul_Halim_of_Kedah,Ismail_Nasiruddin_of_Terengganu
Connie_Corleone,Tom_Hagen
Empress_Zhangsun,Emperor_Gaozong_of_Tang
Patricia_Neal,Ophelia_Dahl
Manvendra_Singh,Manmohan_Singh
"Nicholas_Vansittart,_1st_Baron_Bexley",George_IV_of_the_United_Kingdom
"Arthur_III,_Duke_of_Brittany","Francis_II,_Duke_of_Brittany"
"Louis_VI,_Elector_Palatine","Frederick_III,_Elector_Palatine"
Yaovabha_Bongsanid,Chulalongkorn
Bernard_Dowiyogo,Derog_Gioura
Chhean_Vam,Norodom_Sihanouk
Rajiv_Gandhi,R._Venkataraman
Thomas_B._Butler,Benjamin_Isaacs
Fredrik_Reinfeldt,Göran_Persson
Thomas_Hardy,Philip_Larkin
Tom_Schieffer,Howard_Baker
Terrance_Dicks,Derrick_Sherwin
Randy_Chestnut,Richard_Pryor
Jeff_Gordon,Michael_Waltrip
Caitlin_Ryan_(Degrassi),Linda_Schuyler
Seth_Cohen,Adam_Brody
Marius_Nicoară,Traian_Băsescu
"Rudolf_II,_Holy_Roman_Emperor","Matthias,_Holy_Roman_Emperor"
Billy_DeBeck,Fred_Lasswell
James_MacArthur,James_McArthur
"George_Venables-Vernon,_7th_Baron_Vernon",William_Ewart_Gladstone
Yumjaagiin_Tsedenbal,Dashiin_Damba
Cliff_Michelmore,Guy_Michelmore
"Anthony_Ashley-Cooper,_11th_Earl_of_Shaftesbury","Anthony_Ashley-Cooper,_10th_Earl_of_Shaftesbury"
Dulce_of_Aragon,"Urraca_of_Castile,_Queen_of_Portugal"
Princess_Pauline_of_Württemberg_(1810–1856),Princess_Louise_of_Saxe-Hildburghausen
Nick_Laird,T._S._Eliot
Princess_Tenagnework,Hirut_Desta
Addie_Horton,Ted_Corday
Keeaumoku_II,Wahinepio
"Louis_I,_Prince_of_Monaco","Antonio_I,_Prince_of_Monaco"
Mehmed_V,Abdülmecid_I
"Thomas_Holland,_2nd_Earl_of_Kent",Joan_Holland
Paul_Simon_(politician),Neil_Hartigan
Frédéric_Salat-Baroux,Claude_Guéant
Lorenzo_Lamas,Arlene_Dahl
Claudia_Octavia,Poppaea_Sabina
Hjalmar_Branting,Oscar_von_Sydow
Thomas_Gore,Newton_Steers
Otto_Lang,Ron_Basford
"Ernst_I,_Duke_of_Saxe-Altenburg","Georg,_Duke_of_Saxe-Altenburg"
Donald_Kohn,"Roger_W._Ferguson,_Jr."
Gifford_Pinchot,Theodore_Roosevelt
Julius_Caesar,Augustus
"Princess_Astrid_of_Belgium,_Archduchess_of_Austria-Este","Prince_Amedeo_of_Belgium,_Archduke_of_Austria-Este"
"Edward_Turnour,_6th_Earl_Winterton","J._C._C._Davidson,_1st_Viscount_Davidson"
Gaspard_II_de_Coligny,Louise_de_Montmorency
"Theodore_I,_Marquess_of_Montferrat","John_II,_Marquess_of_Montferrat"
Naz_Ikramullah,Shaista_Suhrawardy_Ikramullah
Gretchen_Wilson,Kenny_Chesney
"Henry_Grey,_1st_Duke_of_Suffolk",Lady_Mary_Grey
"Robert_Devereux,_3rd_Earl_of_Essex","Robert_Devereux,_2nd_Earl_of_Essex"
Erma_Franklin,Aretha_Franklin
"George_Ramsay,_9th_Earl_of_Dalhousie",George_IV_of_the_United_Kingdom
John_Keeler,Samuel_Hayes_(settler)
Ben_Chifley,Arthur_Fadden
Princess_Sophia_of_Sweden,Margaret_Leijonhufvud
Niall_Ferguson,David_Landes
"Infante_Carlos,_Count_of_Molina",Maria_Luisa_of_Parma
Bruce_Robb,John_Mellencamp
Mary_Todd_Lincoln,Eliza_McCardle_Johnson
Brenda_Lee,Ricky_Nelson
Leon_Trotsky,Mikhail_Tereshchenko
José_de_San_Martín,José_Miguel_Carrera
List_of_Coronation_Street_characters_(1961),Anne_Reid
Mamata_Banerjee,Lalu_Prasad_Yadav
Kuakini,Kīnaʻu
Rex_Harrison,Carey_Harrison
"John_Dudley,_1st_Duke_of_Northumberland","Robert_Dudley,_1st_Earl_of_Leicester"
"Robert_de_Brus,_5th_Lord_of_Annandale","Robert_de_Brus,_6th_Lord_of_Annandale"
Helen_Forrest,Dick_Haymes
Charles_Emmanuel_III_of_Sardinia,Prince_Carlo_Francesco_of_Savoy
Infanta_Catherine_Michelle_of_Spain,Elisabeth_of_Valois
"Helena_Kennedy,_Baroness_Kennedy_of_The_Shaws",Jon_Snow_(journalist)
Ellen_Hamlin,Mary_Cyrene_Burch_Breckinridge
Priyanka_Gandhi,Rajiv_Gandhi
Agnes_of_Hesse,"Philip_I,_Landgrave_of_Hesse"
"John_Cocks,_1st_Earl_Somers",William_IV_of_the_United_Kingdom
"René_II,_Duke_of_Lorraine","Antoine,_Duke_of_Lorraine"
Erwin_Piscator,Bertolt_Brecht
"Philip_Stanhope,_4th_Earl_of_Chesterfield","James_Stanley,_10th_Earl_of_Derby"
Scarlett_Johansson,Peter_Sarsgaard
Life_Entity,Judd_Winick
Petronilla_of_Aragon,Ramiro_II_of_Aragon
"Granville_Leveson-Gower,_1st_Earl_Granville","Thomas_Anson,_1st_Viscount_Anson"
Alfonso_III_of_Asturias,Ordoño_II_of_León
Lauren_Christy,Avril_Lavigne
James_A._Garfield,Samuel_J._Kirkwood
"Charles_IV,_Holy_Roman_Emperor","Sigismund,_Holy_Roman_Emperor"
Sonia_Gandhi,Sitaram_Kesri
Edwin_Samuel_Montagu,"William_Peel,_1st_Earl_Peel"
Philippe_Gigantès,Constantine_II_of_Greece
Keaweʻīkekahialiʻiokamoku,Kalaniʻōpuʻu
"Infante_Jaime,_Duke_of_Segovia","Alfonso,_Duke_of_Anjou_and_Cádiz"
"Agnes_of_France,_Duchess_of_Burgundy",Louis_of_Burgundy
Louise_de_Rohan,Anne_Geneviève_de_Lévis
Joseph_Kurup,Najib_Razak
Manuel_de_Arriaga,Joaquim_Pimenta_de_Castro
Prince_Adalbert_of_Bavaria_(1828–1875),Prince_Alfons_of_Bavaria
"William_Paulet,_3rd_Marquess_of_Winchester","Thomas_Howard,_4th_Duke_of_Norfolk"
Prince_Arsen_of_Yugoslavia,Prince_Paul_of_Yugoslavia
Mohammad_Reyshahri,Mir-Hossein_Mousavi
Susan_Roosevelt_Weld,Kermit_Roosevelt
"Godfrey_III,_Duke_of_Lower_Lorraine","Baldwin_VI,_Count_of_Flanders"
"Edward_Stanley,_Lord_Stanley_(politician,_born_1894)",George_VI
Taung_Pyinthe_(Saw_Rahan_II),Myauk_Pyinthe_(Kunhsaw)
Kaifi_Azmi,Shabana_Azmi
Meredith_Grey,Shonda_Rhimes
Jeffrey_S._Boyd,Rick_Perry
Burns_(musician),Britney_Spears
"Isabella_of_Aragon,_Queen_of_Portugal",Isabella_I_of_Castile
"Wilhelm,_German_Crown_Prince","Wilhelm_II,_German_Emperor"
Sean_Patrick_Maloney,Bill_Clinton
John_III_of_Portugal,"Afonso,_Prince_of_Portugal_(1526)"
"Nicolas_Henri,_Duke_of_Orléans","Gaston,_Duke_of_Orléans"
John_Dortmunder,Paul_Le_Mat
Caroline_of_Ansbach,Princess_Amelia_of_Great_Britain
Daniel_Akaka,Daniel_Inouye
Sancho_I_of_Portugal,"Theresa_of_Portugal,_Queen_of_León"
Mary_Elizabeth_Bartowski,Chuck_Bartowski
"John_Beaufort,_1st_Duke_of_Somerset","John_Beaufort,_1st_Earl_of_Somerset"
April_Kepner,Shonda_Rhimes
White_Queen_(Through_the_Looking-Glass),Lewis_Carroll
Princess_Shōshi_(1195–1211),Fujiwara_no_Reishi
Edward_Coke,Elizabeth_I_of_England
Ivan_the_Terrible,Vasili_III_of_Russia
Viktor_Khristenko,Tigran_Sargsyan
Theodore_Roosevelt,Theodore_Roosevelt_Jr.
Denis_Healey,Michael_Foot
José_María_Cornejo,Francisco_Morazán
John_Platt_(settler),Samuel_Hayes_(settler)
Lynn_Redgrave,Corin_Redgrave
Margarita_Cedeño_de_Fernández,Cándida_Montilla_de_Medina
Ivan_Turgenev,Lord_Byron
Tom_C._Clark,Harry_S._Truman
"Carlos,_Duke_of_Parma",Princess_Irene_of_the_Netherlands
Olivia_Dunham,Anna_Torv
Stafford_Cripps,Hugh_Dalton
Donna_Dixon,Lynn_Herring
George_H._W._Bush,Bill_Clinton
"Henri_I,_Duke_of_Nemours",Anna_d'Este
Empress_Dowager_Ci'an,Tongzhi_Emperor
John_Tyler,Francis_Granger
Jenna_McCarthy,Jenny_McCarthy
Archduke_John_of_Austria,"Leopold_II,_Holy_Roman_Emperor"
Nkosazana_Dlamini-Zuma,Kgalema_Motlanthe
Louisa_May_Alcott,Charles_Dickens
Vanessa_Redgrave,Corin_Redgrave
Juan_de_Tolosa,Hernán_Cortés
Maria_Anna_Sophia_of_Saxony,Augustus_III_of_Poland
Alfonso_XI_of_Castile,Constance_of_Portugal
Ken_Burgess_(musician),Vincent_Price
Asri_Muda,Lim_Kit_Siang
Zhao_Hongyin,Emperor_Taizu_of_Song
"Isabel,_Duchess_of_Braganza","Infante_Dinis,_Duke_of_Porto"
Afonso_V_of_Portugal,"John,_Prince_of_Portugal_(1451)"
Robert_M._Morgenthau,Vincent_L._Broderick
Jay_Rockefeller,Arlen_Specter
Louis_de_Pointe_du_Lac,Brad_Pitt
"Frederick,_Prince_of_Wales",George_II_of_Great_Britain
Samuel_Leonard_Tilley,Edward_Barron_Chandler
Count_Flemming_Valdemar_of_Rosenborg,Princess_Margaretha_of_Sweden
Augustus_Clifford,"William_Cavendish,_5th_Duke_of_Devonshire"
Erzsébet_Czobor,Imre_Czobor
Robert_Maxwell,Ghislaine_Maxwell
Danielle_Spencer_(Australian_singer),Don_Spencer
Boba_Fett,George_Lucas
Prince_Constantijn_of_the_Netherlands,Countess_Leonore_of_Orange-Nassau_van_Amsberg
Tiffany_Trump,Donald_Trump
Theobald_I_of_Navarre,Theobald_II_of_Navarre
Valentinian_II,Theodosius_I
James_MacArthur,Helen_Hayes
George_W._Romney,William_Milliken
Philip_Sidney,"Ambrose_Dudley,_3rd_Earl_of_Warwick"
Hussein_of_Jordan,Prince_Hamzah_bin_Hussein
Mary_of_Woodstock,Edward_I_of_England
Irwin_Thomas,Ahmet_Zappa
Terry_Cline,George_W._Bush
Harry_S._Truman,Francis_Biddle
Emperor_Kanmu,Emperor_Kōnin
Julius_Caesar,Quintus_Fufius_Calenus
James_V_of_Scotland,James_IV_of_Scotland
Christian_IX_of_Denmark,Frederick_VII_of_Denmark
Justina_(empress),Galla_Placidia
Katherine_Henderson,Clarence_Williams_(musician)
Ata'ollah_Mohajerani,Akbar_Hashemi_Rafsanjani
Joanna_la_Beltraneja,Eleanor_of_Viseu
Mehmet_Murat_Somer,Honoré_de_Balzac
Buddy_Childers,Tommy_Dorsey
Samuel_Leonard_Tilley,Lemuel_Allan_Wilmot
Empress_Dou_(Wen),Empress_Bo
Princess_Marianne_of_the_Netherlands,Prince_Albert_of_Prussia_(1837–1906)
"Thomas_Coke,_1st_Earl_of_Leicester_(seventh_creation)","Sir_Edward_Astley,_4th_Baronet"
Landgravine_Christine_of_Hesse-Rotenburg,"Ernest_Leopold,_Landgrave_of_Hesse-Rotenburg"
Guy_Secretan,Stephen_Mangan
Berengaria_of_Castile,Alfonso_VIII_of_Castile
Joseph_Stalin,Nikolai_Voznesensky
Charles_X_of_France,Louis_Philippe_I
Betty_Ford,Richard_Nixon
George_W._Romney,William_Milliken
Samuel_Azu_Crabbe,Kwame_Nkrumah
Yelena_Skrynnik,Vladimir_Putin
Judy_Lewis,Loretta_Young
Bayezid_II,Selim_I
Ann_Richards,Bill_Clements
Jane_Fonda,Frances_Ford_Seymour
Lee_Teng-hui,Lien_Chan
Henry_Seymour_Conway,George_III_of_the_United_Kingdom
Othman_Wok,Lee_Kuan_Yew
George_Anthony_Legh_Keck,Anthony_James_Keck
Boswell_Williams,Elizabeth_II
Ralf_Schumacher,Sascha_Maassen
Bhoj_Raj,Rana_Sanga
Stanislav_Gross,Miloš_Zeman
Pierrette_Ringuette,Jean_Chrétien
Jack_Lynch,Seán_Lemass
Chiang_Kai-shek,Hu_Hanmin
Murad_II,Mehmed_I
Kīnaʻu,Kamehameha_I
Midge_and_Bob_Pinciotti,Don_Stark
Chulalongkorn,Wichaichan
Frank_G._Wisner,Bill_Clinton
Chlothar_I,Chilperic_I
John_Warner,Richard_Nixon
Óscar_Ramírez,Abimael_Guzmán
"Alexander_Farnese,_Duke_of_Parma","Ottavio_Farnese,_Duke_of_Parma"
Liberty_Ross,Leopold_Ross
Jerry_Brown,Elihu_Harris
Prithvi_Narayan_Shah,Nara_Bhupal_Shah
Ferdinand_II_of_Portugal,Infanta_Antónia_of_Portugal
Mamochisane,Sekeletu
Erin_Hill,Kanye_West
"Sibylla,_Queen_of_Jerusalem",Baldwin_V_of_Jerusalem
"William_Grenville,_1st_Baron_Grenville","Francis_Osborne,_5th_Duke_of_Leeds"
Park_Myeong-su,Jeong_Jun-ha
Franklin_D._Roosevelt,James_Farley
"Frederick_William,_Elector_of_Hesse","William_II,_Elector_of_Hesse"
Katie_Wagner,Robert_Wagner
Christine_Juliane_of_Baden-Durlach,Charles_Gustav_of_Baden-Durlach
Shobhna_Samarth,Tanuja
Syed_Masood_Kausar,Nawaz_Sharif
Catherine_of_Nassau-Dillenburg,"William_I,_Count_of_Nassau-Dillenburg"
Quentin_Hubbard,L._Ron_Hubbard
Mehmed_I,Murad_II
Amber_Rudd,Greg_Clark
Marcus_Prinz_von_Anhalt,Zsa_Zsa_Gabor
Tommy_Page,David_Foster
John_II_of_Castile,Isabella_I_of_Castile
"Constance_of_Aragon,_Lady_of_Villena",Violant_of_Hungary
Queen_Zhou_the_Elder,Empress_Zhong
Przemysł_II,Władysław_I_the_Elbow-high
Liam_Byrne,Tony_Blair
Grover_Cleveland,Julius_Sterling_Morton
Princess_Eleonore_Erdmuthe_of_Saxe-Eisenach,Johannetta_of_Sayn-Wittgenstein_(1632-1701)
Logan_Lynn,Jay_Mohr
Darius_Vâlcov,Victor_Ponta
"Katherine_Neville,_Duchess_of_Norfolk","John_de_Mowbray,_3rd_Duke_of_Norfolk"
Oliver_Cromwell,Bridget_Cromwell
Kunigunde_of_Hohenstaufen,Irene_Angelina
George_VII_of_Imereti,Alexander_IV_of_Imereti
Theodore_Roosevelt,Theodore_Roosevelt_Sr.
"Margaret_Wake,_3rd_Baroness_Wake_of_Liddell","John,_3rd_Earl_of_Kent"
"Arthur_Wellesley,_1st_Duke_of_Wellington","Sir_Charles_Talbot,_2nd_Baronet"
Cardinal-Infante_Afonso_of_Portugal,Manuel_I_of_Portugal
"Meinhard_I,_Count_of_Gorizia-Tyrol","Meinhard,_Duke_of_Carinthia"
"Cacá_(footballer,_born_1982)",Kaká
Mahendra_of_Nepal,Princess_Sharada_Shah_of_Nepal
Charles_Cavendish-Bentinck_(priest),Lady_Charles_Bentinck
Larry_David,John_Cleese
Duke_Peter_Georgievich_of_Oldenburg,Catherine_Pavlovna_of_Russia
James_W._Henderson,Elisha_M._Pease
Mao_Zedong,Zhu_De
John_Kee,James_Kee
Princess_Rym_al-Ali,Lakhdar_Brahimi
Alfred_Gilpin_Jones,Edward_VII
Snow_White_(Disney),Rachel_Weisz
Prince_Rostislav_Alexandrovich_of_Russia,Grand_Duke_Alexander_Mikhailovich_of_Russia
Joffrey_Baratheon,Cersei_Lannister
Binnya_U,Razadarit
Don_Alias,Miles_Davis
Uzana_of_Pagan,Narathihapate
Tribhuvan_of_Nepal,Mahendra_of_Nepal
Emperor_Ruizong_of_Tang,Li_Chengqi
Nathan_Mayer_Rothschild,Nathaniel_de_Rothschild
Claude_of_France,Anne_of_Brittany
Tudhaliya_IV,Hattusili_III
Steve_Grantley,Alicia_Keys
Eddi_McKee,Sarah-Jane_Potts
Claire_Meade,Judith_Light
Barbara_Castle,Jack_Straw
Sancho_III_of_Pamplona,García_Sánchez_II_of_Pamplona
Emine_Erdoğan,Hayrünnisa_Gül
Ingvar_Carlsson,Carl_Bildt
Josip_Jelačić,Juraj_Haulik
Princess_Alexia_of_Greece_and_Denmark,Constantine_II_of_Greece
Kidada_Jones,Quincy_Jones
Emperor_Zhenzong,Consort_Li_(Zhenzong)
Daniel_Stewart_(Brigadier_General),Theodore_Roosevelt
Quentin_Bryce,Anna_Bligh
Juhi_Babbar,Nadira_Babbar
Jigme_Khesar_Namgyel_Wangchuck,Jigme_Singye_Wangchuck
Leslie_L._Byrne,Thomas_M._Davis
Thomas_of_Galloway,"Padraig,_Earl_of_Atholl"
"John_Spencer,_5th_Earl_Spencer","James_Hamilton,_1st_Duke_of_Abercorn"
Prince_Aly_Khan,Rita_Hayworth
Mark_Burton,Helen_Clark
Agnes_of_Poitou,"Henry_IV,_Holy_Roman_Emperor"
"Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg",Sophia_Dorothea_of_Schleswig-Holstein-Sonderburg-Glücksburg
Vasyl'_Shakhrai,Yevgenia_Bosch
Ferdinand_de_la_Cerda,Alfonso_de_la_Cerda
Bairam_Khan,Akbar
Zenani_Mandela-Dlamini,Nelson_Mandela
Phillip_Burton,Barbara_Boxer
Hacı_Halil_Pasha,Ahmed_III
Mahinda_Rajapaksa,Chandrika_Kumaratunga
"John_III,_Duke_of_Brittany","Arthur_II,_Duke_of_Brittany"
Christopher_Guest,Tony_Curtis
Harold_W._Winston,Harold_A._Winston
Thomas_Betts,Samuel_Hayes_(settler)
David_Caplan,Deb_Matthews
Rajiv_Gandhi,Feroze_Gandhi
"William_Sidney,_1st_Viscount_De_L'Isle",George_VI
Heather_M._Hodges,Barack_Obama
Louise_Sophie_of_Hanau-Lichtenberg,"Johann_Reinhard_II,_Count_of_Hanau-Lichtenberg"
Claire_Meade,Alexis_Meade
Jianwen_Emperor,Zhu_Biao
Silvio_Berlusconi,Jean_Chrétien
Louise_of_Hesse-Kassel,Frederick_VIII_of_Denmark
